"TotalHoleOuts_RANKTHISWEEK_2014","TotalHoleOuts_RANKLASTWEEK_2014","TotalHoleOuts_PLAYERNAME_2014","TotalHoleOuts_ROUNDS_2014","TotalHoleOuts_HOLEOUTS_2014","stat_name","year"
25,25,"Johnson Wagner",69,13,"TotalHoleOuts",2014
34,34,"Keegan Bradley",89,12,"TotalHoleOuts",2014
34,34,"Jonathan Byrd",76,12,"TotalHoleOuts",2014
34,34,"Bud Cauley",56,12,"TotalHoleOuts",2014
34,34,"Brendon de Jonge",109,12,"TotalHoleOuts",2014
34,34,"Trevor Immelman",84,12,"TotalHoleOuts",2014
34,34,"Kevin Kisner",85,12,"TotalHoleOuts",2014
34,34,"Scott Langley",95,12,"TotalHoleOuts",2014
34,34,"Ben Martin",80,12,"TotalHoleOuts",2014
34,34,"Seung Yul Noh",92,12,"TotalHoleOuts",2014
34,34,"Charlie Wi",72,12,"TotalHoleOuts",2014
44,44,"Ben Crane",81,11,"TotalHoleOuts",2014
44,44,"Ben Curtis",77,11,"TotalHoleOuts",2014
44,44,"Ken Duke",80,11,"TotalHoleOuts",2014
44,44,"Jim Furyk",84,11,"TotalHoleOuts",2014
44,44,"Brice Garnett",92,11,"TotalHoleOuts",2014
44,44,"Luke Guthrie",85,11,"TotalHoleOuts",2014
44,44,"Russell Knox",92,11,"TotalHoleOuts",2014
44,44,"Martin Laird",66,11,"TotalHoleOuts",2014
44,44,"Spencer Levin",59,11,"TotalHoleOuts",2014
44,44,"Andrew Loupe",65,11,"TotalHoleOuts",2014
44,44,"Hideki Matsuyama",82,11,"TotalHoleOuts",2014
44,44,"George McNeill",79,11,"TotalHoleOuts",2014
44,44,"Michael Putnam",106,11,"TotalHoleOuts",2014
44,44,"Charl Schwartzel",64,11,"TotalHoleOuts",2014
44,44,"Chris Stroud",88,11,"TotalHoleOuts",2014
59,59,"Steven Bowditch",93,10,"TotalHoleOuts",2014
59,59,"Erik Compton",88,10,"TotalHoleOuts",2014
59,59,"James Driscoll",71,10,"TotalHoleOuts",2014
59,59,"Ernie Els",85,10,"TotalHoleOuts",2014
59,59,"Martin Flores",85,10,"TotalHoleOuts",2014
59,59,"Brian Gay",81,10,"TotalHoleOuts",2014
59,59,"Bill Haas",107,10,"TotalHoleOuts",2014
59,59,"David Hearn",97,10,"TotalHoleOuts",2014
59,59,"Billy Hurley III",86,10,"TotalHoleOuts",2014
59,59,"Ryo Ishikawa",75,10,"TotalHoleOuts",2014
59,59,"Matt Jones",83,10,"TotalHoleOuts",2014
59,59,"Jerry Kelly",80,10,"TotalHoleOuts",2014
59,59,"Jason Kokrak",65,10,"TotalHoleOuts",2014
59,59,"Matt Kuchar",91,10,"TotalHoleOuts",2014
59,59,"Richard Lee",80,10,"TotalHoleOuts",2014
59,59,"William McGirt",96,10,"TotalHoleOuts",2014
59,59,"Carl Pettersson",91,10,"TotalHoleOuts",2014
59,59,"Brendan Steele",89,10,"TotalHoleOuts",2014
59,59,"Josh Teater",90,10,"TotalHoleOuts",2014
59,59,"Bo Van Pelt",83,10,"TotalHoleOuts",2014
59,59,"Will Wilcox",51,10,"TotalHoleOuts",2014
80,80,"Roberto Castro",76,9,"TotalHoleOuts",2014
80,80,"Graham DeLaet",80,9,"TotalHoleOuts",2014
80,80,"Derek Ernst",80,9,"TotalHoleOuts",2014
80,80,"Matt Every",85,9,"TotalHoleOuts",2014
80,80,"Billy Horschel",92,9,"TotalHoleOuts",2014
80,80,"Zach Johnson",97,9,"TotalHoleOuts",2014
80,80,"Danny Lee",84,9,"TotalHoleOuts",2014
80,80,"Ted Potter Jr",68,9,"TotalHoleOuts",2014
80,80,"Vijay Singh",83,9,"TotalHoleOuts",2014
80,80,"Kevin Streelman",79,9,"TotalHoleOuts",2014
80,80,"Andrew Svoboda",77,9,"TotalHoleOuts",2014
80,80,"Boo Weekley",73,9,"TotalHoleOuts",2014
80,80,"Mark Wilson",69,9,"TotalHoleOuts",2014
93,93,"Ricky Barnes",92,8,"TotalHoleOuts",2014
93,93,"Greg Chalmers",85,8,"TotalHoleOuts",2014
93,93,"Kevin Chappell",100,8,"TotalHoleOuts",2014
93,93,"Gonzalo Fdez Castano",83,8,"TotalHoleOuts",2014
93,93,"Brad Fritsch",50,8,"TotalHoleOuts",2014
93,93,"Retief Goosen",94,8,"TotalHoleOuts",2014
93,93,"JB Holmes",86,8,"TotalHoleOuts",2014
93,93,"Marc Leishman",81,8,"TotalHoleOuts",2014
93,93,"Rory McIlroy",66,8,"TotalHoleOuts",2014
93,93,"John Merrick",87,8,"TotalHoleOuts",2014
93,93,"Sean OHair",77,8,"TotalHoleOuts",2014
93,93,"Webb Simpson",87,8,"TotalHoleOuts",2014
93,93,"Jordan Spieth",102,8,"TotalHoleOuts",2014
93,93,"Kevin Stadler",90,8,"TotalHoleOuts",2014
93,93,"Robert Streb",75,8,"TotalHoleOuts",2014
93,93,"Hudson Swafford",75,8,"TotalHoleOuts",2014
93,93,"Kevin Tway",64,8,"TotalHoleOuts",2014
93,93,"Tyrone Van Aswegen",79,8,"TotalHoleOuts",2014
93,93,"Jimmy Walker",98,8,"TotalHoleOuts",2014
93,93,"Tim Wilkinson",86,8,"TotalHoleOuts",2014
93,93,"YE Yang",79,8,"TotalHoleOuts",2014
114,114,"Robert Allenby",83,7,"TotalHoleOuts",2014
114,114,"Charlie Beljan",76,7,"TotalHoleOuts",2014
114,114,"Stewart Cink",91,7,"TotalHoleOuts",2014
114,114,"Tim Clark",75,7,"TotalHoleOuts",2014
114,114,"Rickie Fowler",91,7,"TotalHoleOuts",2014
114,114,"JJ Henry",91,7,"TotalHoleOuts",2014
114,114,"Jim Herman",62,7,"TotalHoleOuts",2014
114,114,"Justin Hicks",103,7,"TotalHoleOuts",2014
114,114,"Jamie Lovemark",64,7,"TotalHoleOuts",2014
114,114,"Troy Matteson",62,7,"TotalHoleOuts",2014
114,114,"Ryan Moore",86,7,"TotalHoleOuts",2014
114,114,"John Peterson",62,7,"TotalHoleOuts",2014
114,114,"Jim Renner",61,7,"TotalHoleOuts",2014
114,114,"Wes Roach",67,7,"TotalHoleOuts",2014
114,114,"Rory Sabbatini",82,7,"TotalHoleOuts",2014
114,114,"Adam Scott",68,7,"TotalHoleOuts",2014
114,114,"Shawn Stefani",60,7,"TotalHoleOuts",2014
114,114,"Nicholas Thompson",85,7,"TotalHoleOuts",2014
114,114,"Michael Thompson",74,7,"TotalHoleOuts",2014
114,114,"Jhonattan Vegas",77,7,"TotalHoleOuts",2014
134,134,"Aaron Baddeley",74,6,"TotalHoleOuts",2014
134,134,"Briny Baird",50,6,"TotalHoleOuts",2014
134,134,"Angel Cabrera",69,6,"TotalHoleOuts",2014
134,134,"Paul Casey",56,6,"TotalHoleOuts",2014
134,134,"KJ Choi",80,6,"TotalHoleOuts",2014
134,134,"Jason Dufner",57,6,"TotalHoleOuts",2014
134,134,"Sergio Garcia",61,6,"TotalHoleOuts",2014
134,134,"John Huh",87,6,"TotalHoleOuts",2014
134,134,"Graeme McDowell",66,6,"TotalHoleOuts",2014
134,134,"Phil Mickelson",71,6,"TotalHoleOuts",2014
134,134,"Bryce Molder",77,6,"TotalHoleOuts",2014
134,134,"Geoff Ogilvy",84,6,"TotalHoleOuts",2014
134,134,"John Rollins",84,6,"TotalHoleOuts",2014
134,134,"Heath Slocum",71,6,"TotalHoleOuts",2014
134,134,"Brandt Snedeker",89,6,"TotalHoleOuts",2014
134,134,"Bubba Watson",76,6,"TotalHoleOuts",2014
134,134,"Mike Weir",69,6,"TotalHoleOuts",2014
151,151,"Woody Austin",63,5,"TotalHoleOuts",2014
151,151,"Jonas Blixt",64,5,"TotalHoleOuts",2014
151,151,"Chad Campbell",57,5,"TotalHoleOuts",2014
151,151,"Luke Donald",57,5,"TotalHoleOuts",2014
151,151,"Charley Hoffman",93,5,"TotalHoleOuts",2014
151,151,"Dustin Johnson",58,5,"TotalHoleOuts",2014
151,151,"Brooks Koepka",56,5,"TotalHoleOuts",2014
151,151,"Troy Merritt",62,5,"TotalHoleOuts",2014
151,151,"DA Points",75,5,"TotalHoleOuts",2014
151,151,"Justin Rose",70,5,"TotalHoleOuts",2014
151,151,"Camilo Villegas",95,5,"TotalHoleOuts",2014
162,162,"Sangmoon Bae",76,4,"TotalHoleOuts",2014
162,162,"Jason Day",54,4,"TotalHoleOuts",2014
162,162,"Martin Kaymer",65,4,"TotalHoleOuts",2014
162,162,"Bronson La Cassie",51,4,"TotalHoleOuts",2014
162,162,"DH Lee",54,4,"TotalHoleOuts",2014
162,162,"Davis Love III",74,4,"TotalHoleOuts",2014
162,162,"Hunter Mahan",88,4,"TotalHoleOuts",2014
162,162,"David Toms",64,4,"TotalHoleOuts",2014
170,170,"Tommy Gainey",73,3,"TotalHoleOuts",2014
170,170,"Lucas Glover",68,3,"TotalHoleOuts",2014
170,170,"Jeff Maggert",54,3,"TotalHoleOuts",2014
170,170,"Louis Oosthuizen",50,3,"TotalHoleOuts",2014
170,170,"Ian Poulter",57,3,"TotalHoleOuts",2014
170,170,"Henrik Stenson",56,3,"TotalHoleOuts",2014
176,176,"Nick Watney",80,2,"TotalHoleOuts",2014
176,176,"Lee Westwood",57,2,"TotalHoleOuts",2014
