"TotalHoleOuts_RANKTHISWEEK_2014","TotalHoleOuts_RANKLASTWEEK_2014","TotalHoleOuts_PLAYERNAME_2014","TotalHoleOuts_ROUNDS_2014","TotalHoleOuts_HOLEOUTS_2014","stat_name","year"
1,1,"Charles Howell III",106,22,"TotalHoleOuts",2014
2,2,"Stuart Appleby",92,20,"TotalHoleOuts",2014
3,3,"Cameron Tringale",111,19,"TotalHoleOuts",2014
4,4,"Brian Davis",93,18,"TotalHoleOuts",2014
5,5,"Andres Romero",81,17,"TotalHoleOuts",2014
6,6,"Scott Brown",100,16,"TotalHoleOuts",2014
6,6,"Chad Collins",78,16,"TotalHoleOuts",2014
6,6,"Chris Kirk",105,16,"TotalHoleOuts",2014
6,6,"Justin Leonard",75,16,"TotalHoleOuts",2014
6,6,"Brian Stuard",91,16,"TotalHoleOuts",2014
11,11,"Jason Bohn",81,15,"TotalHoleOuts",2014
11,11,"Russell Henley",92,15,"TotalHoleOuts",2014
11,11,"Will Ma Kenzie",82,15,"TotalHoleOuts",2014
11,11,"Kevin Na",94,15,"TotalHoleOuts",2014
15,15,"James Hahn",82,14,"TotalHoleOuts",2014
15,15,"Brian Harman",111,14,"TotalHoleOuts",2014
15,15,"Morgan Hoffmann",103,14,"TotalHoleOuts",2014
15,15,"Jeff Overton",80,14,"TotalHoleOuts",2014
15,15,"Patrick Reed",92,14,"TotalHoleOuts",2014
15,15,"Scott Stallings",77,14,"TotalHoleOuts",2014
15,15,"Kyle Stanley",87,14,"TotalHoleOuts",2014
15,15,"Daniel Summerhays",98,14,"TotalHoleOuts",2014
15,15,"Brendon Todd",108,14,"TotalHoleOuts",2014
15,15,"Gary Woodland",93,14,"TotalHoleOuts",2014
25,25,"Harris English",95,13,"TotalHoleOuts",2014
25,25,"Robert Garrigus",80,13,"TotalHoleOuts",2014
25,25,"Chesson Hadley",84,13,"TotalHoleOuts",2014
25,25,"Freddie Jacobson",91,13,"TotalHoleOuts",2014
25,25,"David Lingmerth",80,13,"TotalHoleOuts",2014
25,25,"Ryan Palmer",85,13,"TotalHoleOuts",2014
25,25,"Pat Perez",84,13,"TotalHoleOuts",2014
25,25,"John Senden",99,13,"TotalHoleOuts",2014
