"TenthTeeEarlyRound1ScoringAverage_RANKTHISWEEK_2012","TenthTeeEarlyRound1ScoringAverage_RANKLASTWEEK_2012","TenthTeeEarlyRound1ScoringAverage_PLAYERNAME_2012","TenthTeeEarlyRound1ScoringAverage__2012","TenthTeeEarlyRound1ScoringAverage_AVG_2012","TenthTeeEarlyRound1ScoringAverage_TOTALSTROKES_2012","TenthTeeEarlyRound1ScoringAverage_TOTALROUNDS_2012","stat_name","year"
1,1,"Nathan Green",NA,67,134,2,"TenthTeeEarlyRound1ScoringAverage",2012
1,1,"John Huh",NA,67,134,2,"TenthTeeEarlyRound1ScoringAverage",2012
1,1,"Ryan Palmer",NA,67,134,2,"TenthTeeEarlyRound1ScoringAverage",2012
4,4,"Zach Johnson",NA,67.14,470,7,"TenthTeeEarlyRound1ScoringAverage",2012
5,5,"Robert Garrigus",NA,67.33,202,3,"TenthTeeEarlyRound1ScoringAverage",2012
6,6,"Carl Pettersson",NA,67.5,270,4,"TenthTeeEarlyRound1ScoringAverage",2012
7,7,"Graham DeLaet",NA,68,340,5,"TenthTeeEarlyRound1ScoringAverage",2012
7,7,"Webb Simpson",NA,68,476,7,"TenthTeeEarlyRound1ScoringAverage",2012
9,9,"Jeff Maggert",NA,68.25,546,8,"TenthTeeEarlyRound1ScoringAverage",2012
9,9,"Ryan Moore",NA,68.25,273,4,"TenthTeeEarlyRound1ScoringAverage",2012
11,11,"Rory McIlroy",NA,68.29,478,7,"TenthTeeEarlyRound1ScoringAverage",2012
12,12,"George McNeill",NA,68.5,137,2,"TenthTeeEarlyRound1ScoringAverage",2012
12,12,"YE Yang",NA,68.5,137,2,"TenthTeeEarlyRound1ScoringAverage",2012
14,14,"Ken Duke",NA,68.67,412,6,"TenthTeeEarlyRound1ScoringAverage",2012
15,15,"Tiger Woods",NA,68.75,550,8,"TenthTeeEarlyRound1ScoringAverage",2012
16,16,"Brian Harman",NA,68.78,619,9,"TenthTeeEarlyRound1ScoringAverage",2012
17,17,"Nick OHern",NA,68.8,344,5,"TenthTeeEarlyRound1ScoringAverage",2012
18,18,"Jason Day",NA,69,69,1,"TenthTeeEarlyRound1ScoringAverage",2012
18,18,"Sergio Garcia",NA,69,207,3,"TenthTeeEarlyRound1ScoringAverage",2012
18,18,"Dustin Johnson",NA,69,483,7,"TenthTeeEarlyRound1ScoringAverage",2012
21,21,"Keegan Bradley",NA,69.15,899,13,"TenthTeeEarlyRound1ScoringAverage",2012
22,22,"Harris English",NA,69.17,415,6,"TenthTeeEarlyRound1ScoringAverage",2012
22,22,"Jeff Overton",NA,69.17,415,6,"TenthTeeEarlyRound1ScoringAverage",2012
22,22,"Steve Stricker",NA,69.17,415,6,"TenthTeeEarlyRound1ScoringAverage",2012
25,25,"Nick Watney",NA,69.29,485,7,"TenthTeeEarlyRound1ScoringAverage",2012
26,26,"David Toms",NA,69.33,208,3,"TenthTeeEarlyRound1ScoringAverage",2012
27,27,"Stuart Appleby",NA,69.43,486,7,"TenthTeeEarlyRound1ScoringAverage",2012
27,27,"Matt Every",NA,69.43,486,7,"TenthTeeEarlyRound1ScoringAverage",2012
27,27,"Richard Lee",NA,69.43,486,7,"TenthTeeEarlyRound1ScoringAverage",2012
30,30,"Jason Dufner",NA,69.5,417,6,"TenthTeeEarlyRound1ScoringAverage",2012
31,31,"Luke Donald",NA,69.57,487,7,"TenthTeeEarlyRound1ScoringAverage",2012
32,32,"John Daly",NA,69.6,348,5,"TenthTeeEarlyRound1ScoringAverage",2012
33,33,"Chris Stroud",NA,69.63,557,8,"TenthTeeEarlyRound1ScoringAverage",2012
34,34,"Arjun Atwal",NA,69.67,209,3,"TenthTeeEarlyRound1ScoringAverage",2012
34,34,"Chris DiMarco",NA,69.67,418,6,"TenthTeeEarlyRound1ScoringAverage",2012
34,34,"Martin Flores",NA,69.67,418,6,"TenthTeeEarlyRound1ScoringAverage",2012
34,34,"Charl Schwartzel",NA,69.67,209,3,"TenthTeeEarlyRound1ScoringAverage",2012
34,34,"Brandt Snedeker",NA,69.67,418,6,"TenthTeeEarlyRound1ScoringAverage",2012
39,39,"Russell Knox",NA,69.75,558,8,"TenthTeeEarlyRound1ScoringAverage",2012
39,39,"Ted Potter Jr",NA,69.75,279,4,"TenthTeeEarlyRound1ScoringAverage",2012
39,39,"Kevin Stadler",NA,69.75,279,4,"TenthTeeEarlyRound1ScoringAverage",2012
39,39,"Johnson Wagner",NA,69.75,279,4,"TenthTeeEarlyRound1ScoringAverage",2012
43,43,"Gavin Coles",NA,69.8,349,5,"TenthTeeEarlyRound1ScoringAverage",2012
43,43,"Padraig Harrington",NA,69.8,349,5,"TenthTeeEarlyRound1ScoringAverage",2012
45,45,"Heath Slocum",NA,69.83,419,6,"TenthTeeEarlyRound1ScoringAverage",2012
46,46,"David Hearn",NA,69.86,489,7,"TenthTeeEarlyRound1ScoringAverage",2012
46,46,"Pat Perez",NA,69.86,489,7,"TenthTeeEarlyRound1ScoringAverage",2012
48,48,"KJ Choi",NA,70,420,6,"TenthTeeEarlyRound1ScoringAverage",2012
48,48,"Troy Kelly",NA,70,140,2,"TenthTeeEarlyRound1ScoringAverage",2012
48,48,"Jason Kokrak",NA,70,560,8,"TenthTeeEarlyRound1ScoringAverage",2012
48,48,"Kevin Na",NA,70,280,4,"TenthTeeEarlyRound1ScoringAverage",2012
48,48,"Geoff Ogilvy",NA,70,210,3,"TenthTeeEarlyRound1ScoringAverage",2012
48,48,"John Rollins",NA,70,420,6,"TenthTeeEarlyRound1ScoringAverage",2012
48,48,"Mark Wilson",NA,70,70,1,"TenthTeeEarlyRound1ScoringAverage",2012
55,55,"William McGirt",NA,70.13,561,8,"TenthTeeEarlyRound1ScoringAverage",2012
55,55,"Rod Pampling",NA,70.13,561,8,"TenthTeeEarlyRound1ScoringAverage",2012
55,55,"Josh Teater",NA,70.13,561,8,"TenthTeeEarlyRound1ScoringAverage",2012
58,58,"Roberto Castro",NA,70.14,491,7,"TenthTeeEarlyRound1ScoringAverage",2012
58,58,"Ben Curtis",NA,70.14,491,7,"TenthTeeEarlyRound1ScoringAverage",2012
58,58,"Jim Furyk",NA,70.14,491,7,"TenthTeeEarlyRound1ScoringAverage",2012
58,58,"Hunter Mahan",NA,70.14,491,7,"TenthTeeEarlyRound1ScoringAverage",2012
62,62,"John Mallinger",NA,70.17,421,6,"TenthTeeEarlyRound1ScoringAverage",2012
63,63,"Angel Cabrera",NA,70.2,351,5,"TenthTeeEarlyRound1ScoringAverage",2012
63,63,"Bubba Watson",NA,70.2,351,5,"TenthTeeEarlyRound1ScoringAverage",2012
65,65,"Jimmy Walker",NA,70.22,632,9,"TenthTeeEarlyRound1ScoringAverage",2012
66,66,"JJ Killeen",NA,70.25,562,8,"TenthTeeEarlyRound1ScoringAverage",2012
66,66,"Phil Mickelson",NA,70.25,562,8,"TenthTeeEarlyRound1ScoringAverage",2012
66,66,"Ian Poulter",NA,70.25,281,4,"TenthTeeEarlyRound1ScoringAverage",2012
69,69,"Matt Kuchar",NA,70.29,492,7,"TenthTeeEarlyRound1ScoringAverage",2012
69,69,"Bill Lunde",NA,70.29,492,7,"TenthTeeEarlyRound1ScoringAverage",2012
71,71,"Kyle Reifers",NA,70.3,703,10,"TenthTeeEarlyRound1ScoringAverage",2012
72,72,"Aaron Baddeley",NA,70.33,211,3,"TenthTeeEarlyRound1ScoringAverage",2012
72,72,"Chad Campbell",NA,70.33,422,6,"TenthTeeEarlyRound1ScoringAverage",2012
