"TenthTeeLatePar4ScoringAverage_RANKTHISWEEK_2012","TenthTeeLatePar4ScoringAverage_RANKLASTWEEK_2012","TenthTeeLatePar4ScoringAverage_PLAYERNAME_2012","TenthTeeLatePar4ScoringAverage_ROUNDS_2012","TenthTeeLatePar4ScoringAverage_AVG_2012","TenthTeeLatePar4ScoringAverage_TOTALSTROKES_2012","TenthTeeLatePar4ScoringAverage_TOTALHOLES_2012","stat_name","year"
1,1,"Bubba Watson",68,3.6,36,10,"TenthTeeLatePar4ScoringAverage",2012
2,2,"Luke Donald",63,3.7,74,20,"TenthTeeLatePar4ScoringAverage",2012
3,3,"Lee Westwood",60,3.88,128,33,"TenthTeeLatePar4ScoringAverage",2012
4,4,"Graeme McDowell",55,3.89,288,74,"TenthTeeLatePar4ScoringAverage",2012
5,5,"Jim Furyk",85,3.92,337,86,"TenthTeeLatePar4ScoringAverage",2012
5,5,"Vijay Singh",99,3.92,553,141,"TenthTeeLatePar4ScoringAverage",2012
7,7,"Dustin Johnson",70,3.93,161,41,"TenthTeeLatePar4ScoringAverage",2012
7,7,"Matt Kuchar",86,3.93,165,42,"TenthTeeLatePar4ScoringAverage",2012
7,7,"Justin Rose",69,3.93,177,45,"TenthTeeLatePar4ScoringAverage",2012
7,7,"John Senden",81,3.93,401,102,"TenthTeeLatePar4ScoringAverage",2012
7,7,"Brandt Snedeker",81,3.93,338,86,"TenthTeeLatePar4ScoringAverage",2012
12,12,"Ernie Els",80,3.95,162,41,"TenthTeeLatePar4ScoringAverage",2012
13,13,"Jonas Blixt",72,3.96,559,141,"TenthTeeLatePar4ScoringAverage",2012
13,13,"Brendon de Jonge",115,3.96,773,195,"TenthTeeLatePar4ScoringAverage",2012
15,15,"Webb Simpson",77,3.97,123,31,"TenthTeeLatePar4ScoringAverage",2012
16,16,"Sangmoon Bae",81,3.98,526,132,"TenthTeeLatePar4ScoringAverage",2012
16,16,"Brian Harman",101,3.98,478,120,"TenthTeeLatePar4ScoringAverage",2012
16,16,"Geoff Ogilvy",73,3.98,458,115,"TenthTeeLatePar4ScoringAverage",2012
19,19,"Stewart Cink",71,3.99,391,98,"TenthTeeLatePar4ScoringAverage",2012
19,19,"Tim Clark",60,3.99,351,88,"TenthTeeLatePar4ScoringAverage",2012
19,19,"Marco Dawson",60,3.99,531,133,"TenthTeeLatePar4ScoringAverage",2012
19,19,"Jason Dufner",83,3.99,291,73,"TenthTeeLatePar4ScoringAverage",2012
19,19,"Jeff Maggert",83,3.99,682,171,"TenthTeeLatePar4ScoringAverage",2012
19,19,"Rocco Mediate",70,3.99,551,138,"TenthTeeLatePar4ScoringAverage",2012
19,19,"John Merrick",83,3.99,966,242,"TenthTeeLatePar4ScoringAverage",2012
19,19,"Pat Perez",81,3.99,455,114,"TenthTeeLatePar4ScoringAverage",2012
27,27,"Kevin Chappell",91,4,384,96,"TenthTeeLatePar4ScoringAverage",2012
27,27,"Will Claxton",99,4,916,229,"TenthTeeLatePar4ScoringAverage",2012
27,27,"Sergio Garcia",57,4,176,44,"TenthTeeLatePar4ScoringAverage",2012
27,27,"Tom Gillis",75,4,556,139,"TenthTeeLatePar4ScoringAverage",2012
27,27,"David Hearn",95,4,824,206,"TenthTeeLatePar4ScoringAverage",2012
27,27,"Danny Lee",74,4,660,165,"TenthTeeLatePar4ScoringAverage",2012
27,27,"Phil Mickelson",79,4,32,8,"TenthTeeLatePar4ScoringAverage",2012
27,27,"Adam Scott",59,4,168,42,"TenthTeeLatePar4ScoringAverage",2012
27,27,"Tiger Woods",69,4,40,10,"TenthTeeLatePar4ScoringAverage",2012
36,36,"Erik Compton",81,4.01,714,178,"TenthTeeLatePar4ScoringAverage",2012
36,36,"Ben Curtis",62,4.01,598,149,"TenthTeeLatePar4ScoringAverage",2012
36,36,"Bob Estes",78,4.01,702,175,"TenthTeeLatePar4ScoringAverage",2012
36,36,"Tommy Gainey",98,4.01,505,126,"TenthTeeLatePar4ScoringAverage",2012
36,36,"Matt Jones",53,4.01,554,138,"TenthTeeLatePar4ScoringAverage",2012
36,36,"William McGirt",96,4.01,927,231,"TenthTeeLatePar4ScoringAverage",2012
36,36,"Heath Slocum",93,4.01,698,174,"TenthTeeLatePar4ScoringAverage",2012
43,43,"Jonathan Byrd",69,4.02,482,120,"TenthTeeLatePar4ScoringAverage",2012
