"PuttsperRoundRound2_RANKTHISWEEK_2009","PuttsperRoundRound2_RANKLASTWEEK_2009","PuttsperRoundRound2_PLAYERNAME_2009","PuttsperRoundRound2__2009","PuttsperRoundRound2_AVG_2009","PuttsperRoundRound2_TOTALPUTTS_2009","PuttsperRoundRound2_TOTALROUNDS_2009","stat_name","year"
1,1,"Chris Riley",NA,27.5,550,20,"PuttsperRoundRound2",2009
2,2,"Retief Goosen",NA,27.68,526,19,"PuttsperRoundRound2",2009
3,3,"Ryuji Imada",NA,27.72,693,25,"PuttsperRoundRound2",2009
4,4,"Brad Faxon",NA,27.78,639,23,"PuttsperRoundRound2",2009
5,5,"Padraig Harrington",NA,27.89,530,19,"PuttsperRoundRound2",2009
6,6,"Jim Furyk",NA,28,616,22,"PuttsperRoundRound2",2009
7,7,"Webb Simpson",NA,28.07,842,30,"PuttsperRoundRound2",2009
8,8,"Daniel Chopra",NA,28.08,730,26,"PuttsperRoundRound2",2009
9,9,"John Mallinger",NA,28.12,731,26,"PuttsperRoundRound2",2009
9,9,"Tom Pernice Jr",NA,28.12,731,26,"PuttsperRoundRound2",2009
11,11,"Bryce Molder",NA,28.16,535,19,"PuttsperRoundRound2",2009
12,12,"Tim Clark",NA,28.19,592,21,"PuttsperRoundRound2",2009
13,13,"Jeff Overton",NA,28.2,705,25,"PuttsperRoundRound2",2009
14,14,"Mark Brooks",NA,28.21,395,14,"PuttsperRoundRound2",2009
15,15,"Luke Donald",NA,28.25,565,20,"PuttsperRoundRound2",2009
16,16,"Jason Day",NA,28.27,424,15,"PuttsperRoundRound2",2009
17,17,"Jason Dufner",NA,28.28,707,25,"PuttsperRoundRound2",2009
18,18,"Tiger Woods",NA,28.31,453,16,"PuttsperRoundRound2",2009
19,19,"Bob Estes",NA,28.32,623,22,"PuttsperRoundRound2",2009
20,20,"Jimmy Walker",NA,28.33,595,21,"PuttsperRoundRound2",2009
21,21,"Matt Weibring",NA,28.35,567,20,"PuttsperRoundRound2",2009
