"Back9Round2ScoringAverage_RANKTHISWEEK_2008","Back9Round2ScoringAverage_RANKLASTWEEK_2008","Back9Round2ScoringAverage_PLAYERNAME_2008","Back9Round2ScoringAverage__2008","Back9Round2ScoringAverage_AVG_2008","Back9Round2ScoringAverage_TOTALSTROKES_2008","Back9Round2ScoringAverage_TOTALROUNDS_2008","stat_name","year"
1,1,"John Huston",NA,34.29,583,17,"Back9Round2ScoringAverage",2008
2,2,"John Mallinger",NA,34.65,901,26,"Back9Round2ScoringAverage",2008
3,3,"Chad Campbell",NA,34.74,938,27,"Back9Round2ScoringAverage",2008
4,4,"Kenny Perry",NA,34.76,869,25,"Back9Round2ScoringAverage",2008
5,5,"Anthony Kim",NA,34.82,766,22,"Back9Round2ScoringAverage",2008
6,6,"Brian Gay",NA,34.83,1045,30,"Back9Round2ScoringAverage",2008
7,7,"Mark Wilson",NA,34.9,1012,29,"Back9Round2ScoringAverage",2008
8,8,"Brenden Pappas",NA,34.92,838,24,"Back9Round2ScoringAverage",2008
9,9,"Gavin Coles",NA,34.93,524,15,"Back9Round2ScoringAverage",2008
10,10,"Tommy Armour III",NA,34.96,804,23,"Back9Round2ScoringAverage",2008
11,11,"Will Ma Kenzie",NA,35,700,20,"Back9Round2ScoringAverage",2008
11,11,"John Merrick",NA,35,980,28,"Back9Round2ScoringAverage",2008
13,13,"Vijay Singh",NA,35.05,771,22,"Back9Round2ScoringAverage",2008
13,13,"Steve Stricker",NA,35.05,736,21,"Back9Round2ScoringAverage",2008
15,15,"Tim Herron",NA,35.07,982,28,"Back9Round2ScoringAverage",2008
15,15,"Billy Mayfair",NA,35.07,1017,29,"Back9Round2ScoringAverage",2008
17,17,"Briny Baird",NA,35.1,1018,29,"Back9Round2ScoringAverage",2008
18,18,"Nick Watney",NA,35.11,948,27,"Back9Round2ScoringAverage",2008
18,18,"Charlie Wi",NA,35.11,948,27,"Back9Round2ScoringAverage",2008
20,20,"Fred Couples",NA,35.12,597,17,"Back9Round2ScoringAverage",2008
21,21,"Ben Crane",NA,35.13,843,24,"Back9Round2ScoringAverage",2008
22,22,"Ben Curtis",NA,35.14,773,22,"Back9Round2ScoringAverage",2008
22,22,"Kevin Na",NA,35.14,984,28,"Back9Round2ScoringAverage",2008
22,22,"Ryan Palmer",NA,35.14,773,22,"Back9Round2ScoringAverage",2008
25,25,"Tim Clark",NA,35.15,914,26,"Back9Round2ScoringAverage",2008
26,26,"Omar Uresti",NA,35.17,844,24,"Back9Round2ScoringAverage",2008
27,27,"Shane Bertsch",NA,35.18,985,28,"Back9Round2ScoringAverage",2008
28,28,"Kevin Sutherland",NA,35.19,915,26,"Back9Round2ScoringAverage",2008
29,29,"Phil Mickelson",NA,35.2,704,20,"Back9Round2ScoringAverage",2008
29,29,"Bob Tway",NA,35.2,704,20,"Back9Round2ScoringAverage",2008
31,31,"Padraig Harrington",NA,35.21,493,14,"Back9Round2ScoringAverage",2008
31,31,"Justin Leonard",NA,35.21,845,24,"Back9Round2ScoringAverage",2008
31,31,"Jimmy Walker",NA,35.21,845,24,"Back9Round2ScoringAverage",2008
34,34,"Brad Elder",NA,35.22,810,23,"Back9Round2ScoringAverage",2008
35,35,"Bill Haas",NA,35.23,1092,31,"Back9Round2ScoringAverage",2008
36,36,"JB Holmes",NA,35.28,882,25,"Back9Round2ScoringAverage",2008
36,36,"Steve Marino",NA,35.28,1129,32,"Back9Round2ScoringAverage",2008
38,38,"Camilo Villegas",NA,35.29,741,21,"Back9Round2ScoringAverage",2008
39,39,"Stephen Ames",NA,35.3,812,23,"Back9Round2ScoringAverage",2008
39,39,"Robert Garrigus",NA,35.3,953,27,"Back9Round2ScoringAverage",2008
41,41,"Steve Flesch",NA,35.31,1024,29,"Back9Round2ScoringAverage",2008
41,41,"Vaughn Taylor",NA,35.31,1130,32,"Back9Round2ScoringAverage",2008
43,43,"Dudley Hart",NA,35.32,777,22,"Back9Round2ScoringAverage",2008
44,44,"Tom Pernice Jr",NA,35.33,1060,30,"Back9Round2ScoringAverage",2008
45,45,"Martin Laird",NA,35.34,1025,29,"Back9Round2ScoringAverage",2008
46,46,"Sean OHair",NA,35.36,884,25,"Back9Round2ScoringAverage",2008
47,47,"Brian Davis",NA,35.38,1132,32,"Back9Round2ScoringAverage",2008
47,47,"Doug LaBelle II",NA,35.38,743,21,"Back9Round2ScoringAverage",2008
47,47,"Jeff Maggert",NA,35.38,920,26,"Back9Round2ScoringAverage",2008
47,47,"Ted Purdy",NA,35.38,849,24,"Back9Round2ScoringAverage",2008
47,47,"Heath Slocum",NA,35.38,1026,29,"Back9Round2ScoringAverage",2008
47,47,"Kevin Streelman",NA,35.38,1132,32,"Back9Round2ScoringAverage",2008
53,53,"John Rollins",NA,35.39,991,28,"Back9Round2ScoringAverage",2008
54,54,"Frank Lickliter II",NA,35.4,1062,30,"Back9Round2ScoringAverage",2008
55,55,"Robert Allenby",NA,35.41,956,27,"Back9Round2ScoringAverage",2008
55,55,"Matt Kuchar",NA,35.41,956,27,"Back9Round2ScoringAverage",2008
55,55,"Parker McLachlin",NA,35.41,956,27,"Back9Round2ScoringAverage",2008
55,55,"Joe Ogilvie",NA,35.41,1027,29,"Back9Round2ScoringAverage",2008
59,59,"Glen Day",NA,35.42,673,19,"Back9Round2ScoringAverage",2008
59,59,"Pat Perez",NA,35.42,921,26,"Back9Round2ScoringAverage",2008
59,59,"David Toms",NA,35.42,673,19,"Back9Round2ScoringAverage",2008
62,62,"Dustin Johnson",NA,35.43,992,28,"Back9Round2ScoringAverage",2008
62,62,"Boo Weekley",NA,35.43,815,23,"Back9Round2ScoringAverage",2008
64,64,"Bob Estes",NA,35.46,993,28,"Back9Round2ScoringAverage",2008
65,65,"Todd Demsey",NA,35.48,887,25,"Back9Round2ScoringAverage",2008
65,65,"Steve Elkington",NA,35.48,816,23,"Back9Round2ScoringAverage",2008
65,65,"Matt Jones",NA,35.48,1100,31,"Back9Round2ScoringAverage",2008
65,65,"DJ Trahan",NA,35.48,958,27,"Back9Round2ScoringAverage",2008
69,69,"Ryuji Imada",NA,35.5,852,24,"Back9Round2ScoringAverage",2008
69,69,"Chris Riley",NA,35.5,568,16,"Back9Round2ScoringAverage",2008
71,71,"Marco Dawson",NA,35.53,675,19,"Back9Round2ScoringAverage",2008
71,71,"Tom Lehman",NA,35.53,604,17,"Back9Round2ScoringAverage",2008
73,73,"Carlos Franco",NA,35.54,853,24,"Back9Round2ScoringAverage",2008
73,73,"Ian Poulter",NA,35.54,462,13,"Back9Round2ScoringAverage",2008
73,73,"Chris Stroud",NA,35.54,924,26,"Back9Round2ScoringAverage",2008
76,76,"Stuart Appleby",NA,35.55,782,22,"Back9Round2ScoringAverage",2008
76,76,"Ken Duke",NA,35.55,1173,33,"Back9Round2ScoringAverage",2008
78,78,"Sergio Garcia",NA,35.56,640,18,"Back9Round2ScoringAverage",2008
79,79,"Chez Reavie",NA,35.57,1067,30,"Back9Round2ScoringAverage",2008
80,80,"Lucas Glover",NA,35.58,925,26,"Back9Round2ScoringAverage",2008
80,80,"Mark Hensby",NA,35.58,854,24,"Back9Round2ScoringAverage",2008
82,82,"Stewart Cink",NA,35.59,783,22,"Back9Round2ScoringAverage",2008
82,82,"Mathew Goggin",NA,35.59,961,27,"Back9Round2ScoringAverage",2008
82,82,"Peter Lonard",NA,35.59,1032,29,"Back9Round2ScoringAverage",2008
82,82,"Jin Park",NA,35.59,1032,29,"Back9Round2ScoringAverage",2008
82,82,"Jesper Parnevik",NA,35.59,961,27,"Back9Round2ScoringAverage",2008
82,82,"Tag Ridings",NA,35.59,1032,29,"Back9Round2ScoringAverage",2008
