"Scramblingfrom2030yards_RANKTHISWEEK_2015","Scramblingfrom2030yards_RANKLASTWEEK_2015","Scramblingfrom2030yards_PLAYERNAME_2015","Scramblingfrom2030yards_ROUNDS_2015","Scramblingfrom2030yards_Pct_2015","Scramblingfrom2030yards_SUCCESSES_2015","Scramblingfrom2030yards_ATTEMPTS_2015","stat_name","year"
1,1,"Will Wilcox",58,66.67,20,30,"Scramblingfrom2030yards",2015
2,2,"Jason Day",75,66.04,35,53,"Scramblingfrom2030yards",2015
3,3,"Greg Owen",58,65.63,21,32,"Scramblingfrom2030yards",2015
4,4,"Jordan Spieth",91,65.52,38,58,"Scramblingfrom2030yards",2015
5,5,"SJ Park",79,64.94,50,77,"Scramblingfrom2030yards",2015
6,6,"Jonathan Byrd",69,64.91,37,57,"Scramblingfrom2030yards",2015
7,7,"Morgan Hoffmann",85,64.65,64,99,"Scramblingfrom2030yards",2015
7,7,"Bryce Molder",91,64.65,64,99,"Scramblingfrom2030yards",2015
9,9,"Johnson Wagner",68,64.41,38,59,"Scramblingfrom2030yards",2015
10,10,"Lee Westwood",56,64.29,18,28,"Scramblingfrom2030yards",2015
11,11,"Graham DeLaet",65,64,32,50,"Scramblingfrom2030yards",2015
12,12,"Aaron Baddeley",76,63.74,58,91,"Scramblingfrom2030yards",2015
13,13,"Phil Mickelson",70,63.16,48,76,"Scramblingfrom2030yards",2015
14,14,"Cameron Tringale",96,63.04,58,92,"Scramblingfrom2030yards",2015
15,15,"Jamie Donaldson",50,62.75,32,51,"Scramblingfrom2030yards",2015
16,16,"Matt Kuchar",97,62.38,63,101,"Scramblingfrom2030yards",2015
17,17,"Jason Dufner",76,62.22,28,45,"Scramblingfrom2030yards",2015
17,17,"Bubba Watson",71,62.22,28,45,"Scramblingfrom2030yards",2015
19,19,"Jim Furyk",71,61.9,26,42,"Scramblingfrom2030yards",2015
20,20,"Ben Crane",62,61.67,37,60,"Scramblingfrom2030yards",2015
21,21,"Brendon Todd",96,61.54,56,91,"Scramblingfrom2030yards",2015
22,22,"Luke Guthrie",84,61.33,46,75,"Scramblingfrom2030yards",2015
23,23,"Danny Lee",120,61.06,69,113,"Scramblingfrom2030yards",2015
24,24,"JB Holmes",89,60.81,45,74,"Scramblingfrom2030yards",2015
25,25,"Justin Rose",69,60.61,20,33,"Scramblingfrom2030yards",2015
25,25,"David Toms",62,60.61,40,66,"Scramblingfrom2030yards",2015
27,27,"Martin Laird",77,60.56,43,71,"Scramblingfrom2030yards",2015
28,28,"Tyrone Van Aswegen",58,60.47,26,43,"Scramblingfrom2030yards",2015
29,29,"Chesson Hadley",101,60.4,61,101,"Scramblingfrom2030yards",2015
30,30,"KJ Choi",66,60.27,44,73,"Scramblingfrom2030yards",2015
31,31,"Brandt Snedeker",98,60.22,56,93,"Scramblingfrom2030yards",2015
32,32,"Gary Woodland",81,59.7,40,67,"Scramblingfrom2030yards",2015
33,33,"Ricky Barnes",82,59.52,50,84,"Scramblingfrom2030yards",2015
34,34,"Chez Reavie",56,59.46,22,37,"Scramblingfrom2030yards",2015
35,35,"Steven Bowditch",103,59.34,54,91,"Scramblingfrom2030yards",2015
36,36,"Charley Hoffman",97,58.59,58,99,"Scramblingfrom2030yards",2015
36,36,"Robert Streb",110,58.59,58,99,"Scramblingfrom2030yards",2015
38,38,"Eric Axley",57,58.33,28,48,"Scramblingfrom2030yards",2015
