"Last15EventsScoring_RANKTHISWEEK_2015","Last15EventsScoring_RANKLASTWEEK_2015","Last15EventsScoring_PLAYERNAME_2015","Last15EventsScoring_EVENTS_2015","Last15EventsScoring_RATING_2015","stat_name","year"
1,1,"Joe Affrunti",1,9,"Last15EventsScoring",2015
1,1,"Jason Day",9,9,"Last15EventsScoring",2015
1,1,"Robby Shelton",1,9,"Last15EventsScoring",2015
1,1,"Peter Uihlein",1,9,"Last15EventsScoring",2015
5,5,"Ross Fisher",1,8.8,"Last15EventsScoring",2015
5,5,"Steve Marino",1,8.8,"Last15EventsScoring",2015
5,5,"Garrett Osborn",1,8.8,"Last15EventsScoring",2015
5,5,"Justin Rose",9,8.8,"Last15EventsScoring",2015
5,5,"Jordan Spieth",9,8.8,"Last15EventsScoring",2015
10,10,"Mark Hensby",1,8.7,"Last15EventsScoring",2015
10,10,"Duffy Waldorf",1,8.7,"Last15EventsScoring",2015
12,12,"Rory McIlroy",10,8.6,"Last15EventsScoring",2015
12,12,"Henrik Stenson",11,8.6,"Last15EventsScoring",2015
12,12,"Bubba Watson",11,8.6,"Last15EventsScoring",2015
12,12,"Will Wilcox",9,8.6,"Last15EventsScoring",2015
16,16,"Mark Anderson",3,8.5,"Last15EventsScoring",2015
16,16,"Jon Curran",4,8.5,"Last15EventsScoring",2015
16,16,"Rickie Fowler",8,8.5,"Last15EventsScoring",2015
16,16,"Martin Piller",1,8.5,"Last15EventsScoring",2015
16,16,"Ollie Schniederjans",2,8.5,"Last15EventsScoring",2015
16,16,"Steve Wheatcroft",5,8.5,"Last15EventsScoring",2015
22,22,"Daniel Berger",6,8.4,"Last15EventsScoring",2015
22,22,"Jonas Blixt",5,8.4,"Last15EventsScoring",2015
22,22,"Paul Casey",9,8.4,"Last15EventsScoring",2015
22,22,"George Coetzee",2,8.4,"Last15EventsScoring",2015
22,22,"Austin Cook",5,8.4,"Last15EventsScoring",2015
22,22,"Bryson DeChambeau",1,8.4,"Last15EventsScoring",2015
22,22,"Derek Ernst",6,8.4,"Last15EventsScoring",2015
22,22,"Tony Finau",11,8.4,"Last15EventsScoring",2015
22,22,"Brice Garnett",4,8.4,"Last15EventsScoring",2015
22,22,"Zach Johnson",10,8.4,"Last15EventsScoring",2015
22,22,"Soren Kjeldsen",1,8.4,"Last15EventsScoring",2015
22,22,"DH Lee",1,8.4,"Last15EventsScoring",2015
22,22,"Danny Lee",12,8.4,"Last15EventsScoring",2015
22,22,"Jordan Niebrugge",1,8.4,"Last15EventsScoring",2015
22,22,"Cheng Tsung Pan",1,8.4,"Last15EventsScoring",2015
22,22,"John Rollins",2,8.4,"Last15EventsScoring",2015
22,22,"Robert Streb",12,8.4,"Last15EventsScoring",2015
22,22,"Andy Sullivan",1,8.4,"Last15EventsScoring",2015
22,22,"Adam Svensson",1,8.4,"Last15EventsScoring",2015
22,22,"Vaughn Taylor",9,8.4,"Last15EventsScoring",2015
22,22,"Justin Thomas",13,8.4,"Last15EventsScoring",2015
22,22,"Cameron Wilson",1,8.4,"Last15EventsScoring",2015
44,44,"Thomas Aiken",2,8.3,"Last15EventsScoring",2015
44,44,"Ryan Armour",4,8.3,"Last15EventsScoring",2015
44,44,"Steven Bowditch",11,8.3,"Last15EventsScoring",2015
44,44,"Keegan Bradley",9,8.3,"Last15EventsScoring",2015
