"3PuttAvoidanceInside5_RANKTHISWEEK_2006","3PuttAvoidanceInside5_RANKLASTWEEK_2006","3PuttAvoidanceInside5_PLAYERNAME_2006","3PuttAvoidanceInside5_ROUNDS_2006","3PuttAvoidanceInside5_Pct_2006","3PuttAvoidanceInside5_TOTAL3PUTTS_2006","3PuttAvoidanceInside5_ATTEMPTS_2006","3PuttAvoidanceInside5_2PUTTORBETTERPct_2006","stat_name","year"
1,1,"Stuart Appleby",83,0,NA,261,100,"3PuttAvoidanceInside5",2006
1,1,"Alex Aragon",63,0,NA,228,100,"3PuttAvoidanceInside5",2006
1,1,"Woody Austin",107,0,NA,386,100,"3PuttAvoidanceInside5",2006
1,1,"Eric Axley",91,0,NA,313,100,"3PuttAvoidanceInside5",2006
1,1,"Briny Baird",81,0,NA,243,100,"3PuttAvoidanceInside5",2006
1,1,"Craig Barlow",77,0,NA,224,100,"3PuttAvoidanceInside5",2006
1,1,"Doug Barron",74,0,NA,290,100,"3PuttAvoidanceInside5",2006
1,1,"Brian Bateman",69,0,NA,227,100,"3PuttAvoidanceInside5",2006
1,1,"Shane Bertsch",104,0,NA,350,100,"3PuttAvoidanceInside5",2006
1,1,"Olin Browne",108,0,NA,314,100,"3PuttAvoidanceInside5",2006
1,1,"Jonathan Byrd",66,0,NA,197,100,"3PuttAvoidanceInside5",2006
1,1,"Chad Campbell",91,0,NA,250,100,"3PuttAvoidanceInside5",2006
1,1,"Alex Cejka",93,0,NA,320,100,"3PuttAvoidanceInside5",2006
1,1,"KJ Choi",93,0,NA,289,100,"3PuttAvoidanceInside5",2006
1,1,"Daniel Chopra",110,0,NA,372,100,"3PuttAvoidanceInside5",2006
1,1,"Stewart Cink",93,0,NA,264,100,"3PuttAvoidanceInside5",2006
1,1,"John Cook",67,0,NA,198,100,"3PuttAvoidanceInside5",2006
1,1,"Fred Couples",52,0,NA,113,100,"3PuttAvoidanceInside5",2006
1,1,"Kris Cox",83,0,NA,267,100,"3PuttAvoidanceInside5",2006
1,1,"Ben Curtis",86,0,NA,249,100,"3PuttAvoidanceInside5",2006
1,1,"Bubba Dickerson",98,0,NA,318,100,"3PuttAvoidanceInside5",2006
1,1,"Luke Donald",66,0,NA,178,100,"3PuttAvoidanceInside5",2006
1,1,"Joe Durant",101,0,NA,368,100,"3PuttAvoidanceInside5",2006
1,1,"David Duval",71,0,NA,200,100,"3PuttAvoidanceInside5",2006
1,1,"Steve Flesch",119,0,NA,413,100,"3PuttAvoidanceInside5",2006
1,1,"Harrison Frazar",95,0,NA,309,100,"3PuttAvoidanceInside5",2006
1,1,"Fred Funk",106,0,NA,309,100,"3PuttAvoidanceInside5",2006
1,1,"Jim Furyk",89,0,NA,246,100,"3PuttAvoidanceInside5",2006
1,1,"Robert Gamez",94,0,NA,303,100,"3PuttAvoidanceInside5",2006
1,1,"Sergio Garcia",59,0,NA,130,100,"3PuttAvoidanceInside5",2006
1,1,"Robert Garrigus",85,0,NA,279,100,"3PuttAvoidanceInside5",2006
1,1,"Brian Gay",107,0,NA,403,100,"3PuttAvoidanceInside5",2006
1,1,"Brent Geiberger",99,0,NA,343,100,"3PuttAvoidanceInside5",2006
1,1,"Lucas Glover",105,0,NA,325,100,"3PuttAvoidanceInside5",2006
1,1,"Retief Goosen",68,0,NA,182,100,"3PuttAvoidanceInside5",2006
1,1,"Jason Gore",86,0,NA,251,100,"3PuttAvoidanceInside5",2006
1,1,"Paul Goydos",72,0,NA,259,100,"3PuttAvoidanceInside5",2006
1,1,"Nathan Green",108,0,NA,363,100,"3PuttAvoidanceInside5",2006
1,1,"Mathias Gronberg",92,0,NA,308,100,"3PuttAvoidanceInside5",2006
1,1,"Scott Gutschewski",53,0,NA,165,100,"3PuttAvoidanceInside5",2006
1,1,"Bill Haas",99,0,NA,364,100,"3PuttAvoidanceInside5",2006
1,1,"Todd Hamilton",72,0,NA,246,100,"3PuttAvoidanceInside5",2006
1,1,"Matt Hansen",68,0,NA,240,100,"3PuttAvoidanceInside5",2006
1,1,"Padraig Harrington",54,0,NA,157,100,"3PuttAvoidanceInside5",2006
1,1,"JP Hayes",55,0,NA,199,100,"3PuttAvoidanceInside5",2006
1,1,"JJ Henry",96,0,NA,261,100,"3PuttAvoidanceInside5",2006
1,1,"Tim Herron",82,0,NA,235,100,"3PuttAvoidanceInside5",2006
1,1,"Ryan Hietala",61,0,NA,195,100,"3PuttAvoidanceInside5",2006
1,1,"Charley Hoffman",100,0,NA,343,100,"3PuttAvoidanceInside5",2006
1,1,"David Howell",52,0,NA,108,100,"3PuttAvoidanceInside5",2006
1,1,"Charles Howell III",96,0,NA,298,100,"3PuttAvoidanceInside5",2006
1,1,"John Huston",74,0,NA,252,100,"3PuttAvoidanceInside5",2006
1,1,"Ryuji Imada",105,0,NA,351,100,"3PuttAvoidanceInside5",2006
1,1,"Trevor Immelman",86,0,NA,288,100,"3PuttAvoidanceInside5",2006
1,1,"Freddie Jacobson",56,0,NA,204,100,"3PuttAvoidanceInside5",2006
1,1,"Brandt Jobe",91,0,NA,236,100,"3PuttAvoidanceInside5",2006
1,1,"Zach Johnson",98,0,NA,274,100,"3PuttAvoidanceInside5",2006
1,1,"Richard Johnson",94,0,NA,296,100,"3PuttAvoidanceInside5",2006
1,1,"Jonathan Kaye",95,0,NA,324,100,"3PuttAvoidanceInside5",2006
1,1,"Jerry Kelly",100,0,NA,312,100,"3PuttAvoidanceInside5",2006
1,1,"Greg Kraft",79,0,NA,259,100,"3PuttAvoidanceInside5",2006
1,1,"Bernhard Langer",77,0,NA,235,100,"3PuttAvoidanceInside5",2006
1,1,"Stephen Leaney",84,0,NA,299,100,"3PuttAvoidanceInside5",2006
1,1,"Ian Leggatt",80,0,NA,273,100,"3PuttAvoidanceInside5",2006
1,1,"Tom Lehman",70,0,NA,150,100,"3PuttAvoidanceInside5",2006
1,1,"Justin Leonard",83,0,NA,275,100,"3PuttAvoidanceInside5",2006
1,1,"Thomas Levet",53,0,NA,183,100,"3PuttAvoidanceInside5",2006
1,1,"JL Lewis",57,0,NA,198,100,"3PuttAvoidanceInside5",2006
1,1,"Frank Lickliter II",99,0,NA,326,100,"3PuttAvoidanceInside5",2006
1,1,"Peter Lonard",77,0,NA,264,100,"3PuttAvoidanceInside5",2006
1,1,"Will Ma Kenzie",91,0,NA,273,100,"3PuttAvoidanceInside5",2006
1,1,"Troy Matteson",101,0,NA,309,100,"3PuttAvoidanceInside5",2006
