"PuttsPerRound_RANKTHISWEEK_2007","PuttsPerRound_RANKLASTWEEK_2007","PuttsPerRound_PLAYERNAME_2007","PuttsPerRound_ROUNDS_2007","PuttsPerRound_AVG_2007","PuttsPerRound_TOTALPUTTS_2007","PuttsPerRound_TOTALROUNDS_2007","PuttsPerRound_LOWTOTALPUTTS_2007","stat_name","year"
1,1,"Tim Clark",66,27.88,1784,64,22,"PuttsPerRound",2007
2,2,"Jose Maria Olazabal",52,28.1,1405,50,23,"PuttsPerRound",2007
3,3,"Kevin Na",84,28.14,2364,84,20,"PuttsPerRound",2007
4,4,"Aaron Baddeley",83,28.26,2261,80,20,"PuttsPerRound",2007
5,5,"Chris Riley",59,28.29,1556,55,22,"PuttsPerRound",2007
6,6,"Brian Gay",107,28.31,2916,103,20,"PuttsPerRound",2007
7,7,"Padraig Harrington",64,28.32,1756,62,22,"PuttsPerRound",2007
8,8,"Shigeki Maruyama",84,28.34,2352,83,23,"PuttsPerRound",2007
9,9,"Rory Sabbatini",81,28.35,2240,79,19,"PuttsPerRound",2007
10,10,"Nathan Green",103,28.4,2812,99,23,"PuttsPerRound",2007
11,11,"Joe Ogilvie",102,28.46,2789,98,22,"PuttsPerRound",2007
12,12,"Jonathan Byrd",73,28.47,2078,73,21,"PuttsPerRound",2007
13,13,"Ryuji Imada",104,28.53,2853,100,23,"PuttsPerRound",2007
13,13,"Freddie Jacobson",70,28.53,1997,70,24,"PuttsPerRound",2007
15,15,"Brandt Snedeker",105,28.58,2887,101,23,"PuttsPerRound",2007
16,16,"Bob Heintz",85,28.59,2316,81,23,"PuttsPerRound",2007
17,17,"Sergio Garcia",68,28.62,1889,66,24,"PuttsPerRound",2007
18,18,"Parker McLachlin",83,28.63,2262,79,24,"PuttsPerRound",2007
18,18,"Tim Petrovic",106,28.63,3035,106,21,"PuttsPerRound",2007
20,20,"Steve Stricker",81,28.64,2291,80,23,"PuttsPerRound",2007
21,21,"Scott Verplank",82,28.67,2322,81,23,"PuttsPerRound",2007
22,22,"Zach Johnson",76,28.71,2153,75,23,"PuttsPerRound",2007
23,23,"Daniel Chopra",106,28.74,3046,106,24,"PuttsPerRound",2007
24,24,"Tag Ridings",52,28.76,1438,50,23,"PuttsPerRound",2007
25,25,"Craig Lile",77,28.77,2158,75,23,"PuttsPerRound",2007
26,26,"Rich Barcelo",80,28.79,2246,78,23,"PuttsPerRound",2007
26,26,"Marco Dawson",73,28.79,2044,71,23,"PuttsPerRound",2007
28,28,"Gavin Coles",87,28.8,2390,83,22,"PuttsPerRound",2007
28,28,"Phil Mickelson",73,28.8,2045,71,23,"PuttsPerRound",2007
30,30,"Bob Estes",88,28.81,2535,88,21,"PuttsPerRound",2007
30,30,"Paul Goydos",60,28.81,1700,59,22,"PuttsPerRound",2007
30,30,"Arron Oberholser",69,28.81,1959,68,24,"PuttsPerRound",2007
33,33,"Geoff Ogilvy",84,28.82,2248,78,22,"PuttsPerRound",2007
33,33,"Jesper Parnevik",88,28.82,2421,84,24,"PuttsPerRound",2007
33,33,"Heath Slocum",101,28.82,2911,101,24,"PuttsPerRound",2007
36,36,"Jose Coceres",50,28.83,1326,46,23,"PuttsPerRound",2007
36,36,"Tom Pernice Jr",104,28.83,2998,104,23,"PuttsPerRound",2007
36,36,"David Toms",80,28.83,2220,77,23,"PuttsPerRound",2007
39,39,"KJ Choi",87,28.84,2451,85,22,"PuttsPerRound",2007
40,40,"Steve Elkington",87,28.87,2396,83,20,"PuttsPerRound",2007
41,41,"Ian Poulter",63,28.88,1733,60,24,"PuttsPerRound",2007
41,41,"Michael Sim",52,28.88,1502,52,23,"PuttsPerRound",2007
43,43,"Mark Hensby",81,28.89,2340,81,23,"PuttsPerRound",2007
44,44,"Corey Pavin",81,28.91,2342,81,24,"PuttsPerRound",2007
45,45,"Charley Hoffman",97,28.92,2805,97,23,"PuttsPerRound",2007
45,45,"John Mallinger",96,28.92,2776,96,24,"PuttsPerRound",2007
45,45,"Charlie Wi",90,28.92,2545,88,24,"PuttsPerRound",2007
48,48,"Justin Rose",63,28.93,1707,59,20,"PuttsPerRound",2007
48,48,"Tiger Woods",63,28.93,1736,60,24,"PuttsPerRound",2007
50,50,"Mike Weir",82,28.94,2344,81,24,"PuttsPerRound",2007
51,51,"Ernie Els",59,28.95,1679,58,23,"PuttsPerRound",2007
52,52,"JP Hayes",89,28.96,2577,89,23,"PuttsPerRound",2007
52,52,"Tripp Isenhour",86,28.96,2375,82,23,"PuttsPerRound",2007
52,52,"Jay Williamson",50,28.96,1448,50,22,"PuttsPerRound",2007
52,52,"Dean Wilson",92,28.96,2664,92,23,"PuttsPerRound",2007
56,56,"John Rollins",102,28.97,2926,101,22,"PuttsPerRound",2007
57,57,"Craig Kanada",109,28.98,3043,105,23,"PuttsPerRound",2007
58,58,"Mark Calcavecchia",93,29,2581,89,23,"PuttsPerRound",2007
58,58,"Retief Goosen",50,29,1392,48,23,"PuttsPerRound",2007
58,58,"Bryce Molder",56,29,1566,54,23,"PuttsPerRound",2007
61,61,"Ken Duke",112,29.01,3249,112,23,"PuttsPerRound",2007
61,61,"Cliff Kresge",107,29.01,3104,107,23,"PuttsPerRound",2007
61,61,"Dicky Pride",71,29.01,1944,67,24,"PuttsPerRound",2007
64,64,"Luke Donald",69,29.03,1945,67,25,"PuttsPerRound",2007
64,64,"Bo Van Pelt",104,29.03,3019,104,23,"PuttsPerRound",2007
66,66,"Chris DiMarco",79,29.04,2236,77,23,"PuttsPerRound",2007
66,66,"Matt Kuchar",85,29.04,2352,81,24,"PuttsPerRound",2007
68,68,"Craig Bowden",78,29.05,2208,76,24,"PuttsPerRound",2007
68,68,"Brian Davis",101,29.05,2934,101,22,"PuttsPerRound",2007
68,68,"Vijay Singh",102,29.05,2905,100,25,"PuttsPerRound",2007
71,71,"Rocco Mediate",72,29.06,2092,72,23,"PuttsPerRound",2007
71,71,"Bob Tway",103,29.06,2877,99,24,"PuttsPerRound",2007
73,73,"Eric Axley",107,29.08,3112,107,22,"PuttsPerRound",2007
73,73,"George McNeill",95,29.08,2646,91,23,"PuttsPerRound",2007
75,75,"Carl Pettersson",111,29.1,3201,110,23,"PuttsPerRound",2007
75,75,"Vaughn Taylor",91,29.1,2532,87,23,"PuttsPerRound",2007
77,77,"Stuart Appleby",74,29.12,2126,73,25,"PuttsPerRound",2007
78,78,"Todd Hamilton",76,29.13,2214,76,22,"PuttsPerRound",2007
78,78,"Justin Leonard",95,29.13,2767,95,22,"PuttsPerRound",2007
78,78,"Nick OHern",72,29.13,1981,68,23,"PuttsPerRound",2007
81,81,"Lucas Glover",98,29.14,2827,97,24,"PuttsPerRound",2007
82,82,"Ryan Moore",92,29.15,2682,92,23,"PuttsPerRound",2007
82,82,"Chris Tidland",59,29.15,1603,55,23,"PuttsPerRound",2007
84,84,"Brian Bateman",55,29.16,1487,51,21,"PuttsPerRound",2007
84,84,"Jeff Quinney",95,29.16,2770,95,23,"PuttsPerRound",2007
86,86,"Michael Boyd",61,29.18,1663,57,25,"PuttsPerRound",2007
86,86,"Stewart Cink",91,29.18,2568,88,25,"PuttsPerRound",2007
86,86,"Jarrod Lyle",77,29.18,2130,73,22,"PuttsPerRound",2007
89,89,"Woody Austin",95,29.19,2773,95,23,"PuttsPerRound",2007
89,89,"Anthony Kim",93,29.19,2715,93,24,"PuttsPerRound",2007
89,89,"Ryan Palmer",91,29.19,2656,91,24,"PuttsPerRound",2007
92,92,"Mathias Gronberg",95,29.2,2774,95,22,"PuttsPerRound",2007
93,93,"Andrew Buckle",77,29.23,2192,75,24,"PuttsPerRound",2007
94,94,"Bart Bryant",87,29.24,2515,86,22,"PuttsPerRound",2007
95,95,"Glen Day",85,29.25,2369,81,23,"PuttsPerRound",2007
95,95,"Jason Schultz",63,29.25,1726,59,23,"PuttsPerRound",2007
97,97,"Frank Lickliter II",95,29.29,2783,95,22,"PuttsPerRound",2007
98,98,"Bubba Dickerson",51,29.3,1377,47,26,"PuttsPerRound",2007
98,98,"Doug LaBelle II",104,29.3,2930,100,25,"PuttsPerRound",2007
100,100,"Steve Allan",63,29.32,1730,59,24,"PuttsPerRound",2007
101,101,"Michael Allen",74,29.33,2053,70,23,"PuttsPerRound",2007
101,101,"Alex Cejka",80,29.33,2288,78,22,"PuttsPerRound",2007
101,101,"Henrik Stenson",52,29.33,1349,46,22,"PuttsPerRound",2007
104,104,"Stephen Ames",81,29.34,2259,77,24,"PuttsPerRound",2007
104,104,"Jerry Kelly",101,29.34,2846,97,23,"PuttsPerRound",2007
104,104,"Adam Scott",69,29.34,1995,68,25,"PuttsPerRound",2007
107,107,"Pat Perez",84,29.35,2348,80,23,"PuttsPerRound",2007
108,108,"Jeff Overton",60,29.36,1703,58,25,"PuttsPerRound",2007
109,109,"Jeff Maggert",79,29.38,2321,79,24,"PuttsPerRound",2007
109,109,"Camilo Villegas",82,29.38,2409,82,23,"PuttsPerRound",2007
111,111,"Ryan Armour",107,29.39,3027,103,24,"PuttsPerRound",2007
111,111,"Troy Matteson",87,29.39,2557,87,24,"PuttsPerRound",2007
111,111,"Chris Stroud",66,29.39,1881,64,23,"PuttsPerRound",2007
114,114,"Sean OHair",98,29.4,2881,98,24,"PuttsPerRound",2007
115,115,"Steve Wheatcroft",73,29.41,2029,69,24,"PuttsPerRound",2007
116,116,"Steve Flesch",100,29.42,2942,100,25,"PuttsPerRound",2007
116,116,"Jason Gore",86,29.42,2530,86,24,"PuttsPerRound",2007
116,116,"Steve Marino",106,29.42,3001,102,23,"PuttsPerRound",2007
116,116,"Kevin Sutherland",85,29.42,2501,85,21,"PuttsPerRound",2007
120,120,"Tim Herron",98,29.43,2766,94,23,"PuttsPerRound",2007
120,120,"Bubba Watson",80,29.43,2354,80,25,"PuttsPerRound",2007
122,122,"Rich Beem",89,29.45,2621,89,21,"PuttsPerRound",2007
122,122,"Paul Gow",70,29.45,1944,66,24,"PuttsPerRound",2007
124,124,"Mark Wilson",87,29.46,2445,83,24,"PuttsPerRound",2007
125,125,"Ben Curtis",80,29.48,2358,80,24,"PuttsPerRound",2007
125,125,"Jim Furyk",84,29.48,2417,82,25,"PuttsPerRound",2007
127,127,"Tom Johnson",74,29.5,2124,72,22,"PuttsPerRound",2007
128,128,"Brendon de Jonge",76,29.51,2125,72,21,"PuttsPerRound",2007
128,128,"Peter Lonard",85,29.51,2390,81,23,"PuttsPerRound",2007
128,128,"Hunter Mahan",91,29.51,2685,91,22,"PuttsPerRound",2007
128,128,"Rod Pampling",92,29.51,2656,90,23,"PuttsPerRound",2007
132,132,"Kenny Perry",83,29.53,2451,83,22,"PuttsPerRound",2007
133,133,"Paul Stankowski",52,29.54,1418,48,25,"PuttsPerRound",2007
134,134,"Harrison Frazar",88,29.55,2541,86,23,"PuttsPerRound",2007
134,134,"Lee Janzen",66,29.55,1891,64,23,"PuttsPerRound",2007
134,134,"Richard Johnson",93,29.55,2689,91,25,"PuttsPerRound",2007
137,137,"Will Ma Kenzie",100,29.56,2956,100,23,"PuttsPerRound",2007
138,138,"John Daly",59,29.58,1745,59,24,"PuttsPerRound",2007
139,139,"Chris Couch",76,29.59,2249,76,24,"PuttsPerRound",2007
139,139,"Jason Dufner",100,29.59,2959,100,22,"PuttsPerRound",2007
139,139,"Fred Funk",65,29.59,1805,61,22,"PuttsPerRound",2007
142,142,"Jason Bohn",57,29.61,1688,57,25,"PuttsPerRound",2007
142,142,"Steve Lowery",74,29.61,2191,74,23,"PuttsPerRound",2007
144,144,"Kent Jones",97,29.62,2873,97,24,"PuttsPerRound",2007
145,145,"Nick Watney",87,29.64,2579,87,25,"PuttsPerRound",2007
