"PuttsPerRound_RANKTHISWEEK_2007","PuttsPerRound_RANKLASTWEEK_2007","PuttsPerRound_PLAYERNAME_2007","PuttsPerRound_ROUNDS_2007","PuttsPerRound_AVG_2007","PuttsPerRound_TOTALPUTTS_2007","PuttsPerRound_TOTALROUNDS_2007","PuttsPerRound_LOWTOTALPUTTS_2007","stat_name","year"
146,146,"Jeff Brehaut",59,29.65,1690,57,24,"PuttsPerRound",2007
146,146,"Scott Gutschewski",67,29.65,1868,63,23,"PuttsPerRound",2007
148,148,"Daisuke Maruyama",86,29.66,2432,82,24,"PuttsPerRound",2007
149,149,"Charles Howell III",89,29.67,2552,86,23,"PuttsPerRound",2007
149,149,"Brett Quigley",79,29.67,2314,78,25,"PuttsPerRound",2007
151,151,"Bill Haas",93,29.7,2643,89,25,"PuttsPerRound",2007
151,151,"Stephen Leaney",82,29.7,2435,82,22,"PuttsPerRound",2007
151,151,"Duffy Waldorf",69,29.7,2049,69,24,"PuttsPerRound",2007
154,154,"Robert Gamez",88,29.71,2496,84,24,"PuttsPerRound",2007
155,155,"Boo Weekley",101,29.73,2884,97,22,"PuttsPerRound",2007
156,156,"Charles Warren",101,29.74,3004,101,25,"PuttsPerRound",2007
157,157,"Billy Andrade",88,29.75,2618,88,24,"PuttsPerRound",2007
158,158,"JB Holmes",71,29.77,2054,69,23,"PuttsPerRound",2007
159,159,"Anders Hansen",55,29.78,1519,51,24,"PuttsPerRound",2007
160,160,"Johnson Wagner",97,29.79,2890,97,25,"PuttsPerRound",2007
161,161,"Cameron Beckman",96,29.8,2742,92,23,"PuttsPerRound",2007
162,162,"Craig Barlow",52,29.81,1550,52,26,"PuttsPerRound",2007
162,162,"Billy Mayfair",98,29.81,2921,98,25,"PuttsPerRound",2007
162,162,"Kirk Triplett",77,29.81,2295,77,24,"PuttsPerRound",2007
165,165,"Shaun Micheel",91,29.82,2624,88,22,"PuttsPerRound",2007
165,165,"Jaco Van Zyl",51,29.82,1461,49,25,"PuttsPerRound",2007
167,167,"Mark Brooks",53,29.84,1462,49,26,"PuttsPerRound",2007
168,168,"Ted Purdy",102,29.85,2925,98,23,"PuttsPerRound",2007
169,169,"Tommy Armour III",81,29.86,2299,77,24,"PuttsPerRound",2007
169,169,"Briny Baird",115,29.86,3314,111,25,"PuttsPerRound",2007
171,171,"DJ Trahan",99,29.88,2958,99,24,"PuttsPerRound",2007
172,172,"Matt Hendrix",63,29.89,1823,61,24,"PuttsPerRound",2007
173,173,"DJ Brigman",67,29.95,1887,63,25,"PuttsPerRound",2007
173,173,"Robert Garrigus",95,29.95,2845,95,25,"PuttsPerRound",2007
173,173,"Jeff Sluman",60,29.95,1677,56,24,"PuttsPerRound",2007
176,176,"Tom Byrum",50,30,1440,48,25,"PuttsPerRound",2007
177,177,"David Branshaw",83,30.01,2491,83,24,"PuttsPerRound",2007
178,178,"Chad Campbell",96,30.03,2703,90,23,"PuttsPerRound",2007
178,178,"Tom Lehman",62,30.03,1862,62,26,"PuttsPerRound",2007
180,180,"Mathew Goggin",97,30.04,2914,97,26,"PuttsPerRound",2007
180,180,"Kyle Reifers",71,30.04,2073,69,23,"PuttsPerRound",2007
182,182,"Darron Stiles",65,30.07,1834,61,25,"PuttsPerRound",2007
183,183,"John Merrick",92,30.09,2648,88,23,"PuttsPerRound",2007
183,183,"Joey Sindelar",75,30.09,2257,75,25,"PuttsPerRound",2007
185,185,"JJ Henry",86,30.11,2559,85,24,"PuttsPerRound",2007
186,186,"Davis Love III",66,30.12,1958,65,23,"PuttsPerRound",2007
187,187,"Robert Allenby",90,30.18,2686,89,24,"PuttsPerRound",2007
188,188,"Trevor Immelman",74,30.19,2053,68,25,"PuttsPerRound",2007
189,189,"John Senden",97,30.24,2933,97,26,"PuttsPerRound",2007
189,189,"Brett Wetterich",88,30.24,2631,87,25,"PuttsPerRound",2007
191,191,"Michael Putnam",96,30.25,2783,92,24,"PuttsPerRound",2007
192,192,"Jim Rutledge",59,30.38,1671,55,26,"PuttsPerRound",2007
193,193,"Greg Owen",81,30.39,2401,79,25,"PuttsPerRound",2007
194,194,"Kevin Stadler",95,30.43,2769,91,23,"PuttsPerRound",2007
195,195,"Jeff Gove",103,30.5,3141,103,25,"PuttsPerRound",2007
196,196,"Joe Durant",88,30.64,2666,87,22,"PuttsPerRound",2007
