"TenthTeeLatePar5ScoringAverage_RANKTHISWEEK_2012","TenthTeeLatePar5ScoringAverage_RANKLASTWEEK_2012","TenthTeeLatePar5ScoringAverage_PLAYERNAME_2012","TenthTeeLatePar5ScoringAverage_ROUNDS_2012","TenthTeeLatePar5ScoringAverage_AVG_2012","TenthTeeLatePar5ScoringAverage_TOTALSTROKES_2012","TenthTeeLatePar5ScoringAverage_TOTALHOLES_2012","stat_name","year"
1,1,"Bubba Watson",68,3.75,15,4,"TenthTeeLatePar5ScoringAverage",2012
2,2,"Steve Stricker",73,4,16,4,"TenthTeeLatePar5ScoringAverage",2012
3,3,"Rickie Fowler",84,4.15,54,13,"TenthTeeLatePar5ScoringAverage",2012
4,4,"Luke Donald",63,4.25,34,8,"TenthTeeLatePar5ScoringAverage",2012
4,4,"Tiger Woods",69,4.25,17,4,"TenthTeeLatePar5ScoringAverage",2012
6,6,"Brandt Snedeker",81,4.31,112,26,"TenthTeeLatePar5ScoringAverage",2012
7,7,"Jason Dufner",83,4.32,108,25,"TenthTeeLatePar5ScoringAverage",2012
8,8,"Henrik Stenson",51,4.33,52,12,"TenthTeeLatePar5ScoringAverage",2012
9,9,"Justin Rose",69,4.36,48,11,"TenthTeeLatePar5ScoringAverage",2012
9,9,"Charl Schwartzel",56,4.36,48,11,"TenthTeeLatePar5ScoringAverage",2012
9,9,"Adam Scott",59,4.36,61,14,"TenthTeeLatePar5ScoringAverage",2012
12,12,"Charlie Beljan",61,4.44,151,34,"TenthTeeLatePar5ScoringAverage",2012
12,12,"Zach Johnson",95,4.44,80,18,"TenthTeeLatePar5ScoringAverage",2012
14,14,"Jim Furyk",85,4.46,107,24,"TenthTeeLatePar5ScoringAverage",2012
14,14,"Louis Oosthuizen",65,4.46,125,28,"TenthTeeLatePar5ScoringAverage",2012
14,14,"John Rollins",81,4.46,205,46,"TenthTeeLatePar5ScoringAverage",2012
17,17,"Angel Cabrera",54,4.48,130,29,"TenthTeeLatePar5ScoringAverage",2012
17,17,"Bobby Gates",87,4.48,318,71,"TenthTeeLatePar5ScoringAverage",2012
19,19,"Cameron Beckman",81,4.5,180,40,"TenthTeeLatePar5ScoringAverage",2012
19,19,"Sergio Garcia",57,4.5,54,12,"TenthTeeLatePar5ScoringAverage",2012
21,21,"Spencer Levin",81,4.51,221,49,"TenthTeeLatePar5ScoringAverage",2012
21,21,"John Senden",81,4.51,167,37,"TenthTeeLatePar5ScoringAverage",2012
23,23,"Ryo Ishikawa",54,4.53,86,19,"TenthTeeLatePar5ScoringAverage",2012
23,23,"Russell Knox",72,4.53,145,32,"TenthTeeLatePar5ScoringAverage",2012
25,25,"Stewart Cink",71,4.54,127,28,"TenthTeeLatePar5ScoringAverage",2012
25,25,"Brendon de Jonge",115,4.54,254,56,"TenthTeeLatePar5ScoringAverage",2012
25,25,"George McNeill",85,4.54,304,67,"TenthTeeLatePar5ScoringAverage",2012
25,25,"Bryce Molder",83,4.54,209,46,"TenthTeeLatePar5ScoringAverage",2012
29,29,"Seung Yul Noh",105,4.55,273,60,"TenthTeeLatePar5ScoringAverage",2012
30,30,"Harris English",98,4.56,237,52,"TenthTeeLatePar5ScoringAverage",2012
30,30,"Tom Gillis",75,4.56,196,43,"TenthTeeLatePar5ScoringAverage",2012
30,30,"Padraig Harrington",67,4.56,114,25,"TenthTeeLatePar5ScoringAverage",2012
33,33,"Kevin Chappell",91,4.57,137,30,"TenthTeeLatePar5ScoringAverage",2012
33,33,"Harrison Frazar",56,4.57,201,44,"TenthTeeLatePar5ScoringAverage",2012
33,33,"Johnson Wagner",88,4.57,256,56,"TenthTeeLatePar5ScoringAverage",2012
36,36,"Trevor Immelman",76,4.58,165,36,"TenthTeeLatePar5ScoringAverage",2012
36,36,"Justin Leonard",79,4.58,183,40,"TenthTeeLatePar5ScoringAverage",2012
38,38,"Mathew Goggin",65,4.59,326,71,"TenthTeeLatePar5ScoringAverage",2012
39,39,"Jonas Blixt",72,4.6,184,40,"TenthTeeLatePar5ScoringAverage",2012
39,39,"Greg Chalmers",88,4.6,216,47,"TenthTeeLatePar5ScoringAverage",2012
39,39,"Phil Mickelson",79,4.6,23,5,"TenthTeeLatePar5ScoringAverage",2012
39,39,"Sean OHair",84,4.6,193,42,"TenthTeeLatePar5ScoringAverage",2012
39,39,"Kyle Stanley",86,4.6,193,42,"TenthTeeLatePar5ScoringAverage",2012
44,44,"Stuart Appleby",75,4.61,129,28,"TenthTeeLatePar5ScoringAverage",2012
44,44,"Tommy Biershenk",74,4.61,263,57,"TenthTeeLatePar5ScoringAverage",2012
44,44,"Charles Howell III",98,4.61,258,56,"TenthTeeLatePar5ScoringAverage",2012
44,44,"John Huh",99,4.61,383,83,"TenthTeeLatePar5ScoringAverage",2012
48,48,"Chad Campbell",84,4.62,231,50,"TenthTeeLatePar5ScoringAverage",2012
48,48,"Tim Herron",88,4.62,217,47,"TenthTeeLatePar5ScoringAverage",2012
48,48,"Robert Karlsson",54,4.62,134,29,"TenthTeeLatePar5ScoringAverage",2012
48,48,"John Merrick",83,4.62,300,65,"TenthTeeLatePar5ScoringAverage",2012
52,52,"Chris Couch",61,4.63,37,8,"TenthTeeLatePar5ScoringAverage",2012
52,52,"Jerry Kelly",84,4.63,236,51,"TenthTeeLatePar5ScoringAverage",2012
52,52,"Jason Kokrak",79,4.63,162,35,"TenthTeeLatePar5ScoringAverage",2012
52,52,"Geoff Ogilvy",73,4.63,176,38,"TenthTeeLatePar5ScoringAverage",2012
56,56,"Mark Anderson",75,4.64,343,74,"TenthTeeLatePar5ScoringAverage",2012
56,56,"Jason Bohn",81,4.64,283,61,"TenthTeeLatePar5ScoringAverage",2012
56,56,"Matt Kuchar",86,4.64,65,14,"TenthTeeLatePar5ScoringAverage",2012
56,56,"Ryan Palmer",81,4.64,283,61,"TenthTeeLatePar5ScoringAverage",2012
56,56,"Boo Weekley",74,4.64,167,36,"TenthTeeLatePar5ScoringAverage",2012
