"Top10FinalRoundPerformance_RANKTHISWEEK_2005","Top10FinalRoundPerformance_RANKLASTWEEK_2005","Top10FinalRoundPerformance_PLAYERNAME_2005","Top10FinalRoundPerformance_EVENTS_2005","Top10FinalRoundPerformance_PctTIMESIMPROVED_2005","Top10FinalRoundPerformance_OFTIMESIMPROVED_2005","stat_name","year"
64,64,"Bob Heintz",24,50,1,"Top10FinalRoundPerformance",2005
64,64,"Tom Lehman",20,50,1,"Top10FinalRoundPerformance",2005
64,64,"Steve Lowery",32,50,2,"Top10FinalRoundPerformance",2005
64,64,"Shaun Micheel",29,50,1,"Top10FinalRoundPerformance",2005
64,64,"Greg Owen",24,50,2,"Top10FinalRoundPerformance",2005
64,64,"Jesper Parnevik",24,50,1,"Top10FinalRoundPerformance",2005
64,64,"Tom Pernice Jr",32,50,2,"Top10FinalRoundPerformance",2005
64,64,"Carl Pettersson",34,50,3,"Top10FinalRoundPerformance",2005
64,64,"Tag Ridings",31,50,2,"Top10FinalRoundPerformance",2005
64,64,"Jeff Sluman",28,50,2,"Top10FinalRoundPerformance",2005
64,64,"Chris Smith",32,50,1,"Top10FinalRoundPerformance",2005
64,64,"Steve Stricker",21,50,1,"Top10FinalRoundPerformance",2005
64,64,"Hidemichi Tanaka",34,50,1,"Top10FinalRoundPerformance",2005
64,64,"Mike Weir",23,50,2,"Top10FinalRoundPerformance",2005
85,85,"Scott Verplank",25,42.9,3,"Top10FinalRoundPerformance",2005
86,86,"Jeff Brehaut",23,40,2,"Top10FinalRoundPerformance",2005
86,86,"Olin Browne",29,40,2,"Top10FinalRoundPerformance",2005
86,86,"Bart Bryant",26,40,2,"Top10FinalRoundPerformance",2005
86,86,"Mark Calcavecchia",27,40,2,"Top10FinalRoundPerformance",2005
86,86,"Harrison Frazar",31,40,2,"Top10FinalRoundPerformance",2005
86,86,"Brett Quigley",31,40,2,"Top10FinalRoundPerformance",2005
86,86,"Justin Rose",28,40,2,"Top10FinalRoundPerformance",2005
93,93,"Stuart Appleby",25,37.5,3,"Top10FinalRoundPerformance",2005
93,93,"Tim Clark",26,37.5,3,"Top10FinalRoundPerformance",2005
93,93,"Kenny Perry",23,37.5,3,"Top10FinalRoundPerformance",2005
96,96,"Chad Campbell",27,33.3,1,"Top10FinalRoundPerformance",2005
96,96,"Robert Damron",28,33.3,1,"Top10FinalRoundPerformance",2005
96,96,"James Driscoll",26,33.3,1,"Top10FinalRoundPerformance",2005
96,96,"Carlos Franco",25,33.3,1,"Top10FinalRoundPerformance",2005
96,96,"Padraig Harrington",15,33.3,1,"Top10FinalRoundPerformance",2005
96,96,"Zach Johnson",30,33.3,2,"Top10FinalRoundPerformance",2005
96,96,"Richard Johnson",16,33.3,1,"Top10FinalRoundPerformance",2005
96,96,"Kent Jones",32,33.3,1,"Top10FinalRoundPerformance",2005
96,96,"Jeff Maggert",25,33.3,1,"Top10FinalRoundPerformance",2005
96,96,"Sean OHair",29,33.3,2,"Top10FinalRoundPerformance",2005
96,96,"Arron Oberholser",21,33.3,1,"Top10FinalRoundPerformance",2005
96,96,"Tim Petrovic",32,33.3,1,"Top10FinalRoundPerformance",2005
96,96,"John Senden",29,33.3,1,"Top10FinalRoundPerformance",2005
96,96,"Mark Wilson",25,33.3,1,"Top10FinalRoundPerformance",2005
110,110,"Geoff Ogilvy",26,28.6,2,"Top10FinalRoundPerformance",2005
111,111,"KJ Choi",24,25,1,"Top10FinalRoundPerformance",2005
111,111,"Robert Gamez",28,25,1,"Top10FinalRoundPerformance",2005
111,111,"Freddie Jacobson",23,25,1,"Top10FinalRoundPerformance",2005
111,111,"John Rollins",30,25,1,"Top10FinalRoundPerformance",2005
111,111,"Joey Sindelar",29,25,1,"Top10FinalRoundPerformance",2005
111,111,"Joey Snyder III",31,25,1,"Top10FinalRoundPerformance",2005
111,111,"Kevin Sutherland",26,25,1,"Top10FinalRoundPerformance",2005
111,111,"Dean Wilson",27,25,1,"Top10FinalRoundPerformance",2005
119,119,"Craig Barlow",26,20,1,"Top10FinalRoundPerformance",2005
119,119,"Rod Pampling",26,20,1,"Top10FinalRoundPerformance",2005
121,121,"Robert Allenby",31,0,NA,"Top10FinalRoundPerformance",2005
121,121,"Stephen Ames",24,0,NA,"Top10FinalRoundPerformance",2005
121,121,"Chris Anderson",25,0,NA,"Top10FinalRoundPerformance",2005
121,121,"Billy Andrade",26,0,NA,"Top10FinalRoundPerformance",2005
121,121,"Tommy Armour III",29,0,NA,"Top10FinalRoundPerformance",2005
121,121,"Paul Azinger",22,0,NA,"Top10FinalRoundPerformance",2005
121,121,"Briny Baird",33,0,NA,"Top10FinalRoundPerformance",2005
121,121,"Brian Bateman",32,0,NA,"Top10FinalRoundPerformance",2005
121,121,"DJ Brigman",26,0,NA,"Top10FinalRoundPerformance",2005
121,121,"Tom Byrum",27,0,NA,"Top10FinalRoundPerformance",2005
121,121,"Alex Cejka",31,0,NA,"Top10FinalRoundPerformance",2005
121,121,"Daniel Chopra",34,0,NA,"Top10FinalRoundPerformance",2005
121,121,"Jose Coceres",22,0,NA,"Top10FinalRoundPerformance",2005
121,121,"Gavin Coles",22,0,NA,"Top10FinalRoundPerformance",2005
121,121,"Matt Davidson",20,0,NA,"Top10FinalRoundPerformance",2005
121,121,"Marco Dawson",23,0,NA,"Top10FinalRoundPerformance",2005
121,121,"Bob Estes",25,0,NA,"Top10FinalRoundPerformance",2005
121,121,"Dan Forsman",17,0,NA,"Top10FinalRoundPerformance",2005
121,121,"Bill Glasson",21,0,NA,"Top10FinalRoundPerformance",2005
121,121,"Paul Gow",27,0,NA,"Top10FinalRoundPerformance",2005
121,121,"Scott Gutschewski",27,0,NA,"Top10FinalRoundPerformance",2005
121,121,"Jay Haas",16,0,NA,"Top10FinalRoundPerformance",2005
121,121,"Hunter Haas",28,0,NA,"Top10FinalRoundPerformance",2005
121,121,"Todd Hamilton",31,0,NA,"Top10FinalRoundPerformance",2005
121,121,"Dudley Hart",29,0,NA,"Top10FinalRoundPerformance",2005
121,121,"David Hearn",24,0,NA,"Top10FinalRoundPerformance",2005
121,121,"Ryuji Imada",25,0,NA,"Top10FinalRoundPerformance",2005
121,121,"Lee Janzen",26,0,NA,"Top10FinalRoundPerformance",2005
121,121,"Stephen Leaney",29,0,NA,"Top10FinalRoundPerformance",2005
121,121,"Thomas Levet",20,0,NA,"Top10FinalRoundPerformance",2005
121,121,"Frank Lickliter II",33,0,NA,"Top10FinalRoundPerformance",2005
121,121,"Andrew Magee",29,0,NA,"Top10FinalRoundPerformance",2005
121,121,"Len Mattiace",34,0,NA,"Top10FinalRoundPerformance",2005
121,121,"Scott McCarron",24,0,NA,"Top10FinalRoundPerformance",2005
121,121,"Larry Mize",18,0,NA,"Top10FinalRoundPerformance",2005
121,121,"Corey Pavin",23,0,NA,"Top10FinalRoundPerformance",2005
121,121,"Craig Perks",27,0,NA,"Top10FinalRoundPerformance",2005
121,121,"Ian Poulter",20,0,NA,"Top10FinalRoundPerformance",2005
121,121,"Phillip Price",25,0,NA,"Top10FinalRoundPerformance",2005
121,121,"Chris Riley",25,0,NA,"Top10FinalRoundPerformance",2005
121,121,"Patrick Sheehan",35,0,NA,"Top10FinalRoundPerformance",2005
121,121,"Kevin Stadler",33,0,NA,"Top10FinalRoundPerformance",2005
121,121,"Darron Stiles",26,0,NA,"Top10FinalRoundPerformance",2005
121,121,"Roland Thatcher",26,0,NA,"Top10FinalRoundPerformance",2005
121,121,"DJ Trahan",28,0,NA,"Top10FinalRoundPerformance",2005
121,121,"Omar Uresti",27,0,NA,"Top10FinalRoundPerformance",2005
121,121,"Duffy Waldorf",28,0,NA,"Top10FinalRoundPerformance",2005
121,121,"Lee Westwood",15,0,NA,"Top10FinalRoundPerformance",2005
121,121,"Brett Wetterich",28,0,NA,"Top10FinalRoundPerformance",2005
121,121,"Jay Williamson",16,0,NA,"Top10FinalRoundPerformance",2005
