"OnePuttPercentageRound3_RANKTHISWEEK_2006","OnePuttPercentageRound3_RANKLASTWEEK_2006","OnePuttPercentageRound3_PLAYERNAME_2006","OnePuttPercentageRound3__2006","OnePuttPercentageRound3_Pct_2006","OnePuttPercentageRound3_OF1PUTTS_2006","OnePuttPercentageRound3_OFHOLES_2006","stat_name","year"
1,1,"Doug Barron",NA,46.11,83,180,"OnePuttPercentageRound3",2006
2,2,"Corey Pavin",NA,45.73,107,234,"OnePuttPercentageRound3",2006
3,3,"JP Hayes",NA,45.68,74,162,"OnePuttPercentageRound3",2006
4,4,"Greg Chalmers",NA,45.24,57,126,"OnePuttPercentageRound3",2006
4,4,"John Daly",NA,45.24,57,126,"OnePuttPercentageRound3",2006
6,6,"Steve Flesch",NA,44.89,202,450,"OnePuttPercentageRound3",2006
7,7,"Joe Ogilvie",NA,44.44,136,306,"OnePuttPercentageRound3",2006
8,8,"Trevor Immelman",NA,43.86,150,342,"OnePuttPercentageRound3",2006
9,9,"Phil Mickelson",NA,43.14,132,306,"OnePuttPercentageRound3",2006
10,10,"JL Lewis",NA,43.06,93,216,"OnePuttPercentageRound3",2006
10,10,"Tom Pernice Jr",NA,43.06,155,360,"OnePuttPercentageRound3",2006
12,12,"Tommy Armour III",NA,42.93,85,198,"OnePuttPercentageRound3",2006
13,13,"Richard Johnson",NA,42.9,139,324,"OnePuttPercentageRound3",2006
14,14,"Ian Leggatt",NA,42.78,77,180,"OnePuttPercentageRound3",2006
15,15,"Greg Kraft",NA,42.74,100,234,"OnePuttPercentageRound3",2006
16,16,"Stuart Appleby",NA,42.59,138,324,"OnePuttPercentageRound3",2006
16,16,"Alex Aragon",NA,42.59,46,108,"OnePuttPercentageRound3",2006
16,16,"Rich Beem",NA,42.59,115,270,"OnePuttPercentageRound3",2006
16,16,"Pat Perez",NA,42.59,69,162,"OnePuttPercentageRound3",2006
20,20,"Stewart Cink",NA,42.5,153,360,"OnePuttPercentageRound3",2006
21,21,"Todd Fischer",NA,42.48,130,306,"OnePuttPercentageRound3",2006
22,22,"Woody Austin",NA,42.42,168,396,"OnePuttPercentageRound3",2006
23,23,"John Engler Jr",NA,42.36,61,144,"OnePuttPercentageRound3",2006
23,23,"Chris Riley",NA,42.36,122,288,"OnePuttPercentageRound3",2006
25,25,"David McKenzie",NA,42.31,99,234,"OnePuttPercentageRound3",2006
26,26,"Vance Veazey",NA,42.22,76,180,"OnePuttPercentageRound3",2006
27,27,"Robert Gamez",NA,42.16,129,306,"OnePuttPercentageRound3",2006
28,28,"Lee Janzen",NA,42.13,91,216,"OnePuttPercentageRound3",2006
29,29,"Shane Bertsch",NA,42.11,144,342,"OnePuttPercentageRound3",2006
30,30,"Tim Clark",NA,41.98,136,324,"OnePuttPercentageRound3",2006
31,31,"Justin Leonard",NA,41.85,113,270,"OnePuttPercentageRound3",2006
31,31,"Wes Short Jr",NA,41.85,113,270,"OnePuttPercentageRound3",2006
33,33,"Scott Verplank",NA,41.81,143,342,"OnePuttPercentageRound3",2006
34,34,"Ernie Els",NA,41.67,120,288,"OnePuttPercentageRound3",2006
34,34,"Freddie Jacobson",NA,41.67,75,180,"OnePuttPercentageRound3",2006
34,34,"Len Mattiace",NA,41.67,60,144,"OnePuttPercentageRound3",2006
37,37,"Mark Calcavecchia",NA,41.53,157,378,"OnePuttPercentageRound3",2006
38,38,"Marco Dawson",NA,41.5,127,306,"OnePuttPercentageRound3",2006
39,39,"Chris Couch",NA,41.41,82,198,"OnePuttPercentageRound3",2006
39,39,"Dean Wilson",NA,41.41,164,396,"OnePuttPercentageRound3",2006
41,41,"Todd Hamilton",NA,41.36,67,162,"OnePuttPercentageRound3",2006
41,41,"Shigeki Maruyama",NA,41.36,134,324,"OnePuttPercentageRound3",2006
41,41,"Jesper Parnevik",NA,41.36,134,324,"OnePuttPercentageRound3",2006
41,41,"Vaughn Taylor",NA,41.36,134,324,"OnePuttPercentageRound3",2006
45,45,"Daisuke Maruyama",NA,41.32,119,288,"OnePuttPercentageRound3",2006
46,46,"Bill Haas",NA,41.23,141,342,"OnePuttPercentageRound3",2006
46,46,"Jerry Kelly",NA,41.23,141,342,"OnePuttPercentageRound3",2006
46,46,"Mike Weir",NA,41.23,141,342,"OnePuttPercentageRound3",2006
49,49,"Kirk Triplett",NA,41.2,89,216,"OnePuttPercentageRound3",2006
