"AveragePuttingDistanceAll2putts_RANKTHISWEEK_2013","AveragePuttingDistanceAll2putts_RANKLASTWEEK_2013","AveragePuttingDistanceAll2putts_PLAYERNAME_2013","AveragePuttingDistanceAll2putts_ROUNDS_2013","AveragePuttingDistanceAll2putts_AVG_2013","AveragePuttingDistanceAll2putts_DISTANCEFEET_2013","AveragePuttingDistanceAll2putts_TOTALPUTTS_2013","stat_name","year"
1,1,"Charles Howell III",87,NA,19222.917,791,"AveragePuttingDistanceAll2putts",2013
1,1,"Hunter Mahan",91,NA,17469,717,"AveragePuttingDistanceAll2putts",2013
3,3,"Henrik Stenson",65,NA,11215.333,463,"AveragePuttingDistanceAll2putts",2013
4,4,"Russell Henley",80,NA,15997,663,"AveragePuttingDistanceAll2putts",2013
4,4,"Cameron Tringale",80,NA,18519.833,767,"AveragePuttingDistanceAll2putts",2013
6,6,"Angel Cabrera",73,NA,14181.5,589,"AveragePuttingDistanceAll2putts",2013
6,6,"Doug LaBelle II",72,NA,14330.25,595,"AveragePuttingDistanceAll2putts",2013
6,6,"Richard Lee",81,NA,17828.25,739,"AveragePuttingDistanceAll2putts",2013
9,9,"Bobby Gates",49,NA,9832,410,"AveragePuttingDistanceAll2putts",2013
9,9,"Brendan Steele",86,NA,19335.25,807,"AveragePuttingDistanceAll2putts",2013
9,9,"Aaron Watkins",46,NA,8440.667,352,"AveragePuttingDistanceAll2putts",2013
12,12,"Steve Stricker",51,NA,7818.5,329,"AveragePuttingDistanceAll2putts",2013
13,13,"Johnson Wagner",64,NA,12893.75,544,"AveragePuttingDistanceAll2putts",2013
14,14,"Sergio Garcia",65,NA,10992.25,466,"AveragePuttingDistanceAll2putts",2013
14,14,"Brandt Jobe",62,NA,13210.25,561,"AveragePuttingDistanceAll2putts",2013
16,16,"JJ Henry",83,NA,19599,834,"AveragePuttingDistanceAll2putts",2013
16,16,"Martin Kaymer",61,NA,10541.75,449,"AveragePuttingDistanceAll2putts",2013
16,16,"Martin Laird",68,NA,13102.667,558,"AveragePuttingDistanceAll2putts",2013
16,16,"John Merrick",79,NA,16768.25,713,"AveragePuttingDistanceAll2putts",2013
20,20,"Jason Day",86,NA,13917.25,594,"AveragePuttingDistanceAll2putts",2013
20,20,"Trevor Immelman",73,NA,15852,676,"AveragePuttingDistanceAll2putts",2013
20,20,"Troy Matteson",68,NA,14346.917,612,"AveragePuttingDistanceAll2putts",2013
23,23,"Stephen Ames",49,NA,9980.75,428,"AveragePuttingDistanceAll2putts",2013
23,23,"Stuart Appleby",88,NA,18162.167,777,"AveragePuttingDistanceAll2putts",2013
23,23,"Billy Horschel",96,NA,19663.583,844,"AveragePuttingDistanceAll2putts",2013
23,23,"Colt Knost",69,NA,13802.75,591,"AveragePuttingDistanceAll2putts",2013
27,27,"Keegan Bradley",88,NA,17199.667,740,"AveragePuttingDistanceAll2putts",2013
27,27,"Ben Curtis",59,NA,10897.583,469,"AveragePuttingDistanceAll2putts",2013
27,27,"Harris English",95,NA,18968.417,816,"AveragePuttingDistanceAll2putts",2013
27,27,"Bob Estes",66,NA,14292.083,615,"AveragePuttingDistanceAll2putts",2013
27,27,"Tom Gillis",69,NA,13918.167,599,"AveragePuttingDistanceAll2putts",2013
27,27,"DH Lee",65,NA,13883,598,"AveragePuttingDistanceAll2putts",2013
27,27,"Bryce Molder",82,NA,16164.25,694,"AveragePuttingDistanceAll2putts",2013
27,27,"Kevin Streelman",86,NA,16566.917,712,"AveragePuttingDistanceAll2putts",2013
35,35,"Erik Compton",74,NA,15024.333,649,"AveragePuttingDistanceAll2putts",2013
35,35,"Jin Park",52,NA,10102.583,436,"AveragePuttingDistanceAll2putts",2013
35,35,"Cameron Percy",68,NA,13581.917,587,"AveragePuttingDistanceAll2putts",2013
35,35,"Pat Perez",69,NA,15590.833,674,"AveragePuttingDistanceAll2putts",2013
