"ScramblingfromtheSand_RANKTHISWEEK_2016","ScramblingfromtheSand_RANKLASTWEEK_2016","ScramblingfromtheSand_PLAYERNAME_2016","ScramblingfromtheSand_ROUNDS_2016","ScramblingfromtheSand_Pct_2016","ScramblingfromtheSand_SUCCESSES_2016","ScramblingfromtheSand_ATTEMPTS_2016","stat_name","year"
1,2,"Justin Rose",35,72.73,24,33,"ScramblingfromtheSand",2016
2,1,"David Toms",38,72.09,31,43,"ScramblingfromtheSand",2016
3,4,"Sean OHair",45,68.75,44,64,"ScramblingfromtheSand",2016
4,6,"Phil Mickelson",37,66.67,30,45,"ScramblingfromtheSand",2016
5,10,"Alex Cejka",47,65.71,23,35,"ScramblingfromtheSand",2016
6,7,"Tim Wilkinson",40,65.52,19,29,"ScramblingfromtheSand",2016
7,8,"KJ Choi",47,65.38,51,78,"ScramblingfromtheSand",2016
8,12,"Mark Wilson",42,64.29,27,42,"ScramblingfromtheSand",2016
9,11,"Matthew Fitzpatrick",23,63.64,14,22,"ScramblingfromtheSand",2016
10,5,"Brendan Steele",48,63.16,24,38,"ScramblingfromtheSand",2016
11,18,"Danny Lee",53,63.08,41,65,"ScramblingfromtheSand",2016
12,12,"Patton Kizzire",57,62.79,27,43,"ScramblingfromtheSand",2016
13,15,"Jonas Blixt",46,62.71,37,59,"ScramblingfromtheSand",2016
14,16,"Branden Grace",31,61.9,13,21,"ScramblingfromtheSand",2016
15,27,"Morgan Hoffmann",43,61.7,29,47,"ScramblingfromtheSand",2016
16,19,"Jason Day",36,61.54,16,26,"ScramblingfromtheSand",2016
17,21,"Troy Merritt",41,61.36,27,44,"ScramblingfromtheSand",2016
18,20,"Michael Kim",62,61.11,55,90,"ScramblingfromtheSand",2016
18,9,"Brian Stuard",24,61.11,11,18,"ScramblingfromtheSand",2016
20,30,"Tyrone Van Aswegen",67,60.76,48,79,"ScramblingfromtheSand",2016
21,23,"Smylie Kaufman",57,60.71,34,56,"ScramblingfromtheSand",2016
22,24,"Brandt Snedeker",47,60.53,23,38,"ScramblingfromtheSand",2016
23,14,"Webb Simpson",34,60.47,26,43,"ScramblingfromtheSand",2016
24,21,"Patrick Reed",53,60.42,29,48,"ScramblingfromtheSand",2016
25,43,"Brian Harman",60,60.26,47,78,"ScramblingfromtheSand",2016
26,25,"Retief Goosen",37,60,30,50,"ScramblingfromtheSand",2016
26,27,"Russell Henley",42,60,33,55,"ScramblingfromtheSand",2016
28,34,"Jon Curran",55,59.26,48,81,"ScramblingfromtheSand",2016
29,37,"Padraig Harrington",38,59.18,29,49,"ScramblingfromtheSand",2016
30,35,"Sergio Garcia",28,59.09,13,22,"ScramblingfromtheSand",2016
31,46,"Jamie Lovemark",57,59.02,36,61,"ScramblingfromtheSand",2016
32,36,"Bryce Molder",50,58.9,43,73,"ScramblingfromtheSand",2016
33,31,"Zac Blair",56,58.75,47,80,"ScramblingfromtheSand",2016
34,38,"Rhein Gibson",36,58.62,17,29,"ScramblingfromtheSand",2016
35,33,"JB Holmes",39,58.33,21,36,"ScramblingfromtheSand",2016
35,40,"Justin Leonard",28,58.33,21,36,"ScramblingfromtheSand",2016
37,42,"Matt Kuchar",46,58.14,25,43,"ScramblingfromtheSand",2016
38,44,"Aaron Baddeley",51,57.97,40,69,"ScramblingfromtheSand",2016
39,45,"Louis Oosthuizen",25,57.89,11,19,"ScramblingfromtheSand",2016
40,25,"Stuart Appleby",39,57.69,30,52,"ScramblingfromtheSand",2016
41,38,"Brendon Todd",43,57.63,34,59,"ScramblingfromtheSand",2016
