"ScramblingfromtheSand_RANKTHISWEEK_2016","ScramblingfromtheSand_RANKLASTWEEK_2016","ScramblingfromtheSand_PLAYERNAME_2016","ScramblingfromtheSand_ROUNDS_2016","ScramblingfromtheSand_Pct_2016","ScramblingfromtheSand_SUCCESSES_2016","ScramblingfromtheSand_ATTEMPTS_2016","stat_name","year"
42,47,"Miguel Angel Carballo",24,57.58,19,33,"ScramblingfromtheSand",2016
43,32,"Peter Malnati",53,57.53,42,73,"ScramblingfromtheSand",2016
44,48,"Shane Lowry",35,57.5,23,40,"ScramblingfromtheSand",2016
45,51,"Paul Casey",39,57.14,20,35,"ScramblingfromtheSand",2016
45,51,"Justin Thomas",53,57.14,28,49,"ScramblingfromtheSand",2016
47,50,"Hiroshi Iwata",51,56.96,45,79,"ScramblingfromtheSand",2016
47,54,"Freddie Jacobson",54,56.96,45,79,"ScramblingfromtheSand",2016
49,27,"Hunter Mahan",43,56.82,25,44,"ScramblingfromtheSand",2016
50,56,"Jerry Kelly",44,56.72,38,67,"ScramblingfromtheSand",2016
51,57,"Chad Campbell",54,56.67,34,60,"ScramblingfromtheSand",2016
52,16,"Henrik Stenson",30,56.52,13,23,"ScramblingfromtheSand",2016
53,64,"Tyler Aldridge",53,56.36,31,55,"ScramblingfromtheSand",2016
53,55,"Luke Donald",49,56.36,31,55,"ScramblingfromtheSand",2016
55,59,"Bubba Watson",30,56.25,9,16,"ScramblingfromtheSand",2016
56,59,"Mark Hubbard",73,56.12,55,98,"ScramblingfromtheSand",2016
57,49,"Cameron Tringale",47,55.36,31,56,"ScramblingfromtheSand",2016
58,66,"John Huh",51,55.22,37,67,"ScramblingfromtheSand",2016
59,51,"Jamie Donaldson",28,55.17,16,29,"ScramblingfromtheSand",2016
60,68,"Chez Reavie",56,55.07,38,69,"ScramblingfromtheSand",2016
61,69,"Jason Gore",51,54.9,28,51,"ScramblingfromtheSand",2016
61,69,"Dicky Pride",33,54.9,28,51,"ScramblingfromtheSand",2016
63,71,"Hudson Swafford",52,54.69,35,64,"ScramblingfromtheSand",2016
64,79,"Robert Allenby",35,54.55,24,44,"ScramblingfromtheSand",2016
64,72,"Charley Hoffman",49,54.55,30,55,"ScramblingfromtheSand",2016
64,62,"Jason Kokrak",52,54.55,24,44,"ScramblingfromtheSand",2016
64,72,"Patrick Rodgers",49,54.55,18,33,"ScramblingfromtheSand",2016
68,77,"Chris Kirk",51,53.97,34,63,"ScramblingfromtheSand",2016
69,75,"Andrew Loupe",50,53.7,29,54,"ScramblingfromtheSand",2016
70,40,"Jhonattan Vegas",49,53.66,22,41,"ScramblingfromtheSand",2016
71,86,"Luke List",51,53.45,31,58,"ScramblingfromtheSand",2016
72,61,"Rickie Fowler",42,53.33,16,30,"ScramblingfromtheSand",2016
73,67,"Sam Saunders",40,53.23,33,62,"ScramblingfromtheSand",2016
74,91,"Steven Bowditch",40,53.19,25,47,"ScramblingfromtheSand",2016
75,82,"Luke Guthrie",31,53.13,17,32,"ScramblingfromtheSand",2016
75,57,"Kevin Kisner",49,53.13,17,32,"ScramblingfromtheSand",2016
75,74,"Kyle Reifers",63,53.13,34,64,"ScramblingfromtheSand",2016
78,83,"Ryan Palmer",46,53.03,35,66,"ScramblingfromtheSand",2016
79,64,"Colt Knost",56,52.94,36,68,"ScramblingfromtheSand",2016
79,84,"Marc Leishman",41,52.94,18,34,"ScramblingfromtheSand",2016
81,78,"Adam Hadwin",53,52.86,37,70,"ScramblingfromtheSand",2016
82,86,"DJ Trahan",23,52.63,10,19,"ScramblingfromtheSand",2016
83,90,"Brendon de Jonge",55,52.38,33,63,"ScramblingfromtheSand",2016
83,80,"Chesson Hadley",51,52.38,33,63,"ScramblingfromtheSand",2016
83,88,"Jim Herman",55,52.38,33,63,"ScramblingfromtheSand",2016
83,63,"Si Woo Kim",63,52.38,44,84,"ScramblingfromtheSand",2016
87,81,"Tom Hoge",47,52.08,25,48,"ScramblingfromtheSand",2016
88,92,"Jordan Spieth",34,52,13,25,"ScramblingfromtheSand",2016
89,93,"Steve Marino",40,51.85,28,54,"ScramblingfromtheSand",2016
89,75,"Cameron Smith",45,51.85,28,54,"ScramblingfromtheSand",2016
91,107,"Rory McIlroy",37,51.72,15,29,"ScramblingfromtheSand",2016
91,94,"Charl Schwartzel",29,51.72,15,29,"ScramblingfromtheSand",2016
93,95,"Will Ma Kenzie",54,51.61,32,62,"ScramblingfromtheSand",2016
94,96,"Brooks Koepka",39,51.35,19,37,"ScramblingfromtheSand",2016
95,98,"Ernie Els",34,51.11,23,45,"ScramblingfromtheSand",2016
96,102,"JJ Henry",44,50.98,26,51,"ScramblingfromtheSand",2016
97,103,"Zach Johnson",42,50.94,27,53,"ScramblingfromtheSand",2016
98,124,"Ben Crane",48,50.88,29,57,"ScramblingfromtheSand",2016
99,122,"William McGirt",54,50.72,35,69,"ScramblingfromtheSand",2016
100,106,"Ricky Barnes",57,50,30,60,"ScramblingfromtheSand",2016
100,100,"Daniel Berger",52,50,25,50,"ScramblingfromtheSand",2016
100,88,"Roberto Castro",55,50,33,66,"ScramblingfromtheSand",2016
100,101,"Fabian Gomez",49,50,26,52,"ScramblingfromtheSand",2016
100,98,"Kelly Kraft",35,50,21,42,"ScramblingfromtheSand",2016
100,107,"Hideki Matsuyama",40,50,10,20,"ScramblingfromtheSand",2016
100,84,"Adam Scott",39,50,10,20,"ScramblingfromtheSand",2016
100,117,"Johnson Wagner",44,50,23,46,"ScramblingfromtheSand",2016
100,107,"Will Wilcox",47,50,37,74,"ScramblingfromtheSand",2016
109,104,"Shawn Stefani",45,49.15,29,59,"ScramblingfromtheSand",2016
110,115,"Seung Yul Noh",54,49.09,27,55,"ScramblingfromtheSand",2016
111,126,"Martin Laird",46,48.98,24,49,"ScramblingfromtheSand",2016
112,116,"Ken Duke",26,48.94,23,47,"ScramblingfromtheSand",2016
113,117,"Russell Knox",48,48.84,21,43,"ScramblingfromtheSand",2016
114,96,"Francesco Molinari",36,48.78,20,41,"ScramblingfromtheSand",2016
115,120,"Shane Bertsch",30,48.65,18,37,"ScramblingfromtheSand",2016
116,121,"Graeme McDowell",33,48.57,17,35,"ScramblingfromtheSand",2016
117,107,"Davis Love III",40,48.15,26,54,"ScramblingfromtheSand",2016
118,125,"Blayne Barber",44,48.08,25,52,"ScramblingfromtheSand",2016
119,139,"James Hahn",45,47.76,32,67,"ScramblingfromtheSand",2016
120,119,"Derek Fathauer",58,47.67,41,86,"ScramblingfromtheSand",2016
121,107,"Byeong Hun An",23,47.62,10,21,"ScramblingfromtheSand",2016
121,107,"Henrik Norlander",41,47.62,20,42,"ScramblingfromtheSand",2016
121,131,"DA Points",32,47.62,20,42,"ScramblingfromtheSand",2016
121,127,"Rory Sabbatini",40,47.62,30,63,"ScramblingfromtheSand",2016
121,164,"Daniel Summerhays",55,47.62,30,63,"ScramblingfromtheSand",2016
126,136,"David Hearn",55,47.54,29,61,"ScramblingfromtheSand",2016
127,130,"Scott Piercy",45,47.5,19,40,"ScramblingfromtheSand",2016
128,104,"Erik Compton",45,47.46,28,59,"ScramblingfromtheSand",2016
129,141,"Bill Haas",42,47.37,18,38,"ScramblingfromtheSand",2016
129,147,"Anirban Lahiri",44,47.37,18,38,"ScramblingfromtheSand",2016
131,132,"Sung Kang",51,47.06,32,68,"ScramblingfromtheSand",2016
131,143,"Scott Langley",41,47.06,24,51,"ScramblingfromtheSand",2016
131,107,"Ian Poulter",37,47.06,16,34,"ScramblingfromtheSand",2016
134,134,"Jason Dufner",53,46.94,23,49,"ScramblingfromtheSand",2016
135,123,"Chad Collins",45,46.88,30,64,"ScramblingfromtheSand",2016
136,136,"Dustin Johnson",37,46.67,14,30,"ScramblingfromtheSand",2016
137,162,"Matt Every",34,46.51,20,43,"ScramblingfromtheSand",2016
137,127,"Michael Thompson",46,46.51,20,43,"ScramblingfromtheSand",2016
139,114,"Chris Stroud",52,46.27,31,67,"ScramblingfromtheSand",2016
140,139,"Pat Perez",28,46.15,12,26,"ScramblingfromtheSand",2016
141,171,"Ryan Moore",40,45.95,17,37,"ScramblingfromtheSand",2016
142,143,"Andres Gonzales",46,45.83,22,48,"ScramblingfromtheSand",2016
143,133,"Charles Howell III",63,45.71,32,70,"ScramblingfromtheSand",2016
144,156,"Kevin Chappell",49,45.61,26,57,"ScramblingfromtheSand",2016
145,147,"Kevin Na",52,45.45,25,55,"ScramblingfromtheSand",2016
146,150,"Brian Gay",22,45,18,40,"ScramblingfromtheSand",2016
147,146,"Jeff Overton",51,44.93,31,69,"ScramblingfromtheSand",2016
148,157,"Steve Wheatcroft",53,44.87,35,78,"ScramblingfromtheSand",2016
149,153,"Andrew Landry",24,44.83,13,29,"ScramblingfromtheSand",2016
150,154,"Steve Stricker",25,44.74,17,38,"ScramblingfromtheSand",2016
150,142,"Vaughn Taylor",30,44.74,17,38,"ScramblingfromtheSand",2016
152,127,"Angel Cabrera",42,44.68,21,47,"ScramblingfromtheSand",2016
152,138,"Geoff Ogilvy",37,44.68,21,47,"ScramblingfromtheSand",2016
154,174,"Lucas Glover",53,44.64,25,56,"ScramblingfromtheSand",2016
155,149,"Spencer Levin",62,44.62,29,65,"ScramblingfromtheSand",2016
156,167,"Scott Brown",59,44.57,41,92,"ScramblingfromtheSand",2016
157,177,"Martin Piller",37,44.44,16,36,"ScramblingfromtheSand",2016
157,158,"Andy Sullivan",25,44.44,8,18,"ScramblingfromtheSand",2016
159,161,"Bronson Burgoon",53,44.23,23,52,"ScramblingfromtheSand",2016
159,151,"Rob Oppenheim",37,44.23,23,52,"ScramblingfromtheSand",2016
159,155,"Robert Streb",51,44.23,23,52,"ScramblingfromtheSand",2016
162,165,"Kyle Stanley",57,44.12,30,68,"ScramblingfromtheSand",2016
162,135,"Gary Woodland",45,44.12,15,34,"ScramblingfromtheSand",2016
164,178,"Derek Ernst",36,43.9,18,41,"ScramblingfromtheSand",2016
164,158,"Emiliano Grillo",47,43.9,18,41,"ScramblingfromtheSand",2016
164,162,"Billy Horschel",45,43.9,18,41,"ScramblingfromtheSand",2016
167,166,"Wes Roach",33,43.59,17,39,"ScramblingfromtheSand",2016
168,169,"Kevin Streelman",46,43.18,19,44,"ScramblingfromtheSand",2016
169,143,"Jason Bohn",37,43.14,22,51,"ScramblingfromtheSand",2016
170,173,"Camilo Villegas",50,42.86,30,70,"ScramblingfromtheSand",2016
170,171,"Jimmy Walker",43,42.86,18,42,"ScramblingfromtheSand",2016
172,151,"Vijay Singh",42,42.59,23,54,"ScramblingfromtheSand",2016
173,175,"Graham DeLaet",50,42.37,25,59,"ScramblingfromtheSand",2016
173,158,"Tony Finau",49,42.37,25,59,"ScramblingfromtheSand",2016
173,170,"Nick Taylor",57,42.37,25,59,"ScramblingfromtheSand",2016
176,182,"George McNeill",33,41.82,23,55,"ScramblingfromtheSand",2016
177,183,"DH Lee",35,41.67,20,48,"ScramblingfromtheSand",2016
178,168,"Whee Kim",54,41.43,29,70,"ScramblingfromtheSand",2016
179,175,"Justin Hicks",26,41.03,16,39,"ScramblingfromtheSand",2016
179,178,"Carl Pettersson",31,41.03,16,39,"ScramblingfromtheSand",2016
181,180,"Harris English",51,40,20,50,"ScramblingfromtheSand",2016
181,192,"Robert Garrigus",34,40,12,30,"ScramblingfromtheSand",2016
181,183,"John Senden",48,40,20,50,"ScramblingfromtheSand",2016
184,187,"Keegan Bradley",40,39.47,15,38,"ScramblingfromtheSand",2016
185,188,"Lucas Lee",22,39.39,13,33,"ScramblingfromtheSand",2016
186,181,"Brett Stegmaier",57,39.22,20,51,"ScramblingfromtheSand",2016
187,186,"Greg Owen",56,38.89,21,54,"ScramblingfromtheSand",2016
188,189,"Billy Hurley III",22,38.46,10,26,"ScramblingfromtheSand",2016
188,185,"Boo Weekley",53,38.46,25,65,"ScramblingfromtheSand",2016
190,190,"Brice Garnett",29,37.93,11,29,"ScramblingfromtheSand",2016
191,191,"Abraham Ancer",26,37.84,14,37,"ScramblingfromtheSand",2016
192,195,"Matt Jones",45,36.36,16,44,"ScramblingfromtheSand",2016
193,193,"Andres Romero",22,35.71,5,14,"ScramblingfromtheSand",2016
194,194,"Stewart Cink",45,34.78,16,46,"ScramblingfromtheSand",2016
195,195,"Thomas Aiken",42,34.38,11,32,"ScramblingfromtheSand",2016
196,195,"Scott Pinckney",53,34.04,16,47,"ScramblingfromtheSand",2016
197,200,"Harold Varner III",58,33.93,19,56,"ScramblingfromtheSand",2016
198,201,"Scott Stallings",46,33.33,18,54,"ScramblingfromtheSand",2016
199,198,"David Lingmerth",54,32.61,15,46,"ScramblingfromtheSand",2016
199,203,"Carlos Ortiz",47,32.61,15,46,"ScramblingfromtheSand",2016
201,207,"Dawie van der Walt",48,32.5,13,40,"ScramblingfromtheSand",2016
202,199,"Charlie Beljan",26,32.14,9,28,"ScramblingfromtheSand",2016
203,202,"Darron Stiles",28,31.25,15,48,"ScramblingfromtheSand",2016
204,204,"Cameron Percy",22,30.77,4,13,"ScramblingfromtheSand",2016
204,204,"Bernd Wiesberger",23,30.77,4,13,"ScramblingfromtheSand",2016
206,208,"Ollie Schniederjans",23,29.63,8,27,"ScramblingfromtheSand",2016
207,206,"Ben Martin",48,29.41,15,51,"ScramblingfromtheSand",2016
