"AveragePuttingDistanceAll3putts_RANKTHISWEEK_2011","AveragePuttingDistanceAll3putts_RANKLASTWEEK_2011","AveragePuttingDistanceAll3putts_PLAYERNAME_2011","AveragePuttingDistanceAll3putts_ROUNDS_2011","AveragePuttingDistanceAll3putts_AVG_2011","AveragePuttingDistanceAll3putts_DISTANCEFEET_2011","AveragePuttingDistanceAll3putts_TOTALPUTTS_2011","stat_name","year"
1,1,"Steve Stricker",70,NA,770.583,14,"AveragePuttingDistanceAll3putts",2011
2,2,"Michael Putnam",67,NA,1212.75,23,"AveragePuttingDistanceAll3putts",2011
3,3,"Scott McCarron",65,NA,1575.417,32,"AveragePuttingDistanceAll3putts",2011
4,4,"Matt Kuchar",94,NA,861.083,18,"AveragePuttingDistanceAll3putts",2011
4,4,"Scott Stallings",84,NA,2010.5,42,"AveragePuttingDistanceAll3putts",2011
6,6,"JJ Henry",96,NA,1813.25,38,"AveragePuttingDistanceAll3putts",2011
6,6,"Charles Howell III",108,NA,2053.75,43,"AveragePuttingDistanceAll3putts",2011
8,8,"John Merrick",71,NA,1837.917,39,"AveragePuttingDistanceAll3putts",2011
9,9,"Trevor Immelman",84,NA,1265.833,27,"AveragePuttingDistanceAll3putts",2011
10,10,"John Rollins",85,NA,2060.5,44,"AveragePuttingDistanceAll3putts",2011
11,11,"Jim Renner",65,NA,1450.25,31,"AveragePuttingDistanceAll3putts",2011
12,12,"Kevin Streelman",90,NA,1351.333,29,"AveragePuttingDistanceAll3putts",2011
13,13,"Justin Rose",79,NA,1524,33,"AveragePuttingDistanceAll3putts",2011
14,14,"Jim Herman",69,NA,1890.917,41,"AveragePuttingDistanceAll3putts",2011
15,15,"Ben Martin",74,NA,1467.917,32,"AveragePuttingDistanceAll3putts",2011
15,15,"Cameron Tringale",110,NA,2337.667,51,"AveragePuttingDistanceAll3putts",2011
17,17,"Steve Elkington",50,NA,639.25,14,"AveragePuttingDistanceAll3putts",2011
17,17,"Carl Pettersson",95,NA,1552.25,34,"AveragePuttingDistanceAll3putts",2011
17,17,"Alexandre Rocha",65,NA,1599.167,35,"AveragePuttingDistanceAll3putts",2011
20,20,"Blake Adams",116,NA,2188.75,48,"AveragePuttingDistanceAll3putts",2011
21,21,"Greg Chalmers",88,NA,1271.333,28,"AveragePuttingDistanceAll3putts",2011
22,22,"Bubba Watson",85,NA,1584.417,35,"AveragePuttingDistanceAll3putts",2011
23,23,"Colt Knost",80,NA,1219.667,27,"AveragePuttingDistanceAll3putts",2011
24,24,"Mark Wilson",89,NA,1528.833,34,"AveragePuttingDistanceAll3putts",2011
25,25,"Davis Love III",70,NA,807.917,18,"AveragePuttingDistanceAll3putts",2011
26,26,"Retief Goosen",50,NA,851.833,19,"AveragePuttingDistanceAll3putts",2011
27,27,"Ryan Moore",79,NA,1028.583,23,"AveragePuttingDistanceAll3putts",2011
27,27,"Johnson Wagner",81,NA,1654.333,37,"AveragePuttingDistanceAll3putts",2011
29,29,"Zach Johnson",79,NA,1109.417,25,"AveragePuttingDistanceAll3putts",2011
30,30,"Rod Pampling",72,NA,1462.25,33,"AveragePuttingDistanceAll3putts",2011
30,30,"John Senden",94,NA,1730.583,39,"AveragePuttingDistanceAll3putts",2011
30,30,"Paul Stankowski",78,NA,1507.333,34,"AveragePuttingDistanceAll3putts",2011
33,33,"Angel Cabrera",50,NA,928.583,21,"AveragePuttingDistanceAll3putts",2011
33,33,"Tim Petrovic",88,NA,1326.5,30,"AveragePuttingDistanceAll3putts",2011
33,33,"Charl Schwartzel",58,NA,1018.417,23,"AveragePuttingDistanceAll3putts",2011
33,33,"Marc Turnesa",54,NA,1327.167,30,"AveragePuttingDistanceAll3putts",2011
37,37,"Keegan Bradley",91,NA,1808.333,41,"AveragePuttingDistanceAll3putts",2011
38,38,"Michael Connell",76,NA,1708.833,39,"AveragePuttingDistanceAll3putts",2011
39,39,"KJ Choi",77,NA,1398.083,32,"AveragePuttingDistanceAll3putts",2011
39,39,"Jarrod Lyle",83,NA,2534.667,58,"AveragePuttingDistanceAll3putts",2011
39,39,"Brendan Steele",89,NA,1571.083,36,"AveragePuttingDistanceAll3putts",2011
42,42,"David Hearn",88,NA,1741.917,40,"AveragePuttingDistanceAll3putts",2011
42,42,"Rocco Mediate",53,NA,1308.25,30,"AveragePuttingDistanceAll3putts",2011
44,44,"Freddie Jacobson",92,NA,956.667,22,"AveragePuttingDistanceAll3putts",2011
45,45,"DA Points",89,NA,1821.25,42,"AveragePuttingDistanceAll3putts",2011
46,46,"Michael Bradley",74,NA,1254,29,"AveragePuttingDistanceAll3putts",2011
46,46,"Andres Gonzales",60,NA,1167.333,27,"AveragePuttingDistanceAll3putts",2011
48,48,"Billy Horschel",75,NA,1507.75,35,"AveragePuttingDistanceAll3putts",2011
49,49,"DJ Brigman",67,NA,1547,36,"AveragePuttingDistanceAll3putts",2011
49,49,"Bill Haas",93,NA,1549.083,36,"AveragePuttingDistanceAll3putts",2011
51,51,"Vaughn Taylor",89,NA,1456.417,34,"AveragePuttingDistanceAll3putts",2011
52,52,"Sergio Garcia",61,NA,811.917,19,"AveragePuttingDistanceAll3putts",2011
53,53,"Chris Stroud",88,NA,2169.667,51,"AveragePuttingDistanceAll3putts",2011
53,53,"Bo Van Pelt",92,NA,2042.333,48,"AveragePuttingDistanceAll3putts",2011
55,55,"Tommy Gainey",104,NA,2465.417,58,"AveragePuttingDistanceAll3putts",2011
56,56,"Ryuji Imada",83,NA,1652.833,39,"AveragePuttingDistanceAll3putts",2011
57,57,"Ernie Els",71,NA,1524.167,36,"AveragePuttingDistanceAll3putts",2011
57,57,"Jim Furyk",87,NA,1226.833,29,"AveragePuttingDistanceAll3putts",2011
59,59,"Ricky Barnes",78,NA,1732.25,41,"AveragePuttingDistanceAll3putts",2011
59,59,"Troy Merritt",63,NA,1646.167,39,"AveragePuttingDistanceAll3putts",2011
61,61,"Daniel Summerhays",75,NA,1601.167,38,"AveragePuttingDistanceAll3putts",2011
62,62,"Chris Kirk",87,NA,1509,36,"AveragePuttingDistanceAll3putts",2011
63,63,"Luke Donald",73,NA,500.667,12,"AveragePuttingDistanceAll3putts",2011
63,63,"Matt Jones",71,NA,1128,27,"AveragePuttingDistanceAll3putts",2011
63,63,"Graeme McDowell",50,NA,750.75,18,"AveragePuttingDistanceAll3putts",2011
63,63,"William McGirt",103,NA,1962.917,47,"AveragePuttingDistanceAll3putts",2011
63,63,"Kevin Na",84,NA,1042.75,25,"AveragePuttingDistanceAll3putts",2011
68,68,"Tim Herron",85,NA,1582.167,38,"AveragePuttingDistanceAll3putts",2011
69,69,"Josh Teater",104,NA,1994.083,48,"AveragePuttingDistanceAll3putts",2011
70,70,"Jason Day",76,NA,1245.583,30,"AveragePuttingDistanceAll3putts",2011
70,70,"Joe Durant",71,NA,2366.75,57,"AveragePuttingDistanceAll3putts",2011
70,70,"Bill Lunde",92,NA,2031.833,49,"AveragePuttingDistanceAll3putts",2011
73,73,"Anthony Kim",72,NA,1324.75,32,"AveragePuttingDistanceAll3putts",2011
73,73,"Jhonattan Vegas",84,NA,2444.833,59,"AveragePuttingDistanceAll3putts",2011
75,75,"Adam Scott",60,NA,1362.667,33,"AveragePuttingDistanceAll3putts",2011
76,76,"Vijay Singh",79,NA,1813.417,44,"AveragePuttingDistanceAll3putts",2011
77,77,"James Driscoll",71,NA,1483.083,36,"AveragePuttingDistanceAll3putts",2011
77,77,"Ryan Palmer",82,NA,1275.417,31,"AveragePuttingDistanceAll3putts",2011
79,79,"Brendon de Jonge",105,NA,1394.167,34,"AveragePuttingDistanceAll3putts",2011
79,79,"Marc Leishman",87,NA,1802.5,44,"AveragePuttingDistanceAll3putts",2011
79,79,"Bryce Molder",82,NA,983.25,24,"AveragePuttingDistanceAll3putts",2011
79,79,"David Toms",78,NA,943.583,23,"AveragePuttingDistanceAll3putts",2011
79,79,"Dean Wilson",62,NA,901.167,22,"AveragePuttingDistanceAll3putts",2011
84,84,"Scott Piercy",78,NA,1512.75,37,"AveragePuttingDistanceAll3putts",2011
