"TenthTeeLateRound2ScoringAverage_RANKTHISWEEK_2013","TenthTeeLateRound2ScoringAverage_RANKLASTWEEK_2013","TenthTeeLateRound2ScoringAverage_PLAYERNAME_2013","TenthTeeLateRound2ScoringAverage__2013","TenthTeeLateRound2ScoringAverage_AVG_2013","TenthTeeLateRound2ScoringAverage_TOTALSTROKES_2013","TenthTeeLateRound2ScoringAverage_TOTALROUNDS_2013","stat_name","year"
18,18,"Henrik Stenson",NA,69.5,278,4,"TenthTeeLateRound2ScoringAverage",2013
21,21,"Graham DeLaet",NA,69.57,487,7,"TenthTeeLateRound2ScoringAverage",2013
21,21,"Chris Kirk",NA,69.57,487,7,"TenthTeeLateRound2ScoringAverage",2013
21,21,"Gary Woodland",NA,69.57,487,7,"TenthTeeLateRound2ScoringAverage",2013
24,24,"Matt Every",NA,69.67,418,6,"TenthTeeLateRound2ScoringAverage",2013
24,24,"David Toms",NA,69.67,209,3,"TenthTeeLateRound2ScoringAverage",2013
24,24,"Boo Weekley",NA,69.67,418,6,"TenthTeeLateRound2ScoringAverage",2013
27,27,"Nicholas Thompson",NA,69.71,488,7,"TenthTeeLateRound2ScoringAverage",2013
28,28,"Peter Hanson",NA,69.75,279,4,"TenthTeeLateRound2ScoringAverage",2013
28,28,"Steve LeBrun",NA,69.75,279,4,"TenthTeeLateRound2ScoringAverage",2013
30,30,"KJ Choi",NA,69.8,349,5,"TenthTeeLateRound2ScoringAverage",2013
30,30,"Stewart Cink",NA,69.8,349,5,"TenthTeeLateRound2ScoringAverage",2013
30,30,"Bill Haas",NA,69.8,349,5,"TenthTeeLateRound2ScoringAverage",2013
30,30,"Scott Langley",NA,69.8,349,5,"TenthTeeLateRound2ScoringAverage",2013
30,30,"Ryan Palmer",NA,69.8,349,5,"TenthTeeLateRound2ScoringAverage",2013
30,30,"Kyle Stanley",NA,69.8,349,5,"TenthTeeLateRound2ScoringAverage",2013
36,36,"Carl Pettersson",NA,69.86,489,7,"TenthTeeLateRound2ScoringAverage",2013
37,37,"Bryce Molder",NA,69.88,559,8,"TenthTeeLateRound2ScoringAverage",2013
38,38,"Justin Hicks",NA,70,210,3,"TenthTeeLateRound2ScoringAverage",2013
38,38,"John Rollins",NA,70,420,6,"TenthTeeLateRound2ScoringAverage",2013
38,38,"Webb Simpson",NA,70,210,3,"TenthTeeLateRound2ScoringAverage",2013
38,38,"Charlie Wi",NA,70,210,3,"TenthTeeLateRound2ScoringAverage",2013
38,38,"Casey Wittenberg",NA,70,420,6,"TenthTeeLateRound2ScoringAverage",2013
43,43,"David Hearn",NA,70.11,631,9,"TenthTeeLateRound2ScoringAverage",2013
44,44,"Jonas Blixt",NA,70.17,421,6,"TenthTeeLateRound2ScoringAverage",2013
44,44,"Vijay Singh",NA,70.17,421,6,"TenthTeeLateRound2ScoringAverage",2013
46,46,"Jason Bohn",NA,70.2,351,5,"TenthTeeLateRound2ScoringAverage",2013
46,46,"Bob Estes",NA,70.2,351,5,"TenthTeeLateRound2ScoringAverage",2013
46,46,"Lucas Glover",NA,70.2,351,5,"TenthTeeLateRound2ScoringAverage",2013
46,46,"Fabian Gomez",NA,70.2,351,5,"TenthTeeLateRound2ScoringAverage",2013
46,46,"George McNeill",NA,70.2,351,5,"TenthTeeLateRound2ScoringAverage",2013
51,51,"Harris English",NA,70.33,211,3,"TenthTeeLateRound2ScoringAverage",2013
51,51,"Jimmy Walker",NA,70.33,422,6,"TenthTeeLateRound2ScoringAverage",2013
53,53,"Stuart Appleby",NA,70.4,352,5,"TenthTeeLateRound2ScoringAverage",2013
54,54,"Greg Chalmers",NA,70.5,282,4,"TenthTeeLateRound2ScoringAverage",2013
54,54,"Doug LaBelle II",NA,70.5,282,4,"TenthTeeLateRound2ScoringAverage",2013
54,54,"David Lynn",NA,70.5,282,4,"TenthTeeLateRound2ScoringAverage",2013
54,54,"Tag Ridings",NA,70.5,423,6,"TenthTeeLateRound2ScoringAverage",2013
58,58,"DA Points",NA,70.6,353,5,"TenthTeeLateRound2ScoringAverage",2013
59,59,"Ben Kohles",NA,70.67,424,6,"TenthTeeLateRound2ScoringAverage",2013
59,59,"Patrick Reed",NA,70.67,636,9,"TenthTeeLateRound2ScoringAverage",2013
59,59,"Rory Sabbatini",NA,70.67,636,9,"TenthTeeLateRound2ScoringAverage",2013
62,62,"Sangmoon Bae",NA,70.75,283,4,"TenthTeeLateRound2ScoringAverage",2013
62,62,"Josh Teater",NA,70.75,566,8,"TenthTeeLateRound2ScoringAverage",2013
64,64,"Kevin Stadler",NA,70.78,637,9,"TenthTeeLateRound2ScoringAverage",2013
65,65,"Justin Bolli",NA,70.8,354,5,"TenthTeeLateRound2ScoringAverage",2013
65,65,"Freddie Jacobson",NA,70.8,354,5,"TenthTeeLateRound2ScoringAverage",2013
65,65,"Mike Weir",NA,70.8,354,5,"TenthTeeLateRound2ScoringAverage",2013
68,68,"Scott Piercy",NA,70.83,425,6,"TenthTeeLateRound2ScoringAverage",2013
68,68,"Vaughn Taylor",NA,70.83,425,6,"TenthTeeLateRound2ScoringAverage",2013
70,70,"Chad Campbell",NA,70.86,496,7,"TenthTeeLateRound2ScoringAverage",2013
71,71,"Kevin Chappell",NA,70.88,567,8,"TenthTeeLateRound2ScoringAverage",2013
72,72,"Robert Allenby",NA,71,497,7,"TenthTeeLateRound2ScoringAverage",2013
72,72,"Stephen Ames",NA,71,497,7,"TenthTeeLateRound2ScoringAverage",2013
72,72,"Nicolas Colsaerts",NA,71,142,2,"TenthTeeLateRound2ScoringAverage",2013
72,72,"Trevor Immelman",NA,71,426,6,"TenthTeeLateRound2ScoringAverage",2013
72,72,"Jason Kokrak",NA,71,426,6,"TenthTeeLateRound2ScoringAverage",2013
72,72,"Troy Matteson",NA,71,568,8,"TenthTeeLateRound2ScoringAverage",2013
72,72,"Seung Yul Noh",NA,71,284,4,"TenthTeeLateRound2ScoringAverage",2013
72,72,"Jeff Overton",NA,71,142,2,"TenthTeeLateRound2ScoringAverage",2013
72,72,"Andres Romero",NA,71,71,1,"TenthTeeLateRound2ScoringAverage",2013
72,72,"Brendan Steele",NA,71,426,6,"TenthTeeLateRound2ScoringAverage",2013
72,72,"Kevin Streelman",NA,71,355,5,"TenthTeeLateRound2ScoringAverage",2013
72,72,"Johnson Wagner",NA,71,355,5,"TenthTeeLateRound2ScoringAverage",2013
72,72,"Aaron Watkins",NA,71,142,2,"TenthTeeLateRound2ScoringAverage",2013
72,72,"Mark Wilson",NA,71,213,3,"TenthTeeLateRound2ScoringAverage",2013
86,86,"Marc Leishman",NA,71.14,498,7,"TenthTeeLateRound2ScoringAverage",2013
87,87,"Ben Crane",NA,71.17,427,6,"TenthTeeLateRound2ScoringAverage",2013
87,87,"Richard Lee",NA,71.17,427,6,"TenthTeeLateRound2ScoringAverage",2013
87,87,"Dicky Pride",NA,71.17,427,6,"TenthTeeLateRound2ScoringAverage",2013
87,87,"YE Yang",NA,71.17,427,6,"TenthTeeLateRound2ScoringAverage",2013
91,91,"Tim Clark",NA,71.2,356,5,"TenthTeeLateRound2ScoringAverage",2013
91,91,"James Driscoll",NA,71.2,356,5,"TenthTeeLateRound2ScoringAverage",2013
93,93,"William McGirt",NA,71.22,641,9,"TenthTeeLateRound2ScoringAverage",2013
94,94,"Aaron Baddeley",NA,71.25,570,8,"TenthTeeLateRound2ScoringAverage",2013
95,95,"Bud Cauley",NA,71.29,499,7,"TenthTeeLateRound2ScoringAverage",2013
96,96,"Padraig Harrington",NA,71.33,214,3,"TenthTeeLateRound2ScoringAverage",2013
96,96,"Jerry Kelly",NA,71.33,642,9,"TenthTeeLateRound2ScoringAverage",2013
98,98,"Lee Westwood",NA,71.4,357,5,"TenthTeeLateRound2ScoringAverage",2013
99,99,"Colt Knost",NA,71.43,500,7,"TenthTeeLateRound2ScoringAverage",2013
100,100,"JJ Henry",NA,71.44,643,9,"TenthTeeLateRound2ScoringAverage",2013
101,101,"Jason Dufner",NA,71.5,286,4,"TenthTeeLateRound2ScoringAverage",2013
101,101,"Ryan Moore",NA,71.5,429,6,"TenthTeeLateRound2ScoringAverage",2013
101,101,"Brandt Snedeker",NA,71.5,286,4,"TenthTeeLateRound2ScoringAverage",2013
101,101,"Michael Thompson",NA,71.5,429,6,"TenthTeeLateRound2ScoringAverage",2013
101,101,"Cameron Tringale",NA,71.5,286,4,"TenthTeeLateRound2ScoringAverage",2013
106,106,"Morgan Hoffmann",NA,71.56,644,9,"TenthTeeLateRound2ScoringAverage",2013
107,107,"Roberto Castro",NA,71.57,501,7,"TenthTeeLateRound2ScoringAverage",2013
108,108,"Matt Jones",NA,71.67,430,6,"TenthTeeLateRound2ScoringAverage",2013
108,108,"John Senden",NA,71.67,430,6,"TenthTeeLateRound2ScoringAverage",2013
110,110,"Ricky Barnes",NA,71.71,502,7,"TenthTeeLateRound2ScoringAverage",2013
110,110,"Russell Henley",NA,71.71,502,7,"TenthTeeLateRound2ScoringAverage",2013
112,112,"David Lingmerth",NA,71.75,574,8,"TenthTeeLateRound2ScoringAverage",2013
112,112,"Hunter Mahan",NA,71.75,287,4,"TenthTeeLateRound2ScoringAverage",2013
112,112,"Henrik Norlander",NA,71.75,287,4,"TenthTeeLateRound2ScoringAverage",2013
115,115,"Brian Davis",NA,71.8,359,5,"TenthTeeLateRound2ScoringAverage",2013
115,115,"Justin Leonard",NA,71.8,359,5,"TenthTeeLateRound2ScoringAverage",2013
117,117,"Zach Johnson",NA,71.83,431,6,"TenthTeeLateRound2ScoringAverage",2013
118,118,"Greg Owen",NA,71.86,503,7,"TenthTeeLateRound2ScoringAverage",2013
119,119,"Daniel Summerhays",NA,71.89,647,9,"TenthTeeLateRound2ScoringAverage",2013
120,120,"Scott Stallings",NA,71.91,791,11,"TenthTeeLateRound2ScoringAverage",2013
121,121,"Will Claxton",NA,72,288,4,"TenthTeeLateRound2ScoringAverage",2013
121,121,"Brad Fritsch",NA,72,360,5,"TenthTeeLateRound2ScoringAverage",2013
121,121,"Billy Horschel",NA,72,144,2,"TenthTeeLateRound2ScoringAverage",2013
121,121,"Brandt Jobe",NA,72,216,3,"TenthTeeLateRound2ScoringAverage",2013
121,121,"Martin Laird",NA,72,360,5,"TenthTeeLateRound2ScoringAverage",2013
121,121,"John Merrick",NA,72,504,7,"TenthTeeLateRound2ScoringAverage",2013
121,121,"Sean OHair",NA,72,360,5,"TenthTeeLateRound2ScoringAverage",2013
121,121,"Pat Perez",NA,72,360,5,"TenthTeeLateRound2ScoringAverage",2013
121,121,"Ian Poulter",NA,72,72,1,"TenthTeeLateRound2ScoringAverage",2013
121,121,"Jordan Spieth",NA,72,144,2,"TenthTeeLateRound2ScoringAverage",2013
121,121,"Darron Stiles",NA,72,432,6,"TenthTeeLateRound2ScoringAverage",2013
121,121,"Camilo Villegas",NA,72,216,3,"TenthTeeLateRound2ScoringAverage",2013
133,133,"Brian Gay",NA,72.11,649,9,"TenthTeeLateRound2ScoringAverage",2013
134,134,"DH Lee",NA,72.2,361,5,"TenthTeeLateRound2ScoringAverage",2013
135,135,"Alistair Presnell",NA,72.25,289,4,"TenthTeeLateRound2ScoringAverage",2013
136,136,"Ben Curtis",NA,72.33,217,3,"TenthTeeLateRound2ScoringAverage",2013
136,136,"Rod Pampling",NA,72.33,217,3,"TenthTeeLateRound2ScoringAverage",2013
138,138,"Tommy Gainey",NA,72.38,579,8,"TenthTeeLateRound2ScoringAverage",2013
139,139,"Charlie Beljan",NA,72.44,652,9,"TenthTeeLateRound2ScoringAverage",2013
140,140,"Robert Garrigus",NA,72.5,290,4,"TenthTeeLateRound2ScoringAverage",2013
140,140,"David Mathis",NA,72.5,290,4,"TenthTeeLateRound2ScoringAverage",2013
142,142,"Robert Streb",NA,72.56,653,9,"TenthTeeLateRound2ScoringAverage",2013
143,143,"Nick Watney",NA,72.6,363,5,"TenthTeeLateRound2ScoringAverage",2013
144,144,"Scott Brown",NA,72.63,581,8,"TenthTeeLateRound2ScoringAverage",2013
145,145,"Jason Day",NA,72.67,218,3,"TenthTeeLateRound2ScoringAverage",2013
146,146,"Luke Guthrie",NA,72.75,291,4,"TenthTeeLateRound2ScoringAverage",2013
146,146,"Geoff Ogilvy",NA,72.75,291,4,"TenthTeeLateRound2ScoringAverage",2013
146,146,"Lee Williams",NA,72.75,291,4,"TenthTeeLateRound2ScoringAverage",2013
149,149,"Ken Duke",NA,72.78,655,9,"TenthTeeLateRound2ScoringAverage",2013
150,150,"Michael Bradley",NA,72.8,728,10,"TenthTeeLateRound2ScoringAverage",2013
151,151,"Scott Gardiner",NA,72.83,437,6,"TenthTeeLateRound2ScoringAverage",2013
151,151,"James Hahn",NA,72.83,437,6,"TenthTeeLateRound2ScoringAverage",2013
153,153,"Luke Donald",NA,73,73,1,"TenthTeeLateRound2ScoringAverage",2013
153,153,"Bobby Gates",NA,73,365,5,"TenthTeeLateRound2ScoringAverage",2013
153,153,"Charley Hoffman",NA,73,292,4,"TenthTeeLateRound2ScoringAverage",2013
153,153,"Matt Kuchar",NA,73,73,1,"TenthTeeLateRound2ScoringAverage",2013
153,153,"Luke List",NA,73,146,2,"TenthTeeLateRound2ScoringAverage",2013
153,153,"Chez Reavie",NA,73,365,5,"TenthTeeLateRound2ScoringAverage",2013
153,153,"Bo Van Pelt",NA,73,292,4,"TenthTeeLateRound2ScoringAverage",2013
160,160,"Jin Park",NA,73.17,439,6,"TenthTeeLateRound2ScoringAverage",2013
161,161,"Andrew Svoboda",NA,73.33,220,3,"TenthTeeLateRound2ScoringAverage",2013
162,162,"Tim Herron",NA,73.4,367,5,"TenthTeeLateRound2ScoringAverage",2013
163,163,"Jeff Maggert",NA,73.5,294,4,"TenthTeeLateRound2ScoringAverage",2013
164,164,"Robert Karlsson",NA,73.67,221,3,"TenthTeeLateRound2ScoringAverage",2013
165,165,"Derek Ernst",NA,74,444,6,"TenthTeeLateRound2ScoringAverage",2013
165,165,"Brian Harman",NA,74,370,5,"TenthTeeLateRound2ScoringAverage",2013
165,165,"Ryo Ishikawa",NA,74,296,4,"TenthTeeLateRound2ScoringAverage",2013
165,165,"Shawn Stefani",NA,74,222,3,"TenthTeeLateRound2ScoringAverage",2013
169,169,"DJ Trahan",NA,74.25,297,4,"TenthTeeLateRound2ScoringAverage",2013
170,170,"Martin Kaymer",NA,76,76,1,"TenthTeeLateRound2ScoringAverage",2013
170,170,"Eric Meierdierks",NA,76,228,3,"TenthTeeLateRound2ScoringAverage",2013
