"ScoringRating_RANKTHISWEEK_2012","ScoringRating_RANKLASTWEEK_2012","ScoringRating_PLAYERNAME_2012","ScoringRating_EVENTS_2012","ScoringRating_RATING_2012","stat_name","year"
1,1,"Rory McIlroy",9,9,"ScoringRating",2012
2,2,"Paul Goydos",2,8.8,"ScoringRating",2012
3,3,"Woody Austin",2,8.7,"ScoringRating",2012
3,3,"Joey Snyder III",1,8.7,"ScoringRating",2012
3,3,"Tiger Woods",11,8.7,"ScoringRating",2012
6,6,"Willie Wood",1,8.6,"ScoringRating",2012
7,7,"Luke Donald",12,8.5,"ScoringRating",2012
7,7,"Tadd Fujikawa",1,8.5,"ScoringRating",2012
7,7,"Jim Furyk",15,8.5,"ScoringRating",2012
7,7,"Davis Love III",10,8.5,"ScoringRating",2012
7,7,"Phil Mickelson",15,8.5,"ScoringRating",2012
7,7,"Jonathan Randolph",1,8.5,"ScoringRating",2012
7,7,"Justin Rose",13,8.5,"ScoringRating",2012
7,7,"Bubba Watson",12,8.5,"ScoringRating",2012
15,15,"Rich Beem",1,8.4,"ScoringRating",2012
15,15,"Jonas Blixt",14,8.4,"ScoringRating",2012
15,15,"Ben Curtis",10,8.4,"ScoringRating",2012
15,15,"Robert Garrigus",18,8.4,"ScoringRating",2012
15,15,"Luke Guthrie",3,8.4,"ScoringRating",2012
15,15,"Jim Herman",1,8.4,"ScoringRating",2012
15,15,"Dustin Johnson",14,8.4,"ScoringRating",2012
15,15,"Charl Schwartzel",9,8.4,"ScoringRating",2012
15,15,"Adam Scott",10,8.4,"ScoringRating",2012
15,15,"Webb Simpson",15,8.4,"ScoringRating",2012
15,15,"Lee Slattery",1,8.4,"ScoringRating",2012
15,15,"Steve Stricker",13,8.4,"ScoringRating",2012
15,15,"Bo Van Pelt",16,8.4,"ScoringRating",2012
28,28,"Thomas Aiken",1,8.3,"ScoringRating",2012
28,28,"Keegan Bradley",16,8.3,"ScoringRating",2012
28,28,"Scott Brown",6,8.3,"ScoringRating",2012
28,28,"Brian Davis",15,8.3,"ScoringRating",2012
