"PuttsmadeDistance_RANKTHISWEEK_2011","PuttsmadeDistance_RANKLASTWEEK_2011","PuttsmadeDistance_PLAYERNAME_2011","PuttsmadeDistance_EVENTS_2011","PuttsmadeDistance_DISTANCEININCHES_2011","stat_name","year"
1,1,"Jason Day",21,55,"PuttsmadeDistance",2011
1,1,"Rickie Fowler",24,55,"PuttsmadeDistance",2011
1,1,"Lucas Glover",23,55,"PuttsmadeDistance",2011
1,1,"Hunter Mahan",25,55,"PuttsmadeDistance",2011
1,1,"Graeme McDowell",16,55,"PuttsmadeDistance",2011
1,1,"Brandt Snedeker",26,55,"PuttsmadeDistance",2011
7,7,"Steve Marino",23,54,"PuttsmadeDistance",2011
7,7,"Matt McQuillan",21,54,"PuttsmadeDistance",2011
7,7,"Kevin Na",26,54,"PuttsmadeDistance",2011
7,7,"David Toms",23,54,"PuttsmadeDistance",2011
7,7,"Johnson Wagner",25,54,"PuttsmadeDistance",2011
12,12,"Cameron Beckman",25,53,"PuttsmadeDistance",2011
12,12,"Angel Cabrera",17,53,"PuttsmadeDistance",2011
12,12,"Luke Donald",19,53,"PuttsmadeDistance",2011
12,12,"Fabian Gomez",26,53,"PuttsmadeDistance",2011
12,12,"Ben Martin",25,53,"PuttsmadeDistance",2011
12,12,"Geoff Ogilvy",21,53,"PuttsmadeDistance",2011
12,12,"Pat Perez",24,53,"PuttsmadeDistance",2011
12,12,"Martin Piller",23,53,"PuttsmadeDistance",2011
12,12,"Andres Romero",22,53,"PuttsmadeDistance",2011
12,12,"Steve Stricker",19,53,"PuttsmadeDistance",2011
12,12,"Will Strickler",19,53,"PuttsmadeDistance",2011
23,23,"Blake Adams",34,52,"PuttsmadeDistance",2011
23,23,"Shane Bertsch",20,52,"PuttsmadeDistance",2011
23,23,"Matt Bettencourt",30,52,"PuttsmadeDistance",2011
23,23,"Greg Chalmers",28,52,"PuttsmadeDistance",2011
23,23,"Tommy Gainey",34,52,"PuttsmadeDistance",2011
23,23,"Brian Gay",26,52,"PuttsmadeDistance",2011
23,23,"Hunter Haas",30,52,"PuttsmadeDistance",2011
23,23,"Martin Laird",23,52,"PuttsmadeDistance",2011
23,23,"Jeff Overton",26,52,"PuttsmadeDistance",2011
23,23,"Aron Price",18,52,"PuttsmadeDistance",2011
23,23,"Chez Reavie",27,52,"PuttsmadeDistance",2011
23,23,"Jim Renner",22,52,"PuttsmadeDistance",2011
23,23,"John Senden",26,52,"PuttsmadeDistance",2011
23,23,"Roland Thatcher",22,52,"PuttsmadeDistance",2011
23,23,"Michael Thompson",25,52,"PuttsmadeDistance",2011
23,23,"Nick Watney",22,52,"PuttsmadeDistance",2011
23,23,"Charlie Wi",25,52,"PuttsmadeDistance",2011
23,23,"Dean Wilson",22,52,"PuttsmadeDistance",2011
41,41,"Stephen Ames",22,51,"PuttsmadeDistance",2011
41,41,"Aaron Baddeley",22,51,"PuttsmadeDistance",2011
41,41,"Chris Couch",21,51,"PuttsmadeDistance",2011
41,41,"Steve Flesch",27,51,"PuttsmadeDistance",2011
41,41,"Robert Garrigus",26,51,"PuttsmadeDistance",2011
41,41,"Retief Goosen",16,51,"PuttsmadeDistance",2011
41,41,"Padraig Harrington",18,51,"PuttsmadeDistance",2011
41,41,"JP Hayes",19,51,"PuttsmadeDistance",2011
41,41,"David Hearn",26,51,"PuttsmadeDistance",2011
41,41,"Freddie Jacobson",25,51,"PuttsmadeDistance",2011
41,41,"Lee Janzen",19,51,"PuttsmadeDistance",2011
41,41,"Brandt Jobe",28,51,"PuttsmadeDistance",2011
41,41,"Sung Kang",21,51,"PuttsmadeDistance",2011
41,41,"Kevin Kisner",24,51,"PuttsmadeDistance",2011
41,41,"David Mathis",25,51,"PuttsmadeDistance",2011
41,41,"Scott McCarron",22,51,"PuttsmadeDistance",2011
41,41,"Shaun Micheel",27,51,"PuttsmadeDistance",2011
41,41,"Zack Miller",30,51,"PuttsmadeDistance",2011
41,41,"Bryce Molder",27,51,"PuttsmadeDistance",2011
41,41,"Ryan Moore",22,51,"PuttsmadeDistance",2011
41,41,"Rod Pampling",21,51,"PuttsmadeDistance",2011
41,41,"Carl Pettersson",27,51,"PuttsmadeDistance",2011
41,41,"DA Points",26,51,"PuttsmadeDistance",2011
41,41,"Michael Putnam",21,51,"PuttsmadeDistance",2011
41,41,"Tag Ridings",28,51,"PuttsmadeDistance",2011
41,41,"John Rollins",27,51,"PuttsmadeDistance",2011
41,41,"Charl Schwartzel",15,51,"PuttsmadeDistance",2011
41,41,"Webb Simpson",26,51,"PuttsmadeDistance",2011
41,41,"Vijay Singh",25,51,"PuttsmadeDistance",2011
41,41,"Nate Smith",24,51,"PuttsmadeDistance",2011
41,41,"Kevin Streelman",26,51,"PuttsmadeDistance",2011
41,41,"Cameron Tringale",32,51,"PuttsmadeDistance",2011
41,41,"YE Yang",18,51,"PuttsmadeDistance",2011
74,74,"Woody Austin",18,50,"PuttsmadeDistance",2011
74,74,"Steven Bowditch",28,50,"PuttsmadeDistance",2011
74,74,"Stewart Cink",22,50,"PuttsmadeDistance",2011
74,74,"Brendon de Jonge",30,50,"PuttsmadeDistance",2011
74,74,"David Duval",24,50,"PuttsmadeDistance",2011
74,74,"Charles Howell III",30,50,"PuttsmadeDistance",2011
74,74,"Kent Jones",25,50,"PuttsmadeDistance",2011
74,74,"Robert Karlsson",18,50,"PuttsmadeDistance",2011
74,74,"Anthony Kim",26,50,"PuttsmadeDistance",2011
74,74,"Bio Kim",25,50,"PuttsmadeDistance",2011
74,74,"Bill Lunde",28,50,"PuttsmadeDistance",2011
74,74,"Billy Mayfair",29,50,"PuttsmadeDistance",2011
