"PuttingfromInside5_RANKTHISWEEK_2007","PuttingfromInside5_RANKLASTWEEK_2007","PuttingfromInside5_PLAYERNAME_2007","PuttingfromInside5_ROUNDS_2007","PuttingfromInside5_Pct_2007","PuttingfromInside5_ATTEMPTS_2007","PuttingfromInside5_PUTTSMADE_2007","stat_name","year"
1,1,"Steve Stricker",81,98.16,925,908,"PuttingfromInside5",2007
2,2,"Sergio Garcia",68,97.87,799,782,"PuttingfromInside5",2007
3,3,"Anders Hansen",55,97.76,491,480,"PuttingfromInside5",2007
4,4,"Jesper Parnevik",88,97.65,1021,997,"PuttingfromInside5",2007
5,5,"Richard Johnson",93,97.61,1173,1145,"PuttingfromInside5",2007
6,6,"Brandt Snedeker",105,97.57,1192,1163,"PuttingfromInside5",2007
7,7,"Zach Johnson",76,97.49,835,814,"PuttingfromInside5",2007
8,8,"Rory Sabbatini",81,97.48,872,850,"PuttingfromInside5",2007
9,9,"George McNeill",95,97.32,1118,1088,"PuttingfromInside5",2007
10,10,"Tim Clark",66,97.31,706,687,"PuttingfromInside5",2007
11,11,"Charles Howell III",89,97.3,925,900,"PuttingfromInside5",2007
12,12,"Retief Goosen",50,97.25,509,495,"PuttingfromInside5",2007
12,12,"JJ Henry",86,97.25,982,955,"PuttingfromInside5",2007
14,14,"Henrik Stenson",52,97.24,507,493,"PuttingfromInside5",2007
15,15,"Scott Gutschewski",67,97.2,822,799,"PuttingfromInside5",2007
16,16,"Heath Slocum",101,97.18,1348,1310,"PuttingfromInside5",2007
17,17,"Shigeki Maruyama",84,97.17,1130,1098,"PuttingfromInside5",2007
17,17,"Tiger Woods",63,97.17,600,583,"PuttingfromInside5",2007
19,19,"Stewart Cink",91,97.13,1009,980,"PuttingfromInside5",2007
20,20,"Jose Maria Olazabal",52,97.09,516,501,"PuttingfromInside5",2007
21,21,"Freddie Jacobson",70,97.05,948,920,"PuttingfromInside5",2007
21,21,"Charlie Wi",90,97.05,1187,1152,"PuttingfromInside5",2007
23,23,"KJ Choi",87,97.04,947,919,"PuttingfromInside5",2007
23,23,"Dean Wilson",92,97.04,1047,1016,"PuttingfromInside5",2007
25,25,"Michael Sim",52,97.03,706,685,"PuttingfromInside5",2007
25,25,"Chris Tidland",59,97.03,706,685,"PuttingfromInside5",2007
27,27,"Brian Gay",107,97,1366,1325,"PuttingfromInside5",2007
28,28,"Tag Ridings",52,96.98,629,610,"PuttingfromInside5",2007
29,29,"Michael Boyd",61,96.97,758,735,"PuttingfromInside5",2007
30,30,"Jay Williamson",50,96.92,681,660,"PuttingfromInside5",2007
31,31,"Dicky Pride",71,96.91,842,816,"PuttingfromInside5",2007
32,32,"David Branshaw",83,96.88,1120,1085,"PuttingfromInside5",2007
32,32,"Craig Lile",77,96.88,962,932,"PuttingfromInside5",2007
34,34,"Tripp Isenhour",86,96.87,1022,990,"PuttingfromInside5",2007
34,34,"Hunter Mahan",91,96.87,1022,990,"PuttingfromInside5",2007
36,36,"Bob Tway",103,96.83,1261,1221,"PuttingfromInside5",2007
37,37,"Bubba Watson",80,96.82,942,912,"PuttingfromInside5",2007
38,38,"Daniel Chopra",106,96.8,1344,1301,"PuttingfromInside5",2007
38,38,"Gavin Coles",87,96.8,1094,1059,"PuttingfromInside5",2007
40,40,"Brian Bateman",55,96.79,624,604,"PuttingfromInside5",2007
41,41,"Bo Van Pelt",104,96.76,1356,1312,"PuttingfromInside5",2007
42,42,"Craig Bowden",78,96.75,923,893,"PuttingfromInside5",2007
42,42,"Ryan Palmer",91,96.75,1139,1102,"PuttingfromInside5",2007
44,44,"Rich Barcelo",80,96.74,983,951,"PuttingfromInside5",2007
44,44,"Kyle Reifers",71,96.74,919,889,"PuttingfromInside5",2007
46,46,"Corey Pavin",81,96.71,1004,971,"PuttingfromInside5",2007
47,47,"Ryuji Imada",104,96.69,1239,1198,"PuttingfromInside5",2007
48,48,"Aaron Baddeley",83,96.68,934,903,"PuttingfromInside5",2007
49,49,"Nick OHern",72,96.66,808,781,"PuttingfromInside5",2007
50,50,"Mark Brooks",53,96.65,597,577,"PuttingfromInside5",2007
51,51,"Adam Scott",69,96.64,774,748,"PuttingfromInside5",2007
52,52,"Arron Oberholser",69,96.62,740,715,"PuttingfromInside5",2007
53,53,"Duffy Waldorf",69,96.61,855,826,"PuttingfromInside5",2007
54,54,"Stephen Ames",81,96.58,876,846,"PuttingfromInside5",2007
54,54,"Ken Duke",112,96.58,1376,1329,"PuttingfromInside5",2007
56,56,"Jeff Overton",60,96.57,757,731,"PuttingfromInside5",2007
57,57,"Steve Wheatcroft",73,96.54,867,837,"PuttingfromInside5",2007
58,58,"Jose Coceres",50,96.53,606,585,"PuttingfromInside5",2007
58,58,"Fred Funk",65,96.53,749,723,"PuttingfromInside5",2007
58,58,"Jason Gore",86,96.53,1096,1058,"PuttingfromInside5",2007
58,58,"Mark Hensby",81,96.53,1009,974,"PuttingfromInside5",2007
62,62,"Cliff Kresge",107,96.49,1423,1373,"PuttingfromInside5",2007
63,63,"Ben Curtis",80,96.47,935,902,"PuttingfromInside5",2007
64,64,"Steve Marino",106,96.45,1295,1249,"PuttingfromInside5",2007
65,65,"Todd Hamilton",76,96.44,815,786,"PuttingfromInside5",2007
66,66,"Marco Dawson",73,96.42,922,889,"PuttingfromInside5",2007
66,66,"Kevin Na",84,96.42,1060,1022,"PuttingfromInside5",2007
68,68,"Steve Elkington",87,96.41,1031,994,"PuttingfromInside5",2007
68,68,"Ernie Els",59,96.41,640,617,"PuttingfromInside5",2007
68,68,"Joe Ogilvie",102,96.41,1197,1154,"PuttingfromInside5",2007
71,71,"Nathan Green",103,96.4,1223,1179,"PuttingfromInside5",2007
71,71,"Mathias Gronberg",95,96.4,1249,1204,"PuttingfromInside5",2007
71,71,"Jarrod Lyle",77,96.4,973,938,"PuttingfromInside5",2007
74,74,"Bob Estes",88,96.37,1128,1087,"PuttingfromInside5",2007
74,74,"Bryce Molder",56,96.37,689,664,"PuttingfromInside5",2007
76,76,"Robert Gamez",88,96.35,1097,1057,"PuttingfromInside5",2007
76,76,"Charley Hoffman",97,96.35,1177,1134,"PuttingfromInside5",2007
76,76,"Stephen Leaney",82,96.35,1068,1029,"PuttingfromInside5",2007
79,79,"Craig Kanada",109,96.34,1340,1291,"PuttingfromInside5",2007
80,80,"David Toms",80,96.33,872,840,"PuttingfromInside5",2007
81,81,"Vijay Singh",102,96.32,1196,1152,"PuttingfromInside5",2007
82,82,"Parker McLachlin",83,96.31,1003,966,"PuttingfromInside5",2007
83,83,"Bob Heintz",85,96.3,1028,990,"PuttingfromInside5",2007
84,84,"Jeff Brehaut",59,96.29,700,674,"PuttingfromInside5",2007
85,85,"Phil Mickelson",73,96.28,752,724,"PuttingfromInside5",2007
86,86,"Jeff Quinney",95,96.26,1230,1184,"PuttingfromInside5",2007
87,87,"Jim Furyk",84,96.23,981,944,"PuttingfromInside5",2007
88,88,"Eric Axley",107,96.21,1321,1271,"PuttingfromInside5",2007
