"Par4BirdieorBetterLeaders_RANKTHISWEEK_2015","Par4BirdieorBetterLeaders_RANKLASTWEEK_2015","Par4BirdieorBetterLeaders_PLAYERNAME_2015","Par4BirdieorBetterLeaders_ROUNDS_2015","Par4BirdieorBetterLeaders_Pct_2015","Par4BirdieorBetterLeaders_PAR4BIRDIESORBETTER_2015","Par4BirdieorBetterLeaders_PAR4HOLES_2015","stat_name","year"
1,1,"Jordan Spieth",91,22.54,215,954,"Par4BirdieorBetterLeaders",2015
2,2,"Jason Day",75,21.98,173,787,"Par4BirdieorBetterLeaders",2015
3,3,"Hideki Matsuyama",95,20.87,207,992,"Par4BirdieorBetterLeaders",2015
4,4,"Dustin Johnson",75,20.81,164,788,"Par4BirdieorBetterLeaders",2015
5,5,"Jason Bohn",95,20.31,207,1019,"Par4BirdieorBetterLeaders",2015
6,6,"Brooks Koepka",84,20.29,182,897,"Par4BirdieorBetterLeaders",2015
7,7,"Justin Rose",69,20.28,146,720,"Par4BirdieorBetterLeaders",2015
8,8,"Bubba Watson",71,20.08,151,752,"Par4BirdieorBetterLeaders",2015
9,9,"Sean OHair",86,19.72,180,913,"Par4BirdieorBetterLeaders",2015
10,10,"Lee Westwood",56,19.68,111,564,"Par4BirdieorBetterLeaders",2015
11,11,"JB Holmes",89,19.65,181,921,"Par4BirdieorBetterLeaders",2015
12,12,"Sergio Garcia",59,19.48,120,616,"Par4BirdieorBetterLeaders",2015
13,13,"Patrick Rodgers",57,19.25,113,587,"Par4BirdieorBetterLeaders",2015
14,14,"Pat Perez",96,19.2,196,1021,"Par4BirdieorBetterLeaders",2015
15,15,"Henrik Stenson",63,19.17,125,652,"Par4BirdieorBetterLeaders",2015
16,16,"Danny Lee",120,19.15,249,1300,"Par4BirdieorBetterLeaders",2015
17,17,"Rory Sabbatini",81,19.11,167,874,"Par4BirdieorBetterLeaders",2015
18,18,"Brendan Steele",88,18.94,168,887,"Par4BirdieorBetterLeaders",2015
19,19,"Paul Casey",87,18.83,174,924,"Par4BirdieorBetterLeaders",2015
20,20,"David Hearn",97,18.79,196,1043,"Par4BirdieorBetterLeaders",2015
21,21,"Tony Finau",106,18.6,213,1145,"Par4BirdieorBetterLeaders",2015
22,22,"Adam Scott",51,18.49,98,530,"Par4BirdieorBetterLeaders",2015
23,23,"Daniel Summerhays",101,18.47,203,1099,"Par4BirdieorBetterLeaders",2015
24,24,"Tom Hoge",83,18.45,159,862,"Par4BirdieorBetterLeaders",2015
25,25,"Justin Thomas",106,18.44,210,1139,"Par4BirdieorBetterLeaders",2015
26,26,"Charley Hoffman",97,18.39,187,1017,"Par4BirdieorBetterLeaders",2015
27,27,"Kevin Chappell",86,18.34,170,927,"Par4BirdieorBetterLeaders",2015
28,28,"Robert Streb",110,18.33,224,1222,"Par4BirdieorBetterLeaders",2015
29,29,"Matt Kuchar",97,18.32,187,1021,"Par4BirdieorBetterLeaders",2015
29,29,"Shawn Stefani",94,18.32,185,1010,"Par4BirdieorBetterLeaders",2015
29,29,"Will Wilcox",58,18.32,107,584,"Par4BirdieorBetterLeaders",2015
32,32,"Ryan Moore",81,18.31,152,830,"Par4BirdieorBetterLeaders",2015
33,33,"Ian Poulter",68,18.26,128,701,"Par4BirdieorBetterLeaders",2015
33,33,"Steve Wheatcroft",87,18.26,162,887,"Par4BirdieorBetterLeaders",2015
35,35,"Brandt Snedeker",98,18.22,188,1032,"Par4BirdieorBetterLeaders",2015
36,36,"Scott Piercy",90,18.16,178,980,"Par4BirdieorBetterLeaders",2015
37,37,"Zach Johnson",90,18.15,177,975,"Par4BirdieorBetterLeaders",2015
38,38,"Whee Kim",71,18.12,135,745,"Par4BirdieorBetterLeaders",2015
38,38,"Louis Oosthuizen",68,18.12,125,690,"Par4BirdieorBetterLeaders",2015
40,40,"Jason Dufner",76,18.11,144,795,"Par4BirdieorBetterLeaders",2015
40,40,"Russell Henley",87,18.11,169,933,"Par4BirdieorBetterLeaders",2015
40,40,"Phil Mickelson",70,18.11,138,762,"Par4BirdieorBetterLeaders",2015
40,40,"Jimmy Walker",89,18.11,172,950,"Par4BirdieorBetterLeaders",2015
44,44,"Jonathan Byrd",69,18.1,126,696,"Par4BirdieorBetterLeaders",2015
45,45,"Nick Watney",91,18.07,176,974,"Par4BirdieorBetterLeaders",2015
46,46,"Ben Martin",93,18.06,182,1008,"Par4BirdieorBetterLeaders",2015
47,47,"Chesson Hadley",101,18,191,1061,"Par4BirdieorBetterLeaders",2015
48,48,"Greg Chalmers",58,17.98,105,584,"Par4BirdieorBetterLeaders",2015
48,48,"Russell Knox",96,17.98,187,1040,"Par4BirdieorBetterLeaders",2015
50,50,"Hunter Mahan",88,17.95,163,908,"Par4BirdieorBetterLeaders",2015
51,51,"Hudson Swafford",97,17.9,184,1028,"Par4BirdieorBetterLeaders",2015
52,52,"Billy Horschel",99,17.84,185,1037,"Par4BirdieorBetterLeaders",2015
53,53,"Jerry Kelly",79,17.81,153,859,"Par4BirdieorBetterLeaders",2015
54,54,"Chris Stroud",84,17.8,160,899,"Par4BirdieorBetterLeaders",2015
55,55,"Steven Bowditch",103,17.79,201,1130,"Par4BirdieorBetterLeaders",2015
55,55,"Patrick Reed",103,17.79,193,1085,"Par4BirdieorBetterLeaders",2015
