"Approach250275yardsRTP_RANKTHISWEEK_2005","Approach250275yardsRTP_RANKLASTWEEK_2005","Approach250275yardsRTP_PLAYERNAME_2005","Approach250275yardsRTP_ROUNDS_2005","Approach250275yardsRTP_AVGRTP_2005","stat_name","year"
1,1,"Ben Crane",78,-0.85,"Approach250275yardsRTP",2005
2,2,"Retief Goosen",71,-0.842,"Approach250275yardsRTP",2005
3,3,"Chris DiMarco",83,-0.813,"Approach250275yardsRTP",2005
4,4,"Brenden Pappas",51,-0.8,"Approach250275yardsRTP",2005
5,5,"Lucas Glover",88,-0.789,"Approach250275yardsRTP",2005
6,6,"Phillip Price",77,-0.786,"Approach250275yardsRTP",2005
7,7,"Mathias Gronberg",60,-0.727,"Approach250275yardsRTP",2005
8,8,"Matt Davidson",53,-0.722,"Approach250275yardsRTP",2005
9,9,"Michael Long",72,-0.719,"Approach250275yardsRTP",2005
10,10,"David Toms",87,-0.71,"Approach250275yardsRTP",2005
11,11,"Mark Calcavecchia",92,-0.707,"Approach250275yardsRTP",2005
12,12,"Billy Mayfair",114,-0.679,"Approach250275yardsRTP",2005
13,13,"James Driscoll",73,-0.667,"Approach250275yardsRTP",2005
13,13,"Jose Maria Olazabal",55,-0.667,"Approach250275yardsRTP",2005
13,13,"Dennis Paulson",63,-0.667,"Approach250275yardsRTP",2005
13,13,"Ian Poulter",62,-0.667,"Approach250275yardsRTP",2005
13,13,"Nick Watney",91,-0.667,"Approach250275yardsRTP",2005
18,18,"Joe Ogilvie",103,-0.65,"Approach250275yardsRTP",2005
19,19,"Brian Davis",75,-0.649,"Approach250275yardsRTP",2005
19,19,"Todd Fischer",99,-0.649,"Approach250275yardsRTP",2005
21,21,"JP Hayes",63,-0.647,"Approach250275yardsRTP",2005
22,22,"Robert Damron",89,-0.644,"Approach250275yardsRTP",2005
23,23,"Rocco Mediate",73,-0.643,"Approach250275yardsRTP",2005
23,23,"Kevin Sutherland",89,-0.643,"Approach250275yardsRTP",2005
25,25,"Steve Elkington",67,-0.64,"Approach250275yardsRTP",2005
26,26,"Dudley Hart",84,-0.636,"Approach250275yardsRTP",2005
27,27,"Vijay Singh",111,-0.634,"Approach250275yardsRTP",2005
28,28,"Jose Coceres",56,-0.619,"Approach250275yardsRTP",2005
29,29,"Kent Jones",99,-0.618,"Approach250275yardsRTP",2005
30,30,"Justin Bolli",65,-0.615,"Approach250275yardsRTP",2005
30,30,"Dan Forsman",52,-0.615,"Approach250275yardsRTP",2005
32,32,"Tim Clark",92,-0.613,"Approach250275yardsRTP",2005
33,33,"Jason Bohn",91,-0.606,"Approach250275yardsRTP",2005
34,34,"Arjun Atwal",65,-0.6,"Approach250275yardsRTP",2005
34,34,"Sergio Garcia",73,-0.6,"Approach250275yardsRTP",2005
34,34,"Tag Ridings",93,-0.6,"Approach250275yardsRTP",2005
34,34,"Dean Wilson",86,-0.6,"Approach250275yardsRTP",2005
38,38,"Brett Quigley",96,-0.594,"Approach250275yardsRTP",2005
39,39,"Matt Kuchar",60,-0.583,"Approach250275yardsRTP",2005
40,40,"Olin Browne",99,-0.579,"Approach250275yardsRTP",2005
41,41,"Paul Claxton",79,-0.576,"Approach250275yardsRTP",2005
41,41,"Steve Flesch",90,-0.576,"Approach250275yardsRTP",2005
41,41,"JL Lewis",98,-0.576,"Approach250275yardsRTP",2005
44,44,"Doug Barron",70,-0.571,"Approach250275yardsRTP",2005
44,44,"Jonathan Byrd",103,-0.571,"Approach250275yardsRTP",2005
44,44,"Jay Haas",54,-0.571,"Approach250275yardsRTP",2005
44,44,"Jonathan Kaye",77,-0.571,"Approach250275yardsRTP",2005
44,44,"Justin Leonard",78,-0.571,"Approach250275yardsRTP",2005
49,49,"Shigeki Maruyama",99,-0.567,"Approach250275yardsRTP",2005
50,50,"Brandt Jobe",96,-0.563,"Approach250275yardsRTP",2005
50,50,"Frank Lickliter II",100,-0.563,"Approach250275yardsRTP",2005
