"AveragePuttingDistanceGIR3Putts_RANKTHISWEEK_2007","AveragePuttingDistanceGIR3Putts_RANKLASTWEEK_2007","AveragePuttingDistanceGIR3Putts_PLAYERNAME_2007","AveragePuttingDistanceGIR3Putts_ROUNDS_2007","AveragePuttingDistanceGIR3Putts_AVG_2007","AveragePuttingDistanceGIR3Putts_DISTANCEFEET_2007","AveragePuttingDistanceGIR3Putts_TOTALPUTTS_2007","stat_name","year"
1,1,"Steve Stricker",81,NA,8.552,14,"AveragePuttingDistanceGIR3Putts",2007
2,2,"Chris Riley",59,NA,15.59,26,"AveragePuttingDistanceGIR3Putts",2007
3,3,"Freddie Jacobson",70,NA,13.09,22,"AveragePuttingDistanceGIR3Putts",2007
4,4,"JB Holmes",71,NA,26.195,45,"AveragePuttingDistanceGIR3Putts",2007
5,5,"Jay Williamson",50,NA,8.666,15,"AveragePuttingDistanceGIR3Putts",2007
6,6,"Michael Boyd",61,NA,14.401,25,"AveragePuttingDistanceGIR3Putts",2007
7,7,"George McNeill",95,NA,19.918,35,"AveragePuttingDistanceGIR3Putts",2007
8,8,"Ernie Els",59,NA,10.196,18,"AveragePuttingDistanceGIR3Putts",2007
8,8,"Mathias Gronberg",95,NA,29.984,53,"AveragePuttingDistanceGIR3Putts",2007
10,10,"Dean Wilson",92,NA,15.194,27,"AveragePuttingDistanceGIR3Putts",2007
11,11,"Bubba Dickerson",51,NA,12.357,22,"AveragePuttingDistanceGIR3Putts",2007
12,12,"David Branshaw",83,NA,23.993,43,"AveragePuttingDistanceGIR3Putts",2007
13,13,"Eric Axley",107,NA,25.607,46,"AveragePuttingDistanceGIR3Putts",2007
13,13,"Richard Johnson",93,NA,17.273,31,"AveragePuttingDistanceGIR3Putts",2007
13,13,"Bryce Molder",56,NA,11.134,20,"AveragePuttingDistanceGIR3Putts",2007
16,16,"Charlie Wi",90,NA,16.116,29,"AveragePuttingDistanceGIR3Putts",2007
17,17,"Jeff Overton",60,NA,16.087,29,"AveragePuttingDistanceGIR3Putts",2007
18,18,"Craig Bowden",78,NA,18.816,34,"AveragePuttingDistanceGIR3Putts",2007
19,19,"Hunter Mahan",91,NA,18.165,33,"AveragePuttingDistanceGIR3Putts",2007
20,20,"Tommy Armour III",81,NA,16.984,31,"AveragePuttingDistanceGIR3Putts",2007
20,20,"Jason Gore",86,NA,27.422,50,"AveragePuttingDistanceGIR3Putts",2007
20,20,"Ryuji Imada",104,NA,23.011,42,"AveragePuttingDistanceGIR3Putts",2007
20,20,"Trevor Immelman",74,NA,14.255,26,"AveragePuttingDistanceGIR3Putts",2007
20,20,"Craig Lile",77,NA,15.357,28,"AveragePuttingDistanceGIR3Putts",2007
25,25,"Andrew Buckle",77,NA,23.372,43,"AveragePuttingDistanceGIR3Putts",2007
26,26,"Tom Johnson",74,NA,23.907,44,"AveragePuttingDistanceGIR3Putts",2007
27,27,"Heath Slocum",101,NA,15.723,29,"AveragePuttingDistanceGIR3Putts",2007
28,28,"Bart Bryant",87,NA,18.931,35,"AveragePuttingDistanceGIR3Putts",2007
28,28,"Cliff Kresge",107,NA,24.333,45,"AveragePuttingDistanceGIR3Putts",2007
30,30,"Brendon de Jonge",76,NA,18.346,34,"AveragePuttingDistanceGIR3Putts",2007
30,30,"Bob Estes",88,NA,17.289,32,"AveragePuttingDistanceGIR3Putts",2007
32,32,"Jim Furyk",84,NA,16.068,30,"AveragePuttingDistanceGIR3Putts",2007
32,32,"Matt Hendrix",63,NA,13.403,25,"AveragePuttingDistanceGIR3Putts",2007
34,34,"KJ Choi",87,NA,16.56,31,"AveragePuttingDistanceGIR3Putts",2007
34,34,"John Daly",59,NA,17.618,33,"AveragePuttingDistanceGIR3Putts",2007
36,36,"Chris Couch",76,NA,22.392,42,"AveragePuttingDistanceGIR3Putts",2007
36,36,"Chris Tidland",59,NA,13.849,26,"AveragePuttingDistanceGIR3Putts",2007
38,38,"Jonathan Byrd",73,NA,12.212,23,"AveragePuttingDistanceGIR3Putts",2007
39,39,"Lucas Glover",98,NA,20.128,38,"AveragePuttingDistanceGIR3Putts",2007
40,40,"Paul Gow",70,NA,16.389,31,"AveragePuttingDistanceGIR3Putts",2007
40,40,"Steve Marino",106,NA,32.266,61,"AveragePuttingDistanceGIR3Putts",2007
42,42,"Marco Dawson",73,NA,14.792,28,"AveragePuttingDistanceGIR3Putts",2007
42,42,"Anders Hansen",55,NA,8.452,16,"AveragePuttingDistanceGIR3Putts",2007
42,42,"Brett Wetterich",88,NA,26.921,51,"AveragePuttingDistanceGIR3Putts",2007
45,45,"Johnson Wagner",97,NA,20.55,39,"AveragePuttingDistanceGIR3Putts",2007
46,46,"Rod Pampling",92,NA,22.094,42,"AveragePuttingDistanceGIR3Putts",2007
47,47,"Steve Allan",63,NA,16.784,32,"AveragePuttingDistanceGIR3Putts",2007
47,47,"Paul Stankowski",52,NA,12.604,24,"AveragePuttingDistanceGIR3Putts",2007
