"EarlyRound3ScoringAverage_RANKTHISWEEK_2009","EarlyRound3ScoringAverage_RANKLASTWEEK_2009","EarlyRound3ScoringAverage_PLAYERNAME_2009","EarlyRound3ScoringAverage__2009","EarlyRound3ScoringAverage_AVG_2009","EarlyRound3ScoringAverage_TOTALSTROKES_2009","EarlyRound3ScoringAverage_TOTALROUNDS_2009","stat_name","year"
1,1,"Geoff Ogilvy",NA,66,330,5,"EarlyRound3ScoringAverage",2009
2,2,"Tiger Woods",NA,67,67,1,"EarlyRound3ScoringAverage",2009
3,3,"Brendon Todd",NA,67.25,269,4,"EarlyRound3ScoringAverage",2009
4,4,"Charley Hoffman",NA,67.27,740,11,"EarlyRound3ScoringAverage",2009
5,5,"Bryce Molder",NA,67.4,337,5,"EarlyRound3ScoringAverage",2009
6,6,"Steve Stricker",NA,67.83,407,6,"EarlyRound3ScoringAverage",2009
7,7,"James Nitties",NA,68,204,3,"EarlyRound3ScoringAverage",2009
8,8,"Zach Johnson",NA,68.11,613,9,"EarlyRound3ScoringAverage",2009
9,9,"Mark Wilson",NA,68.22,614,9,"EarlyRound3ScoringAverage",2009
10,10,"Matt Weibring",NA,68.43,479,7,"EarlyRound3ScoringAverage",2009
11,11,"Lucas Glover",NA,68.75,550,8,"EarlyRound3ScoringAverage",2009
12,12,"David Toms",NA,68.78,619,9,"EarlyRound3ScoringAverage",2009
13,13,"Marc Leishman",NA,68.8,688,10,"EarlyRound3ScoringAverage",2009
14,14,"Steve Marino",NA,68.89,620,9,"EarlyRound3ScoringAverage",2009
15,15,"Kris Blanks",NA,69,276,4,"EarlyRound3ScoringAverage",2009
15,15,"Tim Clark",NA,69,552,8,"EarlyRound3ScoringAverage",2009
15,15,"Corey Pavin",NA,69,690,10,"EarlyRound3ScoringAverage",2009
18,18,"Charlie Wi",NA,69.14,484,7,"EarlyRound3ScoringAverage",2009
19,19,"Chez Reavie",NA,69.25,554,8,"EarlyRound3ScoringAverage",2009
20,20,"Jonathan Byrd",NA,69.27,762,11,"EarlyRound3ScoringAverage",2009
21,21,"Jeff Maggert",NA,69.29,485,7,"EarlyRound3ScoringAverage",2009
22,22,"Scott Verplank",NA,69.3,693,10,"EarlyRound3ScoringAverage",2009
23,23,"Justin Leonard",NA,69.38,555,8,"EarlyRound3ScoringAverage",2009
23,23,"Vaughn Taylor",NA,69.38,555,8,"EarlyRound3ScoringAverage",2009
25,25,"Bill Lunde",NA,69.4,694,10,"EarlyRound3ScoringAverage",2009
25,25,"Casey Wittenberg",NA,69.4,347,5,"EarlyRound3ScoringAverage",2009
27,27,"Nick OHern",NA,69.42,833,12,"EarlyRound3ScoringAverage",2009
27,27,"Bo Van Pelt",NA,69.42,833,12,"EarlyRound3ScoringAverage",2009
29,29,"Robert Garrigus",NA,69.44,625,9,"EarlyRound3ScoringAverage",2009
30,30,"Robert Allenby",NA,69.5,417,6,"EarlyRound3ScoringAverage",2009
30,30,"Hunter Mahan",NA,69.5,834,12,"EarlyRound3ScoringAverage",2009
30,30,"Scott Piercy",NA,69.5,278,4,"EarlyRound3ScoringAverage",2009
33,33,"Charles Warren",NA,69.63,557,8,"EarlyRound3ScoringAverage",2009
34,34,"JJ Henry",NA,69.64,766,11,"EarlyRound3ScoringAverage",2009
35,35,"Stephen Ames",NA,69.67,418,6,"EarlyRound3ScoringAverage",2009
35,35,"Matt Bettencourt",NA,69.67,836,12,"EarlyRound3ScoringAverage",2009
35,35,"Greg Chalmers",NA,69.67,418,6,"EarlyRound3ScoringAverage",2009
35,35,"George McNeill",NA,69.67,627,9,"EarlyRound3ScoringAverage",2009
35,35,"Scott Sterling",NA,69.67,418,6,"EarlyRound3ScoringAverage",2009
40,40,"Harrison Frazar",NA,69.71,488,7,"EarlyRound3ScoringAverage",2009
40,40,"Matt Jones",NA,69.71,488,7,"EarlyRound3ScoringAverage",2009
40,40,"Chris Riley",NA,69.71,488,7,"EarlyRound3ScoringAverage",2009
43,43,"Spencer Levin",NA,69.75,558,8,"EarlyRound3ScoringAverage",2009
44,44,"Mathew Goggin",NA,69.78,628,9,"EarlyRound3ScoringAverage",2009
45,45,"Anthony Kim",NA,69.8,349,5,"EarlyRound3ScoringAverage",2009
45,45,"Kevin Na",NA,69.8,698,10,"EarlyRound3ScoringAverage",2009
45,45,"Ryan Palmer",NA,69.8,349,5,"EarlyRound3ScoringAverage",2009
48,48,"Chad Campbell",NA,69.82,768,11,"EarlyRound3ScoringAverage",2009
48,48,"DJ Trahan",NA,69.82,768,11,"EarlyRound3ScoringAverage",2009
50,50,"Aaron Baddeley",NA,69.83,419,6,"EarlyRound3ScoringAverage",2009
50,50,"YE Yang",NA,69.83,838,12,"EarlyRound3ScoringAverage",2009
52,52,"Joe Durant",NA,69.88,559,8,"EarlyRound3ScoringAverage",2009
53,53,"Tim Herron",NA,69.89,629,9,"EarlyRound3ScoringAverage",2009
54,54,"Jason Dufner",NA,70,700,10,"EarlyRound3ScoringAverage",2009
54,54,"Bob Estes",NA,70,770,11,"EarlyRound3ScoringAverage",2009
54,54,"Matt Kuchar",NA,70,420,6,"EarlyRound3ScoringAverage",2009
54,54,"Jarrod Lyle",NA,70,420,6,"EarlyRound3ScoringAverage",2009
54,54,"Troy Matteson",NA,70,490,7,"EarlyRound3ScoringAverage",2009
54,54,"Leif Olson",NA,70,280,4,"EarlyRound3ScoringAverage",2009
54,54,"Greg Owen",NA,70,560,8,"EarlyRound3ScoringAverage",2009
54,54,"Carl Pettersson",NA,70,630,9,"EarlyRound3ScoringAverage",2009
54,54,"Webb Simpson",NA,70,700,10,"EarlyRound3ScoringAverage",2009
54,54,"Darron Stiles",NA,70,350,5,"EarlyRound3ScoringAverage",2009
64,64,"Jason Bohn",NA,70.08,911,13,"EarlyRound3ScoringAverage",2009
65,65,"Woody Austin",NA,70.09,771,11,"EarlyRound3ScoringAverage",2009
65,65,"Brendon de Jonge",NA,70.09,771,11,"EarlyRound3ScoringAverage",2009
67,67,"Davis Love III",NA,70.11,631,9,"EarlyRound3ScoringAverage",2009
68,68,"Brian Davis",NA,70.14,982,14,"EarlyRound3ScoringAverage",2009
68,68,"JB Holmes",NA,70.14,491,7,"EarlyRound3ScoringAverage",2009
68,68,"Gary Woodland",NA,70.14,491,7,"EarlyRound3ScoringAverage",2009
71,71,"David Duval",NA,70.2,351,5,"EarlyRound3ScoringAverage",2009
71,71,"John Mallinger",NA,70.2,702,10,"EarlyRound3ScoringAverage",2009
71,71,"Dean Wilson",NA,70.2,702,10,"EarlyRound3ScoringAverage",2009
74,74,"Brandt Snedeker",NA,70.22,632,9,"EarlyRound3ScoringAverage",2009
75,75,"Nick Watney",NA,70.25,562,8,"EarlyRound3ScoringAverage",2009
76,76,"Lee Janzen",NA,70.29,492,7,"EarlyRound3ScoringAverage",2009
77,77,"Kirk Triplett",NA,70.33,422,6,"EarlyRound3ScoringAverage",2009
78,78,"Richard Johnson",NA,70.36,774,11,"EarlyRound3ScoringAverage",2009
79,79,"Cameron Beckman",NA,70.44,634,9,"EarlyRound3ScoringAverage",2009
79,79,"Jeff Quinney",NA,70.44,634,9,"EarlyRound3ScoringAverage",2009
79,79,"Kevin Streelman",NA,70.44,634,9,"EarlyRound3ScoringAverage",2009
82,82,"Michael Allen",NA,70.5,423,6,"EarlyRound3ScoringAverage",2009
82,82,"Scott McCarron",NA,70.5,846,12,"EarlyRound3ScoringAverage",2009
84,84,"Brett Quigley",NA,70.56,635,9,"EarlyRound3ScoringAverage",2009
85,85,"Bob Heintz",NA,70.57,494,7,"EarlyRound3ScoringAverage",2009
86,86,"Fred Couples",NA,70.6,353,5,"EarlyRound3ScoringAverage",2009
86,86,"David Mathis",NA,70.6,353,5,"EarlyRound3ScoringAverage",2009
88,88,"Ted Purdy",NA,70.64,777,11,"EarlyRound3ScoringAverage",2009
89,89,"Eric Axley",NA,70.67,212,3,"EarlyRound3ScoringAverage",2009
89,89,"Dustin Johnson",NA,70.67,636,9,"EarlyRound3ScoringAverage",2009
89,89,"Colt Knost",NA,70.67,424,6,"EarlyRound3ScoringAverage",2009
89,89,"John Rollins",NA,70.67,636,9,"EarlyRound3ScoringAverage",2009
89,89,"Adam Scott",NA,70.67,212,3,"EarlyRound3ScoringAverage",2009
94,94,"Chris DiMarco",NA,70.69,919,13,"EarlyRound3ScoringAverage",2009
95,95,"Daniel Chopra",NA,70.7,707,10,"EarlyRound3ScoringAverage",2009
96,96,"Parker McLachlin",NA,70.71,495,7,"EarlyRound3ScoringAverage",2009
97,97,"John Senden",NA,70.78,637,9,"EarlyRound3ScoringAverage",2009
98,98,"Glen Day",NA,70.8,354,5,"EarlyRound3ScoringAverage",2009
98,98,"Sergio Garcia",NA,70.8,354,5,"EarlyRound3ScoringAverage",2009
100,100,"Ernie Els",NA,70.83,425,6,"EarlyRound3ScoringAverage",2009
100,100,"John Merrick",NA,70.83,425,6,"EarlyRound3ScoringAverage",2009
102,102,"Charles Howell III",NA,70.91,780,11,"EarlyRound3ScoringAverage",2009
102,102,"Freddie Jacobson",NA,70.91,780,11,"EarlyRound3ScoringAverage",2009
102,102,"Billy Mayfair",NA,70.91,780,11,"EarlyRound3ScoringAverage",2009
105,105,"Ben Crane",NA,70.92,851,12,"EarlyRound3ScoringAverage",2009
106,106,"Jeff Klauk",NA,70.93,993,14,"EarlyRound3ScoringAverage",2009
107,107,"Angel Cabrera",NA,71,284,4,"EarlyRound3ScoringAverage",2009
107,107,"Steve Elkington",NA,71,426,6,"EarlyRound3ScoringAverage",2009
107,107,"Greg Kraft",NA,71,355,5,"EarlyRound3ScoringAverage",2009
107,107,"Rory Sabbatini",NA,71,355,5,"EarlyRound3ScoringAverage",2009
107,107,"Heath Slocum",NA,71,639,9,"EarlyRound3ScoringAverage",2009
107,107,"Bubba Watson",NA,71,355,5,"EarlyRound3ScoringAverage",2009
113,113,"Michael Letzig",NA,71.08,853,12,"EarlyRound3ScoringAverage",2009
114,114,"Luke Donald",NA,71.1,711,10,"EarlyRound3ScoringAverage",2009
115,115,"Tommy Armour III",NA,71.13,569,8,"EarlyRound3ScoringAverage",2009
115,115,"Tom Pernice Jr",NA,71.13,569,8,"EarlyRound3ScoringAverage",2009
115,115,"Kenny Perry",NA,71.13,569,8,"EarlyRound3ScoringAverage",2009
118,118,"Jason Day",NA,71.14,498,7,"EarlyRound3ScoringAverage",2009
118,118,"Tim Petrovic",NA,71.14,498,7,"EarlyRound3ScoringAverage",2009
120,120,"Martin Laird",NA,71.17,427,6,"EarlyRound3ScoringAverage",2009
120,120,"Peter Lonard",NA,71.17,854,12,"EarlyRound3ScoringAverage",2009
120,120,"Will Ma Kenzie",NA,71.17,427,6,"EarlyRound3ScoringAverage",2009
120,120,"Pat Perez",NA,71.17,427,6,"EarlyRound3ScoringAverage",2009
120,120,"Brian Vranesh",NA,71.17,427,6,"EarlyRound3ScoringAverage",2009
125,125,"Mike Weir",NA,71.18,783,11,"EarlyRound3ScoringAverage",2009
126,126,"Rod Pampling",NA,71.2,356,5,"EarlyRound3ScoringAverage",2009
127,127,"Aron Price",NA,71.23,926,13,"EarlyRound3ScoringAverage",2009
128,128,"Jerry Kelly",NA,71.25,570,8,"EarlyRound3ScoringAverage",2009
128,128,"Justin Rose",NA,71.25,570,8,"EarlyRound3ScoringAverage",2009
130,130,"Ben Curtis",NA,71.29,499,7,"EarlyRound3ScoringAverage",2009
130,130,"Chris Stroud",NA,71.29,499,7,"EarlyRound3ScoringAverage",2009
132,132,"Ken Duke",NA,71.33,642,9,"EarlyRound3ScoringAverage",2009
132,132,"Steve Flesch",NA,71.33,642,9,"EarlyRound3ScoringAverage",2009
132,132,"Joe Ogilvie",NA,71.33,642,9,"EarlyRound3ScoringAverage",2009
135,135,"Bill Haas",NA,71.38,571,8,"EarlyRound3ScoringAverage",2009
135,135,"Vijay Singh",NA,71.38,571,8,"EarlyRound3ScoringAverage",2009
