"BestRoundsin60sStreak_RANKTHISWEEK_2007","BestRoundsin60sStreak_RANKLASTWEEK_2007","BestRoundsin60sStreak_PLAYERNAME_2007","BestRoundsin60sStreak__2007","BestRoundsin60sStreak_CAREERBESTSTREAK_2007","BestRoundsin60sStreak_BESTYTDSTREAK_2007","BestRoundsin60sStreak_CURRENTSTREAK_2007","stat_name","year"
1,1,"Bob Estes",NA,17,4,NA,"BestRoundsin60sStreak",2007
2,2,"Charles Howell III",NA,16,4,NA,"BestRoundsin60sStreak",2007
3,3,"Chris DiMarco",NA,14,4,NA,"BestRoundsin60sStreak",2007
3,3,"Scott Hoch",NA,14,NA,NA,"BestRoundsin60sStreak",2007
5,5,"Harrison Frazar",NA,13,4,NA,"BestRoundsin60sStreak",2007
5,5,"Davis Love III",NA,13,2,NA,"BestRoundsin60sStreak",2007
7,7,"Joe Durant",NA,12,4,NA,"BestRoundsin60sStreak",2007
7,7,"Shigeki Maruyama",NA,12,5,NA,"BestRoundsin60sStreak",2007
7,7,"Mark OMeara",NA,12,1,NA,"BestRoundsin60sStreak",2007
7,7,"Tim Petrovic",NA,12,7,NA,"BestRoundsin60sStreak",2007
11,11,"Brian Bateman",NA,11,2,NA,"BestRoundsin60sStreak",2007
11,11,"David Edwards",NA,11,NA,NA,"BestRoundsin60sStreak",2007
11,11,"Jim Furyk",NA,11,6,NA,"BestRoundsin60sStreak",2007
11,11,"JP Hayes",NA,11,4,NA,"BestRoundsin60sStreak",2007
11,11,"Bernhard Langer",NA,11,5,NA,"BestRoundsin60sStreak",2007
11,11,"Stephen Leaney",NA,11,5,NA,"BestRoundsin60sStreak",2007
11,11,"Bruce Lietzke",NA,11,NA,NA,"BestRoundsin60sStreak",2007
11,11,"Mark McCumber",NA,11,NA,NA,"BestRoundsin60sStreak",2007
11,11,"Jerry Pate",NA,11,NA,NA,"BestRoundsin60sStreak",2007
11,11,"Scott Verplank",NA,11,4,NA,"BestRoundsin60sStreak",2007
