"GIRPutting25_RANKTHISWEEK_2011","GIRPutting25_RANKLASTWEEK_2011","GIRPutting25_PLAYERNAME_2011","GIRPutting25_ROUNDS_2011","GIRPutting25_Pct_2011","GIRPutting25_ATTEMPTS_2011","GIRPutting25_PUTTSMADE_2011","stat_name","year"
1,1,"Matt McQuillan",59,10.27,185,19,"GIRPutting25",2011
2,2,"Steve Marino",76,9.52,252,24,"GIRPutting25",2011
3,3,"Kevin Na",84,9.13,241,22,"GIRPutting25",2011
4,4,"Jason Day",76,8.71,241,21,"GIRPutting25",2011
5,5,"Tim Petrovic",88,8.62,290,25,"GIRPutting25",2011
6,6,"Graeme McDowell",50,8.57,140,12,"GIRPutting25",2011
7,7,"Brandt Snedeker",85,8.49,271,23,"GIRPutting25",2011
8,8,"Charl Schwartzel",58,8.38,191,16,"GIRPutting25",2011
9,9,"David Duval",67,8.33,228,19,"GIRPutting25",2011
10,10,"Pat Perez",76,8.3,253,21,"GIRPutting25",2011
11,11,"YE Yang",63,8.28,157,13,"GIRPutting25",2011
12,12,"Vijay Singh",79,7.87,305,24,"GIRPutting25",2011
13,13,"Jim Renner",65,7.8,205,16,"GIRPutting25",2011
13,13,"Kevin Stadler",88,7.8,295,23,"GIRPutting25",2011
15,15,"Lucas Glover",74,7.63,236,18,"GIRPutting25",2011
15,15,"Hunter Mahan",92,7.63,354,27,"GIRPutting25",2011
17,17,"Johnson Wagner",81,7.5,320,24,"GIRPutting25",2011
18,18,"Padraig Harrington",60,7.43,175,13,"GIRPutting25",2011
19,19,"Chris Kirk",87,7.42,283,21,"GIRPutting25",2011
20,20,"Steve Flesch",88,7.27,289,21,"GIRPutting25",2011
21,21,"Sergio Garcia",61,7.22,180,13,"GIRPutting25",2011
22,22,"Joe Ogilvie",75,7.21,222,16,"GIRPutting25",2011
22,22,"Nate Smith",66,7.21,208,15,"GIRPutting25",2011
24,24,"Robert Karlsson",61,6.98,172,12,"GIRPutting25",2011
25,25,"Fabian Gomez",84,6.93,274,19,"GIRPutting25",2011
26,26,"Kevin Streelman",90,6.92,289,20,"GIRPutting25",2011
27,27,"Sung Kang",63,6.91,188,13,"GIRPutting25",2011
28,28,"Brandt Jobe",100,6.89,363,25,"GIRPutting25",2011
29,29,"Aron Price",58,6.88,218,15,"GIRPutting25",2011
30,30,"Rickie Fowler",84,6.85,248,17,"GIRPutting25",2011
31,31,"Steve Stricker",70,6.83,205,14,"GIRPutting25",2011
32,32,"Cameron Beckman",71,6.72,238,16,"GIRPutting25",2011
32,32,"Robert Garrigus",83,6.72,268,18,"GIRPutting25",2011
34,34,"Nick OHern",89,6.71,298,20,"GIRPutting25",2011
35,35,"Shane Bertsch",62,6.63,196,13,"GIRPutting25",2011
36,36,"Dean Wilson",62,6.61,227,15,"GIRPutting25",2011
37,37,"John Rollins",85,6.57,289,19,"GIRPutting25",2011
38,38,"DA Points",89,6.56,320,21,"GIRPutting25",2011
38,38,"David Toms",78,6.56,244,16,"GIRPutting25",2011
40,40,"Matt Bettencourt",84,6.55,275,18,"GIRPutting25",2011
41,41,"Alexandre Rocha",65,6.53,245,16,"GIRPutting25",2011
42,42,"Stewart Cink",72,6.48,216,14,"GIRPutting25",2011
42,42,"Ben Martin",74,6.48,293,19,"GIRPutting25",2011
42,42,"Bubba Watson",85,6.48,247,16,"GIRPutting25",2011
45,45,"Webb Simpson",98,6.44,326,21,"GIRPutting25",2011
45,45,"Camilo Villegas",69,6.44,202,13,"GIRPutting25",2011
47,47,"Greg Chalmers",88,6.43,311,20,"GIRPutting25",2011
48,48,"Adam Scott",60,6.35,189,12,"GIRPutting25",2011
49,49,"Hunter Haas",96,6.34,331,21,"GIRPutting25",2011
49,49,"Bio Kim",71,6.34,205,13,"GIRPutting25",2011
51,51,"Billy Mayfair",94,6.2,371,23,"GIRPutting25",2011
52,52,"Rod Pampling",72,6.18,259,16,"GIRPutting25",2011
53,53,"Stephen Ames",69,6.17,243,15,"GIRPutting25",2011
54,54,"Paul Goydos",81,6.1,246,15,"GIRPutting25",2011
54,54,"Billy Horschel",75,6.1,246,15,"GIRPutting25",2011
56,56,"Jhonattan Vegas",84,6.06,330,20,"GIRPutting25",2011
57,57,"Freddie Jacobson",92,6.05,281,17,"GIRPutting25",2011
58,58,"Tag Ridings",87,6.04,298,18,"GIRPutting25",2011
59,59,"Ernie Els",71,6,250,15,"GIRPutting25",2011
60,60,"Brian Gay",90,5.99,284,17,"GIRPutting25",2011
61,61,"Michael Thompson",79,5.96,285,17,"GIRPutting25",2011
