"BirdieorBetterPercentageFairway_RANKTHISWEEK_2009","BirdieorBetterPercentageFairway_RANKLASTWEEK_2009","BirdieorBetterPercentageFairway_PLAYERNAME_2009","BirdieorBetterPercentageFairway_ROUNDS_2009","BirdieorBetterPercentageFairway_Pct_2009","BirdieorBetterPercentageFairway_TOTALBIRDIES_2009","BirdieorBetterPercentageFairway_TOTALHOLES_2009","stat_name","year"
93,93,"Stewart Cink",79,21.7,163,751,"BirdieorBetterPercentageFairway",2009
94,94,"JB Holmes",74,21.69,149,687,"BirdieorBetterPercentageFairway",2009
95,95,"Scott Sterling",51,21.68,121,558,"BirdieorBetterPercentageFairway",2009
96,96,"Boo Weekley",79,21.65,194,896,"BirdieorBetterPercentageFairway",2009
97,97,"Steve Lowery",83,21.64,224,1035,"BirdieorBetterPercentageFairway",2009
98,98,"Briny Baird",89,21.61,218,1009,"BirdieorBetterPercentageFairway",2009
99,99,"Michael Allen",73,21.6,176,815,"BirdieorBetterPercentageFairway",2009
100,100,"Jason Bohn",88,21.59,252,1167,"BirdieorBetterPercentageFairway",2009
101,101,"Tommy Armour III",58,21.54,157,729,"BirdieorBetterPercentageFairway",2009
102,102,"Brian Gay",96,21.52,260,1208,"BirdieorBetterPercentageFairway",2009
103,103,"Ryuji Imada",85,21.51,191,888,"BirdieorBetterPercentageFairway",2009
104,104,"Johnson Wagner",81,21.46,215,1002,"BirdieorBetterPercentageFairway",2009
105,105,"James Nitties",86,21.44,211,984,"BirdieorBetterPercentageFairway",2009
106,106,"Vijay Singh",71,21.42,139,649,"BirdieorBetterPercentageFairway",2009
107,107,"Brendon de Jonge",90,21.37,221,1034,"BirdieorBetterPercentageFairway",2009
108,108,"Bob Estes",78,21.33,206,966,"BirdieorBetterPercentageFairway",2009
109,109,"Brett Quigley",92,21.32,210,985,"BirdieorBetterPercentageFairway",2009
110,110,"John Rollins",92,21.31,225,1056,"BirdieorBetterPercentageFairway",2009
111,111,"Jason Dufner",90,21.3,229,1075,"BirdieorBetterPercentageFairway",2009
112,112,"Sergio Garcia",59,21.28,120,564,"BirdieorBetterPercentageFairway",2009
113,113,"Woody Austin",84,21.2,219,1033,"BirdieorBetterPercentageFairway",2009
114,114,"Greg Owen",97,21.19,239,1128,"BirdieorBetterPercentageFairway",2009
115,115,"Jeff Maggert",79,21.17,214,1011,"BirdieorBetterPercentageFairway",2009
116,116,"Charles Howell III",99,21.16,222,1049,"BirdieorBetterPercentageFairway",2009
117,117,"Leif Olson",51,21.15,114,539,"BirdieorBetterPercentageFairway",2009
118,118,"Ben Crane",93,21.14,237,1121,"BirdieorBetterPercentageFairway",2009
119,119,"Scott McCarron",91,20.88,238,1140,"BirdieorBetterPercentageFairway",2009
120,120,"Aaron Baddeley",66,20.83,151,725,"BirdieorBetterPercentageFairway",2009
120,120,"Jason Gore",74,20.83,175,840,"BirdieorBetterPercentageFairway",2009
122,122,"Steve Elkington",70,20.7,178,860,"BirdieorBetterPercentageFairway",2009
123,123,"John Merrick",91,20.69,181,875,"BirdieorBetterPercentageFairway",2009
124,124,"Charles Warren",63,20.67,148,716,"BirdieorBetterPercentageFairway",2009
125,125,"Bill Lunde",83,20.65,210,1017,"BirdieorBetterPercentageFairway",2009
125,125,"Troy Matteson",95,20.65,235,1138,"BirdieorBetterPercentageFairway",2009
127,127,"Kevin Stadler",65,20.64,148,717,"BirdieorBetterPercentageFairway",2009
128,128,"Parker McLachlin",71,20.63,170,824,"BirdieorBetterPercentageFairway",2009
129,129,"Corey Pavin",73,20.57,159,773,"BirdieorBetterPercentageFairway",2009
130,130,"Ken Duke",87,20.47,191,933,"BirdieorBetterPercentageFairway",2009
131,131,"JJ Henry",97,20.42,232,1136,"BirdieorBetterPercentageFairway",2009
132,132,"Bill Haas",91,20.33,222,1092,"BirdieorBetterPercentageFairway",2009
133,133,"Adam Scott",53,20.3,108,532,"BirdieorBetterPercentageFairway",2009
134,134,"Will Ma Kenzie",69,20.29,166,818,"BirdieorBetterPercentageFairway",2009
135,135,"Aron Price",89,20.23,210,1038,"BirdieorBetterPercentageFairway",2009
136,136,"Cliff Kresge",78,20.22,188,930,"BirdieorBetterPercentageFairway",2009
137,137,"Rich Beem",77,20.21,155,767,"BirdieorBetterPercentageFairway",2009
138,138,"Spencer Levin",75,20.2,182,901,"BirdieorBetterPercentageFairway",2009
139,139,"Mathew Goggin",76,20.15,165,819,"BirdieorBetterPercentageFairway",2009
140,140,"Nick OHern",90,20.13,245,1217,"BirdieorBetterPercentageFairway",2009
141,141,"David Mathis",82,20.04,183,913,"BirdieorBetterPercentageFairway",2009
142,142,"Robert Garrigus",83,20.02,175,874,"BirdieorBetterPercentageFairway",2009
143,143,"Robert Allenby",71,19.9,154,774,"BirdieorBetterPercentageFairway",2009
143,143,"Kirk Triplett",60,19.9,159,799,"BirdieorBetterPercentageFairway",2009
145,145,"Derek Fathauer",63,19.87,123,619,"BirdieorBetterPercentageFairway",2009
146,146,"Carl Pettersson",86,19.85,185,932,"BirdieorBetterPercentageFairway",2009
147,147,"Kent Jones",73,19.82,172,868,"BirdieorBetterPercentageFairway",2009
147,147,"Jimmy Walker",74,19.82,151,762,"BirdieorBetterPercentageFairway",2009
149,149,"Colt Knost",71,19.77,157,794,"BirdieorBetterPercentageFairway",2009
150,150,"Chez Reavie",81,19.66,198,1007,"BirdieorBetterPercentageFairway",2009
151,151,"Heath Slocum",95,19.6,244,1245,"BirdieorBetterPercentageFairway",2009
152,152,"Cameron Beckman",87,19.56,196,1002,"BirdieorBetterPercentageFairway",2009
153,153,"Brian Bateman",55,19.5,118,605,"BirdieorBetterPercentageFairway",2009
153,153,"Ben Curtis",63,19.5,125,641,"BirdieorBetterPercentageFairway",2009
155,155,"Steve Flesch",77,19.41,165,850,"BirdieorBetterPercentageFairway",2009
155,155,"Peter Tomasulo",61,19.41,119,613,"BirdieorBetterPercentageFairway",2009
157,157,"Chris DiMarco",97,19.39,230,1186,"BirdieorBetterPercentageFairway",2009
158,158,"Bart Bryant",58,19.37,148,764,"BirdieorBetterPercentageFairway",2009
159,159,"Brendon Todd",53,19.28,123,638,"BirdieorBetterPercentageFairway",2009
160,160,"Todd Hamilton",83,19.26,167,867,"BirdieorBetterPercentageFairway",2009
161,161,"KJ Choi",65,19.15,131,684,"BirdieorBetterPercentageFairway",2009
162,162,"Eric Axley",71,19.13,137,716,"BirdieorBetterPercentageFairway",2009
162,162,"David Duval",56,19.13,101,528,"BirdieorBetterPercentageFairway",2009
164,164,"Ricky Barnes",67,19.08,124,650,"BirdieorBetterPercentageFairway",2009
165,165,"Brad Adamonis",70,19.06,150,787,"BirdieorBetterPercentageFairway",2009
165,165,"Brian Vranesh",51,19.06,109,572,"BirdieorBetterPercentageFairway",2009
167,167,"Rocco Mediate",79,19.01,166,873,"BirdieorBetterPercentageFairway",2009
167,167,"Casey Wittenberg",71,19.01,134,705,"BirdieorBetterPercentageFairway",2009
169,169,"Mark Brooks",55,19,110,579,"BirdieorBetterPercentageFairway",2009
170,170,"Jeff Klauk",97,18.99,241,1269,"BirdieorBetterPercentageFairway",2009
171,171,"Tom Pernice Jr",82,18.92,190,1004,"BirdieorBetterPercentageFairway",2009
172,172,"Billy Mayfair",83,18.88,186,985,"BirdieorBetterPercentageFairway",2009
173,173,"Nathan Green",104,18.86,226,1198,"BirdieorBetterPercentageFairway",2009
174,174,"Tom Lehman",55,18.63,95,510,"BirdieorBetterPercentageFairway",2009
175,175,"Jay Williamson",69,18.54,150,809,"BirdieorBetterPercentageFairway",2009
176,176,"Peter Lonard",86,18.52,200,1080,"BirdieorBetterPercentageFairway",2009
177,177,"Glen Day",79,18.49,164,887,"BirdieorBetterPercentageFairway",2009
178,178,"Richard Johnson",85,18.46,194,1051,"BirdieorBetterPercentageFairway",2009
179,179,"Stuart Appleby",79,18.29,156,853,"BirdieorBetterPercentageFairway",2009
180,180,"Rick Price",54,18.15,102,562,"BirdieorBetterPercentageFairway",2009
181,181,"Jarrod Lyle",65,17.4,114,655,"BirdieorBetterPercentageFairway",2009
182,182,"Marc Turnesa",77,17.39,168,966,"BirdieorBetterPercentageFairway",2009
183,183,"Greg Kraft",51,16.79,92,548,"BirdieorBetterPercentageFairway",2009
184,184,"Brad Faxon",59,16.77,111,662,"BirdieorBetterPercentageFairway",2009
