"Round4ScoringAverage_RANKTHISWEEK_2006","Round4ScoringAverage_RANKLASTWEEK_2006","Round4ScoringAverage_PLAYERNAME_2006","Round4ScoringAverage__2006","Round4ScoringAverage_AVG_2006","Round4ScoringAverage_TOTALSTROKES_2006","Round4ScoringAverage_TOTALROUNDS_2006","stat_name","year"
1,1,"Tiger Woods",NA,68.75,825,12,"Round4ScoringAverage",2006
2,2,"Steve Stricker",NA,69.27,1039,15,"Round4ScoringAverage",2006
3,3,"Omar Uresti",NA,69.5,556,8,"Round4ScoringAverage",2006
4,4,"Jim Furyk",NA,69.71,1464,21,"Round4ScoringAverage",2006
5,5,"Stewart Cink",NA,69.8,1396,20,"Round4ScoringAverage",2006
6,6,"Brian Gay",NA,69.82,1536,22,"Round4ScoringAverage",2006
7,7,"Brett Quigley",NA,69.95,1399,20,"Round4ScoringAverage",2006
8,8,"Eric Axley",NA,70,1120,16,"Round4ScoringAverage",2006
8,8,"Paul Azinger",NA,70,1120,16,"Round4ScoringAverage",2006
8,8,"Billy Mayfair",NA,70,1260,18,"Round4ScoringAverage",2006
8,8,"Jesper Parnevik",NA,70,1190,17,"Round4ScoringAverage",2006
12,12,"Dudley Hart",NA,70.07,1051,15,"Round4ScoringAverage",2006
13,13,"Steve Elkington",NA,70.11,631,9,"Round4ScoringAverage",2006
14,14,"Luke Donald",NA,70.13,1052,15,"Round4ScoringAverage",2006
14,14,"Adam Scott",NA,70.13,1122,16,"Round4ScoringAverage",2006
16,16,"Bob May",NA,70.18,772,11,"Round4ScoringAverage",2006
17,17,"Ryuji Imada",NA,70.19,1474,21,"Round4ScoringAverage",2006
18,18,"Kent Jones",NA,70.21,1334,19,"Round4ScoringAverage",2006
19,19,"Brett Wetterich",NA,70.25,1124,16,"Round4ScoringAverage",2006
20,20,"Shigeki Maruyama",NA,70.28,1265,18,"Round4ScoringAverage",2006
21,21,"Jimmy Walker",NA,70.33,633,9,"Round4ScoringAverage",2006
22,22,"Paul Goydos",NA,70.36,774,11,"Round4ScoringAverage",2006
23,23,"Tom Pernice Jr",NA,70.37,1337,19,"Round4ScoringAverage",2006
24,24,"Vaughn Taylor",NA,70.39,1267,18,"Round4ScoringAverage",2006
25,25,"Joe Ogilvie",NA,70.41,1197,17,"Round4ScoringAverage",2006
26,26,"Brian Davis",NA,70.44,1268,18,"Round4ScoringAverage",2006
27,27,"Jonathan Byrd",NA,70.46,916,13,"Round4ScoringAverage",2006
28,28,"Jeff Gove",NA,70.47,1057,15,"Round4ScoringAverage",2006
28,28,"Trevor Immelman",NA,70.47,1339,19,"Round4ScoringAverage",2006
28,28,"Stephen Leaney",NA,70.47,1057,15,"Round4ScoringAverage",2006
31,31,"Hunter Mahan",NA,70.48,1480,21,"Round4ScoringAverage",2006
32,32,"Stephen Ames",NA,70.5,846,12,"Round4ScoringAverage",2006
32,32,"Greg Chalmers",NA,70.5,423,6,"Round4ScoringAverage",2006
32,32,"Corey Pavin",NA,70.5,846,12,"Round4ScoringAverage",2006
35,35,"Jeff Brehaut",NA,70.53,1058,15,"Round4ScoringAverage",2006
36,36,"Fred Funk",NA,70.54,1693,24,"Round4ScoringAverage",2006
37,37,"Frank Lickliter II",NA,70.55,1411,20,"Round4ScoringAverage",2006
38,38,"Briny Baird",NA,70.6,1059,15,"Round4ScoringAverage",2006
39,39,"Jose Maria Olazabal",NA,70.62,918,13,"Round4ScoringAverage",2006
40,40,"Tjaart van der Walt",NA,70.63,565,8,"Round4ScoringAverage",2006
41,41,"Bubba Watson",NA,70.64,989,14,"Round4ScoringAverage",2006
42,42,"Michael Connell",NA,70.67,212,3,"Round4ScoringAverage",2006
42,42,"David Toms",NA,70.67,1060,15,"Round4ScoringAverage",2006
44,44,"Vijay Singh",NA,70.71,1697,24,"Round4ScoringAverage",2006
45,45,"Stuart Appleby",NA,70.72,1273,18,"Round4ScoringAverage",2006
46,46,"John Senden",NA,70.74,1344,19,"Round4ScoringAverage",2006
47,47,"KJ Choi",NA,70.76,1486,21,"Round4ScoringAverage",2006
48,48,"JJ Henry",NA,70.79,1345,19,"Round4ScoringAverage",2006
49,49,"Kenny Perry",NA,70.8,1062,15,"Round4ScoringAverage",2006
50,50,"Heath Slocum",NA,70.82,1204,17,"Round4ScoringAverage",2006
51,51,"Bill Haas",NA,70.83,1275,18,"Round4ScoringAverage",2006
51,51,"Ian Poulter",NA,70.83,850,12,"Round4ScoringAverage",2006
53,53,"Lucas Glover",NA,70.86,1488,21,"Round4ScoringAverage",2006
53,53,"Jeff Sluman",NA,70.86,1488,21,"Round4ScoringAverage",2006
55,55,"Patrick Sheehan",NA,70.88,1134,16,"Round4ScoringAverage",2006
56,56,"Jerry Kelly",NA,70.89,1276,18,"Round4ScoringAverage",2006
57,57,"Mathew Goggin",NA,70.9,709,10,"Round4ScoringAverage",2006
58,58,"Retief Goosen",NA,70.93,993,14,"Round4ScoringAverage",2006
58,58,"DJ Trahan",NA,70.93,993,14,"Round4ScoringAverage",2006
60,60,"Carl Pettersson",NA,70.95,1348,19,"Round4ScoringAverage",2006
60,60,"Scott Verplank",NA,70.95,1348,19,"Round4ScoringAverage",2006
62,62,"Jason Bohn",NA,71,1633,23,"Round4ScoringAverage",2006
62,62,"Padraig Harrington",NA,71,781,11,"Round4ScoringAverage",2006
62,62,"Daisuke Maruyama",NA,71,1065,15,"Round4ScoringAverage",2006
