"3PuttsperRound_RANKTHISWEEK_2007","3PuttsperRound_RANKLASTWEEK_2007","3PuttsperRound_PLAYERNAME_2007","3PuttsperRound_ROUNDS_2007","3PuttsperRound_AVG_2007","3PuttsperRound_TOTAL3PUTTS_2007","3PuttsperRound_TOTALROUNDS_2007","stat_name","year"
1,1,"Kyle Reifers",71,0.87,62,71,"3PuttsperRound",2007
2,2,"Darron Stiles",65,0.86,56,65,"3PuttsperRound",2007
2,2,"Jaco Van Zyl",51,0.86,44,51,"3PuttsperRound",2007
4,4,"Brett Wetterich",88,0.85,74,87,"3PuttsperRound",2007
5,5,"Robert Allenby",90,0.84,75,89,"3PuttsperRound",2007
6,6,"JB Holmes",71,0.83,59,71,"3PuttsperRound",2007
7,7,"Jeff Gove",103,0.81,83,103,"3PuttsperRound",2007
7,7,"Greg Owen",81,0.81,66,81,"3PuttsperRound",2007
9,9,"Sean OHair",98,0.8,78,98,"3PuttsperRound",2007
10,10,"Joe Durant",88,0.79,69,87,"3PuttsperRound",2007
11,11,"Billy Andrade",88,0.78,69,88,"3PuttsperRound",2007
11,11,"Will Ma Kenzie",100,0.78,78,100,"3PuttsperRound",2007
11,11,"Jim Rutledge",59,0.78,46,59,"3PuttsperRound",2007
11,11,"Kirk Triplett",77,0.78,60,77,"3PuttsperRound",2007
11,11,"Charles Warren",101,0.78,79,101,"3PuttsperRound",2007
16,16,"Mathew Goggin",97,0.77,75,97,"3PuttsperRound",2007
16,16,"John Merrick",92,0.77,71,92,"3PuttsperRound",2007
18,18,"Brian Bateman",55,0.76,42,55,"3PuttsperRound",2007
18,18,"Rich Beem",89,0.76,68,89,"3PuttsperRound",2007
18,18,"Jason Dufner",100,0.76,76,100,"3PuttsperRound",2007
18,18,"Steve Lowery",74,0.76,56,74,"3PuttsperRound",2007
22,22,"Woody Austin",95,0.74,70,95,"3PuttsperRound",2007
22,22,"Tom Johnson",74,0.74,55,74,"3PuttsperRound",2007
22,22,"Nick Watney",87,0.74,64,87,"3PuttsperRound",2007
25,25,"Craig Barlow",52,0.73,38,52,"3PuttsperRound",2007
25,25,"Jeff Brehaut",59,0.73,43,59,"3PuttsperRound",2007
25,25,"Chad Campbell",96,0.73,66,90,"3PuttsperRound",2007
25,25,"John Daly",59,0.73,43,59,"3PuttsperRound",2007
25,25,"Shaun Micheel",91,0.73,64,88,"3PuttsperRound",2007
25,25,"DJ Trahan",99,0.73,72,99,"3PuttsperRound",2007
25,25,"Bubba Watson",80,0.73,58,80,"3PuttsperRound",2007
32,32,"Chris Couch",76,0.72,55,76,"3PuttsperRound",2007
32,32,"Steve Flesch",100,0.72,72,100,"3PuttsperRound",2007
34,34,"Jason Gore",86,0.71,61,86,"3PuttsperRound",2007
34,34,"Davis Love III",66,0.71,46,65,"3PuttsperRound",2007
34,34,"John Senden",97,0.71,69,97,"3PuttsperRound",2007
34,34,"Steve Wheatcroft",73,0.71,52,73,"3PuttsperRound",2007
38,38,"Briny Baird",115,0.7,81,115,"3PuttsperRound",2007
38,38,"Harrison Frazar",88,0.7,62,88,"3PuttsperRound",2007
40,40,"DJ Brigman",67,0.69,46,67,"3PuttsperRound",2007
40,40,"Steve Marino",106,0.69,73,106,"3PuttsperRound",2007
40,40,"Kevin Stadler",95,0.69,66,95,"3PuttsperRound",2007
43,43,"Andrew Buckle",77,0.68,52,77,"3PuttsperRound",2007
43,43,"Jerry Kelly",101,0.68,69,101,"3PuttsperRound",2007
43,43,"Justin Rose",63,0.68,40,59,"3PuttsperRound",2007
