"DrivingPctAll_RANKTHISWEEK_2014","DrivingPctAll_RANKLASTWEEK_2014","DrivingPctAll_PLAYERNAME_2014","DrivingPctAll_ROUNDS_2014","DrivingPctAll_Pct_2014","DrivingPctAll_TOTALDRIVESFOR_2014","DrivingPctAll_TOTALDRIVESOVERALL_2014","DrivingPctAll_RELATIVETOPAR_2014","stat_name","year"
28,28,"Tim Clark",75,7.4,64,865,0.313,"DrivingPctAll",2014
29,29,"Brian Stuard",91,7.27,75,1032,0.093,"DrivingPctAll",2014
30,30,"Jonathan Byrd",76,7.19,65,904,0.246,"DrivingPctAll",2014
30,30,"James Hahn",82,7.19,73,1016,0.137,"DrivingPctAll",2014
32,32,"Ben Curtis",77,7.18,64,891,0.188,"DrivingPctAll",2014
33,33,"George McNeill",79,7.17,70,976,0.014,"DrivingPctAll",2014
34,34,"John Merrick",87,7.16,72,1006,0.181,"DrivingPctAll",2014
35,35,"David Hearn",97,7.09,81,1143,-0.123,"DrivingPctAll",2014
35,35,"Russell Knox",92,7.09,82,1156,-0.024,"DrivingPctAll",2014
35,35,"Pat Perez",84,7.09,74,1044,0.176,"DrivingPctAll",2014
38,38,"Matt Every",85,7.08,64,904,0.266,"DrivingPctAll",2014
38,38,"Jerry Kelly",80,7.08,65,918,0.169,"DrivingPctAll",2014
40,40,"KJ Choi",80,7.07,66,934,0.136,"DrivingPctAll",2014
41,41,"Jason Kokrak",65,6.95,59,849,0,"DrivingPctAll",2014
42,42,"Michael Putnam",106,6.94,88,1268,0.193,"DrivingPctAll",2014
43,43,"Johnson Wagner",69,6.93,56,808,0.179,"DrivingPctAll",2014
44,44,"Stuart Appleby",92,6.92,81,1170,0.198,"DrivingPctAll",2014
45,45,"David Toms",64,6.91,52,753,0.058,"DrivingPctAll",2014
46,46,"Paul Casey",56,6.84,42,614,0.071,"DrivingPctAll",2014
47,47,"Ben Crane",81,6.81,74,1086,0.095,"DrivingPctAll",2014
47,47,"Retief Goosen",94,6.81,74,1087,0.176,"DrivingPctAll",2014
49,49,"Derek Ernst",80,6.8,60,883,0.217,"DrivingPctAll",2014
50,50,"Robert Allenby",83,6.77,66,975,0.091,"DrivingPctAll",2014
50,50,"Billy Hurley III",86,6.77,68,1005,0.059,"DrivingPctAll",2014
50,50,"Seung Yul Noh",92,6.77,71,1048,0.056,"DrivingPctAll",2014
53,53,"John Huh",87,6.75,66,978,0.061,"DrivingPctAll",2014
53,53,"Jim Renner",61,6.75,49,726,0.204,"DrivingPctAll",2014
55,55,"DA Points",75,6.74,52,772,0.154,"DrivingPctAll",2014
55,55,"Wes Roach",67,6.74,47,697,0.319,"DrivingPctAll",2014
55,55,"Brendan Steele",89,6.74,66,979,0.045,"DrivingPctAll",2014
58,58,"Ricky Barnes",92,6.71,73,1088,0.137,"DrivingPctAll",2014
58,58,"Chris Kirk",105,6.71,81,1208,0.111,"DrivingPctAll",2014
60,60,"Robert Garrigus",80,6.69,68,1017,0.191,"DrivingPctAll",2014
61,61,"Bo Van Pelt",83,6.64,62,934,0.145,"DrivingPctAll",2014
62,62,"Lucas Glover",68,6.56,43,655,0.163,"DrivingPctAll",2014
63,63,"Chad Campbell",57,6.54,42,642,0.119,"DrivingPctAll",2014
63,63,"Sean OHair",77,6.54,61,933,0.213,"DrivingPctAll",2014
63,63,"Mark Wilson",69,6.54,52,795,0.077,"DrivingPctAll",2014
66,66,"Shawn Stefani",60,6.52,52,798,0.154,"DrivingPctAll",2014
67,67,"Ben Martin",80,6.48,57,879,0.175,"DrivingPctAll",2014
68,68,"Tim Wilkinson",86,6.45,64,993,0.172,"DrivingPctAll",2014
69,69,"Ryan Moore",86,6.42,56,872,0.036,"DrivingPctAll",2014
70,70,"Greg Chalmers",85,6.39,65,1017,0.108,"DrivingPctAll",2014
71,71,"Ryo Ishikawa",75,6.38,55,862,0.145,"DrivingPctAll",2014
72,72,"Freddie Jacobson",91,6.29,71,1128,0.155,"DrivingPctAll",2014
72,72,"Charlie Wi",72,6.29,57,906,0.123,"DrivingPctAll",2014
74,74,"Graham DeLaet",80,6.28,56,892,-0.143,"DrivingPctAll",2014
75,75,"Brad Fritsch",50,6.25,34,544,0.206,"DrivingPctAll",2014
76,76,"Camilo Villegas",95,6.23,73,1172,0.151,"DrivingPctAll",2014
77,77,"Adam Scott",68,6.22,49,788,0.061,"DrivingPctAll",2014
78,78,"Tyrone Van Aswegen",79,6.17,56,908,0.232,"DrivingPctAll",2014
79,79,"Chris Stroud",88,6.16,62,1007,0.113,"DrivingPctAll",2014
79,79,"Nicholas Thompson",85,6.16,60,974,0.2,"DrivingPctAll",2014
81,81,"Charlie Beljan",76,6.1,57,934,0.263,"DrivingPctAll",2014
82,82,"Kevin Tway",64,6.09,40,657,0.175,"DrivingPctAll",2014
83,83,"Brendon Todd",108,6.07,77,1268,0.208,"DrivingPctAll",2014
84,84,"Marc Leishman",81,6.03,58,962,0.121,"DrivingPctAll",2014
85,85,"Kevin Na",94,5.99,65,1086,0.092,"DrivingPctAll",2014
86,86,"Stewart Cink",91,5.98,60,1004,0.233,"DrivingPctAll",2014
87,87,"William McGirt",96,5.97,70,1172,0.114,"DrivingPctAll",2014
88,88,"Josh Teater",90,5.94,62,1044,0.097,"DrivingPctAll",2014
89,89,"Hudson Swafford",75,5.93,48,810,0.146,"DrivingPctAll",2014
90,90,"Martin Flores",85,5.91,56,948,0.125,"DrivingPctAll",2014
91,91,"Davis Love III",74,5.82,51,876,0.137,"DrivingPctAll",2014
92,92,"David Lingmerth",80,5.79,54,932,0.074,"DrivingPctAll",2014
93,93,"Tommy Gainey",73,5.75,48,835,0.125,"DrivingPctAll",2014
94,94,"Cameron Tringale",111,5.71,78,1366,0.154,"DrivingPctAll",2014
95,95,"Charl Schwartzel",64,5.69,43,756,0.186,"DrivingPctAll",2014
96,96,"John Senden",99,5.67,64,1128,0.078,"DrivingPctAll",2014
97,97,"Brooks Koepka",56,5.63,33,586,0.091,"DrivingPctAll",2014
98,98,"Sangmoon Bae",76,5.61,51,909,0.059,"DrivingPctAll",2014
98,98,"JJ Henry",91,5.61,61,1088,0.197,"DrivingPctAll",2014
100,100,"Brian Davis",93,5.58,63,1130,0.27,"DrivingPctAll",2014
101,101,"Bronson La Cassie",51,5.57,28,503,0.143,"DrivingPctAll",2014
102,102,"Will Wilcox",51,5.55,31,559,0.032,"DrivingPctAll",2014
103,103,"Jeff Overton",80,5.54,51,920,0.294,"DrivingPctAll",2014
104,104,"Zach Johnson",97,5.52,65,1178,-0.062,"DrivingPctAll",2014
105,105,"Scott Brown",100,5.51,64,1162,0.094,"DrivingPctAll",2014
106,106,"Justin Hicks",103,5.5,69,1254,0.174,"DrivingPctAll",2014
107,107,"Henrik Stenson",56,5.45,29,532,0.034,"DrivingPctAll",2014
108,108,"Jason Dufner",57,5.44,32,588,0.156,"DrivingPctAll",2014
109,109,"Kevin Kisner",85,5.43,53,976,0.17,"DrivingPctAll",2014
110,110,"Danny Lee",84,5.4,52,963,0.192,"DrivingPctAll",2014
111,111,"Nick Watney",80,5.36,42,784,0.071,"DrivingPctAll",2014
112,112,"Harris English",95,5.32,55,1034,0.018,"DrivingPctAll",2014
113,113,"Will Ma Kenzie",82,5.31,54,1016,0.241,"DrivingPctAll",2014
114,114,"Patrick Reed",92,5.3,55,1038,0.309,"DrivingPctAll",2014
115,115,"Kevin Stadler",90,5.29,48,908,0.083,"DrivingPctAll",2014
116,116,"Louis Oosthuizen",50,5.26,22,418,0.318,"DrivingPctAll",2014
117,117,"Justin Rose",70,5.25,38,724,0.079,"DrivingPctAll",2014
118,118,"Jonas Blixt",64,5.14,31,603,0.129,"DrivingPctAll",2014
119,119,"Luke Guthrie",85,5.1,54,1059,0.481,"DrivingPctAll",2014
120,120,"Angel Cabrera",69,5.05,43,852,0.14,"DrivingPctAll",2014
120,120,"Brice Garnett",92,5.05,55,1090,0.418,"DrivingPctAll",2014
120,120,"Martin Laird",66,5.05,39,772,0.359,"DrivingPctAll",2014
123,123,"Hideki Matsuyama",82,5.02,45,896,0,"DrivingPctAll",2014
124,124,"Brendon de Jonge",109,4.98,64,1284,0.031,"DrivingPctAll",2014
124,124,"Rory Sabbatini",82,4.98,45,904,0.089,"DrivingPctAll",2014
126,126,"Kyle Stanley",87,4.97,50,1006,0.24,"DrivingPctAll",2014
127,127,"Kevin Chappell",100,4.94,60,1214,0.067,"DrivingPctAll",2014
128,128,"Jim Herman",62,4.93,33,670,0.152,"DrivingPctAll",2014
129,129,"Vijay Singh",83,4.9,52,1062,0.192,"DrivingPctAll",2014
130,130,"Jeff Maggert",54,4.88,30,615,0.333,"DrivingPctAll",2014
130,130,"Ian Poulter",57,4.88,28,574,0.429,"DrivingPctAll",2014
130,130,"Kevin Streelman",79,4.88,41,840,0.049,"DrivingPctAll",2014
133,133,"Russell Henley",92,4.84,51,1054,0.176,"DrivingPctAll",2014
133,133,"Heath Slocum",71,4.84,42,867,0.214,"DrivingPctAll",2014
133,133,"Boo Weekley",73,4.84,38,785,0.079,"DrivingPctAll",2014
136,136,"Brian Harman",111,4.76,67,1408,0.104,"DrivingPctAll",2014
137,137,"Billy Horschel",92,4.75,46,968,0.196,"DrivingPctAll",2014
138,138,"Charley Hoffman",93,4.73,50,1058,0.2,"DrivingPctAll",2014
139,139,"Matt Kuchar",91,4.7,50,1064,0.12,"DrivingPctAll",2014
139,139,"Ryan Palmer",85,4.7,44,936,0,"DrivingPctAll",2014
141,141,"Bud Cauley",56,4.67,30,643,0.2,"DrivingPctAll",2014
142,142,"Steven Bowditch",93,4.6,50,1088,0.32,"DrivingPctAll",2014
143,143,"Jhonattan Vegas",77,4.59,41,894,0.171,"DrivingPctAll",2014
144,144,"Troy Merritt",62,4.55,35,769,0.229,"DrivingPctAll",2014
145,145,"Geoff Ogilvy",84,4.51,46,1019,-0.065,"DrivingPctAll",2014
146,146,"Carl Pettersson",91,4.47,53,1185,0.113,"DrivingPctAll",2014
147,147,"Charles Howell III",106,4.38,58,1324,0.259,"DrivingPctAll",2014
147,147,"Troy Matteson",62,4.38,30,685,0.4,"DrivingPctAll",2014
149,149,"Robert Streb",75,4.35,39,896,-0.179,"DrivingPctAll",2014
150,150,"Matt Jones",83,4.3,36,838,0.333,"DrivingPctAll",2014
151,151,"Andrew Loupe",65,4.29,30,699,0.333,"DrivingPctAll",2014
152,152,"Bill Haas",107,4.28,49,1146,-0.061,"DrivingPctAll",2014
153,153,"Rickie Fowler",91,4.27,37,866,0.081,"DrivingPctAll",2014
154,154,"Erik Compton",88,4.21,44,1044,0.205,"DrivingPctAll",2014
155,155,"John Peterson",62,4.17,32,767,0.125,"DrivingPctAll",2014
155,155,"Andres Romero",81,4.17,42,1006,0.286,"DrivingPctAll",2014
157,157,"Jordan Spieth",102,4.16,46,1106,0.152,"DrivingPctAll",2014
158,158,"JB Holmes",86,4,43,1074,0.209,"DrivingPctAll",2014
158,158,"Daniel Summerhays",98,4,49,1226,0.082,"DrivingPctAll",2014
160,160,"Hunter Mahan",88,3.97,40,1008,0.15,"DrivingPctAll",2014
161,161,"Gary Woodland",93,3.92,40,1020,0.1,"DrivingPctAll",2014
162,162,"Andrew Svoboda",77,3.8,35,922,0.029,"DrivingPctAll",2014
163,163,"Jimmy Walker",98,3.7,38,1026,0.079,"DrivingPctAll",2014
164,164,"Jason Day",54,3.68,17,462,0.118,"DrivingPctAll",2014
165,165,"Jamie Lovemark",64,3.65,24,657,0.375,"DrivingPctAll",2014
166,166,"Keegan Bradley",89,3.63,34,936,0.118,"DrivingPctAll",2014
167,167,"Morgan Hoffmann",103,3.59,45,1255,0.289,"DrivingPctAll",2014
168,168,"Webb Simpson",87,3.57,37,1036,-0.108,"DrivingPctAll",2014
169,169,"Scott Stallings",77,3.53,31,878,0.194,"DrivingPctAll",2014
170,170,"Ernie Els",85,3.52,31,880,0.419,"DrivingPctAll",2014
171,171,"Martin Kaymer",65,3.42,23,672,0,"DrivingPctAll",2014
172,172,"Sergio Garcia",61,3.39,19,560,0.158,"DrivingPctAll",2014
173,173,"Phil Mickelson",71,3.14,22,700,0.227,"DrivingPctAll",2014
174,174,"Lee Westwood",57,2.82,17,602,0.294,"DrivingPctAll",2014
175,175,"Dustin Johnson",58,2.77,16,578,0.25,"DrivingPctAll",2014
176,176,"Bubba Watson",76,2.42,19,784,0.158,"DrivingPctAll",2014
177,177,"Rory McIlroy",66,1.93,13,672,-0.077,"DrivingPctAll",2014
