"StrokesGainedTotal_RANKTHISWEEK_2015","StrokesGainedTotal_RANKLASTWEEK_2015","StrokesGainedTotal_PLAYERNAME_2015","StrokesGainedTotal_ROUNDS_2015","StrokesGainedTotal_AVERAGE_2015","StrokesGainedTotal_TOTALSGT_2015","StrokesGainedTotal_TOTALSGT2G_2015","StrokesGainedTotal_TOTALSGP_2015","StrokesGainedTotal_MEASUREDROUNDS_2015","stat_name","year"
28,28,"Harris English",105,0.777,68.373,19.079,49.298,88,"StrokesGainedTotal",2015
30,30,"Danny Lee",120,0.729,72.89,35.448,37.446,100,"StrokesGainedTotal",2015
31,31,"Webb Simpson",81,0.7,44.777,86.154,-41.374,64,"StrokesGainedTotal",2015
32,32,"Matt Jones",89,0.664,44.474,17.609,26.87,67,"StrokesGainedTotal",2015
33,33,"Tony Finau",106,0.628,57.797,58.336,-0.533,92,"StrokesGainedTotal",2015
33,33,"Kevin Kisner",104,0.628,59.06,36.548,22.516,94,"StrokesGainedTotal",2015
35,35,"Brandt Snedeker",98,0.607,45.544,1.471,44.074,75,"StrokesGainedTotal",2015
36,36,"Louis Oosthuizen",68,0.605,28.413,38.757,-10.341,47,"StrokesGainedTotal",2015
37,37,"Francesco Molinari",56,0.604,25.981,36.93,-10.948,43,"StrokesGainedTotal",2015
38,38,"Pat Perez",96,0.586,48.638,18.418,30.224,83,"StrokesGainedTotal",2015
39,39,"Luke Donald",71,0.584,31.525,15.948,15.579,54,"StrokesGainedTotal",2015
40,40,"Phil Mickelson",70,0.581,31.955,17.541,14.421,55,"StrokesGainedTotal",2015
41,41,"Ryan Moore",81,0.578,35.241,25.501,9.741,61,"StrokesGainedTotal",2015
42,42,"George McNeill",93,0.563,50.107,31.233,18.879,89,"StrokesGainedTotal",2015
43,43,"Ian Poulter",68,0.554,26.602,15.785,10.82,48,"StrokesGainedTotal",2015
44,44,"Daniel Summerhays",101,0.541,48.137,-9.194,57.333,89,"StrokesGainedTotal",2015
45,45,"Shawn Stefani",94,0.497,43.779,37.244,6.539,88,"StrokesGainedTotal",2015
46,46,"Daniel Berger",97,0.489,40.57,56.604,-16.03,83,"StrokesGainedTotal",2015
47,47,"Stewart Cink",77,0.468,30.9,24.191,6.712,66,"StrokesGainedTotal",2015
48,48,"Russell Henley",87,0.462,30.964,-7.805,38.773,67,"StrokesGainedTotal",2015
49,49,"Rory Sabbatini",81,0.461,30.396,37.393,-6.993,66,"StrokesGainedTotal",2015
50,50,"Bill Haas",89,0.46,32.67,48.916,-16.243,71,"StrokesGainedTotal",2015
51,51,"William McGirt",103,0.455,44.167,38.354,5.816,97,"StrokesGainedTotal",2015
52,52,"Billy Horschel",99,0.446,32.594,14.757,17.841,73,"StrokesGainedTotal",2015
53,53,"Chad Campbell",97,0.437,39.742,43.819,-4.074,91,"StrokesGainedTotal",2015
54,54,"Jerry Kelly",79,0.436,28.793,12.305,16.49,66,"StrokesGainedTotal",2015
55,55,"Boo Weekley",79,0.425,28.496,44.965,-16.467,67,"StrokesGainedTotal",2015
56,56,"Tom Hoge",83,0.415,26.965,26.671,0.296,65,"StrokesGainedTotal",2015
57,57,"Chris Kirk",76,0.414,23.201,19.572,3.632,56,"StrokesGainedTotal",2015
58,58,"Brian Harman",90,0.413,32.185,13.799,18.39,78,"StrokesGainedTotal",2015
59,59,"David Lingmerth",90,0.405,29.985,27.089,2.899,74,"StrokesGainedTotal",2015
60,60,"Steven Bowditch",103,0.4,35.219,22.536,12.687,88,"StrokesGainedTotal",2015
61,61,"Charles Howell III",105,0.383,37.878,59.277,-21.395,99,"StrokesGainedTotal",2015
62,62,"Jim Herman",88,0.376,28.983,31.329,-2.341,77,"StrokesGainedTotal",2015
63,63,"Kevin Chappell",86,0.37,27.785,15.162,12.628,75,"StrokesGainedTotal",2015
64,64,"Cameron Tringale",96,0.369,29.152,19.283,9.874,79,"StrokesGainedTotal",2015
65,65,"David Hearn",97,0.356,30.278,-0.159,30.442,85,"StrokesGainedTotal",2015
66,66,"James Hahn",94,0.355,27.682,23.949,3.736,78,"StrokesGainedTotal",2015
67,67,"Jamie Donaldson",50,0.341,10.915,-0.263,11.182,32,"StrokesGainedTotal",2015
68,68,"Hudson Swafford",97,0.338,28.065,-1.829,29.896,83,"StrokesGainedTotal",2015
69,69,"Charley Hoffman",97,0.335,25.442,20.473,4.973,76,"StrokesGainedTotal",2015
70,70,"Scott Piercy",90,0.329,27.272,26.744,0.534,83,"StrokesGainedTotal",2015
71,71,"Brendon de Jonge",106,0.312,28.734,29.421,-0.684,92,"StrokesGainedTotal",2015
72,72,"Martin Laird",77,0.306,22.332,15.017,7.32,73,"StrokesGainedTotal",2015
73,73,"Marc Leishman",74,0.302,16.304,17.4,-1.093,54,"StrokesGainedTotal",2015
73,73,"Vijay Singh",78,0.302,20.808,56.047,-35.238,69,"StrokesGainedTotal",2015
75,75,"Jason Kokrak",88,0.293,23.479,24.475,-0.993,80,"StrokesGainedTotal",2015
76,76,"Graham DeLaet",65,0.287,15.487,16.126,-0.636,54,"StrokesGainedTotal",2015
77,77,"Ben Martin",93,0.28,21.53,11.785,9.748,77,"StrokesGainedTotal",2015
78,78,"Nick Watney",91,0.258,20.876,53.541,-32.658,81,"StrokesGainedTotal",2015
79,79,"KJ Choi",66,0.256,14.595,-9.082,23.677,57,"StrokesGainedTotal",2015
80,80,"John Peterson",84,0.251,19.311,33.475,-14.163,77,"StrokesGainedTotal",2015
81,81,"Carl Pettersson",106,0.236,22.652,-9.549,32.204,96,"StrokesGainedTotal",2015
82,82,"Jonathan Byrd",69,0.232,11.854,7.559,4.295,51,"StrokesGainedTotal",2015
83,83,"Jason Dufner",76,0.222,10.634,44.236,-33.598,48,"StrokesGainedTotal",2015
84,84,"Chad Collins",79,0.214,13.454,12.679,0.778,63,"StrokesGainedTotal",2015
85,85,"Adam Scott",51,0.206,6.577,19.24,-12.662,32,"StrokesGainedTotal",2015
86,86,"Gary Woodland",81,0.198,10.685,6.514,4.173,54,"StrokesGainedTotal",2015
87,87,"Morgan Hoffmann",85,0.196,13.547,-2.432,15.981,69,"StrokesGainedTotal",2015
87,87,"Colt Knost",90,0.196,14.488,-11.244,25.734,74,"StrokesGainedTotal",2015
89,89,"Bryce Molder",91,0.189,14.528,-24.572,39.105,77,"StrokesGainedTotal",2015
90,90,"Scott Brown",97,0.185,14.987,17.487,-2.495,81,"StrokesGainedTotal",2015
91,91,"Adam Hadwin",95,0.183,14.861,-4.165,19.029,81,"StrokesGainedTotal",2015
92,92,"Sean OHair",86,0.18,14.606,0.953,13.657,81,"StrokesGainedTotal",2015
93,93,"Camilo Villegas",83,0.176,13.034,-1.409,14.447,74,"StrokesGainedTotal",2015
94,94,"Zac Blair",108,0.171,15.011,-31.344,46.359,88,"StrokesGainedTotal",2015
95,95,"Kyle Reifers",96,0.136,10.903,8.05,2.855,80,"StrokesGainedTotal",2015
96,96,"Kevin Streelman",95,0.133,9.713,25.694,-15.978,73,"StrokesGainedTotal",2015
97,97,"Patrick Rodgers",57,0.129,5.956,6.113,-0.153,46,"StrokesGainedTotal",2015
98,98,"Scott Langley",94,0.126,9.981,8.559,1.424,79,"StrokesGainedTotal",2015
99,99,"Carlos Ortiz",100,0.124,10.287,-4.006,14.293,83,"StrokesGainedTotal",2015
100,100,"Hunter Mahan",88,0.12,7.805,-17.541,25.348,65,"StrokesGainedTotal",2015
101,101,"Johnson Wagner",68,0.095,5.419,-6.15,11.571,57,"StrokesGainedTotal",2015
102,102,"Jeff Overton",94,0.091,6.825,-1.024,7.851,75,"StrokesGainedTotal",2015
103,103,"Jason Gore",76,0.089,5.189,9.104,-3.911,58,"StrokesGainedTotal",2015
104,104,"John Huh",102,0.088,7.865,-17.001,24.869,89,"StrokesGainedTotal",2015
105,105,"Erik Compton",86,0.084,5.892,-26.969,32.862,70,"StrokesGainedTotal",2015
106,106,"John Senden",80,0.082,4.159,7.265,-3.103,51,"StrokesGainedTotal",2015
107,107,"Chez Reavie",56,0.08,4.021,17.114,-13.09,50,"StrokesGainedTotal",2015
108,108,"David Toms",62,0.076,4.198,9.806,-5.604,55,"StrokesGainedTotal",2015
109,109,"Charl Schwartzel",67,0.073,3.011,25.782,-22.769,41,"StrokesGainedTotal",2015
110,110,"Spencer Levin",99,0.07,5.794,11.205,-5.408,83,"StrokesGainedTotal",2015
111,111,"Sangmoon Bae",98,0.059,5.186,-17.677,22.865,88,"StrokesGainedTotal",2015
112,112,"Martin Flores",95,0.038,3.038,20.111,-17.069,79,"StrokesGainedTotal",2015
113,113,"Mark Wilson",89,0.026,2.118,7.415,-5.295,81,"StrokesGainedTotal",2015
114,114,"Cameron Percy",72,0.02,1.179,9.445,-8.262,58,"StrokesGainedTotal",2015
115,115,"Steven Alker",62,0.017,0.838,8.136,-7.294,50,"StrokesGainedTotal",2015
116,116,"Blayne Barber",76,0.015,0.97,-18.726,19.696,63,"StrokesGainedTotal",2015
117,117,"Chris Stroud",84,0.002,0.154,12.108,-11.95,68,"StrokesGainedTotal",2015
118,118,"Alex Prugh",84,-0.004,-0.254,3.675,-3.925,72,"StrokesGainedTotal",2015
119,119,"Whee Kim",71,-0.013,-0.726,4.513,-5.235,56,"StrokesGainedTotal",2015
120,120,"Luke Guthrie",84,-0.037,-2.504,-9.973,7.472,68,"StrokesGainedTotal",2015
121,121,"Steve Wheatcroft",87,-0.038,-2.754,-27.601,24.849,72,"StrokesGainedTotal",2015
122,122,"Ryo Ishikawa",90,-0.051,-3.848,3.914,-7.76,75,"StrokesGainedTotal",2015
123,123,"Jon Curran",83,-0.088,-5.705,-3.852,-1.848,65,"StrokesGainedTotal",2015
124,124,"Billy Hurley III",83,-0.112,-7.083,-26.677,19.597,63,"StrokesGainedTotal",2015
125,125,"Roberto Castro",54,-0.12,-4.304,22.045,-26.348,36,"StrokesGainedTotal",2015
126,126,"Scott Pinckney",88,-0.131,-9.729,-31.491,21.766,74,"StrokesGainedTotal",2015
127,127,"Michael Putnam",87,-0.153,-10.399,25.384,-35.781,68,"StrokesGainedTotal",2015
128,128,"Seung Yul Noh",65,-0.154,-8.337,-11.887,3.552,54,"StrokesGainedTotal",2015
129,129,"Derek Fathauer",81,-0.173,-11.438,-31.27,19.834,66,"StrokesGainedTotal",2015
130,130,"Lucas Glover",79,-0.181,-13.006,84.256,-97.258,72,"StrokesGainedTotal",2015
131,131,"Troy Merritt",91,-0.195,-15.992,-47.448,31.459,82,"StrokesGainedTotal",2015
131,131,"Michael Thompson",83,-0.195,-14.651,-26.155,11.506,75,"StrokesGainedTotal",2015
133,133,"Alex Cejka",94,-0.217,-17.158,1.178,-18.331,79,"StrokesGainedTotal",2015
134,134,"Aaron Baddeley",76,-0.223,-14.727,-62.372,47.649,66,"StrokesGainedTotal",2015
135,135,"Greg Owen",58,-0.226,-9.025,22.895,-31.917,40,"StrokesGainedTotal",2015
136,136,"Brian Stuard",97,-0.24,-18.951,-28.093,9.144,79,"StrokesGainedTotal",2015
137,137,"Bo Van Pelt",81,-0.25,-16.265,-23.949,7.687,65,"StrokesGainedTotal",2015
138,138,"Jhonattan Vegas",90,-0.267,-19.223,-25.387,6.165,72,"StrokesGainedTotal",2015
139,139,"JJ Henry",94,-0.308,-23.433,8.003,-31.432,76,"StrokesGainedTotal",2015
140,140,"Justin Leonard",61,-0.313,-16.906,-29.381,12.475,54,"StrokesGainedTotal",2015
141,141,"Fabian Gomez",83,-0.324,-22.352,-26.634,4.288,69,"StrokesGainedTotal",2015
142,142,"Retief Goosen",81,-0.338,-20.298,-21.898,1.602,60,"StrokesGainedTotal",2015
143,143,"John Merrick",78,-0.356,-20.64,24.333,-44.97,58,"StrokesGainedTotal",2015
144,144,"Chesson Hadley",101,-0.357,-31.793,-46.743,14.951,89,"StrokesGainedTotal",2015
145,145,"Andres Romero",69,-0.374,-20.181,-30.424,10.244,54,"StrokesGainedTotal",2015
146,146,"Davis Love III",51,-0.377,-15.839,-1.283,-14.555,42,"StrokesGainedTotal",2015
146,146,"Nick Taylor",91,-0.377,-31.251,-40.581,9.329,83,"StrokesGainedTotal",2015
148,148,"Ken Duke",93,-0.378,-29.466,-12.169,-17.294,78,"StrokesGainedTotal",2015
149,149,"Mark Hubbard",79,-0.383,-23.343,-17.116,-6.226,61,"StrokesGainedTotal",2015
150,150,"Ricky Barnes",82,-0.396,-24.932,-34.98,10.048,63,"StrokesGainedTotal",2015
151,151,"Geoff Ogilvy",50,-0.432,-15.134,9.09,-24.221,35,"StrokesGainedTotal",2015
152,152,"Jonas Blixt",78,-0.44,-22.867,-29.21,6.345,52,"StrokesGainedTotal",2015
153,153,"DA Points",72,-0.451,-26.143,-22.987,-3.154,58,"StrokesGainedTotal",2015
154,154,"Sam Saunders",83,-0.496,-31.279,-22.686,-8.589,63,"StrokesGainedTotal",2015
155,155,"Brian Davis",86,-0.512,-36.35,-42.073,5.724,71,"StrokesGainedTotal",2015
156,156,"Derek Ernst",75,-0.531,-33.479,-0.944,-32.531,63,"StrokesGainedTotal",2015
157,157,"Brice Garnett",81,-0.532,-34.055,-28.324,-5.727,64,"StrokesGainedTotal",2015
158,158,"Andres Gonzales",90,-0.537,-40.779,-54.259,13.481,76,"StrokesGainedTotal",2015
159,159,"Ben Crane",62,-0.558,-29.034,-39.482,10.452,52,"StrokesGainedTotal",2015
159,159,"Scott Stallings",60,-0.558,-27.329,-8.117,-19.208,49,"StrokesGainedTotal",2015
161,161,"Tyrone Van Aswegen",58,-0.58,-24.374,-17.992,-6.379,42,"StrokesGainedTotal",2015
162,162,"SJ Park",79,-0.588,-37.05,-10.507,-26.539,63,"StrokesGainedTotal",2015
163,163,"Ernie Els",57,-0.6,-23.4,0.364,-23.764,39,"StrokesGainedTotal",2015
164,164,"Angel Cabrera",53,-0.604,-25.347,-1.324,-24.02,42,"StrokesGainedTotal",2015
165,165,"Greg Chalmers",58,-0.605,-21.766,-40.792,19.028,36,"StrokesGainedTotal",2015
166,166,"Gonzalo Fdez Castano",81,-0.646,-40.728,-7.858,-32.867,63,"StrokesGainedTotal",2015
167,167,"Nicholas Thompson",90,-0.712,-49.836,-15.321,-34.513,70,"StrokesGainedTotal",2015
168,168,"Jonathan Randolph",72,-0.718,-40.193,-47.6,7.408,56,"StrokesGainedTotal",2015
169,169,"Max Homa",78,-0.729,-45.187,-38.369,-6.816,62,"StrokesGainedTotal",2015
170,170,"Padraig Harrington",60,-0.756,-37.055,-12.904,-24.148,49,"StrokesGainedTotal",2015
171,171,"Tim Wilkinson",73,-0.847,-49.127,-33.003,-16.123,58,"StrokesGainedTotal",2015
172,172,"Byron Smith",59,-0.873,-37.525,-11.862,-25.66,43,"StrokesGainedTotal",2015
173,173,"Robert Garrigus",70,-0.887,-48.76,-10.416,-38.341,55,"StrokesGainedTotal",2015
174,174,"Andrew Putnam",68,-0.905,-48.867,-77.222,28.357,54,"StrokesGainedTotal",2015
175,175,"Charlie Beljan",76,-0.933,-53.197,-7.658,-45.536,57,"StrokesGainedTotal",2015
176,176,"Eric Axley",57,-0.952,-40.927,-47.362,6.438,43,"StrokesGainedTotal",2015
177,177,"Matt Every",73,-0.968,-54.219,-58.416,4.198,56,"StrokesGainedTotal",2015
178,178,"Robert Allenby",63,-0.97,-49.452,-10.985,-38.465,51,"StrokesGainedTotal",2015
179,179,"Andrew Svoboda",80,-1.067,-74.68,-72.885,-1.792,70,"StrokesGainedTotal",2015
180,180,"Bill Lunde",50,-1.244,-44.788,-26.055,-18.731,36,"StrokesGainedTotal",2015
181,181,"Oscar Fraustro",58,-1.316,-52.656,-41.345,-11.308,40,"StrokesGainedTotal",2015
182,182,"Jim Renner",68,-1.449,-81.13,-25.428,-55.698,56,"StrokesGainedTotal",2015
183,183,"Heath Slocum",57,-1.564,-61,-37.813,-23.184,39,"StrokesGainedTotal",2015
184,184,"Roger Sloan",56,-1.605,-64.21,-44.137,-20.07,40,"StrokesGainedTotal",2015
