"ConsecutivePar4Birdies_RANKTHISWEEK_2014","ConsecutivePar4Birdies_RANKLASTWEEK_2014","ConsecutivePar4Birdies_PLAYERNAME_2014","ConsecutivePar4Birdies_EVENTS_2014","ConsecutivePar4Birdies_NUMBEROFHOLES_2014","stat_name","year"
1,1,"Harris English",28,5,"ConsecutivePar4Birdies",2014
1,1,"Paul Goydos",19,5,"ConsecutivePar4Birdies",2014
1,1,"Luke Guthrie",26,5,"ConsecutivePar4Birdies",2014
1,1,"Brian Harman",32,5,"ConsecutivePar4Birdies",2014
1,1,"David Hearn",28,5,"ConsecutivePar4Birdies",2014
1,1,"Justin Hicks",30,5,"ConsecutivePar4Birdies",2014
1,1,"Zach Johnson",26,5,"ConsecutivePar4Birdies",2014
1,1,"Matt Jones",25,5,"ConsecutivePar4Birdies",2014
1,1,"Matt Kuchar",24,5,"ConsecutivePar4Birdies",2014
1,1,"Will Ma Kenzie",27,5,"ConsecutivePar4Birdies",2014
1,1,"Zachary Olsen",2,5,"ConsecutivePar4Birdies",2014
1,1,"Ian Poulter",17,5,"ConsecutivePar4Birdies",2014
1,1,"Jim Renner",25,5,"ConsecutivePar4Birdies",2014
1,1,"Brandt Snedeker",25,5,"ConsecutivePar4Birdies",2014
1,1,"Kevin Stadler",26,5,"ConsecutivePar4Birdies",2014
1,1,"Scott Stallings",28,5,"ConsecutivePar4Birdies",2014
1,1,"Kevin Streelman",24,5,"ConsecutivePar4Birdies",2014
1,1,"Daniel Summerhays",27,5,"ConsecutivePar4Birdies",2014
1,1,"Michael Thompson",22,5,"ConsecutivePar4Birdies",2014
20,20,"Robert Allenby",29,4,"ConsecutivePar4Birdies",2014
20,20,"Jason Allred",9,4,"ConsecutivePar4Birdies",2014
20,20,"Mark Anderson",8,4,"ConsecutivePar4Birdies",2014
20,20,"Stuart Appleby",29,4,"ConsecutivePar4Birdies",2014
20,20,"Jason Bohn",25,4,"ConsecutivePar4Birdies",2014
20,20,"Keegan Bradley",26,4,"ConsecutivePar4Birdies",2014
20,20,"Scott Brown",30,4,"ConsecutivePar4Birdies",2014
20,20,"Angel Cabrera",23,4,"ConsecutivePar4Birdies",2014
20,20,"Kevin Chappell",28,4,"ConsecutivePar4Birdies",2014
20,20,"KJ Choi",23,4,"ConsecutivePar4Birdies",2014
20,20,"Stewart Cink",25,4,"ConsecutivePar4Birdies",2014
20,20,"Will Claxton",8,4,"ConsecutivePar4Birdies",2014
20,20,"Chad Collins",28,4,"ConsecutivePar4Birdies",2014
20,20,"Ben Curtis",24,4,"ConsecutivePar4Birdies",2014
20,20,"Victor Dubuisson",10,4,"ConsecutivePar4Birdies",2014
20,20,"Jason Dufner",17,4,"ConsecutivePar4Birdies",2014
20,20,"Ernie Els",24,4,"ConsecutivePar4Birdies",2014
20,20,"Darren Fichardt",2,4,"ConsecutivePar4Birdies",2014
20,20,"Martin Flores",26,4,"ConsecutivePar4Birdies",2014
20,20,"Rickie Fowler",26,4,"ConsecutivePar4Birdies",2014
20,20,"Sergio Garcia",16,4,"ConsecutivePar4Birdies",2014
20,20,"Jason Gore",7,4,"ConsecutivePar4Birdies",2014
20,20,"Chesson Hadley",29,4,"ConsecutivePar4Birdies",2014
20,20,"Russell Henley",29,4,"ConsecutivePar4Birdies",2014
20,20,"Jim Herman",21,4,"ConsecutivePar4Birdies",2014
20,20,"Billy Horschel",27,4,"ConsecutivePar4Birdies",2014
20,20,"Charles Howell III",29,4,"ConsecutivePar4Birdies",2014
20,20,"Ryo Ishikawa",24,4,"ConsecutivePar4Birdies",2014
20,20,"Dustin Johnson",17,4,"ConsecutivePar4Birdies",2014
20,20,"Robert Karlsson",7,4,"ConsecutivePar4Birdies",2014
20,20,"Martin Kaymer",19,4,"ConsecutivePar4Birdies",2014
20,20,"Russell Knox",26,4,"ConsecutivePar4Birdies",2014
20,20,"Brooks Koepka",16,4,"ConsecutivePar4Birdies",2014
20,20,"Jason Kokrak",19,4,"ConsecutivePar4Birdies",2014
20,20,"Danny Lee",28,4,"ConsecutivePar4Birdies",2014
20,20,"Hideki Matsuyama",24,4,"ConsecutivePar4Birdies",2014
20,20,"Troy Matteson",23,4,"ConsecutivePar4Birdies",2014
20,20,"William McGirt",29,4,"ConsecutivePar4Birdies",2014
20,20,"Rory McIlroy",17,4,"ConsecutivePar4Birdies",2014
20,20,"George McNeill",24,4,"ConsecutivePar4Birdies",2014
20,20,"John Merrick",25,4,"ConsecutivePar4Birdies",2014
20,20,"Ryan Moore",24,4,"ConsecutivePar4Birdies",2014
20,20,"Geoff Ogilvy",26,4,"ConsecutivePar4Birdies",2014
20,20,"Jeff Overton",24,4,"ConsecutivePar4Birdies",2014
20,20,"Ryan Palmer",23,4,"ConsecutivePar4Birdies",2014
20,20,"Pat Perez",25,4,"ConsecutivePar4Birdies",2014
20,20,"DA Points",27,4,"ConsecutivePar4Birdies",2014
20,20,"Michael Putnam",30,4,"ConsecutivePar4Birdies",2014
20,20,"Patrick Reed",28,4,"ConsecutivePar4Birdies",2014
20,20,"Justin Rose",19,4,"ConsecutivePar4Birdies",2014
20,20,"Webb Simpson",25,4,"ConsecutivePar4Birdies",2014
20,20,"Brendan Steele",26,4,"ConsecutivePar4Birdies",2014
20,20,"Henrik Stenson",15,4,"ConsecutivePar4Birdies",2014
20,20,"Brian Stuard",29,4,"ConsecutivePar4Birdies",2014
20,20,"Andrew Svoboda",24,4,"ConsecutivePar4Birdies",2014
20,20,"Cameron Tringale",31,4,"ConsecutivePar4Birdies",2014
20,20,"Kevin Tway",23,4,"ConsecutivePar4Birdies",2014
20,20,"Tyrone Van Aswegen",25,4,"ConsecutivePar4Birdies",2014
20,20,"Bo Van Pelt",25,4,"ConsecutivePar4Birdies",2014
20,20,"Jhonattan Vegas",23,4,"ConsecutivePar4Birdies",2014
20,20,"Camilo Villegas",29,4,"ConsecutivePar4Birdies",2014
20,20,"Bubba Watson",21,4,"ConsecutivePar4Birdies",2014
20,20,"Mike Weir",25,4,"ConsecutivePar4Birdies",2014
