"PuttsperRoundRound3_RANKTHISWEEK_2012","PuttsperRoundRound3_RANKLASTWEEK_2012","PuttsperRoundRound3_PLAYERNAME_2012","PuttsperRoundRound3__2012","PuttsperRoundRound3_AVG_2012","PuttsperRoundRound3_TOTALPUTTS_2012","PuttsperRoundRound3_TOTALROUNDS_2012","stat_name","year"
1,1,"Brian Gay",NA,26.82,456,17,"PuttsperRoundRound3",2012
2,2,"Jonas Blixt",NA,27.19,435,16,"PuttsperRoundRound3",2012
2,2,"Jeff Overton",NA,27.19,571,21,"PuttsperRoundRound3",2012
4,4,"Phil Mickelson",NA,27.5,495,18,"PuttsperRoundRound3",2012
5,5,"Billy Hurley III",NA,27.56,248,9,"PuttsperRoundRound3",2012
6,6,"Daniel Chopra",NA,27.57,193,7,"PuttsperRoundRound3",2012
7,7,"Zach Johnson",NA,27.74,638,23,"PuttsperRoundRound3",2012
8,8,"Sangmoon Bae",NA,27.75,444,16,"PuttsperRoundRound3",2012
9,9,"Ryan Palmer",NA,27.76,472,17,"PuttsperRoundRound3",2012
10,10,"Matt Bettencourt",NA,27.78,250,9,"PuttsperRoundRound3",2012
11,11,"Ian Poulter",NA,27.86,390,14,"PuttsperRoundRound3",2012
12,12,"Bryce Molder",NA,27.88,474,17,"PuttsperRoundRound3",2012
13,13,"Kevin Kisner",NA,27.89,251,9,"PuttsperRoundRound3",2012
14,14,"Brian Davis",NA,27.94,475,17,"PuttsperRoundRound3",2012
14,14,"William McGirt",NA,27.94,503,18,"PuttsperRoundRound3",2012
14,14,"Webb Simpson",NA,27.94,475,17,"PuttsperRoundRound3",2012
17,17,"Greg Chalmers",NA,27.95,559,20,"PuttsperRoundRound3",2012
18,18,"Freddie Jacobson",NA,28,392,14,"PuttsperRoundRound3",2012
18,18,"Jerry Kelly",NA,28,448,16,"PuttsperRoundRound3",2012
20,20,"Brandt Snedeker",NA,28.06,505,18,"PuttsperRoundRound3",2012
20,20,"Johnson Wagner",NA,28.06,477,17,"PuttsperRoundRound3",2012
22,22,"Luke Donald",NA,28.07,421,15,"PuttsperRoundRound3",2012
23,23,"YE Yang",NA,28.08,337,12,"PuttsperRoundRound3",2012
24,24,"Padraig Harrington",NA,28.13,422,15,"PuttsperRoundRound3",2012
25,25,"Gavin Coles",NA,28.15,366,13,"PuttsperRoundRound3",2012
26,26,"David Mathis",NA,28.23,367,13,"PuttsperRoundRound3",2012
