"OnePuttPercentageRound4_RANKTHISWEEK_2013","OnePuttPercentageRound4_RANKLASTWEEK_2013","OnePuttPercentageRound4_PLAYERNAME_2013","OnePuttPercentageRound4__2013","OnePuttPercentageRound4_Pct_2013","OnePuttPercentageRound4_OF1PUTTS_2013","OnePuttPercentageRound4_OFHOLES_2013","stat_name","year"
1,1,"Brian Gay",NA,50.69,146,288,"OnePuttPercentageRound4",2013
2,2,"YE Yang",NA,50,81,162,"OnePuttPercentageRound4",2013
3,3,"Mike Weir",NA,49.21,62,126,"OnePuttPercentageRound4",2013
4,4,"Aaron Baddeley",NA,47.78,86,180,"OnePuttPercentageRound4",2013
5,5,"Bryce Molder",NA,47.39,145,306,"OnePuttPercentageRound4",2013
6,6,"Justin Bolli",NA,47.22,34,72,"OnePuttPercentageRound4",2013
7,7,"Matt Jones",NA,46.41,142,306,"OnePuttPercentageRound4",2013
8,8,"Jason Bohn",NA,46.3,100,216,"OnePuttPercentageRound4",2013
9,9,"Jonas Blixt",NA,46.15,108,234,"OnePuttPercentageRound4",2013
10,10,"Steven Bowditch",NA,45.96,91,198,"OnePuttPercentageRound4",2013
11,11,"Rickie Fowler",NA,45.56,123,270,"OnePuttPercentageRound4",2013
12,12,"David Lingmerth",NA,45.45,90,198,"OnePuttPercentageRound4",2013
13,13,"Vaughn Taylor",NA,45.14,65,144,"OnePuttPercentageRound4",2013
14,14,"Ted Potter Jr",NA,45.06,73,162,"OnePuttPercentageRound4",2013
15,15,"Jordan Spieth",NA,44.44,144,324,"OnePuttPercentageRound4",2013
15,15,"Cameron Tringale",NA,44.44,128,288,"OnePuttPercentageRound4",2013
17,17,"Martin Flores",NA,44.1,127,288,"OnePuttPercentageRound4",2013
18,18,"Doug LaBelle II",NA,44.02,103,234,"OnePuttPercentageRound4",2013
19,19,"Billy Horschel",NA,43.94,174,396,"OnePuttPercentageRound4",2013
19,19,"Robert Streb",NA,43.94,87,198,"OnePuttPercentageRound4",2013
21,21,"Charles Howell III",NA,43.83,142,324,"OnePuttPercentageRound4",2013
22,22,"Jeff Overton",NA,43.75,126,288,"OnePuttPercentageRound4",2013
23,23,"DA Points",NA,43.7,118,270,"OnePuttPercentageRound4",2013
24,24,"Jason Day",NA,43.61,157,360,"OnePuttPercentageRound4",2013
25,25,"David Hearn",NA,43.46,133,306,"OnePuttPercentageRound4",2013
25,25,"Ryan Palmer",NA,43.46,133,306,"OnePuttPercentageRound4",2013
27,27,"Greg Chalmers",NA,43.16,101,234,"OnePuttPercentageRound4",2013
28,28,"Peter Hanson",NA,43.06,62,144,"OnePuttPercentageRound4",2013
28,28,"Lee Williams",NA,43.06,62,144,"OnePuttPercentageRound4",2013
