"FirstTeeLateRound4ScoringAverage_RANKTHISWEEK_2011","FirstTeeLateRound4ScoringAverage_RANKLASTWEEK_2011","FirstTeeLateRound4ScoringAverage_PLAYERNAME_2011","FirstTeeLateRound4ScoringAverage__2011","FirstTeeLateRound4ScoringAverage_AVG_2011","FirstTeeLateRound4ScoringAverage_TOTALSTROKES_2011","FirstTeeLateRound4ScoringAverage_TOTALROUNDS_2011","stat_name","year"
1,1,"Marc Turnesa",NA,66,66,1,"FirstTeeLateRound4ScoringAverage",2011
2,2,"Scott McCarron",NA,67,134,2,"FirstTeeLateRound4ScoringAverage",2011
3,3,"Tom Gillis",NA,67.5,135,2,"FirstTeeLateRound4ScoringAverage",2011
4,4,"Tim Herron",NA,67.75,271,4,"FirstTeeLateRound4ScoringAverage",2011
5,5,"Derek Lamely",NA,68,136,2,"FirstTeeLateRound4ScoringAverage",2011
6,6,"Kevin Streelman",NA,68.2,341,5,"FirstTeeLateRound4ScoringAverage",2011
7,7,"Luke Donald",NA,68.42,821,12,"FirstTeeLateRound4ScoringAverage",2011
8,8,"Ian Poulter",NA,68.5,137,2,"FirstTeeLateRound4ScoringAverage",2011
9,9,"Stephen Ames",NA,68.67,206,3,"FirstTeeLateRound4ScoringAverage",2011
10,10,"Jason Dufner",NA,68.86,482,7,"FirstTeeLateRound4ScoringAverage",2011
11,11,"Carl Pettersson",NA,68.88,551,8,"FirstTeeLateRound4ScoringAverage",2011
12,12,"Webb Simpson",NA,68.93,1034,15,"FirstTeeLateRound4ScoringAverage",2011
13,13,"Shane Bertsch",NA,69,345,5,"FirstTeeLateRound4ScoringAverage",2011
13,13,"Jason Bohn",NA,69,69,1,"FirstTeeLateRound4ScoringAverage",2011
13,13,"Chris Kirk",NA,69,276,4,"FirstTeeLateRound4ScoringAverage",2011
13,13,"Billy Mayfair",NA,69,207,3,"FirstTeeLateRound4ScoringAverage",2011
13,13,"George McNeill",NA,69,345,5,"FirstTeeLateRound4ScoringAverage",2011
13,13,"Matt McQuillan",NA,69,276,4,"FirstTeeLateRound4ScoringAverage",2011
13,13,"Jeff Overton",NA,69,276,4,"FirstTeeLateRound4ScoringAverage",2011
13,13,"Jim Renner",NA,69,207,3,"FirstTeeLateRound4ScoringAverage",2011
21,21,"Bryce Molder",NA,69.11,622,9,"FirstTeeLateRound4ScoringAverage",2011
22,22,"Andres Romero",NA,69.17,415,6,"FirstTeeLateRound4ScoringAverage",2011
23,23,"Kevin Stadler",NA,69.2,346,5,"FirstTeeLateRound4ScoringAverage",2011
24,24,"Ryuji Imada",NA,69.25,277,4,"FirstTeeLateRound4ScoringAverage",2011
25,25,"Camilo Villegas",NA,69.29,485,7,"FirstTeeLateRound4ScoringAverage",2011
26,26,"David Duval",NA,69.33,208,3,"FirstTeeLateRound4ScoringAverage",2011
26,26,"Kevin Na",NA,69.33,416,6,"FirstTeeLateRound4ScoringAverage",2011
28,28,"Chez Reavie",NA,69.43,486,7,"FirstTeeLateRound4ScoringAverage",2011
29,29,"Tommy Gainey",NA,69.5,695,10,"FirstTeeLateRound4ScoringAverage",2011
29,29,"Paul Goydos",NA,69.5,278,4,"FirstTeeLateRound4ScoringAverage",2011
29,29,"Brandt Snedeker",NA,69.5,834,12,"FirstTeeLateRound4ScoringAverage",2011
32,32,"Ben Crane",NA,69.6,348,5,"FirstTeeLateRound4ScoringAverage",2011
33,33,"Robert Allenby",NA,69.71,488,7,"FirstTeeLateRound4ScoringAverage",2011
33,33,"Robert Karlsson",NA,69.71,488,7,"FirstTeeLateRound4ScoringAverage",2011
33,33,"Charl Schwartzel",NA,69.71,488,7,"FirstTeeLateRound4ScoringAverage",2011
36,36,"Angel Cabrera",NA,69.75,279,4,"FirstTeeLateRound4ScoringAverage",2011
36,36,"Ernie Els",NA,69.75,279,4,"FirstTeeLateRound4ScoringAverage",2011
36,36,"Phil Mickelson",NA,69.75,837,12,"FirstTeeLateRound4ScoringAverage",2011
36,36,"Heath Slocum",NA,69.75,279,4,"FirstTeeLateRound4ScoringAverage",2011
40,40,"Roland Thatcher",NA,69.83,419,6,"FirstTeeLateRound4ScoringAverage",2011
41,41,"KJ Choi",NA,69.89,629,9,"FirstTeeLateRound4ScoringAverage",2011
41,41,"Jason Day",NA,69.89,629,9,"FirstTeeLateRound4ScoringAverage",2011
43,43,"Woody Austin",NA,70,210,3,"FirstTeeLateRound4ScoringAverage",2011
