"Last15EventsPutting_RANKTHISWEEK_2005","Last15EventsPutting_RANKLASTWEEK_2005","Last15EventsPutting_PLAYERNAME_2005","Last15EventsPutting_EVENTS_2005","Last15EventsPutting_RATING_2005","stat_name","year"
1,1,"Gabriel Hjertstedt",1,9.5,"Last15EventsPutting",2005
2,2,"Willie Wood",1,9.3,"Last15EventsPutting",2005
3,3,"Kazuhiko Hosokawa",1,9,"Last15EventsPutting",2005
3,3,"Jim Rutledge",1,9,"Last15EventsPutting",2005
5,5,"Kelly Grunewald",1,8.9,"Last15EventsPutting",2005
6,6,"Brian Henninger",1,8.8,"Last15EventsPutting",2005
7,7,"James Driscoll",6,8.6,"Last15EventsPutting",2005
7,7,"Gavin Flint",1,8.6,"Last15EventsPutting",2005
7,7,"Bob Heintz",8,8.6,"Last15EventsPutting",2005
7,7,"Mike Springer",4,8.6,"Last15EventsPutting",2005
7,7,"Ted Tryba",1,8.6,"Last15EventsPutting",2005
12,12,"Justin Bolli",5,8.5,"Last15EventsPutting",2005
12,12,"Ben Crane",10,8.5,"Last15EventsPutting",2005
12,12,"Jason Hartwick",1,8.5,"Last15EventsPutting",2005
12,12,"Joel Kribel",2,8.5,"Last15EventsPutting",2005
12,12,"Rob Rashell",2,8.5,"Last15EventsPutting",2005
12,12,"Esteban Toledo",4,8.5,"Last15EventsPutting",2005
18,18,"Michael Allen",5,8.4,"Last15EventsPutting",2005
18,18,"Aaron Baddeley",6,8.4,"Last15EventsPutting",2005
18,18,"Jose Coceres",4,8.4,"Last15EventsPutting",2005
18,18,"Brad Faxon",10,8.4,"Last15EventsPutting",2005
18,18,"Todd Fischer",8,8.4,"Last15EventsPutting",2005
18,18,"Wayne Levi",2,8.4,"Last15EventsPutting",2005
18,18,"Ryan Moore",8,8.4,"Last15EventsPutting",2005
18,18,"Craig Stadler",4,8.4,"Last15EventsPutting",2005
18,18,"Tiger Woods",8,8.4,"Last15EventsPutting",2005
18,18,"YE Yang",1,8.4,"Last15EventsPutting",2005
28,28,"John Elliott",3,8.3,"Last15EventsPutting",2005
28,28,"Stephen Gangluff",1,8.3,"Last15EventsPutting",2005
28,28,"Brian Gay",8,8.3,"Last15EventsPutting",2005
28,28,"Tom Pernice Jr",9,8.3,"Last15EventsPutting",2005
28,28,"Mike Weir",3,8.3,"Last15EventsPutting",2005
33,33,"Doug Barron",6,8.2,"Last15EventsPutting",2005
33,33,"Colby Beckstrom",1,8.2,"Last15EventsPutting",2005
33,33,"Craig Bowden",6,8.2,"Last15EventsPutting",2005
33,33,"Olin Browne",10,8.2,"Last15EventsPutting",2005
33,33,"Daniel Chopra",6,8.2,"Last15EventsPutting",2005
33,33,"Darren Clarke",9,8.2,"Last15EventsPutting",2005
33,33,"Erik Compton",2,8.2,"Last15EventsPutting",2005
33,33,"Chris Couch",1,8.2,"Last15EventsPutting",2005
33,33,"John Daly",5,8.2,"Last15EventsPutting",2005
33,33,"Glen Day",9,8.2,"Last15EventsPutting",2005
33,33,"Ernie Els",10,8.2,"Last15EventsPutting",2005
33,33,"Brad Fabel",1,8.2,"Last15EventsPutting",2005
33,33,"Kenneth Ferrie",2,8.2,"Last15EventsPutting",2005
33,33,"JP Hayes",7,8.2,"Last15EventsPutting",2005
33,33,"John Ray Leary",1,8.2,"Last15EventsPutting",2005
33,33,"Steve Marino",1,8.2,"Last15EventsPutting",2005
33,33,"Kelly Mitchum",1,8.2,"Last15EventsPutting",2005
33,33,"Corey Pavin",9,8.2,"Last15EventsPutting",2005
33,33,"Pat Perez",8,8.2,"Last15EventsPutting",2005
33,33,"Ben Portie",1,8.2,"Last15EventsPutting",2005
33,33,"Bob Sowards",2,8.2,"Last15EventsPutting",2005
33,33,"Steve Stricker",7,8.2,"Last15EventsPutting",2005
33,58,"David Toms",7,8.2,"Last15EventsPutting",2005
33,33,"Duffy Waldorf",6,8.2,"Last15EventsPutting",2005
33,33,"Charlie Wi",6,8.2,"Last15EventsPutting",2005
33,33,"Mark Wilson",7,8.2,"Last15EventsPutting",2005
59,58,"Arjun Atwal",14,8.1,"Last15EventsPutting",2005
59,58,"Jason Bohn",10,8.1,"Last15EventsPutting",2005
59,58,"Angel Cabrera",6,8.1,"Last15EventsPutting",2005
59,58,"Marc Cayeux",1,8.1,"Last15EventsPutting",2005
59,58,"KJ Choi",6,8.1,"Last15EventsPutting",2005
59,58,"Gavin Coles",8,8.1,"Last15EventsPutting",2005
59,58,"David Frost",6,8.1,"Last15EventsPutting",2005
59,58,"Robert Gamez",10,8.1,"Last15EventsPutting",2005
59,58,"Richard Green",6,8.1,"Last15EventsPutting",2005
59,58,"Tetsuji Hiratsuka",1,8.1,"Last15EventsPutting",2005
59,58,"Peter Jacobsen",4,8.1,"Last15EventsPutting",2005
59,58,"Zach Johnson",6,8.1,"Last15EventsPutting",2005
59,58,"Kent Jones",8,8.1,"Last15EventsPutting",2005
59,58,"Brendan Jones",6,8.1,"Last15EventsPutting",2005
59,58,"Len Mattiace",3,8.1,"Last15EventsPutting",2005
59,58,"John Morgan",2,8.1,"Last15EventsPutting",2005
59,58,"Kevin Na",5,8.1,"Last15EventsPutting",2005
59,58,"Mark OMeara",8,8.1,"Last15EventsPutting",2005
59,58,"Ryan Palmer",8,8.1,"Last15EventsPutting",2005
59,58,"Jesper Parnevik",10,8.1,"Last15EventsPutting",2005
59,58,"Phillip Price",7,8.1,"Last15EventsPutting",2005
59,58,"Tag Ridings",8,8.1,"Last15EventsPutting",2005
59,58,"Chris Riley",3,8.1,"Last15EventsPutting",2005
59,58,"Rory Sabbatini",8,8.1,"Last15EventsPutting",2005
59,58,"Jimmy Walker",4,8.1,"Last15EventsPutting",2005
59,58,"Nick Watney",5,8.1,"Last15EventsPutting",2005
85,85,"Stephen Ames",10,8,"Last15EventsPutting",2005
85,85,"Cameron Beckman",9,8,"Last15EventsPutting",2005
85,85,"Rich Beem",3,8,"Last15EventsPutting",2005
85,85,"John Cook",5,8,"Last15EventsPutting",2005
85,85,"Ben Curtis",6,8,"Last15EventsPutting",2005
85,85,"Marco Dawson",12,8,"Last15EventsPutting",2005
85,85,"Bob Estes",11,8,"Last15EventsPutting",2005
85,85,"Brent Geiberger",4,8,"Last15EventsPutting",2005
85,85,"Lucas Glover",8,8,"Last15EventsPutting",2005
85,85,"Paul Gow",5,8,"Last15EventsPutting",2005
85,85,"Glen Hnatiuk",4,8,"Last15EventsPutting",2005
85,85,"Scott Hoch",2,8,"Last15EventsPutting",2005
85,85,"Franklin Langham",6,8,"Last15EventsPutting",2005
85,85,"Davis Love III",7,8,"Last15EventsPutting",2005
85,85,"Steve Lowery",11,8,"Last15EventsPutting",2005
85,85,"Dick Mast",1,8,"Last15EventsPutting",2005
85,85,"Spike McRoy",5,8,"Last15EventsPutting",2005
85,85,"Phil Mickelson",9,8,"Last15EventsPutting",2005
85,85,"Larry Mize",6,8,"Last15EventsPutting",2005
85,85,"John Morse",1,8,"Last15EventsPutting",2005
85,85,"Joe Ogilvie",7,8,"Last15EventsPutting",2005
85,85,"David Ogrin",1,8,"Last15EventsPutting",2005
85,85,"Jose Maria Olazabal",10,8,"Last15EventsPutting",2005
85,85,"Carl Pettersson",10,8,"Last15EventsPutting",2005
85,85,"DA Points",8,8,"Last15EventsPutting",2005
85,85,"John Riegger",6,8,"Last15EventsPutting",2005
85,85,"Loren Roberts",7,8,"Last15EventsPutting",2005
85,85,"Tom Scherrer",2,8,"Last15EventsPutting",2005
85,85,"Vijay Singh",9,8,"Last15EventsPutting",2005
85,85,"Henrik Stenson",2,8,"Last15EventsPutting",2005
85,85,"Doug Tewell",1,8,"Last15EventsPutting",2005
85,85,"Kirk Triplett",7,8,"Last15EventsPutting",2005
85,85,"Jay Williamson",10,8,"Last15EventsPutting",2005
118,119,"Chris Anderson",5,7.9,"Last15EventsPutting",2005
118,119,"Mark Calcavecchia",8,7.9,"Last15EventsPutting",2005
118,119,"Stewart Cink",9,7.9,"Last15EventsPutting",2005
118,119,"Tim Clark",7,7.9,"Last15EventsPutting",2005
118,119,"Jay Delsing",9,7.9,"Last15EventsPutting",2005
118,85,"Chris DiMarco",8,7.9,"Last15EventsPutting",2005
118,119,"Scott Dunlap",2,7.9,"Last15EventsPutting",2005
118,119,"Danny Ellis",7,7.9,"Last15EventsPutting",2005
118,119,"Jim Furyk",10,7.9,"Last15EventsPutting",2005
118,119,"Paul Goydos",9,7.9,"Last15EventsPutting",2005
118,119,"Bill Haas",4,7.9,"Last15EventsPutting",2005
118,119,"Padraig Harrington",10,7.9,"Last15EventsPutting",2005
118,119,"Dudley Hart",8,7.9,"Last15EventsPutting",2005
118,119,"Ryuji Imada",6,7.9,"Last15EventsPutting",2005
118,119,"Freddie Jacobson",8,7.9,"Last15EventsPutting",2005
118,119,"Miguel Angel Jimenez",4,7.9,"Last15EventsPutting",2005
118,119,"Richard Johnson",8,7.9,"Last15EventsPutting",2005
118,119,"Spencer Levin",3,7.9,"Last15EventsPutting",2005
118,119,"Andrew Magee",3,7.9,"Last15EventsPutting",2005
118,119,"Hunter Mahan",5,7.9,"Last15EventsPutting",2005
118,119,"Shigeki Maruyama",9,7.9,"Last15EventsPutting",2005
118,119,"Brenden Pappas",10,7.9,"Last15EventsPutting",2005
118,119,"Brett Quigley",6,7.9,"Last15EventsPutting",2005
118,119,"Patrick Sheehan",7,7.9,"Last15EventsPutting",2005
118,119,"Wes Short Jr",7,7.9,"Last15EventsPutting",2005
118,119,"Jeff Sluman",8,7.9,"Last15EventsPutting",2005
118,119,"Mike Standly",2,7.9,"Last15EventsPutting",2005
118,119,"Bob Tway",7,7.9,"Last15EventsPutting",2005
118,119,"Scott Verplank",10,7.9,"Last15EventsPutting",2005
118,119,"Garrett Willis",6,7.9,"Last15EventsPutting",2005
118,119,"Dean Wilson",9,7.9,"Last15EventsPutting",2005
149,149,"Woody Austin",11,7.8,"Last15EventsPutting",2005
149,149,"Paul Azinger",6,7.8,"Last15EventsPutting",2005
149,149,"Rich Barcelo",1,7.8,"Last15EventsPutting",2005
149,149,"Brian Bateman",6,7.8,"Last15EventsPutting",2005
149,149,"Steven Bowditch",1,7.8,"Last15EventsPutting",2005
149,149,"Bart Bryant",10,7.8,"Last15EventsPutting",2005
149,149,"Bob Burns",5,7.8,"Last15EventsPutting",2005
149,149,"Tom Byrum",7,7.8,"Last15EventsPutting",2005
149,149,"Fred Couples",4,7.8,"Last15EventsPutting",2005
149,149,"Robert Damron",7,7.8,"Last15EventsPutting",2005
149,149,"Nick Dougherty",3,7.8,"Last15EventsPutting",2005
149,149,"Hunter Haas",8,7.8,"Last15EventsPutting",2005
149,149,"Michael Harris",2,7.8,"Last15EventsPutting",2005
149,149,"Jeff Hart",6,7.8,"Last15EventsPutting",2005
149,149,"Tim Herron",11,7.8,"Last15EventsPutting",2005
149,149,"John Huston",8,7.8,"Last15EventsPutting",2005
149,149,"Per Ulrik Johansson",4,7.8,"Last15EventsPutting",2005
149,149,"Hank Kuehne",6,7.8,"Last15EventsPutting",2005
149,149,"Neal Lancaster",9,7.8,"Last15EventsPutting",2005
149,149,"Brad Lardon",2,7.8,"Last15EventsPutting",2005
149,149,"Stephen Leaney",8,7.8,"Last15EventsPutting",2005
149,149,"Justin Leonard",10,7.8,"Last15EventsPutting",2005
149,149,"JL Lewis",9,7.8,"Last15EventsPutting",2005
149,149,"Graeme McDowell",8,7.8,"Last15EventsPutting",2005
149,149,"Jim McGovern",1,7.8,"Last15EventsPutting",2005
149,149,"Sean Murphy",1,7.8,"Last15EventsPutting",2005
149,149,"Sean OHair",10,7.8,"Last15EventsPutting",2005
149,149,"Craig Perks",3,7.8,"Last15EventsPutting",2005
149,217,"Kenny Perry",9,7.8,"Last15EventsPutting",2005
149,149,"Heath Slocum",12,7.8,"Last15EventsPutting",2005
149,149,"Brandt Snedeker",1,7.8,"Last15EventsPutting",2005
149,149,"Kevin Stadler",6,7.8,"Last15EventsPutting",2005
149,149,"Andre Stolz",3,7.8,"Last15EventsPutting",2005
149,149,"Hidemichi Tanaka",10,7.8,"Last15EventsPutting",2005
149,149,"DJ Trahan",5,7.8,"Last15EventsPutting",2005
149,149,"Brett Wetterich",6,7.8,"Last15EventsPutting",2005
185,185,"Eric Axley",1,7.7,"Last15EventsPutting",2005
185,185,"Craig Barlow",7,7.7,"Last15EventsPutting",2005
185,185,"Jonathan Byrd",10,7.7,"Last15EventsPutting",2005
185,185,"Chad Campbell",11,7.7,"Last15EventsPutting",2005
185,185,"Michael Clark II",1,7.7,"Last15EventsPutting",2005
185,185,"Matt Davidson",6,7.7,"Last15EventsPutting",2005
185,185,"Brian Davis",9,7.7,"Last15EventsPutting",2005
185,185,"Ryan Dillon",1,7.7,"Last15EventsPutting",2005
185,185,"Nick Faldo",4,7.7,"Last15EventsPutting",2005
185,185,"Dan Forsman",8,7.7,"Last15EventsPutting",2005
185,185,"Carlos Franco",9,7.7,"Last15EventsPutting",2005
