"Approachesfrom275yardsRgh_RANKTHISWEEK_2012","Approachesfrom275yardsRgh_RANKLASTWEEK_2012","Approachesfrom275yardsRgh_PLAYERNAME_2012","Approachesfrom275yardsRgh_ROUNDS_2012","Approachesfrom275yardsRgh_AVG_2012","Approachesfrom275yardsRgh_TOTALDISTANCEFEET_2012","Approachesfrom275yardsRgh_OFATTEMPTS_2012","Approachesfrom275yardsRgh_RELATIVETOPAR_2012","stat_name","year"
1,1,"Miguel Angel Carballo",73,NA,28.833,1,-1,"Approachesfrom275yardsRgh",2012
2,2,"Ben Curtis",62,NA,29.417,1,-1,"Approachesfrom275yardsRgh",2012
3,3,"Danny Lee",74,NA,38.25,1,0,"Approachesfrom275yardsRgh",2012
4,4,"Heath Slocum",93,NA,84,2,-1,"Approachesfrom275yardsRgh",2012
5,5,"Alexandre Rocha",62,NA,103.25,2,-1,"Approachesfrom275yardsRgh",2012
6,6,"Kyle Reifers",86,NA,183,3,0,"Approachesfrom275yardsRgh",2012
7,7,"Ricky Barnes",92,NA,127.417,2,-2,"Approachesfrom275yardsRgh",2012
8,8,"Geoff Ogilvy",73,NA,64.75,1,0,"Approachesfrom275yardsRgh",2012
9,9,"Billy Hurley III",70,NA,129.583,2,0,"Approachesfrom275yardsRgh",2012
10,10,"Rod Pampling",88,NA,201.583,3,-3,"Approachesfrom275yardsRgh",2012
11,11,"Robert Karlsson",54,NA,206.833,3,-2,"Approachesfrom275yardsRgh",2012
12,12,"Rory Sabbatini",84,NA,143.667,2,0,"Approachesfrom275yardsRgh",2012
13,13,"Mark Anderson",75,NA,71.917,1,-1,"Approachesfrom275yardsRgh",2012
14,14,"James Driscoll",83,NA,360.917,5,-1,"Approachesfrom275yardsRgh",2012
15,15,"Harrison Frazar",56,NA,73.25,1,0,"Approachesfrom275yardsRgh",2012
16,16,"Daniel Chopra",55,NA,220.917,3,-1,"Approachesfrom275yardsRgh",2012
17,17,"Erik Compton",81,NA,148.167,2,-1,"Approachesfrom275yardsRgh",2012
18,18,"Greg Owen",90,NA,300.333,4,-2,"Approachesfrom275yardsRgh",2012
19,19,"Robert Garrigus",89,NA,228.667,3,1,"Approachesfrom275yardsRgh",2012
20,20,"Harris English",98,NA,459.583,6,-6,"Approachesfrom275yardsRgh",2012
21,21,"Gavin Coles",72,NA,76.667,1,0,"Approachesfrom275yardsRgh",2012
22,22,"Gary Woodland",70,NA,76.833,1,-1,"Approachesfrom275yardsRgh",2012
23,23,"Pat Perez",81,NA,307.583,4,-3,"Approachesfrom275yardsRgh",2012
24,24,"Billy Mayfair",90,NA,231.417,3,-2,"Approachesfrom275yardsRgh",2012
25,25,"John Daly",50,NA,464.583,6,-4,"Approachesfrom275yardsRgh",2012
26,26,"Webb Simpson",77,NA,232.583,3,-3,"Approachesfrom275yardsRgh",2012
27,27,"Brendan Steele",77,NA,155.75,2,0,"Approachesfrom275yardsRgh",2012
28,28,"Matt Bettencourt",80,NA,156.25,2,-2,"Approachesfrom275yardsRgh",2012
29,29,"Troy Matteson",100,NA,866,11,-5,"Approachesfrom275yardsRgh",2012
30,30,"George McNeill",85,NA,238.167,3,0,"Approachesfrom275yardsRgh",2012
31,31,"John Rollins",81,NA,159.167,2,0,"Approachesfrom275yardsRgh",2012
32,32,"Martin Flores",95,NA,477.833,6,-2,"Approachesfrom275yardsRgh",2012
33,33,"Kevin Na",80,NA,400.75,5,-4,"Approachesfrom275yardsRgh",2012
34,34,"Scott Dunlap",57,NA,161.167,2,-2,"Approachesfrom275yardsRgh",2012
35,35,"Steve Stricker",73,NA,162.75,2,-2,"Approachesfrom275yardsRgh",2012
36,36,"Brendon Todd",78,NA,249.5,3,-3,"Approachesfrom275yardsRgh",2012
37,37,"Jonas Blixt",72,NA,166.5,2,-2,"Approachesfrom275yardsRgh",2012
38,38,"Lee Westwood",60,NA,678.25,8,0,"Approachesfrom275yardsRgh",2012
39,39,"Russell Knox",72,NA,85.083,1,-1,"Approachesfrom275yardsRgh",2012
40,40,"Matt Every",80,NA,510.833,6,-3,"Approachesfrom275yardsRgh",2012
41,41,"Bill Haas",79,NA,258.167,3,-1,"Approachesfrom275yardsRgh",2012
42,42,"Chris Stroud",86,NA,432.333,5,-1,"Approachesfrom275yardsRgh",2012
43,43,"John Huh",99,NA,524.25,6,-2,"Approachesfrom275yardsRgh",2012
44,44,"Marc Leishman",84,NA,264.583,3,-2,"Approachesfrom275yardsRgh",2012
45,45,"Garth Mulroy",59,NA,265,3,-2,"Approachesfrom275yardsRgh",2012
46,46,"Kyle Stanley",86,NA,354.917,4,-4,"Approachesfrom275yardsRgh",2012
47,47,"Ryan Palmer",81,NA,270.583,3,0,"Approachesfrom275yardsRgh",2012
48,48,"Vijay Singh",99,NA,633.5,7,-4,"Approachesfrom275yardsRgh",2012
49,49,"Keegan Bradley",90,NA,181.583,2,0,"Approachesfrom275yardsRgh",2012
50,50,"Scott Brown",65,NA,182.417,2,1,"Approachesfrom275yardsRgh",2012
51,51,"Sung Kang",75,NA,642,7,-3,"Approachesfrom275yardsRgh",2012
52,52,"Angel Cabrera",54,NA,277.417,3,-2,"Approachesfrom275yardsRgh",2012
53,53,"Bryce Molder",83,NA,185.917,2,-2,"Approachesfrom275yardsRgh",2012
54,54,"Bud Cauley",99,NA,376.667,4,-4,"Approachesfrom275yardsRgh",2012
55,55,"Kevin Stadler",85,NA,283.917,3,-1,"Approachesfrom275yardsRgh",2012
56,56,"Sean OHair",84,NA,571.833,6,-2,"Approachesfrom275yardsRgh",2012
57,57,"Jeff Overton",101,NA,382.5,4,-2,"Approachesfrom275yardsRgh",2012
58,58,"Brendon de Jonge",115,NA,674.333,7,-4,"Approachesfrom275yardsRgh",2012
59,59,"Graham DeLaet",79,NA,289.167,3,-2,"Approachesfrom275yardsRgh",2012
60,60,"Scott Piercy",95,NA,868.833,9,-5,"Approachesfrom275yardsRgh",2012
61,61,"Jonathan Byrd",69,NA,580.667,6,-5,"Approachesfrom275yardsRgh",2012
62,62,"Spencer Levin",81,NA,290.5,3,0,"Approachesfrom275yardsRgh",2012
63,63,"Freddie Jacobson",61,NA,292.167,3,-2,"Approachesfrom275yardsRgh",2012
64,64,"Josh Teater",97,NA,585.333,6,-1,"Approachesfrom275yardsRgh",2012
65,65,"David Mathis",83,NA,97.833,1,-1,"Approachesfrom275yardsRgh",2012
66,66,"Mark Wilson",84,NA,98.417,1,-1,"Approachesfrom275yardsRgh",2012
67,67,"Kevin Chappell",91,NA,596.333,6,1,"Approachesfrom275yardsRgh",2012
67,67,"Phil Mickelson",79,NA,496.917,5,-2,"Approachesfrom275yardsRgh",2012
69,69,"Zach Johnson",95,NA,100,1,-1,"Approachesfrom275yardsRgh",2012
70,70,"Blake Adams",107,NA,300.5,3,-2,"Approachesfrom275yardsRgh",2012
70,70,"Charley Hoffman",88,NA,801,8,-4,"Approachesfrom275yardsRgh",2012
72,72,"Rory McIlroy",60,NA,100.25,1,0,"Approachesfrom275yardsRgh",2012
73,73,"Ernie Els",80,NA,201.667,2,0,"Approachesfrom275yardsRgh",2012
73,73,"Bobby Gates",87,NA,705.583,7,-1,"Approachesfrom275yardsRgh",2012
75,75,"Tommy Gainey",98,NA,201.75,2,0,"Approachesfrom275yardsRgh",2012
76,76,"Bubba Watson",68,NA,405.417,4,-2,"Approachesfrom275yardsRgh",2012
77,77,"Will Claxton",99,NA,202.917,2,1,"Approachesfrom275yardsRgh",2012
78,78,"Kris Blanks",65,NA,102.167,1,0,"Approachesfrom275yardsRgh",2012
78,78,"Jim Furyk",85,NA,204.25,2,-1,"Approachesfrom275yardsRgh",2012
80,80,"John Senden",81,NA,719.417,7,-2,"Approachesfrom275yardsRgh",2012
81,81,"Jimmy Walker",101,NA,720.583,7,-3,"Approachesfrom275yardsRgh",2012
82,82,"JB Holmes",90,NA,309.917,3,2,"Approachesfrom275yardsRgh",2012
83,83,"Richard Lee",71,NA,103.583,1,-1,"Approachesfrom275yardsRgh",2012
84,84,"Charl Schwartzel",56,NA,208.25,2,-1,"Approachesfrom275yardsRgh",2012
85,85,"Rocco Mediate",70,NA,417.417,4,-2,"Approachesfrom275yardsRgh",2012
85,85,"Jhonattan Vegas",77,NA,312.917,3,-1,"Approachesfrom275yardsRgh",2012
87,87,"Ken Duke",104,NA,104.583,1,-1,"Approachesfrom275yardsRgh",2012
88,88,"Edward Loar",59,NA,314.167,3,-1,"Approachesfrom275yardsRgh",2012
89,89,"Charles Howell III",98,NA,210.333,2,0,"Approachesfrom275yardsRgh",2012
90,90,"Michael Bradley",63,NA,214.417,2,-1,"Approachesfrom275yardsRgh",2012
91,91,"Jason Day",57,NA,324.333,3,-2,"Approachesfrom275yardsRgh",2012
92,92,"Nathan Green",73,NA,649.667,6,1,"Approachesfrom275yardsRgh",2012
93,93,"Ryan Moore",89,NA,541.5,5,-2,"Approachesfrom275yardsRgh",2012
94,94,"Robert Allenby",76,NA,108.583,1,0,"Approachesfrom275yardsRgh",2012
95,95,"Greg Chalmers",88,NA,652.583,6,-5,"Approachesfrom275yardsRgh",2012
96,96,"William McGirt",96,NA,435.167,4,-1,"Approachesfrom275yardsRgh",2012
97,97,"Matt Jones",53,NA,217.75,2,-1,"Approachesfrom275yardsRgh",2012
98,98,"Hunter Mahan",88,NA,327.417,3,1,"Approachesfrom275yardsRgh",2012
99,99,"Tommy Biershenk",74,NA,218.833,2,0,"Approachesfrom275yardsRgh",2012
100,100,"Padraig Harrington",67,NA,219,2,0,"Approachesfrom275yardsRgh",2012
101,101,"Marco Dawson",60,NA,109.667,1,-1,"Approachesfrom275yardsRgh",2012
102,102,"Kevin Streelman",89,NA,329.417,3,-1,"Approachesfrom275yardsRgh",2012
103,103,"Brian Harman",101,NA,110.25,1,0,"Approachesfrom275yardsRgh",2012
103,103,"Nick Watney",97,NA,441.083,4,-1,"Approachesfrom275yardsRgh",2012
105,105,"Daniel Summerhays",81,NA,110.417,1,5,"Approachesfrom275yardsRgh",2012
106,106,"Bob Estes",78,NA,110.5,1,0,"Approachesfrom275yardsRgh",2012
107,107,"Mathew Goggin",65,NA,222.083,2,1,"Approachesfrom275yardsRgh",2012
108,108,"Gary Christian",91,NA,222.833,2,0,"Approachesfrom275yardsRgh",2012
109,109,"Kevin Kisner",69,NA,111.583,1,0,"Approachesfrom275yardsRgh",2012
110,110,"John Merrick",83,NA,334.917,3,-2,"Approachesfrom275yardsRgh",2012
111,111,"Seung Yul Noh",105,NA,335.333,3,-1,"Approachesfrom275yardsRgh",2012
112,112,"Tom Gillis",75,NA,335.417,3,0,"Approachesfrom275yardsRgh",2012
113,113,"Davis Love III",64,NA,224,2,0,"Approachesfrom275yardsRgh",2012
114,114,"Ted Potter Jr",77,NA,112.417,1,0,"Approachesfrom275yardsRgh",2012
115,115,"Carl Pettersson",92,NA,226,2,0,"Approachesfrom275yardsRgh",2012
116,116,"Andres Romero",68,NA,565.333,5,-1,"Approachesfrom275yardsRgh",2012
117,117,"Cameron Tringale",88,NA,565.667,5,2,"Approachesfrom275yardsRgh",2012
118,118,"Billy Horschel",63,NA,341.833,3,-1,"Approachesfrom275yardsRgh",2012
119,119,"Chad Campbell",84,NA,114.167,1,0,"Approachesfrom275yardsRgh",2012
119,119,"Martin Laird",77,NA,114.167,1,-1,"Approachesfrom275yardsRgh",2012
121,121,"Sangmoon Bae",81,NA,229.417,2,-2,"Approachesfrom275yardsRgh",2012
121,121,"Louis Oosthuizen",65,NA,114.75,1,0,"Approachesfrom275yardsRgh",2012
123,123,"Jason Kokrak",79,NA,115.5,1,-1,"Approachesfrom275yardsRgh",2012
124,124,"DA Points",88,NA,348.833,3,-2,"Approachesfrom275yardsRgh",2012
125,125,"Derek Lamely",64,NA,931.5,8,-3,"Approachesfrom275yardsRgh",2012
126,126,"Rickie Fowler",84,NA,583.417,5,-1,"Approachesfrom275yardsRgh",2012
127,127,"Aaron Baddeley",73,NA,351.583,3,1,"Approachesfrom275yardsRgh",2012
