"Scramblingfrom1020yards_RANKTHISWEEK_2015","Scramblingfrom1020yards_RANKLASTWEEK_2015","Scramblingfrom1020yards_PLAYERNAME_2015","Scramblingfrom1020yards_ROUNDS_2015","Scramblingfrom1020yards_Pct_2015","Scramblingfrom1020yards_SUCCESSES_2015","Scramblingfrom1020yards_ATTEMPTS_2015","stat_name","year"
1,1,"Bill Haas",89,74.83,107,143,"Scramblingfrom1020yards",2015
2,2,"Louis Oosthuizen",68,74.59,91,122,"Scramblingfrom1020yards",2015
3,3,"Hideki Matsuyama",95,74.56,126,169,"Scramblingfrom1020yards",2015
4,4,"Matt Kuchar",97,73.74,146,198,"Scramblingfrom1020yards",2015
5,5,"Jamie Donaldson",50,73.68,70,95,"Scramblingfrom1020yards",2015
6,6,"Chad Collins",79,73.42,116,158,"Scramblingfrom1020yards",2015
7,7,"Luke Donald",71,72.73,96,132,"Scramblingfrom1020yards",2015
8,8,"Chris Kirk",76,72.46,100,138,"Scramblingfrom1020yards",2015
9,9,"Rickie Fowler",76,72.37,110,152,"Scramblingfrom1020yards",2015
10,10,"Ernie Els",57,72.34,68,94,"Scramblingfrom1020yards",2015
11,11,"Billy Hurley III",83,72.13,132,183,"Scramblingfrom1020yards",2015
12,12,"Bubba Watson",71,72,90,125,"Scramblingfrom1020yards",2015
13,13,"Ben Crane",62,71.03,103,145,"Scramblingfrom1020yards",2015
14,14,"Kevin Na",98,70.89,151,213,"Scramblingfrom1020yards",2015
15,15,"Henrik Stenson",63,70.83,68,96,"Scramblingfrom1020yards",2015
16,16,"Steven Bowditch",103,70.76,167,236,"Scramblingfrom1020yards",2015
17,17,"Cameron Tringale",96,70.67,147,208,"Scramblingfrom1020yards",2015
18,18,"Brandt Snedeker",98,70.5,141,200,"Scramblingfrom1020yards",2015
19,19,"Andres Romero",69,70.45,93,132,"Scramblingfrom1020yards",2015
20,20,"Zac Blair",108,70.44,143,203,"Scramblingfrom1020yards",2015
21,21,"Keegan Bradley",87,70.39,107,152,"Scramblingfrom1020yards",2015
22,22,"Jason Day",75,70.31,90,128,"Scramblingfrom1020yards",2015
22,22,"Mark Wilson",89,70.31,135,192,"Scramblingfrom1020yards",2015
24,24,"Justin Thomas",106,70.14,148,211,"Scramblingfrom1020yards",2015
25,25,"Webb Simpson",81,69.93,107,153,"Scramblingfrom1020yards",2015
26,26,"Patrick Reed",103,69.81,148,212,"Scramblingfrom1020yards",2015
27,27,"KJ Choi",66,69.62,110,158,"Scramblingfrom1020yards",2015
28,28,"Russell Knox",96,69.61,126,181,"Scramblingfrom1020yards",2015
29,29,"Jonathan Byrd",69,69.53,89,128,"Scramblingfrom1020yards",2015
29,29,"Stewart Cink",77,69.53,89,128,"Scramblingfrom1020yards",2015
31,31,"Sangmoon Bae",98,69.51,171,246,"Scramblingfrom1020yards",2015
32,32,"Carl Pettersson",106,69.42,193,278,"Scramblingfrom1020yards",2015
33,33,"William McGirt",103,69.38,179,258,"Scramblingfrom1020yards",2015
34,34,"Jeff Overton",94,69.23,126,182,"Scramblingfrom1020yards",2015
