"BestRoundsin60sStreak_RANKTHISWEEK_2012","BestRoundsin60sStreak_RANKLASTWEEK_2012","BestRoundsin60sStreak_PLAYERNAME_2012","BestRoundsin60sStreak__2012","BestRoundsin60sStreak_CAREERBESTSTREAK_2012","BestRoundsin60sStreak_BESTYTDSTREAK_2012","BestRoundsin60sStreak_CURRENTSTREAK_2012","stat_name","year"
36,36,"Joey Sindelar",NA,10,NA,NA,"BestRoundsin60sStreak",2012
36,36,"Chris Smith",NA,10,NA,NA,"BestRoundsin60sStreak",2012
36,36,"Kevin Streelman",NA,10,6,NA,"BestRoundsin60sStreak",2012
36,36,"Jhonattan Vegas",NA,10,3,NA,"BestRoundsin60sStreak",2012
36,36,"Grant Waite",NA,10,1,NA,"BestRoundsin60sStreak",2012
62,62,"Billy Andrade",NA,9,NA,NA,"BestRoundsin60sStreak",2012
62,62,"Stuart Appleby",NA,9,5,NA,"BestRoundsin60sStreak",2012
62,62,"Tommy Armour III",NA,9,NA,NA,"BestRoundsin60sStreak",2012
62,62,"Aaron Baddeley",NA,9,3,NA,"BestRoundsin60sStreak",2012
62,62,"Cameron Beckman",NA,9,3,NA,"BestRoundsin60sStreak",2012
62,62,"Notah Begay III",NA,9,1,NA,"BestRoundsin60sStreak",2012
62,62,"Bart Bryant",NA,9,2,NA,"BestRoundsin60sStreak",2012
62,62,"Brad Bryant",NA,9,NA,NA,"BestRoundsin60sStreak",2012
62,62,"Mark Calcavecchia",NA,9,2,NA,"BestRoundsin60sStreak",2012
62,62,"Bud Cauley",NA,9,4,NA,"BestRoundsin60sStreak",2012
62,62,"KJ Choi",NA,9,3,NA,"BestRoundsin60sStreak",2012
62,62,"Stewart Cink",NA,9,3,NA,"BestRoundsin60sStreak",2012
62,62,"Lennie Clements",NA,9,NA,NA,"BestRoundsin60sStreak",2012
62,62,"Ernie Els",NA,9,4,NA,"BestRoundsin60sStreak",2012
62,62,"Rickie Fowler",NA,9,2,NA,"BestRoundsin60sStreak",2012
62,62,"Sergio Garcia",NA,9,7,NA,"BestRoundsin60sStreak",2012
62,62,"Brian Gay",NA,9,6,NA,"BestRoundsin60sStreak",2012
62,62,"Paul Goydos",NA,9,4,NA,"BestRoundsin60sStreak",2012
62,62,"Jay Haas",NA,9,NA,NA,"BestRoundsin60sStreak",2012
62,62,"Bill Haas",NA,9,4,NA,"BestRoundsin60sStreak",2012
62,62,"Padraig Harrington",NA,9,5,NA,"BestRoundsin60sStreak",2012
62,62,"John Huston",NA,9,NA,NA,"BestRoundsin60sStreak",2012
62,62,"Tom Lehman",NA,9,1,NA,"BestRoundsin60sStreak",2012
62,62,"Justin Leonard",NA,9,3,NA,"BestRoundsin60sStreak",2012
62,62,"Steve Marino",NA,9,4,NA,"BestRoundsin60sStreak",2012
62,62,"Troy Matteson",NA,9,9,NA,"BestRoundsin60sStreak",2012
62,62,"Blaine McCallister",NA,9,NA,NA,"BestRoundsin60sStreak",2012
62,62,"Phil Mickelson",NA,9,7,NA,"BestRoundsin60sStreak",2012
62,62,"Gil Morgan",NA,9,NA,NA,"BestRoundsin60sStreak",2012
62,62,"Kevin Na",NA,9,4,NA,"BestRoundsin60sStreak",2012
62,62,"Greg Norman",NA,9,NA,NA,"BestRoundsin60sStreak",2012
62,62,"Jesper Parnevik",NA,9,1,NA,"BestRoundsin60sStreak",2012
62,62,"Chris Perry",NA,9,NA,NA,"BestRoundsin60sStreak",2012
62,62,"Heath Slocum",NA,9,4,NA,"BestRoundsin60sStreak",2012
62,62,"Jeff Sluman",NA,9,NA,NA,"BestRoundsin60sStreak",2012
62,62,"Payne Stewart",NA,9,NA,NA,"BestRoundsin60sStreak",2012
62,62,"Steve Stricker",NA,9,8,NA,"BestRoundsin60sStreak",2012
62,62,"Hal Sutton",NA,9,NA,NA,"BestRoundsin60sStreak",2012
62,62,"Kirk Triplett",NA,9,1,NA,"BestRoundsin60sStreak",2012
62,62,"Bob Tway",NA,9,NA,NA,"BestRoundsin60sStreak",2012
62,62,"Mike Weir",NA,9,NA,NA,"BestRoundsin60sStreak",2012
62,62,"Mark Wilson",NA,9,5,NA,"BestRoundsin60sStreak",2012
104,104,"John Adams",NA,8,NA,NA,"BestRoundsin60sStreak",2012
104,104,"Robert Allenby",NA,8,3,NA,"BestRoundsin60sStreak",2012
104,104,"Paul Azinger",NA,8,NA,NA,"BestRoundsin60sStreak",2012
104,104,"Ian Baker Finch",NA,8,NA,NA,"BestRoundsin60sStreak",2012
104,104,"Doug Barron",NA,8,NA,NA,"BestRoundsin60sStreak",2012
104,104,"Andy Bean",NA,8,NA,NA,"BestRoundsin60sStreak",2012
104,104,"Matt Bettencourt",NA,8,3,NA,"BestRoundsin60sStreak",2012
104,104,"Jason Bohn",NA,8,5,NA,"BestRoundsin60sStreak",2012
104,104,"Bill Britton",NA,8,NA,NA,"BestRoundsin60sStreak",2012
104,104,"Rex Caldwell",NA,8,NA,NA,"BestRoundsin60sStreak",2012
104,104,"Jim Carter",NA,8,NA,NA,"BestRoundsin60sStreak",2012
104,104,"Bobby Clampett",NA,8,NA,NA,"BestRoundsin60sStreak",2012
104,104,"Tim Clark",NA,8,7,NA,"BestRoundsin60sStreak",2012
104,104,"Russ Cochran",NA,8,NA,NA,"BestRoundsin60sStreak",2012
104,104,"Chad Collins",NA,8,2,NA,"BestRoundsin60sStreak",2012
104,104,"John Cook",NA,8,NA,NA,"BestRoundsin60sStreak",2012
104,104,"Ken Duke",NA,8,5,NA,"BestRoundsin60sStreak",2012
104,104,"David Duval",NA,8,1,NA,"BestRoundsin60sStreak",2012
104,104,"Bob Gilder",NA,8,NA,NA,"BestRoundsin60sStreak",2012
104,104,"Bill Glasson",NA,8,NA,NA,"BestRoundsin60sStreak",2012
104,104,"Hubert Green",NA,8,NA,NA,"BestRoundsin60sStreak",2012
104,104,"Ken Green",NA,8,NA,NA,"BestRoundsin60sStreak",2012
104,104,"Donnie Hammond",NA,8,NA,NA,"BestRoundsin60sStreak",2012
104,104,"Dudley Hart",NA,8,NA,NA,"BestRoundsin60sStreak",2012
104,104,"Mark Hayes",NA,8,NA,NA,"BestRoundsin60sStreak",2012
104,104,"Charley Hoffman",NA,8,4,NA,"BestRoundsin60sStreak",2012
104,104,"Mike Hulbert",NA,8,NA,NA,"BestRoundsin60sStreak",2012
104,104,"Hale Irwin",NA,8,NA,NA,"BestRoundsin60sStreak",2012
104,104,"Zach Johnson",NA,8,5,NA,"BestRoundsin60sStreak",2012
104,104,"Steve Jones",NA,8,NA,NA,"BestRoundsin60sStreak",2012
104,104,"Tom Kite",NA,8,NA,NA,"BestRoundsin60sStreak",2012
104,104,"Jeff Klauk",NA,8,NA,NA,"BestRoundsin60sStreak",2012
104,104,"Greg Kraft",NA,8,NA,NA,"BestRoundsin60sStreak",2012
104,104,"Martin Laird",NA,8,6,NA,"BestRoundsin60sStreak",2012
104,104,"Ian Leggatt",NA,8,NA,NA,"BestRoundsin60sStreak",2012
104,104,"Michael Letzig",NA,8,NA,NA,"BestRoundsin60sStreak",2012
104,104,"Spencer Levin",NA,8,3,NA,"BestRoundsin60sStreak",2012
104,104,"Steve Lowery",NA,8,1,NA,"BestRoundsin60sStreak",2012
104,104,"Bill Lunde",NA,8,7,NA,"BestRoundsin60sStreak",2012
104,104,"George McNeill",NA,8,4,NA,"BestRoundsin60sStreak",2012
104,104,"Larry Mize",NA,8,NA,NA,"BestRoundsin60sStreak",2012
104,104,"Ryan Moore",NA,8,5,NA,"BestRoundsin60sStreak",2012
104,104,"Arron Oberholser",NA,8,1,NA,"BestRoundsin60sStreak",2012
104,104,"Jeff Overton",NA,8,8,NA,"BestRoundsin60sStreak",2012
104,104,"Greg Owen",NA,8,3,NA,"BestRoundsin60sStreak",2012
104,104,"Craig Parry",NA,8,NA,NA,"BestRoundsin60sStreak",2012
104,104,"Calvin Peete",NA,8,NA,NA,"BestRoundsin60sStreak",2012
104,104,"DA Points",NA,8,5,NA,"BestRoundsin60sStreak",2012
104,104,"Nick Price",NA,8,1,NA,"BestRoundsin60sStreak",2012
104,104,"John Rollins",NA,8,5,NA,"BestRoundsin60sStreak",2012
104,104,"Rory Sabbatini",NA,8,7,NA,"BestRoundsin60sStreak",2012
104,104,"Vijay Singh",NA,8,6,NA,"BestRoundsin60sStreak",2012
104,104,"Craig Stadler",NA,8,NA,NA,"BestRoundsin60sStreak",2012
104,104,"Curtis Strange",NA,8,NA,NA,"BestRoundsin60sStreak",2012
104,104,"Josh Teater",NA,8,6,NA,"BestRoundsin60sStreak",2012
104,104,"Jim Thorpe",NA,8,NA,NA,"BestRoundsin60sStreak",2012
104,104,"Chris Tidland",NA,8,NA,NA,"BestRoundsin60sStreak",2012
104,104,"Bobby Wadkins",NA,8,NA,NA,"BestRoundsin60sStreak",2012
104,104,"Bubba Watson",NA,8,3,NA,"BestRoundsin60sStreak",2012
104,104,"DA Weibring",NA,8,NA,NA,"BestRoundsin60sStreak",2012
104,104,"Charlie Wi",NA,8,4,NA,"BestRoundsin60sStreak",2012
165,165,"Michael Allen",NA,7,1,NA,"BestRoundsin60sStreak",2012
165,165,"Stephen Ames",NA,7,3,NA,"BestRoundsin60sStreak",2012
165,165,"Tom Byrum",NA,7,NA,NA,"BestRoundsin60sStreak",2012
165,165,"Greg Chalmers",NA,7,3,NA,"BestRoundsin60sStreak",2012
165,165,"Daniel Chopra",NA,7,6,NA,"BestRoundsin60sStreak",2012
165,165,"Rod Curl",NA,7,NA,NA,"BestRoundsin60sStreak",2012
165,165,"Robert Damron",NA,7,1,NA,"BestRoundsin60sStreak",2012
165,165,"Glen Day",NA,7,1,NA,"BestRoundsin60sStreak",2012
165,165,"Jason Day",NA,7,6,NA,"BestRoundsin60sStreak",2012
165,165,"Luke Donald",NA,7,5,NA,"BestRoundsin60sStreak",2012
165,165,"James Driscoll",NA,7,4,NA,"BestRoundsin60sStreak",2012
165,165,"Jason Dufner",NA,7,7,NA,"BestRoundsin60sStreak",2012
165,165,"Joel Edwards",NA,7,NA,NA,"BestRoundsin60sStreak",2012
165,165,"Steve Elkington",NA,7,1,NA,"BestRoundsin60sStreak",2012
165,165,"Dan Forsman",NA,7,NA,NA,"BestRoundsin60sStreak",2012
165,165,"Jim Gallagher Jr",NA,7,NA,NA,"BestRoundsin60sStreak",2012
165,165,"Robert Garrigus",NA,7,7,NA,"BestRoundsin60sStreak",2012
165,165,"Brent Geiberger",NA,7,NA,NA,"BestRoundsin60sStreak",2012
165,165,"Kelly Gibson",NA,7,NA,NA,"BestRoundsin60sStreak",2012
165,165,"Matt Gogel",NA,7,NA,NA,"BestRoundsin60sStreak",2012
165,165,"Gary Hallberg",NA,7,NA,NA,"BestRoundsin60sStreak",2012
165,165,"Tim Herron",NA,7,6,NA,"BestRoundsin60sStreak",2012
165,165,"Lon Hinkle",NA,7,NA,NA,"BestRoundsin60sStreak",2012
165,165,"JB Holmes",NA,7,3,NA,"BestRoundsin60sStreak",2012
165,165,"Peter Jacobsen",NA,7,NA,NA,"BestRoundsin60sStreak",2012
165,165,"Richard Johnson",NA,7,1,NA,"BestRoundsin60sStreak",2012
165,165,"Kent Jones",NA,7,1,NA,"BestRoundsin60sStreak",2012
165,165,"Jonathan Kaye",NA,7,NA,NA,"BestRoundsin60sStreak",2012
165,165,"Kenny Knox",NA,7,NA,NA,"BestRoundsin60sStreak",2012
165,165,"Russell Knox",NA,7,7,NA,"BestRoundsin60sStreak",2012
165,165,"Gary Koch",NA,7,NA,NA,"BestRoundsin60sStreak",2012
165,165,"Cliff Kresge",NA,7,NA,NA,"BestRoundsin60sStreak",2012
165,165,"Neal Lancaster",NA,7,1,NA,"BestRoundsin60sStreak",2012
165,165,"Marc Leishman",NA,7,2,NA,"BestRoundsin60sStreak",2012
165,165,"Wayne Levi",NA,7,NA,NA,"BestRoundsin60sStreak",2012
165,165,"JL Lewis",NA,7,NA,NA,"BestRoundsin60sStreak",2012
165,165,"Frank Lickliter II",NA,7,1,NA,"BestRoundsin60sStreak",2012
165,165,"Sandy Lyle",NA,7,NA,NA,"BestRoundsin60sStreak",2012
165,165,"Andrew Magee",NA,7,NA,NA,"BestRoundsin60sStreak",2012
165,165,"Jeff Maggert",NA,7,4,NA,"BestRoundsin60sStreak",2012
165,165,"John Mahaffey",NA,7,NA,NA,"BestRoundsin60sStreak",2012
165,165,"Hunter Mahan",NA,7,3,NA,"BestRoundsin60sStreak",2012
165,165,"Roger Maltbie",NA,7,NA,NA,"BestRoundsin60sStreak",2012
165,165,"David Mathis",NA,7,4,NA,"BestRoundsin60sStreak",2012
165,165,"Bob May",NA,7,NA,NA,"BestRoundsin60sStreak",2012
165,165,"Scott McCarron",NA,7,NA,NA,"BestRoundsin60sStreak",2012
165,165,"William McGirt",NA,7,7,NA,"BestRoundsin60sStreak",2012
165,165,"Matt McQuillan",NA,7,1,NA,"BestRoundsin60sStreak",2012
165,165,"Bryce Molder",NA,7,3,NA,"BestRoundsin60sStreak",2012
165,165,"Garth Mulroy",NA,7,5,NA,"BestRoundsin60sStreak",2012
165,165,"Larry Nelson",NA,7,NA,NA,"BestRoundsin60sStreak",2012
165,165,"Sean OHair",NA,7,5,NA,"BestRoundsin60sStreak",2012
165,165,"Geoff Ogilvy",NA,7,2,NA,"BestRoundsin60sStreak",2012
165,165,"Rod Pampling",NA,7,2,NA,"BestRoundsin60sStreak",2012
165,165,"Pat Perez",NA,7,3,NA,"BestRoundsin60sStreak",2012
165,165,"Don Pooley",NA,7,NA,NA,"BestRoundsin60sStreak",2012
165,165,"Ted Potter Jr",NA,7,7,NA,"BestRoundsin60sStreak",2012
165,165,"Chez Reavie",NA,7,4,NA,"BestRoundsin60sStreak",2012
165,165,"Jack Renner",NA,7,NA,NA,"BestRoundsin60sStreak",2012
165,165,"Clarence Rose",NA,7,NA,NA,"BestRoundsin60sStreak",2012
165,165,"Adam Scott",NA,7,7,NA,"BestRoundsin60sStreak",2012
165,165,"Patrick Sheehan",NA,7,3,NA,"BestRoundsin60sStreak",2012
165,165,"Wes Short Jr",NA,7,NA,NA,"BestRoundsin60sStreak",2012
165,165,"Tony Sills",NA,7,NA,NA,"BestRoundsin60sStreak",2012
165,165,"Scott Simpson",NA,7,NA,NA,"BestRoundsin60sStreak",2012
165,165,"Mike Springer",NA,7,NA,NA,"BestRoundsin60sStreak",2012
165,165,"Kevin Stadler",NA,7,5,NA,"BestRoundsin60sStreak",2012
165,165,"Scott Stallings",NA,7,7,NA,"BestRoundsin60sStreak",2012
165,165,"Paul Stankowski",NA,7,2,NA,"BestRoundsin60sStreak",2012
165,165,"Kyle Stanley",NA,7,4,NA,"BestRoundsin60sStreak",2012
165,165,"Chris Stroud",NA,7,4,NA,"BestRoundsin60sStreak",2012
165,165,"Lance Ten Broeck",NA,7,NA,NA,"BestRoundsin60sStreak",2012
165,165,"Michael Thompson",NA,7,7,NA,"BestRoundsin60sStreak",2012
165,165,"Brendon Todd",NA,7,7,NA,"BestRoundsin60sStreak",2012
165,165,"DJ Trahan",NA,7,4,NA,"BestRoundsin60sStreak",2012
165,165,"Lee Trevino",NA,7,NA,NA,"BestRoundsin60sStreak",2012
165,165,"Marc Turnesa",NA,7,1,NA,"BestRoundsin60sStreak",2012
165,165,"Howard Twitty",NA,7,NA,NA,"BestRoundsin60sStreak",2012
165,165,"Bo Van Pelt",NA,7,4,NA,"BestRoundsin60sStreak",2012
165,165,"Lanny Wadkins",NA,7,NA,NA,"BestRoundsin60sStreak",2012
165,165,"Duffy Waldorf",NA,7,6,NA,"BestRoundsin60sStreak",2012
165,165,"Tom Watson",NA,7,1,NA,"BestRoundsin60sStreak",2012
165,165,"Mark Wiebe",NA,7,NA,NA,"BestRoundsin60sStreak",2012
165,165,"Fuzzy Zoeller",NA,7,NA,NA,"BestRoundsin60sStreak",2012
165,165,"Richard Zokol",NA,7,NA,NA,"BestRoundsin60sStreak",2012
250,250,"Blake Adams",NA,6,6,NA,"BestRoundsin60sStreak",2012
250,250,"Steve Allan",NA,6,NA,NA,"BestRoundsin60sStreak",2012
250,250,"Fulton Allem",NA,6,NA,NA,"BestRoundsin60sStreak",2012
250,250,"Dave Barr",NA,6,NA,NA,"BestRoundsin60sStreak",2012
250,250,"Chip Beck",NA,6,NA,NA,"BestRoundsin60sStreak",2012
250,250,"Ronnie Black",NA,6,NA,NA,"BestRoundsin60sStreak",2012
250,250,"Phil Blackmar",NA,6,NA,NA,"BestRoundsin60sStreak",2012
250,250,"Jay Don Blake",NA,6,NA,NA,"BestRoundsin60sStreak",2012
250,250,"Kris Blanks",NA,6,3,NA,"BestRoundsin60sStreak",2012
250,250,"Steven Bowditch",NA,6,3,NA,"BestRoundsin60sStreak",2012
250,250,"Mark Brooks",NA,6,1,NA,"BestRoundsin60sStreak",2012
250,250,"Olin Browne",NA,6,NA,NA,"BestRoundsin60sStreak",2012
250,250,"George Burns",NA,6,NA,NA,"BestRoundsin60sStreak",2012
250,250,"Bob Burns",NA,6,NA,NA,"BestRoundsin60sStreak",2012
250,250,"Curt Byrum",NA,6,NA,NA,"BestRoundsin60sStreak",2012
250,250,"Alejandro Canizares",NA,6,2,NA,"BestRoundsin60sStreak",2012
250,250,"Paul Casey",NA,6,1,NA,"BestRoundsin60sStreak",2012
250,250,"Alex Cejka",NA,6,2,NA,"BestRoundsin60sStreak",2012
250,250,"Will Claxton",NA,6,6,NA,"BestRoundsin60sStreak",2012
250,250,"Keith Clearwater",NA,6,NA,NA,"BestRoundsin60sStreak",2012
250,250,"Jim Colbert",NA,6,NA,NA,"BestRoundsin60sStreak",2012
250,250,"Nicolas Colsaerts",NA,6,6,NA,"BestRoundsin60sStreak",2012
250,250,"Michael Connell",NA,6,NA,NA,"BestRoundsin60sStreak",2012
250,250,"John Daly",NA,6,3,NA,"BestRoundsin60sStreak",2012
250,250,"Marco Dawson",NA,6,2,NA,"BestRoundsin60sStreak",2012
250,250,"Jay Delsing",NA,6,NA,NA,"BestRoundsin60sStreak",2012
250,250,"Scott Dunlap",NA,6,4,NA,"BestRoundsin60sStreak",2012
250,250,"Danny Edwards",NA,6,NA,NA,"BestRoundsin60sStreak",2012
250,250,"Dave Eichelberger",NA,6,NA,NA,"BestRoundsin60sStreak",2012
250,250,"Rick Fehr",NA,6,NA,NA,"BestRoundsin60sStreak",2012
250,250,"Ed Fiori",NA,6,NA,NA,"BestRoundsin60sStreak",2012
250,250,"Bruce Fleisher",NA,6,NA,NA,"BestRoundsin60sStreak",2012
250,250,"Martin Flores",NA,6,6,NA,"BestRoundsin60sStreak",2012
250,250,"Robin Freeman",NA,6,NA,NA,"BestRoundsin60sStreak",2012
250,250,"Tommy Gainey",NA,6,6,NA,"BestRoundsin60sStreak",2012
250,250,"Mathew Goggin",NA,6,5,NA,"BestRoundsin60sStreak",2012
250,250,"Retief Goosen",NA,6,3,NA,"BestRoundsin60sStreak",2012
250,250,"Mathias Gronberg",NA,6,3,NA,"BestRoundsin60sStreak",2012
250,250,"Dan Halldorson",NA,6,NA,NA,"BestRoundsin60sStreak",2012
250,250,"Morris Hatalsky",NA,6,NA,NA,"BestRoundsin60sStreak",2012
250,250,"Vance Heafner",NA,6,NA,NA,"BestRoundsin60sStreak",2012
250,250,"Mike Heinen",NA,6,NA,NA,"BestRoundsin60sStreak",2012
250,250,"Nolan Henke",NA,6,NA,NA,"BestRoundsin60sStreak",2012
250,250,"Mark Hensby",NA,6,NA,NA,"BestRoundsin60sStreak",2012
250,250,"Ryuji Imada",NA,6,3,NA,"BestRoundsin60sStreak",2012
250,250,"Trevor Immelman",NA,6,4,NA,"BestRoundsin60sStreak",2012
250,250,"Joe Inman",NA,6,NA,NA,"BestRoundsin60sStreak",2012
250,250,"John Inman",NA,6,1,NA,"BestRoundsin60sStreak",2012
250,250,"Barry Jaeckel",NA,6,NA,NA,"BestRoundsin60sStreak",2012
250,250,"Lee Janzen",NA,6,2,NA,"BestRoundsin60sStreak",2012
250,250,"Tom Jenkins",NA,6,NA,NA,"BestRoundsin60sStreak",2012
250,250,"Brandt Jobe",NA,6,3,NA,"BestRoundsin60sStreak",2012
250,250,"Dustin Johnson",NA,6,4,NA,"BestRoundsin60sStreak",2012
250,250,"Brendan Jones",NA,6,1,NA,"BestRoundsin60sStreak",2012
250,250,"Troy Kelly",NA,6,6,NA,"BestRoundsin60sStreak",2012
250,250,"Skip Kendall",NA,6,2,NA,"BestRoundsin60sStreak",2012
250,250,"Anthony Kim",NA,6,1,NA,"BestRoundsin60sStreak",2012
250,250,"Hank Kuehne",NA,6,1,NA,"BestRoundsin60sStreak",2012
250,250,"Danny Lee",NA,6,3,NA,"BestRoundsin60sStreak",2012
250,250,"Richard Lee",NA,6,6,NA,"BestRoundsin60sStreak",2012
250,250,"Bob Lohr",NA,6,NA,NA,"BestRoundsin60sStreak",2012
250,250,"Peter Lonard",NA,6,NA,NA,"BestRoundsin60sStreak",2012
250,250,"Len Mattiace",NA,6,1,NA,"BestRoundsin60sStreak",2012
250,250,"Billy Mayfair",NA,6,3,NA,"BestRoundsin60sStreak",2012
250,250,"Jim McGovern",NA,6,NA,NA,"BestRoundsin60sStreak",2012
250,250,"John Merrick",NA,6,4,NA,"BestRoundsin60sStreak",2012
250,250,"Shaun Micheel",NA,6,2,NA,"BestRoundsin60sStreak",2012
250,250,"Johnny Miller",NA,6,NA,NA,"BestRoundsin60sStreak",2012
250,250,"Tim Norris",NA,6,NA,NA,"BestRoundsin60sStreak",2012
250,250,"Nick OHern",NA,6,5,NA,"BestRoundsin60sStreak",2012
250,250,"David Ogrin",NA,6,NA,NA,"BestRoundsin60sStreak",2012
250,250,"Jose Maria Olazabal",NA,6,1,NA,"BestRoundsin60sStreak",2012
250,250,"Louis Oosthuizen",NA,6,6,NA,"BestRoundsin60sStreak",2012
250,250,"Ryan Palmer",NA,6,3,NA,"BestRoundsin60sStreak",2012
250,250,"Brenden Pappas",NA,6,NA,NA,"BestRoundsin60sStreak",2012
250,250,"Steve Pate",NA,6,NA,NA,"BestRoundsin60sStreak",2012
250,250,"Dennis Paulson",NA,6,NA,NA,"BestRoundsin60sStreak",2012
250,250,"Carl Paulson",NA,6,1,NA,"BestRoundsin60sStreak",2012
250,250,"Craig Perks",NA,6,NA,NA,"BestRoundsin60sStreak",2012
250,250,"Mark Pfeil",NA,6,NA,NA,"BestRoundsin60sStreak",2012
250,250,"Dan Pohl",NA,6,NA,NA,"BestRoundsin60sStreak",2012
250,250,"Alex Prugh",NA,6,NA,NA,"BestRoundsin60sStreak",2012
250,250,"Ted Purdy",NA,6,1,NA,"BestRoundsin60sStreak",2012
250,250,"Brett Quigley",NA,6,2,NA,"BestRoundsin60sStreak",2012
250,250,"Sam Randolph",NA,6,NA,NA,"BestRoundsin60sStreak",2012
250,250,"Tag Ridings",NA,6,NA,NA,"BestRoundsin60sStreak",2012
250,250,"John Riegger",NA,6,NA,NA,"BestRoundsin60sStreak",2012
