"Approachesfrominside100yards_RANKTHISWEEK_2013","Approachesfrominside100yards_RANKLASTWEEK_2013","Approachesfrominside100yards_PLAYERNAME_2013","Approachesfrominside100yards_ROUNDS_2013","Approachesfrominside100yards_AVG_2013","Approachesfrominside100yards_TOTALDISTANCEFEET_2013","Approachesfrominside100yards_OFATTEMPTS_2013","Approachesfrominside100yards_RELATIVETOPAR_2013","stat_name","year"
103,103,"Ken Duke",87,NA,1881.833,111,-0.25,"Approachesfrominside100yards",2013
103,103,"Sergio Garcia",65,NA,778.5,46,-0.2,"Approachesfrominside100yards",2013
103,103,"Richard Lee",81,NA,1807.667,107,-0.07,"Approachesfrominside100yards",2013
103,103,"Steve Stricker",51,NA,1048.667,62,-0.37,"Approachesfrominside100yards",2013
108,108,"Tag Ridings",69,NA,1105.417,65,0.02,"Approachesfrominside100yards",2013
109,109,"Aaron Baddeley",68,NA,973.5,57,-0.02,"Approachesfrominside100yards",2013
109,109,"DA Points",87,NA,1280.5,75,-0.08,"Approachesfrominside100yards",2013
109,109,"Aaron Watkins",46,NA,890.333,52,-0.13,"Approachesfrominside100yards",2013
109,109,"Boo Weekley",100,NA,1500.333,88,-0.08,"Approachesfrominside100yards",2013
113,113,"Charlie Beljan",62,NA,1098.75,64,0.08,"Approachesfrominside100yards",2013
113,113,"KJ Choi",85,NA,1406.5,82,-0.27,"Approachesfrominside100yards",2013
113,113,"Nicolas Colsaerts",50,NA,757,44,0,"Approachesfrominside100yards",2013
113,113,"JJ Henry",83,NA,1526.083,89,-0.03,"Approachesfrominside100yards",2013
113,113,"Brandt Jobe",62,NA,806.083,47,-0.17,"Approachesfrominside100yards",2013
113,113,"Graeme McDowell",53,NA,839.25,49,0.04,"Approachesfrominside100yards",2013
113,113,"Ryan Moore",72,NA,1272.083,74,-0.04,"Approachesfrominside100yards",2013
120,120,"Will Claxton",67,NA,1244.75,72,-0.01,"Approachesfrominside100yards",2013
121,121,"Bud Cauley",67,NA,1161,67,-0.24,"Approachesfrominside100yards",2013
121,121,"Jim Herman",59,NA,623.167,36,-0.08,"Approachesfrominside100yards",2013
121,121,"Tiger Woods",61,NA,537.417,31,-0.06,"Approachesfrominside100yards",2013
124,124,"Robert Streb",75,NA,1132.917,65,-0.05,"Approachesfrominside100yards",2013
125,125,"Ben Curtis",59,NA,998.833,57,-0.21,"Approachesfrominside100yards",2013
125,125,"Matt Jones",83,NA,1034.417,59,-0.24,"Approachesfrominside100yards",2013
127,127,"Brian Harman",89,NA,1579.167,90,-0.08,"Approachesfrominside100yards",2013
127,127,"Trevor Immelman",73,NA,1474.333,84,-0.07,"Approachesfrominside100yards",2013
127,127,"Marc Leishman",77,NA,1038.917,59,0.03,"Approachesfrominside100yards",2013
130,130,"Ernie Els",63,NA,1042.167,59,-0.02,"Approachesfrominside100yards",2013
131,131,"Sean OHair",56,NA,746.917,42,-0.05,"Approachesfrominside100yards",2013
132,132,"Padraig Harrington",52,NA,821,46,0.13,"Approachesfrominside100yards",2013
132,132,"David Hearn",88,NA,1589.583,89,-0.15,"Approachesfrominside100yards",2013
132,132,"DH Lee",65,NA,1285.917,72,-0.1,"Approachesfrominside100yards",2013
132,132,"Rory McIlroy",56,NA,749.75,42,-0.21,"Approachesfrominside100yards",2013
132,132,"Eric Meierdierks",48,NA,765.75,43,0.07,"Approachesfrominside100yards",2013
137,137,"John Huh",88,NA,1579.5,88,0.09,"Approachesfrominside100yards",2013
137,137,"Kyle Stanley",71,NA,1093.25,61,-0.18,"Approachesfrominside100yards",2013
137,137,"Lee Westwood",70,NA,1002.5,56,0.14,"Approachesfrominside100yards",2013
137,137,"Mark Wilson",56,NA,1346.417,75,-0.19,"Approachesfrominside100yards",2013
141,141,"Brian Gay",79,NA,2550.667,141,-0.01,"Approachesfrominside100yards",2013
141,141,"Chris Stroud",88,NA,1664.417,92,-0.09,"Approachesfrominside100yards",2013
143,143,"Jonas Blixt",76,NA,1360.833,75,-0.17,"Approachesfrominside100yards",2013
143,143,"William McGirt",75,NA,1614.417,89,-0.09,"Approachesfrominside100yards",2013
145,145,"Charley Hoffman",84,NA,1804.667,99,-0.07,"Approachesfrominside100yards",2013
145,145,"Andrew Svoboda",46,NA,546.333,30,0.07,"Approachesfrominside100yards",2013
145,145,"Johnson Wagner",64,NA,731.167,40,0.08,"Approachesfrominside100yards",2013
148,148,"Geoff Ogilvy",57,NA,934.917,51,0.14,"Approachesfrominside100yards",2013
148,148,"John Senden",79,NA,1081.583,59,-0.15,"Approachesfrominside100yards",2013
150,150,"Ted Potter Jr",65,NA,1346.75,73,-0.15,"Approachesfrominside100yards",2013
150,150,"Cameron Tringale",80,NA,1785.167,97,-0.11,"Approachesfrominside100yards",2013
152,152,"Harris English",95,NA,1742.5,94,-0.01,"Approachesfrominside100yards",2013
153,153,"Robert Allenby",58,NA,1376,74,0.05,"Approachesfrominside100yards",2013
153,153,"Robert Garrigus",69,NA,725.75,39,0.26,"Approachesfrominside100yards",2013
153,153,"Troy Matteson",68,NA,1168.333,63,-0.06,"Approachesfrominside100yards",2013
156,156,"Scott Brown",65,NA,1015.167,54,-0.11,"Approachesfrominside100yards",2013
156,156,"Scott Piercy",78,NA,1128.5,60,-0.1,"Approachesfrominside100yards",2013
156,156,"Chez Reavie",72,NA,1490.5,79,-0.11,"Approachesfrominside100yards",2013
159,159,"Colt Knost",69,NA,1436.583,76,-0.03,"Approachesfrominside100yards",2013
159,159,"Bubba Watson",76,NA,1630,86,-0.1,"Approachesfrominside100yards",2013
161,161,"George McNeill",68,NA,1745.333,92,0.03,"Approachesfrominside100yards",2013
161,161,"Carl Pettersson",82,NA,1637.25,86,0.02,"Approachesfrominside100yards",2013
163,163,"Nick Watney",88,NA,1720.5,89,-0.21,"Approachesfrominside100yards",2013
164,164,"Martin Laird",68,NA,1152.917,59,-0.02,"Approachesfrominside100yards",2013
164,164,"Andres Romero",63,NA,1246.25,64,0.13,"Approachesfrominside100yards",2013
166,166,"Russell Henley",80,NA,1279,65,-0.14,"Approachesfrominside100yards",2013
167,167,"Tommy Gainey",84,NA,1609.167,81,0,"Approachesfrominside100yards",2013
168,168,"Scott Stallings",79,NA,1775.917,89,0.03,"Approachesfrominside100yards",2013
169,169,"Cameron Percy",68,NA,973.917,48,-0.04,"Approachesfrominside100yards",2013
170,170,"Sangmoon Bae",83,NA,1544.083,76,0.04,"Approachesfrominside100yards",2013
171,171,"Tom Gillis",69,NA,1488.417,73,0.03,"Approachesfrominside100yards",2013
172,172,"Peter Hanson",45,NA,819.833,40,0.05,"Approachesfrominside100yards",2013
173,173,"Derek Ernst",58,NA,1177.083,57,-0.04,"Approachesfrominside100yards",2013
174,174,"Michael Thompson",66,NA,913.333,44,0.07,"Approachesfrominside100yards",2013
175,175,"Lucas Glover",65,NA,1177.667,56,0,"Approachesfrominside100yards",2013
176,176,"Martin Kaymer",61,NA,790.917,37,0.19,"Approachesfrominside100yards",2013
176,176,"Shawn Stefani",63,NA,1243.917,58,0.02,"Approachesfrominside100yards",2013
178,178,"Justin Hicks",79,NA,1722.417,80,0.04,"Approachesfrominside100yards",2013
179,179,"Angel Cabrera",73,NA,1165.667,53,0.02,"Approachesfrominside100yards",2013
180,180,"Scott Gardiner",61,NA,1182.167,53,0,"Approachesfrominside100yards",2013
