"Approachesfrominside100yards_RANKTHISWEEK_2013","Approachesfrominside100yards_RANKLASTWEEK_2013","Approachesfrominside100yards_PLAYERNAME_2013","Approachesfrominside100yards_ROUNDS_2013","Approachesfrominside100yards_AVG_2013","Approachesfrominside100yards_TOTALDISTANCEFEET_2013","Approachesfrominside100yards_OFATTEMPTS_2013","Approachesfrominside100yards_RELATIVETOPAR_2013","stat_name","year"
1,1,"Lee Williams",62,NA,988.917,79,-0.19,"Approachesfrominside100yards",2013
2,2,"Brandt Snedeker",79,NA,982.417,76,-0.17,"Approachesfrominside100yards",2013
3,3,"Tim Clark",64,NA,783.083,59,-0.24,"Approachesfrominside100yards",2013
4,4,"Matt Kuchar",93,NA,1206.167,90,-0.23,"Approachesfrominside100yards",2013
5,5,"Matt Every",89,NA,1051.167,78,-0.23,"Approachesfrominside100yards",2013
5,5,"Bryce Molder",82,NA,1118.083,83,-0.3,"Approachesfrominside100yards",2013
7,7,"Morgan Hoffmann",64,NA,939.833,69,-0.2,"Approachesfrominside100yards",2013
8,8,"Zach Johnson",84,NA,1300.167,95,-0.17,"Approachesfrominside100yards",2013
8,8,"Hunter Mahan",91,NA,1027,75,-0.29,"Approachesfrominside100yards",2013
10,10,"Kevin Chappell",80,NA,1229.083,89,-0.07,"Approachesfrominside100yards",2013
11,11,"Stewart Cink",71,NA,672.667,48,0.06,"Approachesfrominside100yards",2013
11,11,"Doug LaBelle II",72,NA,922.5,66,-0.29,"Approachesfrominside100yards",2013
11,11,"Jeff Overton",78,NA,939.083,67,-0.09,"Approachesfrominside100yards",2013
14,14,"Henrik Stenson",65,NA,553.25,39,-0.13,"Approachesfrominside100yards",2013
15,15,"Keegan Bradley",88,NA,1056,74,-0.04,"Approachesfrominside100yards",2013
15,15,"Chad Campbell",78,NA,1054.833,74,-0.07,"Approachesfrominside100yards",2013
15,15,"Bobby Gates",49,NA,597.333,42,-0.12,"Approachesfrominside100yards",2013
18,18,"Scott Langley",79,NA,1393.083,97,-0.05,"Approachesfrominside100yards",2013
19,19,"Jim Furyk",80,NA,1198.5,83,-0.07,"Approachesfrominside100yards",2013
20,20,"Justin Rose",62,NA,657.5,45,-0.33,"Approachesfrominside100yards",2013
21,21,"Jason Bohn",70,NA,1470.5,100,-0.19,"Approachesfrominside100yards",2013
21,21,"John Rollins",77,NA,1088.083,74,-0.24,"Approachesfrominside100yards",2013
23,23,"Michael Bradley",56,NA,882.833,60,0.05,"Approachesfrominside100yards",2013
23,23,"Roberto Castro",97,NA,1445.417,98,-0.2,"Approachesfrominside100yards",2013
23,23,"Chris Kirk",89,NA,1622.25,110,-0.11,"Approachesfrominside100yards",2013
23,23,"Charlie Wi",75,NA,941.833,64,0.02,"Approachesfrominside100yards",2013
27,27,"Freddie Jacobson",63,NA,889,60,-0.18,"Approachesfrominside100yards",2013
27,27,"Adam Scott",61,NA,535.25,36,-0.22,"Approachesfrominside100yards",2013
29,29,"Brendon de Jonge",110,NA,1610,108,-0.12,"Approachesfrominside100yards",2013
29,29,"Brad Fritsch",81,NA,907.917,61,-0.11,"Approachesfrominside100yards",2013
29,29,"Rod Pampling",46,NA,703,47,-0.19,"Approachesfrominside100yards",2013
32,32,"Luke Donald",60,NA,811.083,54,-0.11,"Approachesfrominside100yards",2013
32,32,"Billy Horschel",96,NA,1440.167,96,-0.25,"Approachesfrominside100yards",2013
32,32,"Ryan Palmer",79,NA,1022.5,68,-0.19,"Approachesfrominside100yards",2013
32,32,"David Toms",49,NA,719,48,0,"Approachesfrominside100yards",2013
36,36,"Brian Davis",91,NA,1935.75,128,-0.24,"Approachesfrominside100yards",2013
36,36,"Phil Mickelson",78,NA,1055.667,70,-0.21,"Approachesfrominside100yards",2013
38,38,"Steve LeBrun",66,NA,1059.417,70,-0.14,"Approachesfrominside100yards",2013
38,38,"Vaughn Taylor",50,NA,897.25,59,-0.15,"Approachesfrominside100yards",2013
40,40,"Rickie Fowler",75,NA,1113.667,73,-0.16,"Approachesfrominside100yards",2013
40,40,"Luke Guthrie",82,NA,1237.667,81,-0.25,"Approachesfrominside100yards",2013
40,40,"Robert Karlsson",56,NA,641.75,42,-0.29,"Approachesfrominside100yards",2013
40,40,"Greg Owen",73,NA,1142.833,75,0.01,"Approachesfrominside100yards",2013
40,40,"Webb Simpson",92,NA,1299.167,85,-0.18,"Approachesfrominside100yards",2013
45,45,"Ben Kohles",75,NA,1119.417,73,-0.04,"Approachesfrominside100yards",2013
45,45,"Justin Leonard",86,NA,1514.833,99,-0.13,"Approachesfrominside100yards",2013
45,45,"Dicky Pride",71,NA,1164.5,76,-0.2,"Approachesfrominside100yards",2013
45,45,"Casey Wittenberg",72,NA,1291.25,84,-0.01,"Approachesfrominside100yards",2013
49,49,"Tim Herron",45,NA,925.667,60,-0.12,"Approachesfrominside100yards",2013
49,49,"Dustin Johnson",71,NA,723.583,47,-0.19,"Approachesfrominside100yards",2013
49,49,"David Lingmerth",68,NA,1128.083,73,-0.18,"Approachesfrominside100yards",2013
49,49,"Ian Poulter",59,NA,954.333,62,-0.26,"Approachesfrominside100yards",2013
49,49,"Jordan Spieth",82,NA,1400.583,91,-0.15,"Approachesfrominside100yards",2013
54,54,"Ben Crane",62,NA,1175.25,76,-0.26,"Approachesfrominside100yards",2013
54,54,"James Hahn",78,NA,1070.25,69,-0.04,"Approachesfrominside100yards",2013
54,54,"Seung Yul Noh",71,NA,914.417,59,-0.03,"Approachesfrominside100yards",2013
57,57,"Greg Chalmers",77,NA,1310.417,84,-0.15,"Approachesfrominside100yards",2013
57,57,"Kevin Stadler",83,NA,1249.833,80,-0.09,"Approachesfrominside100yards",2013
57,57,"Jimmy Walker",84,NA,1558.917,100,-0.2,"Approachesfrominside100yards",2013
57,57,"Mike Weir",60,NA,966.25,62,-0.11,"Approachesfrominside100yards",2013
57,57,"YE Yang",56,NA,655.167,42,0.02,"Approachesfrominside100yards",2013
62,62,"Fabian Gomez",65,NA,784.583,50,-0.08,"Approachesfrominside100yards",2013
62,62,"Jason Kokrak",78,NA,1035,66,-0.23,"Approachesfrominside100yards",2013
62,62,"David Lynn",70,NA,1127.667,72,-0.21,"Approachesfrominside100yards",2013
62,62,"Jeff Maggert",63,NA,1317.333,84,-0.15,"Approachesfrominside100yards",2013
62,62,"Alistair Presnell",59,NA,971.75,62,-0.23,"Approachesfrominside100yards",2013
62,62,"Brendan Steele",86,NA,1266.167,81,-0.11,"Approachesfrominside100yards",2013
68,68,"Graham DeLaet",94,NA,1497.25,95,-0.15,"Approachesfrominside100yards",2013
68,68,"Bo Van Pelt",72,NA,1257,80,0.03,"Approachesfrominside100yards",2013
70,70,"Martin Flores",83,NA,1169.25,74,-0.12,"Approachesfrominside100yards",2013
70,70,"Luke List",65,NA,634.5,40,0.03,"Approachesfrominside100yards",2013
70,70,"Jin Park",52,NA,744.583,47,-0.17,"Approachesfrominside100yards",2013
70,70,"Charl Schwartzel",69,NA,742.417,47,-0.13,"Approachesfrominside100yards",2013
70,70,"Camilo Villegas",79,NA,1281.333,81,-0.19,"Approachesfrominside100yards",2013
75,75,"Jason Dufner",78,NA,1318.667,83,-0.13,"Approachesfrominside100yards",2013
75,75,"Ryo Ishikawa",72,NA,956.917,60,0.15,"Approachesfrominside100yards",2013
75,75,"Vijay Singh",61,NA,810.833,51,0.04,"Approachesfrominside100yards",2013
75,75,"Brian Stuard",78,NA,1082.25,68,0.09,"Approachesfrominside100yards",2013
79,79,"Jason Day",86,NA,1215.417,76,-0.14,"Approachesfrominside100yards",2013
79,79,"Patrick Reed",83,NA,1278.417,80,-0.16,"Approachesfrominside100yards",2013
79,79,"Josh Teater",86,NA,1166.417,73,-0.12,"Approachesfrominside100yards",2013
82,82,"Ricky Barnes",74,NA,1173.75,73,-0.08,"Approachesfrominside100yards",2013
82,82,"Bill Haas",85,NA,1398.333,87,-0.23,"Approachesfrominside100yards",2013
82,82,"Kevin Streelman",86,NA,1428.5,89,-0.02,"Approachesfrominside100yards",2013
85,85,"David Mathis",71,NA,1050.417,65,-0.26,"Approachesfrominside100yards",2013
86,86,"Erik Compton",74,NA,1159.25,71,-0.14,"Approachesfrominside100yards",2013
86,86,"Henrik Norlander",70,NA,800.667,49,-0.06,"Approachesfrominside100yards",2013
86,86,"Daniel Summerhays",83,NA,1418.917,87,-0.08,"Approachesfrominside100yards",2013
86,86,"DJ Trahan",48,NA,619.667,38,-0.13,"Approachesfrominside100yards",2013
90,90,"James Driscoll",76,NA,1232.75,75,0.05,"Approachesfrominside100yards",2013
90,90,"Bob Estes",66,NA,1265.583,77,-0.12,"Approachesfrominside100yards",2013
90,90,"Rory Sabbatini",86,NA,1147.833,70,-0.1,"Approachesfrominside100yards",2013
90,90,"Darron Stiles",51,NA,1035.5,63,-0.13,"Approachesfrominside100yards",2013
94,94,"Stephen Ames",49,NA,840.75,51,0.08,"Approachesfrominside100yards",2013
94,94,"Charles Howell III",87,NA,1521,92,-0.17,"Approachesfrominside100yards",2013
96,96,"Jerry Kelly",75,NA,1445.083,87,-0.17,"Approachesfrominside100yards",2013
96,96,"Pat Perez",69,NA,1126.75,68,-0.1,"Approachesfrominside100yards",2013
98,98,"Stuart Appleby",88,NA,1906.917,114,-0.16,"Approachesfrominside100yards",2013
98,98,"John Merrick",79,NA,1621.5,97,-0.05,"Approachesfrominside100yards",2013
98,98,"Nicholas Thompson",99,NA,1706.167,102,-0.15,"Approachesfrominside100yards",2013
101,101,"Steven Bowditch",67,NA,1058.167,63,-0.17,"Approachesfrominside100yards",2013
101,101,"Gary Woodland",94,NA,1380,82,-0.09,"Approachesfrominside100yards",2013
103,103,"Justin Bolli",59,NA,912.167,54,-0.06,"Approachesfrominside100yards",2013
