"TenthTeeEarlyPar3ScoringAverage_RANKTHISWEEK_2008","TenthTeeEarlyPar3ScoringAverage_RANKLASTWEEK_2008","TenthTeeEarlyPar3ScoringAverage_PLAYERNAME_2008","TenthTeeEarlyPar3ScoringAverage_ROUNDS_2008","TenthTeeEarlyPar3ScoringAverage_AVG_2008","TenthTeeEarlyPar3ScoringAverage_TOTALSTROKES_2008","TenthTeeEarlyPar3ScoringAverage_TOTALHOLES_2008","stat_name","year"
1,1,"Retief Goosen",59,2.65,53,20,"TenthTeeEarlyPar3ScoringAverage",2008
2,2,"Ryan Palmer",69,2.86,160,56,"TenthTeeEarlyPar3ScoringAverage",2008
3,3,"Jason Day",81,2.89,231,80,"TenthTeeEarlyPar3ScoringAverage",2008
3,3,"Nick OHern",82,2.89,127,44,"TenthTeeEarlyPar3ScoringAverage",2008
5,5,"Stewart Cink",87,2.9,177,61,"TenthTeeEarlyPar3ScoringAverage",2008
6,6,"Nick Flanagan",89,2.91,297,102,"TenthTeeEarlyPar3ScoringAverage",2008
6,6,"Dudley Hart",74,2.91,154,53,"TenthTeeEarlyPar3ScoringAverage",2008
6,6,"Carl Pettersson",110,2.91,274,94,"TenthTeeEarlyPar3ScoringAverage",2008
9,9,"Bob Tway",70,2.92,152,52,"TenthTeeEarlyPar3ScoringAverage",2008
10,10,"Robert Gamez",79,2.93,179,61,"TenthTeeEarlyPar3ScoringAverage",2008
10,10,"Zach Johnson",85,2.93,176,60,"TenthTeeEarlyPar3ScoringAverage",2008
10,10,"Jeff Overton",103,2.93,214,73,"TenthTeeEarlyPar3ScoringAverage",2008
10,10,"DJ Trahan",94,2.93,208,71,"TenthTeeEarlyPar3ScoringAverage",2008
14,14,"Alejandro Canizares",52,2.94,188,64,"TenthTeeEarlyPar3ScoringAverage",2008
14,14,"Marco Dawson",64,2.94,200,68,"TenthTeeEarlyPar3ScoringAverage",2008
14,14,"Jesper Parnevik",88,2.94,206,70,"TenthTeeEarlyPar3ScoringAverage",2008
14,14,"Omar Uresti",74,2.94,200,68,"TenthTeeEarlyPar3ScoringAverage",2008
18,18,"Brad Adamonis",87,2.95,239,81,"TenthTeeEarlyPar3ScoringAverage",2008
18,18,"Fred Couples",60,2.95,127,43,"TenthTeeEarlyPar3ScoringAverage",2008
18,18,"Jim Furyk",95,2.95,251,85,"TenthTeeEarlyPar3ScoringAverage",2008
21,21,"Angel Cabrera",55,2.96,71,24,"TenthTeeEarlyPar3ScoringAverage",2008
21,21,"Brian Davis",108,2.96,237,80,"TenthTeeEarlyPar3ScoringAverage",2008
21,21,"David Duval",51,2.96,160,54,"TenthTeeEarlyPar3ScoringAverage",2008
21,21,"Billy Mayfair",103,2.96,201,68,"TenthTeeEarlyPar3ScoringAverage",2008
21,21,"Brenden Pappas",66,2.96,142,48,"TenthTeeEarlyPar3ScoringAverage",2008
21,21,"Corey Pavin",69,2.96,163,55,"TenthTeeEarlyPar3ScoringAverage",2008
27,27,"Glen Day",64,2.97,211,71,"TenthTeeEarlyPar3ScoringAverage",2008
27,27,"Ernie Els",51,2.97,98,33,"TenthTeeEarlyPar3ScoringAverage",2008
27,27,"Brandt Jobe",52,2.97,107,36,"TenthTeeEarlyPar3ScoringAverage",2008
30,30,"Stuart Appleby",87,2.98,167,56,"TenthTeeEarlyPar3ScoringAverage",2008
30,30,"KJ Choi",74,2.98,155,52,"TenthTeeEarlyPar3ScoringAverage",2008
30,30,"Paul Claxton",63,2.98,143,48,"TenthTeeEarlyPar3ScoringAverage",2008
30,30,"Gavin Coles",54,2.98,143,48,"TenthTeeEarlyPar3ScoringAverage",2008
30,30,"Sergio Garcia",72,2.98,131,44,"TenthTeeEarlyPar3ScoringAverage",2008
30,30,"Freddie Jacobson",78,2.98,143,48,"TenthTeeEarlyPar3ScoringAverage",2008
30,30,"Tom Pernice Jr",104,2.98,274,92,"TenthTeeEarlyPar3ScoringAverage",2008
30,30,"Ted Purdy",68,2.98,179,60,"TenthTeeEarlyPar3ScoringAverage",2008
30,30,"Brett Rumford",72,2.98,191,64,"TenthTeeEarlyPar3ScoringAverage",2008
39,39,"John Mallinger",95,2.99,254,85,"TenthTeeEarlyPar3ScoringAverage",2008
39,39,"Phil Mickelson",80,2.99,203,68,"TenthTeeEarlyPar3ScoringAverage",2008
41,41,"Brad Elder",67,3,198,66,"TenthTeeEarlyPar3ScoringAverage",2008
41,41,"Richard Johnson",60,3,147,49,"TenthTeeEarlyPar3ScoringAverage",2008
41,41,"Adam Scott",51,3,132,44,"TenthTeeEarlyPar3ScoringAverage",2008
41,41,"Vaughn Taylor",103,3,195,65,"TenthTeeEarlyPar3ScoringAverage",2008
41,41,"Jimmy Walker",73,3,147,49,"TenthTeeEarlyPar3ScoringAverage",2008
46,46,"Alex Cejka",75,3.01,289,96,"TenthTeeEarlyPar3ScoringAverage",2008
46,46,"Bill Haas",99,3.01,337,112,"TenthTeeEarlyPar3ScoringAverage",2008
46,46,"Frank Lickliter II",107,3.01,295,98,"TenthTeeEarlyPar3ScoringAverage",2008
46,46,"Joe Ogilvie",100,3.01,211,70,"TenthTeeEarlyPar3ScoringAverage",2008
46,46,"Bubba Watson",97,3.01,316,105,"TenthTeeEarlyPar3ScoringAverage",2008
46,46,"Jay Williamson",96,3.01,268,89,"TenthTeeEarlyPar3ScoringAverage",2008
52,52,"Bart Bryant",81,3.02,169,56,"TenthTeeEarlyPar3ScoringAverage",2008
52,52,"Chad Campbell",94,3.02,127,42,"TenthTeeEarlyPar3ScoringAverage",2008
52,52,"Chad Collins",72,3.02,133,44,"TenthTeeEarlyPar3ScoringAverage",2008
52,52,"Ben Curtis",80,3.02,157,52,"TenthTeeEarlyPar3ScoringAverage",2008
52,52,"George McNeill",97,3.02,160,53,"TenthTeeEarlyPar3ScoringAverage",2008
52,52,"Kevin Sutherland",98,3.02,281,93,"TenthTeeEarlyPar3ScoringAverage",2008
52,52,"Johnson Wagner",83,3.02,169,56,"TenthTeeEarlyPar3ScoringAverage",2008
59,59,"Robert Allenby",108,3.03,233,77,"TenthTeeEarlyPar3ScoringAverage",2008
59,59,"Cameron Beckman",87,3.03,185,61,"TenthTeeEarlyPar3ScoringAverage",2008
59,59,"James Driscoll",85,3.03,212,70,"TenthTeeEarlyPar3ScoringAverage",2008
59,59,"Brian Gay",102,3.03,270,89,"TenthTeeEarlyPar3ScoringAverage",2008
59,59,"John Huston",56,3.03,112,37,"TenthTeeEarlyPar3ScoringAverage",2008
59,59,"Tom Scherrer",56,3.03,221,73,"TenthTeeEarlyPar3ScoringAverage",2008
59,59,"Steve Stricker",75,3.03,176,58,"TenthTeeEarlyPar3ScoringAverage",2008
66,66,"Mathew Goggin",91,3.04,216,71,"TenthTeeEarlyPar3ScoringAverage",2008
66,66,"Charles Howell III",101,3.04,158,52,"TenthTeeEarlyPar3ScoringAverage",2008
66,66,"Lee Janzen",89,3.04,277,91,"TenthTeeEarlyPar3ScoringAverage",2008
66,66,"Kent Jones",68,3.04,207,68,"TenthTeeEarlyPar3ScoringAverage",2008
66,66,"Doug LaBelle II",65,3.04,170,56,"TenthTeeEarlyPar3ScoringAverage",2008
66,66,"Hunter Mahan",87,3.04,137,45,"TenthTeeEarlyPar3ScoringAverage",2008
72,72,"Briny Baird",113,3.05,226,74,"TenthTeeEarlyPar3ScoringAverage",2008
72,72,"Daniel Chopra",84,3.05,189,62,"TenthTeeEarlyPar3ScoringAverage",2008
72,72,"Todd Demsey",80,3.05,232,76,"TenthTeeEarlyPar3ScoringAverage",2008
72,72,"Cliff Kresge",84,3.05,183,60,"TenthTeeEarlyPar3ScoringAverage",2008
72,72,"Martin Laird",98,3.05,195,64,"TenthTeeEarlyPar3ScoringAverage",2008
72,72,"Stephen Leaney",53,3.05,174,57,"TenthTeeEarlyPar3ScoringAverage",2008
72,72,"Steve Marino",119,3.05,268,88,"TenthTeeEarlyPar3ScoringAverage",2008
72,72,"Jin Park",85,3.05,256,84,"TenthTeeEarlyPar3ScoringAverage",2008
72,72,"Pat Perez",93,3.05,171,56,"TenthTeeEarlyPar3ScoringAverage",2008
72,72,"Patrick Sheehan",124,3.05,290,95,"TenthTeeEarlyPar3ScoringAverage",2008
72,72,"Marc Turnesa",87,3.05,174,57,"TenthTeeEarlyPar3ScoringAverage",2008
83,83,"Michael Allen",91,3.06,263,86,"TenthTeeEarlyPar3ScoringAverage",2008
83,83,"Jonathan Byrd",88,3.06,165,54,"TenthTeeEarlyPar3ScoringAverage",2008
83,83,"Davis Love III",78,3.06,147,48,"TenthTeeEarlyPar3ScoringAverage",2008
83,83,"Jeff Maggert",86,3.06,214,70,"TenthTeeEarlyPar3ScoringAverage",2008
83,83,"John Rollins",94,3.06,251,82,"TenthTeeEarlyPar3ScoringAverage",2008
83,83,"Tim Wilkinson",95,3.06,248,81,"TenthTeeEarlyPar3ScoringAverage",2008
89,89,"Steve Allan",58,3.07,187,61,"TenthTeeEarlyPar3ScoringAverage",2008
89,89,"Eric Axley",113,3.07,329,107,"TenthTeeEarlyPar3ScoringAverage",2008
89,89,"Olin Browne",77,3.07,212,69,"TenthTeeEarlyPar3ScoringAverage",2008
89,89,"Matt Kuchar",88,3.07,258,84,"TenthTeeEarlyPar3ScoringAverage",2008
89,89,"Will Ma Kenzie",62,3.07,218,71,"TenthTeeEarlyPar3ScoringAverage",2008
89,89,"John Senden",93,3.07,175,57,"TenthTeeEarlyPar3ScoringAverage",2008
89,89,"Kevin Stadler",90,3.07,282,92,"TenthTeeEarlyPar3ScoringAverage",2008
96,96,"Charley Hoffman",94,3.08,225,73,"TenthTeeEarlyPar3ScoringAverage",2008
96,96,"David Lutterus",59,3.08,151,49,"TenthTeeEarlyPar3ScoringAverage",2008
98,98,"Tommy Armour III",77,3.09,216,70,"TenthTeeEarlyPar3ScoringAverage",2008
98,98,"Steve Elkington",84,3.09,173,56,"TenthTeeEarlyPar3ScoringAverage",2008
98,98,"Steve Flesch",95,3.09,204,66,"TenthTeeEarlyPar3ScoringAverage",2008
98,98,"Paul Goydos",78,3.09,176,57,"TenthTeeEarlyPar3ScoringAverage",2008
98,98,"Tim Herron",97,3.09,247,80,"TenthTeeEarlyPar3ScoringAverage",2008
98,98,"Ryan Moore",72,3.09,198,64,"TenthTeeEarlyPar3ScoringAverage",2008
98,98,"Kevin Na",97,3.09,210,68,"TenthTeeEarlyPar3ScoringAverage",2008
98,98,"Rod Pampling",83,3.09,238,77,"TenthTeeEarlyPar3ScoringAverage",2008
106,106,"Aaron Baddeley",76,3.1,161,52,"TenthTeeEarlyPar3ScoringAverage",2008
106,106,"Rich Beem",90,3.1,161,52,"TenthTeeEarlyPar3ScoringAverage",2008
106,106,"Ben Crane",86,3.1,192,62,"TenthTeeEarlyPar3ScoringAverage",2008
106,106,"Anthony Kim",81,3.1,161,52,"TenthTeeEarlyPar3ScoringAverage",2008
106,106,"Rory Sabbatini",77,3.1,223,72,"TenthTeeEarlyPar3ScoringAverage",2008
106,106,"Bob Sowards",61,3.1,152,49,"TenthTeeEarlyPar3ScoringAverage",2008
106,106,"Kevin Streelman",114,3.1,180,58,"TenthTeeEarlyPar3ScoringAverage",2008
106,106,"Mike Weir",88,3.1,251,81,"TenthTeeEarlyPar3ScoringAverage",2008
114,114,"Shane Bertsch",96,3.11,283,91,"TenthTeeEarlyPar3ScoringAverage",2008
114,114,"Harrison Frazar",73,3.11,140,45,"TenthTeeEarlyPar3ScoringAverage",2008
114,114,"Todd Hamilton",92,3.11,218,70,"TenthTeeEarlyPar3ScoringAverage",2008
114,114,"Craig Kanada",65,3.11,168,54,"TenthTeeEarlyPar3ScoringAverage",2008
114,114,"Troy Matteson",94,3.11,292,94,"TenthTeeEarlyPar3ScoringAverage",2008
114,114,"John Merrick",98,3.11,165,53,"TenthTeeEarlyPar3ScoringAverage",2008
114,114,"Geoff Ogilvy",65,3.11,165,53,"TenthTeeEarlyPar3ScoringAverage",2008
114,114,"Kenny Perry",97,3.11,230,74,"TenthTeeEarlyPar3ScoringAverage",2008
114,114,"Ian Poulter",51,3.11,87,28,"TenthTeeEarlyPar3ScoringAverage",2008
114,114,"Brett Quigley",80,3.11,140,45,"TenthTeeEarlyPar3ScoringAverage",2008
114,114,"Jeff Quinney",87,3.11,165,53,"TenthTeeEarlyPar3ScoringAverage",2008
114,114,"Scott Sterling",89,3.11,199,64,"TenthTeeEarlyPar3ScoringAverage",2008
114,114,"Bo Van Pelt",101,3.11,174,56,"TenthTeeEarlyPar3ScoringAverage",2008
114,114,"Scott Verplank",82,3.11,227,73,"TenthTeeEarlyPar3ScoringAverage",2008
114,114,"Mark Wilson",107,3.11,286,92,"TenthTeeEarlyPar3ScoringAverage",2008
129,129,"Billy Andrade",71,3.12,306,98,"TenthTeeEarlyPar3ScoringAverage",2008
129,129,"Ryan Armour",87,3.12,334,107,"TenthTeeEarlyPar3ScoringAverage",2008
129,129,"Robert Garrigus",90,3.12,231,74,"TenthTeeEarlyPar3ScoringAverage",2008
129,129,"Heath Slocum",104,3.12,296,95,"TenthTeeEarlyPar3ScoringAverage",2008
129,129,"Chris Stroud",81,3.12,178,57,"TenthTeeEarlyPar3ScoringAverage",2008
129,129,"Camilo Villegas",79,3.12,162,52,"TenthTeeEarlyPar3ScoringAverage",2008
129,129,"Dean Wilson",109,3.12,253,81,"TenthTeeEarlyPar3ScoringAverage",2008
136,136,"Justin Bolli",87,3.13,238,76,"TenthTeeEarlyPar3ScoringAverage",2008
136,136,"Ken Duke",116,3.13,241,77,"TenthTeeEarlyPar3ScoringAverage",2008
136,136,"Bob Estes",90,3.13,219,70,"TenthTeeEarlyPar3ScoringAverage",2008
136,136,"Cody Freeman",66,3.13,216,69,"TenthTeeEarlyPar3ScoringAverage",2008
136,136,"Tommy Gainey",60,3.13,216,69,"TenthTeeEarlyPar3ScoringAverage",2008
136,136,"Jason Gore",94,3.13,357,114,"TenthTeeEarlyPar3ScoringAverage",2008
136,136,"Ryuji Imada",80,3.13,194,62,"TenthTeeEarlyPar3ScoringAverage",2008
136,136,"Peter Lonard",92,3.13,250,80,"TenthTeeEarlyPar3ScoringAverage",2008
136,136,"Steve Lowery",74,3.13,150,48,"TenthTeeEarlyPar3ScoringAverage",2008
136,136,"Parker McLachlin",88,3.13,291,93,"TenthTeeEarlyPar3ScoringAverage",2008
136,136,"Sean OHair",81,3.13,163,52,"TenthTeeEarlyPar3ScoringAverage",2008
136,136,"John Riegger",73,3.13,150,48,"TenthTeeEarlyPar3ScoringAverage",2008
136,136,"Andres Romero",69,3.13,75,24,"TenthTeeEarlyPar3ScoringAverage",2008
136,136,"Vijay Singh",82,3.13,216,69,"TenthTeeEarlyPar3ScoringAverage",2008
136,136,"Brandt Snedeker",85,3.13,188,60,"TenthTeeEarlyPar3ScoringAverage",2008
152,152,"Carlos Franco",73,3.14,160,51,"TenthTeeEarlyPar3ScoringAverage",2008
152,152,"Lucas Glover",91,3.14,204,65,"TenthTeeEarlyPar3ScoringAverage",2008
152,152,"JJ Henry",108,3.14,295,94,"TenthTeeEarlyPar3ScoringAverage",2008
152,152,"Mark Hensby",71,3.14,176,56,"TenthTeeEarlyPar3ScoringAverage",2008
152,152,"Chris Riley",51,3.14,113,36,"TenthTeeEarlyPar3ScoringAverage",2008
152,152,"Boo Weekley",86,3.14,138,44,"TenthTeeEarlyPar3ScoringAverage",2008
152,152,"Charlie Wi",97,3.14,182,58,"TenthTeeEarlyPar3ScoringAverage",2008
152,152,"YE Yang",89,3.14,267,85,"TenthTeeEarlyPar3ScoringAverage",2008
160,160,"Joe Durant",92,3.15,252,80,"TenthTeeEarlyPar3ScoringAverage",2008
160,160,"Kenneth Ferrie",72,3.15,164,52,"TenthTeeEarlyPar3ScoringAverage",2008
160,160,"Jerry Kelly",89,3.15,167,53,"TenthTeeEarlyPar3ScoringAverage",2008
160,160,"Jon Mills",95,3.15,258,82,"TenthTeeEarlyPar3ScoringAverage",2008
160,160,"Tag Ridings",88,3.15,280,89,"TenthTeeEarlyPar3ScoringAverage",2008
160,160,"Nick Watney",96,3.15,167,53,"TenthTeeEarlyPar3ScoringAverage",2008
166,166,"Stephen Ames",83,3.16,193,61,"TenthTeeEarlyPar3ScoringAverage",2008
166,166,"Paul Casey",55,3.16,139,44,"TenthTeeEarlyPar3ScoringAverage",2008
166,166,"Tim Clark",90,3.16,202,64,"TenthTeeEarlyPar3ScoringAverage",2008
166,166,"JB Holmes",86,3.16,284,90,"TenthTeeEarlyPar3ScoringAverage",2008
166,166,"Justin Leonard",101,3.16,218,69,"TenthTeeEarlyPar3ScoringAverage",2008
166,166,"Jim McGovern",75,3.16,180,57,"TenthTeeEarlyPar3ScoringAverage",2008
172,172,"Padraig Harrington",52,3.17,114,36,"TenthTeeEarlyPar3ScoringAverage",2008
172,172,"Dustin Johnson",92,3.17,171,54,"TenthTeeEarlyPar3ScoringAverage",2008
172,172,"Scott McCarron",63,3.17,260,82,"TenthTeeEarlyPar3ScoringAverage",2008
172,172,"Nicholas Thompson",113,3.17,276,87,"TenthTeeEarlyPar3ScoringAverage",2008
172,172,"Charles Warren",79,3.17,209,66,"TenthTeeEarlyPar3ScoringAverage",2008
177,177,"Tim Petrovic",97,3.18,245,77,"TenthTeeEarlyPar3ScoringAverage",2008
177,177,"David Toms",70,3.18,127,40,"TenthTeeEarlyPar3ScoringAverage",2008
179,179,"Jason Allred",63,3.19,153,48,"TenthTeeEarlyPar3ScoringAverage",2008
179,179,"Matt Jones",95,3.19,316,99,"TenthTeeEarlyPar3ScoringAverage",2008
179,179,"Tom Lehman",51,3.19,169,53,"TenthTeeEarlyPar3ScoringAverage",2008
179,179,"Rocco Mediate",87,3.19,217,68,"TenthTeeEarlyPar3ScoringAverage",2008
179,179,"Chez Reavie",102,3.19,236,74,"TenthTeeEarlyPar3ScoringAverage",2008
179,179,"Kyle Thompson",70,3.19,220,69,"TenthTeeEarlyPar3ScoringAverage",2008
179,179,"Ron Whittaker",54,3.19,102,32,"TenthTeeEarlyPar3ScoringAverage",2008
186,186,"Woody Austin",109,3.2,221,69,"TenthTeeEarlyPar3ScoringAverage",2008
186,186,"Jeff Gove",50,3.2,131,41,"TenthTeeEarlyPar3ScoringAverage",2008
186,186,"Nathan Green",95,3.2,243,76,"TenthTeeEarlyPar3ScoringAverage",2008
186,186,"Mathias Gronberg",87,3.2,205,64,"TenthTeeEarlyPar3ScoringAverage",2008
186,186,"Michael Letzig",88,3.2,131,41,"TenthTeeEarlyPar3ScoringAverage",2008
191,191,"Mark Calcavecchia",67,3.21,93,29,"TenthTeeEarlyPar3ScoringAverage",2008
191,191,"Greg Kraft",63,3.21,106,33,"TenthTeeEarlyPar3ScoringAverage",2008
193,193,"Travis Perkins",53,3.22,158,49,"TenthTeeEarlyPar3ScoringAverage",2008
194,194,"JP Hayes",67,3.25,172,53,"TenthTeeEarlyPar3ScoringAverage",2008
194,194,"Trevor Immelman",70,3.25,169,52,"TenthTeeEarlyPar3ScoringAverage",2008
196,196,"Shigeki Maruyama",50,3.26,150,46,"TenthTeeEarlyPar3ScoringAverage",2008
197,197,"Chris DiMarco",87,3.29,214,65,"TenthTeeEarlyPar3ScoringAverage",2008
