"ScramblingFringeRTPScore_RANKTHISWEEK_2007","ScramblingFringeRTPScore_RANKLASTWEEK_2007","ScramblingFringeRTPScore_PLAYERNAME_2007","ScramblingFringeRTPScore_ROUNDS_2007","ScramblingFringeRTPScore_AVGRTP_2007","ScramblingFringeRTPScore_TOTALHOLES_2007","ScramblingFringeRTPScore_TOTALRTP_2007","stat_name","year"
28,28,"Brett Quigley",79,-0.016,63,-1,"ScramblingFringeRTPScore",2007
29,29,"Rod Pampling",92,-0.015,66,-1,"ScramblingFringeRTPScore",2007
30,30,"Jerry Kelly",101,-0.011,87,-1,"ScramblingFringeRTPScore",2007
30,30,"Ted Purdy",102,-0.011,87,-1,"ScramblingFringeRTPScore",2007
32,32,"Joe Ogilvie",102,-0.01,99,-1,"ScramblingFringeRTPScore",2007
33,33,"Aaron Baddeley",83,0,45,0,"ScramblingFringeRTPScore",2007
33,33,"Craig Barlow",52,0,38,0,"ScramblingFringeRTPScore",2007
33,33,"Sergio Garcia",68,0,42,0,"ScramblingFringeRTPScore",2007
33,33,"Lucas Glover",98,0,79,0,"ScramblingFringeRTPScore",2007
33,33,"Bob Heintz",85,0,67,0,"ScramblingFringeRTPScore",2007
33,33,"Freddie Jacobson",70,0,65,0,"ScramblingFringeRTPScore",2007
33,33,"Tom Johnson",74,0,61,0,"ScramblingFringeRTPScore",2007
33,33,"Anthony Kim",93,0,76,0,"ScramblingFringeRTPScore",2007
33,33,"Jeff Maggert",79,0,73,0,"ScramblingFringeRTPScore",2007
33,33,"Phil Mickelson",73,0,54,0,"ScramblingFringeRTPScore",2007
33,33,"Sean OHair",98,0,79,0,"ScramblingFringeRTPScore",2007
33,33,"Chris Riley",59,0,53,0,"ScramblingFringeRTPScore",2007
33,33,"Chris Stroud",66,0,49,0,"ScramblingFringeRTPScore",2007
33,33,"Bo Van Pelt",104,0,98,0,"ScramblingFringeRTPScore",2007
33,33,"Duffy Waldorf",69,0,65,0,"ScramblingFringeRTPScore",2007
33,33,"Nick Watney",87,0,90,0,"ScramblingFringeRTPScore",2007
33,33,"Tiger Woods",63,0,24,0,"ScramblingFringeRTPScore",2007
50,50,"Stephen Leaney",82,0.015,68,1,"ScramblingFringeRTPScore",2007
50,50,"Steve Lowery",74,0.015,65,1,"ScramblingFringeRTPScore",2007
50,50,"Rocco Mediate",72,0.015,65,1,"ScramblingFringeRTPScore",2007
53,53,"Jim Furyk",84,0.016,62,1,"ScramblingFringeRTPScore",2007
53,53,"Mark Hensby",81,0.016,63,1,"ScramblingFringeRTPScore",2007
53,53,"David Toms",80,0.016,61,1,"ScramblingFringeRTPScore",2007
53,53,"Camilo Villegas",82,0.016,62,1,"ScramblingFringeRTPScore",2007
57,57,"Ryan Moore",92,0.017,59,1,"ScramblingFringeRTPScore",2007
57,57,"Nick OHern",72,0.017,58,1,"ScramblingFringeRTPScore",2007
59,59,"Jose Coceres",50,0.019,53,1,"ScramblingFringeRTPScore",2007
59,59,"Davis Love III",66,0.019,54,1,"ScramblingFringeRTPScore",2007
59,59,"Michael Sim",52,0.019,52,1,"ScramblingFringeRTPScore",2007
62,62,"DJ Brigman",67,0.02,49,1,"ScramblingFringeRTPScore",2007
62,62,"Cliff Kresge",107,0.02,102,2,"ScramblingFringeRTPScore",2007
62,62,"Tag Ridings",52,0.02,50,1,"ScramblingFringeRTPScore",2007
65,65,"Jason Bohn",57,0.022,46,1,"ScramblingFringeRTPScore",2007
66,66,"Bart Bryant",87,0.023,86,2,"ScramblingFringeRTPScore",2007
67,67,"Ernie Els",59,0.024,41,1,"ScramblingFringeRTPScore",2007
67,67,"Justin Leonard",95,0.024,82,2,"ScramblingFringeRTPScore",2007
69,69,"Marco Dawson",73,0.025,79,2,"ScramblingFringeRTPScore",2007
70,70,"Ryuji Imada",104,0.026,78,2,"ScramblingFringeRTPScore",2007
70,70,"Kenny Perry",83,0.026,76,2,"ScramblingFringeRTPScore",2007
70,70,"Adam Scott",69,0.026,38,1,"ScramblingFringeRTPScore",2007
73,73,"Retief Goosen",50,0.029,35,1,"ScramblingFringeRTPScore",2007
73,73,"Scott Gutschewski",67,0.029,70,2,"ScramblingFringeRTPScore",2007
75,75,"Tom Pernice Jr",104,0.031,97,3,"ScramblingFringeRTPScore",2007
76,76,"Tommy Armour III",81,0.033,61,2,"ScramblingFringeRTPScore",2007
77,77,"Chad Campbell",96,0.034,59,2,"ScramblingFringeRTPScore",2007
77,77,"KJ Choi",87,0.034,59,2,"ScramblingFringeRTPScore",2007
77,77,"Henrik Stenson",52,0.034,29,1,"ScramblingFringeRTPScore",2007
80,80,"Will Ma Kenzie",100,0.035,85,3,"ScramblingFringeRTPScore",2007
81,81,"Richard Johnson",93,0.037,82,3,"ScramblingFringeRTPScore",2007
82,82,"Troy Matteson",87,0.038,80,3,"ScramblingFringeRTPScore",2007
83,83,"Craig Kanada",109,0.04,100,4,"ScramblingFringeRTPScore",2007
83,83,"Craig Lile",77,0.04,75,3,"ScramblingFringeRTPScore",2007
85,85,"Andrew Buckle",77,0.041,74,3,"ScramblingFringeRTPScore",2007
86,86,"DJ Trahan",99,0.042,95,4,"ScramblingFringeRTPScore",2007
86,86,"Bob Tway",103,0.042,96,4,"ScramblingFringeRTPScore",2007
88,88,"Steve Flesch",100,0.043,93,4,"ScramblingFringeRTPScore",2007
88,88,"Kevin Na",84,0.043,92,4,"ScramblingFringeRTPScore",2007
90,90,"John Mallinger",96,0.045,110,5,"ScramblingFringeRTPScore",2007
90,90,"Kevin Sutherland",85,0.045,67,3,"ScramblingFringeRTPScore",2007
90,90,"Bubba Watson",80,0.045,67,3,"ScramblingFringeRTPScore",2007
93,93,"Vijay Singh",102,0.046,65,3,"ScramblingFringeRTPScore",2007
94,94,"Ryan Armour",107,0.048,105,5,"ScramblingFringeRTPScore",2007
94,94,"Brian Gay",107,0.048,104,5,"ScramblingFringeRTPScore",2007
96,96,"Jeff Quinney",95,0.05,80,4,"ScramblingFringeRTPScore",2007
97,97,"Steve Stricker",81,0.051,59,3,"ScramblingFringeRTPScore",2007
98,98,"Doug LaBelle II",104,0.053,113,6,"ScramblingFringeRTPScore",2007
99,99,"Jesper Parnevik",88,0.055,73,4,"ScramblingFringeRTPScore",2007
99,99,"John Senden",97,0.055,73,4,"ScramblingFringeRTPScore",2007
101,101,"Michael Allen",74,0.056,54,3,"ScramblingFringeRTPScore",2007
101,101,"Fred Funk",65,0.056,54,3,"ScramblingFringeRTPScore",2007
103,103,"Stuart Appleby",74,0.057,53,3,"ScramblingFringeRTPScore",2007
103,103,"Rich Barcelo",80,0.057,70,4,"ScramblingFringeRTPScore",2007
103,103,"Rory Sabbatini",81,0.057,70,4,"ScramblingFringeRTPScore",2007
106,106,"Scott Verplank",82,0.058,69,4,"ScramblingFringeRTPScore",2007
107,107,"Matt Hendrix",63,0.059,51,3,"ScramblingFringeRTPScore",2007
107,107,"Shigeki Maruyama",84,0.059,85,5,"ScramblingFringeRTPScore",2007
109,109,"Mark Calcavecchia",93,0.06,67,4,"ScramblingFringeRTPScore",2007
110,110,"Craig Bowden",78,0.061,66,4,"ScramblingFringeRTPScore",2007
111,111,"Charley Hoffman",97,0.062,97,6,"ScramblingFringeRTPScore",2007
112,112,"Jeff Gove",103,0.063,80,5,"ScramblingFringeRTPScore",2007
113,113,"Jeff Sluman",60,0.065,31,2,"ScramblingFringeRTPScore",2007
114,114,"Mathias Gronberg",95,0.066,91,6,"ScramblingFringeRTPScore",2007
115,115,"Jay Williamson",50,0.067,45,3,"ScramblingFringeRTPScore",2007
116,116,"JP Hayes",89,0.068,103,7,"ScramblingFringeRTPScore",2007
117,117,"Joey Sindelar",75,0.069,72,5,"ScramblingFringeRTPScore",2007
118,118,"Todd Hamilton",76,0.071,56,4,"ScramblingFringeRTPScore",2007
119,119,"David Branshaw",83,0.073,82,6,"ScramblingFringeRTPScore",2007
119,119,"Tom Byrum",50,0.073,41,3,"ScramblingFringeRTPScore",2007
119,119,"Chris DiMarco",79,0.073,55,4,"ScramblingFringeRTPScore",2007
122,122,"George McNeill",95,0.074,81,6,"ScramblingFringeRTPScore",2007
123,123,"Heath Slocum",101,0.076,105,8,"ScramblingFringeRTPScore",2007
124,124,"Briny Baird",115,0.077,91,7,"ScramblingFringeRTPScore",2007
124,124,"Gavin Coles",87,0.077,78,6,"ScramblingFringeRTPScore",2007
124,124,"Luke Donald",69,0.077,39,3,"ScramblingFringeRTPScore",2007
124,124,"Mathew Goggin",97,0.077,78,6,"ScramblingFringeRTPScore",2007
124,124,"Anders Hansen",55,0.077,39,3,"ScramblingFringeRTPScore",2007
129,129,"Steve Elkington",87,0.078,77,6,"ScramblingFringeRTPScore",2007
129,129,"Greg Owen",81,0.078,77,6,"ScramblingFringeRTPScore",2007
131,131,"Boo Weekley",101,0.079,76,6,"ScramblingFringeRTPScore",2007
132,132,"Bubba Dickerson",51,0.082,49,4,"ScramblingFringeRTPScore",2007
132,132,"Bryce Molder",56,0.082,61,5,"ScramblingFringeRTPScore",2007
132,132,"Jim Rutledge",59,0.082,49,4,"ScramblingFringeRTPScore",2007
135,135,"Parker McLachlin",83,0.083,72,6,"ScramblingFringeRTPScore",2007
136,136,"Dean Wilson",92,0.084,83,7,"ScramblingFringeRTPScore",2007
137,137,"JJ Henry",86,0.086,70,6,"ScramblingFringeRTPScore",2007
137,137,"Ryan Palmer",91,0.086,81,7,"ScramblingFringeRTPScore",2007
139,139,"Brian Davis",101,0.087,115,10,"ScramblingFringeRTPScore",2007
140,140,"Jose Maria Olazabal",52,0.088,34,3,"ScramblingFringeRTPScore",2007
140,140,"Pat Perez",84,0.088,57,5,"ScramblingFringeRTPScore",2007
142,142,"Harrison Frazar",88,0.089,79,7,"ScramblingFringeRTPScore",2007
143,143,"Rich Beem",89,0.091,77,7,"ScramblingFringeRTPScore",2007
143,143,"Daisuke Maruyama",86,0.091,77,7,"ScramblingFringeRTPScore",2007
145,145,"Padraig Harrington",64,0.094,53,5,"ScramblingFringeRTPScore",2007
145,145,"Peter Lonard",85,0.094,85,8,"ScramblingFringeRTPScore",2007
147,147,"John Merrick",92,0.098,61,6,"ScramblingFringeRTPScore",2007
147,147,"Justin Rose",63,0.098,41,4,"ScramblingFringeRTPScore",2007
149,149,"Ken Duke",112,0.101,99,10,"ScramblingFringeRTPScore",2007
150,150,"Steve Marino",106,0.102,98,10,"ScramblingFringeRTPScore",2007
151,151,"Tim Herron",98,0.103,68,7,"ScramblingFringeRTPScore",2007
152,152,"Lee Janzen",66,0.104,48,5,"ScramblingFringeRTPScore",2007
152,152,"Shaun Micheel",91,0.104,77,8,"ScramblingFringeRTPScore",2007
154,154,"Johnson Wagner",97,0.105,95,10,"ScramblingFringeRTPScore",2007
154,154,"Mark Wilson",87,0.105,76,8,"ScramblingFringeRTPScore",2007
156,156,"Bill Haas",93,0.106,94,10,"ScramblingFringeRTPScore",2007
157,157,"Brendon de Jonge",76,0.107,75,8,"ScramblingFringeRTPScore",2007
158,158,"Jonathan Byrd",73,0.108,65,7,"ScramblingFringeRTPScore",2007
159,159,"Kirk Triplett",77,0.11,73,8,"ScramblingFringeRTPScore",2007
160,160,"Billy Andrade",88,0.111,72,8,"ScramblingFringeRTPScore",2007
160,160,"Michael Boyd",61,0.111,63,7,"ScramblingFringeRTPScore",2007
160,160,"Tim Petrovic",106,0.111,99,11,"ScramblingFringeRTPScore",2007
163,163,"JB Holmes",71,0.113,71,8,"ScramblingFringeRTPScore",2007
164,164,"Jason Gore",86,0.114,70,8,"ScramblingFringeRTPScore",2007
165,165,"Jeff Overton",60,0.115,61,7,"ScramblingFringeRTPScore",2007
166,166,"Billy Mayfair",98,0.117,77,9,"ScramblingFringeRTPScore",2007
167,167,"Woody Austin",95,0.118,76,9,"ScramblingFringeRTPScore",2007
168,168,"Jeff Brehaut",59,0.119,59,7,"ScramblingFringeRTPScore",2007
168,168,"Chris Couch",76,0.119,59,7,"ScramblingFringeRTPScore",2007
168,168,"Nathan Green",103,0.119,84,10,"ScramblingFringeRTPScore",2007
168,168,"Jarrod Lyle",77,0.119,59,7,"ScramblingFringeRTPScore",2007
172,172,"Kevin Stadler",95,0.122,82,10,"ScramblingFringeRTPScore",2007
173,173,"Steve Allan",63,0.125,56,7,"ScramblingFringeRTPScore",2007
174,174,"Stephen Ames",81,0.127,63,8,"ScramblingFringeRTPScore",2007
175,175,"Jason Dufner",100,0.128,86,11,"ScramblingFringeRTPScore",2007
175,175,"Charles Warren",101,0.128,86,11,"ScramblingFringeRTPScore",2007
177,177,"Steve Wheatcroft",73,0.129,62,8,"ScramblingFringeRTPScore",2007
178,178,"Mark Brooks",53,0.13,46,6,"ScramblingFringeRTPScore",2007
179,179,"Kent Jones",97,0.132,76,10,"ScramblingFringeRTPScore",2007
179,179,"Brett Wetterich",88,0.132,53,7,"ScramblingFringeRTPScore",2007
181,181,"Joe Durant",88,0.133,75,10,"ScramblingFringeRTPScore",2007
181,181,"Michael Putnam",96,0.133,60,8,"ScramblingFringeRTPScore",2007
183,183,"Vaughn Taylor",91,0.135,74,10,"ScramblingFringeRTPScore",2007
184,184,"Cameron Beckman",96,0.141,64,9,"ScramblingFringeRTPScore",2007
185,185,"Ben Curtis",80,0.143,49,7,"ScramblingFringeRTPScore",2007
185,185,"Frank Lickliter II",95,0.143,84,12,"ScramblingFringeRTPScore",2007
187,187,"Robert Allenby",90,0.147,75,11,"ScramblingFringeRTPScore",2007
187,187,"Jaco Van Zyl",51,0.147,68,10,"ScramblingFringeRTPScore",2007
189,189,"Tripp Isenhour",86,0.153,85,13,"ScramblingFringeRTPScore",2007
190,190,"John Daly",59,0.154,65,10,"ScramblingFringeRTPScore",2007
191,191,"Robert Garrigus",95,0.157,89,14,"ScramblingFringeRTPScore",2007
191,191,"Darron Stiles",65,0.157,51,8,"ScramblingFringeRTPScore",2007
193,193,"Alex Cejka",80,0.164,73,12,"ScramblingFringeRTPScore",2007
194,194,"Glen Day",85,0.171,82,14,"ScramblingFringeRTPScore",2007
195,195,"Paul Stankowski",52,0.18,50,9,"ScramblingFringeRTPScore",2007
196,196,"Paul Goydos",60,0.28,50,14,"ScramblingFringeRTPScore",2007
