"GIRPercentage200yards_RANKTHISWEEK_2008","GIRPercentage200yards_RANKLASTWEEK_2008","GIRPercentage200yards_PLAYERNAME_2008","GIRPercentage200yards_ROUNDS_2008","GIRPercentage200yards_Pct_2008","GIRPercentage200yards_GREENSHIT_2008","GIRPercentage200yards_TOTALHOLES_2008","GIRPercentage200yards_RELATIVETOPAR_2008","stat_name","year"
1,1,"John Senden",93,58.88,116,197,-0.04,"GIRPercentage200yards",2008
2,2,"Charley Hoffman",94,58.18,96,165,-0.04,"GIRPercentage200yards",2008
3,3,"Robert Allenby",108,58.08,115,198,-0.03,"GIRPercentage200yards",2008
4,4,"Hunter Mahan",87,56.38,106,188,-0.11,"GIRPercentage200yards",2008
5,5,"Boo Weekley",86,56.25,81,144,-0.01,"GIRPercentage200yards",2008
6,6,"Angel Cabrera",55,56.04,51,91,-0.06,"GIRPercentage200yards",2008
6,6,"John Huston",56,56.04,51,91,-0.02,"GIRPercentage200yards",2008
8,8,"Paul Casey",55,55.56,45,81,-0.04,"GIRPercentage200yards",2008
9,9,"Vijay Singh",82,55.17,80,145,-0.1,"GIRPercentage200yards",2008
10,10,"KJ Choi",74,55.13,86,156,-0.14,"GIRPercentage200yards",2008
11,11,"Robert Garrigus",90,54.9,84,153,-0.08,"GIRPercentage200yards",2008
12,12,"Martin Laird",98,54.29,95,175,-0.11,"GIRPercentage200yards",2008
13,13,"Johnson Wagner",83,53.93,96,178,-0.16,"GIRPercentage200yards",2008
14,14,"Tommy Gainey",60,53.76,50,93,0,"GIRPercentage200yards",2008
15,15,"Charles Warren",79,53.55,83,155,-0.02,"GIRPercentage200yards",2008
16,16,"Joe Durant",92,53.51,99,185,-0.07,"GIRPercentage200yards",2008
17,17,"Stewart Cink",87,53.38,79,148,-0.06,"GIRPercentage200yards",2008
18,18,"John Riegger",73,53.03,70,132,0.04,"GIRPercentage200yards",2008
19,19,"Pat Perez",93,53.01,97,183,-0.11,"GIRPercentage200yards",2008
20,20,"Steve Marino",119,52.91,118,223,-0.09,"GIRPercentage200yards",2008
21,21,"DJ Trahan",94,52.87,92,174,-0.05,"GIRPercentage200yards",2008
22,22,"Kenneth Ferrie",72,52.73,87,165,-0.05,"GIRPercentage200yards",2008
23,23,"Kent Jones",68,52.67,69,131,-0.07,"GIRPercentage200yards",2008
24,24,"Jason Day",81,52.63,80,152,-0.04,"GIRPercentage200yards",2008
25,25,"Bo Van Pelt",101,52.5,105,200,-0.04,"GIRPercentage200yards",2008
26,26,"Billy Mayfair",103,52.24,128,245,-0.1,"GIRPercentage200yards",2008
27,27,"Bob Estes",90,52.21,118,226,-0.04,"GIRPercentage200yards",2008
28,28,"Jason Gore",94,52.2,83,159,-0.04,"GIRPercentage200yards",2008
29,29,"Chad Campbell",94,51.95,120,231,-0.11,"GIRPercentage200yards",2008
30,30,"Gavin Coles",54,51.91,68,131,-0.21,"GIRPercentage200yards",2008
31,31,"Kevin Sutherland",98,51.8,115,222,-0.09,"GIRPercentage200yards",2008
32,32,"Heath Slocum",104,51.66,109,211,-0.06,"GIRPercentage200yards",2008
33,33,"Jay Williamson",96,51.63,95,184,0.03,"GIRPercentage200yards",2008
34,34,"Harrison Frazar",73,51.4,55,107,-0.05,"GIRPercentage200yards",2008
