"Approachesfrom175200yards_RANKTHISWEEK_2006","Approachesfrom175200yards_RANKLASTWEEK_2006","Approachesfrom175200yards_PLAYERNAME_2006","Approachesfrom175200yards_ROUNDS_2006","Approachesfrom175200yards_AVG_2006","Approachesfrom175200yards_TOTALDISTANCEFEET_2006","Approachesfrom175200yards_OFATTEMPTS_2006","Approachesfrom175200yards_RELATIVETOPAR_2006","stat_name","year"
1,1,"Tiger Woods",55,NA,2172.667,83,-13,"Approachesfrom175200yards",2006
2,2,"Kenny Perry",73,NA,3896.25,134,0,"Approachesfrom175200yards",2006
3,3,"Heath Slocum",96,NA,6717.833,229,9,"Approachesfrom175200yards",2006
4,4,"Brett Wetterich",82,NA,5023.5,171,2,"Approachesfrom175200yards",2006
5,5,"Bob May",65,NA,3464.25,117,-7,"Approachesfrom175200yards",2006
6,6,"Joey Sindelar",90,NA,6024.167,202,13,"Approachesfrom175200yards",2006
7,7,"Jim Furyk",89,NA,5647.667,189,-12,"Approachesfrom175200yards",2006
8,8,"Scott Verplank",88,NA,6531.583,217,4,"Approachesfrom175200yards",2006
9,9,"Steve Stricker",64,NA,3472.75,115,-12,"Approachesfrom175200yards",2006
10,10,"Vijay Singh",103,NA,5631.25,186,-3,"Approachesfrom175200yards",2006
11,11,"Alex Cejka",93,NA,5969.917,196,8,"Approachesfrom175200yards",2006
11,11,"Stewart Cink",93,NA,5331.083,175,-6,"Approachesfrom175200yards",2006
13,13,"Lucas Glover",105,NA,5330.917,174,-9,"Approachesfrom175200yards",2006
14,14,"Sergio Garcia",59,NA,2756,89,5,"Approachesfrom175200yards",2006
15,15,"Chris DiMarco",83,NA,5344.583,172,-6,"Approachesfrom175200yards",2006
15,15,"Trevor Immelman",86,NA,5557.5,179,-4,"Approachesfrom175200yards",2006
17,17,"Chad Campbell",91,NA,5242.667,168,4,"Approachesfrom175200yards",2006
18,18,"John Rollins",93,NA,5908.5,189,-2,"Approachesfrom175200yards",2006
18,18,"Rory Sabbatini",84,NA,4782.917,153,-3,"Approachesfrom175200yards",2006
20,20,"Ryan Moore",68,NA,4763.083,152,-8,"Approachesfrom175200yards",2006
21,21,"Ernie Els",69,NA,3623.25,115,-3,"Approachesfrom175200yards",2006
21,21,"Mike Weir",88,NA,5232.083,166,-1,"Approachesfrom175200yards",2006
23,23,"Stephen Ames",63,NA,3251.667,103,0,"Approachesfrom175200yards",2006
24,24,"David Duval",71,NA,3829,121,0,"Approachesfrom175200yards",2006
24,24,"Retief Goosen",68,NA,2911.833,92,0,"Approachesfrom175200yards",2006
24,24,"Hunter Mahan",98,NA,7001.917,221,12,"Approachesfrom175200yards",2006
27,27,"Ian Leggatt",80,NA,5043.5,159,7,"Approachesfrom175200yards",2006
