"FinalRoundScoringAverage_RANKTHISWEEK_2013","FinalRoundScoringAverage_RANKLASTWEEK_2013","FinalRoundScoringAverage_PLAYERNAME_2013","FinalRoundScoringAverage__2013","FinalRoundScoringAverage_AVG_2013","FinalRoundScoringAverage_TOTALSTROKES_2013","FinalRoundScoringAverage_TOTALROUNDS_2013","stat_name","year"
30,30,"Michael Thompson",NA,70.27,773,11,"FinalRoundScoringAverage",2013
31,31,"Dicky Pride",NA,70.3,703,10,"FinalRoundScoringAverage",2013
31,31,"Boo Weekley",NA,70.3,1617,23,"FinalRoundScoringAverage",2013
33,33,"Ernie Els",NA,70.31,914,13,"FinalRoundScoringAverage",2013
34,34,"Kevin Stadler",NA,70.33,1055,15,"FinalRoundScoringAverage",2013
35,35,"Zach Johnson",NA,70.37,1337,19,"FinalRoundScoringAverage",2013
36,36,"Rory McIlroy",NA,70.38,915,13,"FinalRoundScoringAverage",2013
36,36,"Jeff Overton",NA,70.38,1126,16,"FinalRoundScoringAverage",2013
38,38,"Scott Piercy",NA,70.4,1056,15,"FinalRoundScoringAverage",2013
39,39,"Brandt Snedeker",NA,70.41,1197,17,"FinalRoundScoringAverage",2013
40,40,"Graham DeLaet",NA,70.43,1479,21,"FinalRoundScoringAverage",2013
40,40,"Derek Ernst",NA,70.43,493,7,"FinalRoundScoringAverage",2013
42,42,"Matt Kuchar",NA,70.45,1550,22,"FinalRoundScoringAverage",2013
43,43,"Stewart Cink",NA,70.46,916,13,"FinalRoundScoringAverage",2013
43,43,"Jason Kokrak",NA,70.46,916,13,"FinalRoundScoringAverage",2013
45,45,"David Hearn",NA,70.47,1198,17,"FinalRoundScoringAverage",2013
45,45,"Ryan Palmer",NA,70.47,1198,17,"FinalRoundScoringAverage",2013
45,45,"Adam Scott",NA,70.47,1057,15,"FinalRoundScoringAverage",2013
48,48,"Charles Howell III",NA,70.5,1269,18,"FinalRoundScoringAverage",2013
49,49,"Brian Davis",NA,70.53,1199,17,"FinalRoundScoringAverage",2013
50,50,"Billy Horschel",NA,70.55,1552,22,"FinalRoundScoringAverage",2013
51,51,"Steve Stricker",NA,70.58,847,12,"FinalRoundScoringAverage",2013
52,52,"Chris Stroud",NA,70.59,1200,17,"FinalRoundScoringAverage",2013
53,53,"Aaron Baddeley",NA,70.6,706,10,"FinalRoundScoringAverage",2013
53,53,"Dustin Johnson",NA,70.6,1059,15,"FinalRoundScoringAverage",2013
53,53,"DA Points",NA,70.6,1059,15,"FinalRoundScoringAverage",2013
53,53,"Ted Potter Jr",NA,70.6,706,10,"FinalRoundScoringAverage",2013
53,53,"Camilo Villegas",NA,70.6,1059,15,"FinalRoundScoringAverage",2013
58,58,"Harris English",NA,70.62,1483,21,"FinalRoundScoringAverage",2013
59,59,"Brendan Steele",NA,70.63,1130,16,"FinalRoundScoringAverage",2013
59,59,"Lee Williams",NA,70.63,565,8,"FinalRoundScoringAverage",2013
61,61,"Chris Kirk",NA,70.65,1413,20,"FinalRoundScoringAverage",2013
62,62,"Stephen Ames",NA,70.67,424,6,"FinalRoundScoringAverage",2013
62,62,"Geoff Ogilvy",NA,70.67,636,9,"FinalRoundScoringAverage",2013
64,64,"Nick Watney",NA,70.72,1273,18,"FinalRoundScoringAverage",2013
65,65,"Kevin Chappell",NA,70.73,1061,15,"FinalRoundScoringAverage",2013
65,65,"Jerry Kelly",NA,70.73,1061,15,"FinalRoundScoringAverage",2013
67,67,"Jason Bohn",NA,70.75,849,12,"FinalRoundScoringAverage",2013
68,68,"Luke Donald",NA,70.77,920,13,"FinalRoundScoringAverage",2013
68,68,"William McGirt",NA,70.77,920,13,"FinalRoundScoringAverage",2013
70,70,"Jim Herman",NA,70.78,637,9,"FinalRoundScoringAverage",2013
71,71,"Roberto Castro",NA,70.79,1345,19,"FinalRoundScoringAverage",2013
72,72,"Matt Every",NA,70.8,1062,15,"FinalRoundScoringAverage",2013
73,73,"Jason Dufner",NA,70.83,1275,18,"FinalRoundScoringAverage",2013
74,74,"Martin Kaymer",NA,70.85,921,13,"FinalRoundScoringAverage",2013
74,74,"Martin Laird",NA,70.85,921,13,"FinalRoundScoringAverage",2013
74,74,"Scott Stallings",NA,70.85,921,13,"FinalRoundScoringAverage",2013
77,77,"Bob Estes",NA,70.87,1063,15,"FinalRoundScoringAverage",2013
78,78,"Steven Bowditch",NA,70.91,780,11,"FinalRoundScoringAverage",2013
78,78,"Scott Brown",NA,70.91,780,11,"FinalRoundScoringAverage",2013
78,78,"Morgan Hoffmann",NA,70.91,780,11,"FinalRoundScoringAverage",2013
81,81,"Chad Campbell",NA,70.92,922,13,"FinalRoundScoringAverage",2013
82,82,"George McNeill",NA,70.93,993,14,"FinalRoundScoringAverage",2013
83,83,"Charl Schwartzel",NA,70.94,1135,16,"FinalRoundScoringAverage",2013
84,84,"KJ Choi",NA,70.95,1348,19,"FinalRoundScoringAverage",2013
85,85,"Erik Compton",NA,71,852,12,"FinalRoundScoringAverage",2013
85,85,"Bobby Gates",NA,71,213,3,"FinalRoundScoringAverage",2013
85,85,"Andres Romero",NA,71,639,9,"FinalRoundScoringAverage",2013
88,88,"Stuart Appleby",NA,71.06,1279,18,"FinalRoundScoringAverage",2013
89,89,"Bo Van Pelt",NA,71.07,995,14,"FinalRoundScoringAverage",2013
90,90,"Freddie Jacobson",NA,71.08,853,12,"FinalRoundScoringAverage",2013
91,91,"Shawn Stefani",NA,71.09,782,11,"FinalRoundScoringAverage",2013
92,92,"Graeme McDowell",NA,71.11,640,9,"FinalRoundScoringAverage",2013
93,93,"Brian Gay",NA,71.13,1138,16,"FinalRoundScoringAverage",2013
93,93,"Daniel Summerhays",NA,71.13,1067,15,"FinalRoundScoringAverage",2013
93,93,"Tiger Woods",NA,71.13,1067,15,"FinalRoundScoringAverage",2013
96,96,"Brian Harman",NA,71.14,996,14,"FinalRoundScoringAverage",2013
96,96,"Mike Weir",NA,71.14,498,7,"FinalRoundScoringAverage",2013
98,98,"James Driscoll",NA,71.15,925,13,"FinalRoundScoringAverage",2013
99,99,"Jim Furyk",NA,71.17,1281,18,"FinalRoundScoringAverage",2013
99,99,"Bill Haas",NA,71.17,1281,18,"FinalRoundScoringAverage",2013
101,101,"Tim Clark",NA,71.18,783,11,"FinalRoundScoringAverage",2013
102,102,"Darron Stiles",NA,71.2,356,5,"FinalRoundScoringAverage",2013
103,103,"Jonas Blixt",NA,71.21,997,14,"FinalRoundScoringAverage",2013
103,103,"Chez Reavie",NA,71.21,997,14,"FinalRoundScoringAverage",2013
105,105,"Brandt Jobe",NA,71.27,784,11,"FinalRoundScoringAverage",2013
106,106,"Rickie Fowler",NA,71.31,1141,16,"FinalRoundScoringAverage",2013
106,106,"Pat Perez",NA,71.31,927,13,"FinalRoundScoringAverage",2013
108,108,"Robert Garrigus",NA,71.33,856,12,"FinalRoundScoringAverage",2013
108,108,"James Hahn",NA,71.33,856,12,"FinalRoundScoringAverage",2013
108,108,"Greg Owen",NA,71.33,856,12,"FinalRoundScoringAverage",2013
111,111,"David Lingmerth",NA,71.36,785,11,"FinalRoundScoringAverage",2013
111,111,"Henrik Norlander",NA,71.36,785,11,"FinalRoundScoringAverage",2013
113,113,"Justin Leonard",NA,71.37,1356,19,"FinalRoundScoringAverage",2013
114,114,"Marc Leishman",NA,71.38,1142,16,"FinalRoundScoringAverage",2013
114,114,"David Lynn",NA,71.38,928,13,"FinalRoundScoringAverage",2013
116,116,"David Mathis",NA,71.4,714,10,"FinalRoundScoringAverage",2013
117,117,"Charlie Beljan",NA,71.43,500,7,"FinalRoundScoringAverage",2013
118,118,"JJ Henry",NA,71.44,1143,16,"FinalRoundScoringAverage",2013
118,118,"Troy Matteson",NA,71.44,643,9,"FinalRoundScoringAverage",2013
120,120,"Bubba Watson",NA,71.47,1215,17,"FinalRoundScoringAverage",2013
121,121,"Lucas Glover",NA,71.5,715,10,"FinalRoundScoringAverage",2013
121,121,"John Huh",NA,71.5,1144,16,"FinalRoundScoringAverage",2013
121,121,"Hunter Mahan",NA,71.5,1287,18,"FinalRoundScoringAverage",2013
121,121,"Ian Poulter",NA,71.5,858,12,"FinalRoundScoringAverage",2013
121,121,"Mark Wilson",NA,71.5,572,8,"FinalRoundScoringAverage",2013
126,126,"John Merrick",NA,71.56,1145,16,"FinalRoundScoringAverage",2013
127,127,"Robert Allenby",NA,71.6,358,5,"FinalRoundScoringAverage",2013
127,127,"Steve LeBrun",NA,71.6,716,10,"FinalRoundScoringAverage",2013
129,129,"Sangmoon Bae",NA,71.63,1146,16,"FinalRoundScoringAverage",2013
129,129,"Robert Karlsson",NA,71.63,573,8,"FinalRoundScoringAverage",2013
129,129,"Vaughn Taylor",NA,71.63,573,8,"FinalRoundScoringAverage",2013
132,132,"Justin Hicks",NA,71.64,1003,14,"FinalRoundScoringAverage",2013
132,132,"Jeff Maggert",NA,71.64,788,11,"FinalRoundScoringAverage",2013
134,134,"Colt Knost",NA,71.67,645,9,"FinalRoundScoringAverage",2013
135,135,"Charlie Wi",NA,71.69,932,13,"FinalRoundScoringAverage",2013
136,136,"Ken Duke",NA,71.73,1076,15,"FinalRoundScoringAverage",2013
137,137,"Angel Cabrera",NA,71.75,1148,16,"FinalRoundScoringAverage",2013
137,137,"Will Claxton",NA,71.75,574,8,"FinalRoundScoringAverage",2013
137,137,"Peter Hanson",NA,71.75,574,8,"FinalRoundScoringAverage",2013
140,140,"Tag Ridings",NA,71.78,646,9,"FinalRoundScoringAverage",2013
140,140,"YE Yang",NA,71.78,646,9,"FinalRoundScoringAverage",2013
142,142,"Jin Park",NA,71.8,359,5,"FinalRoundScoringAverage",2013
142,142,"Andrew Svoboda",NA,71.8,359,5,"FinalRoundScoringAverage",2013
144,144,"Scott Gardiner",NA,71.86,503,7,"FinalRoundScoringAverage",2013
144,144,"Tim Herron",NA,71.86,503,7,"FinalRoundScoringAverage",2013
146,146,"Cameron Percy",NA,71.92,935,13,"FinalRoundScoringAverage",2013
147,147,"Josh Teater",NA,71.94,1223,17,"FinalRoundScoringAverage",2013
148,148,"Tommy Gainey",NA,72,936,13,"FinalRoundScoringAverage",2013
148,148,"Sergio Garcia",NA,72,1080,15,"FinalRoundScoringAverage",2013
148,148,"Scott Langley",NA,72,792,11,"FinalRoundScoringAverage",2013
148,148,"Richard Lee",NA,72,1152,16,"FinalRoundScoringAverage",2013
148,148,"Kyle Stanley",NA,72,792,11,"FinalRoundScoringAverage",2013
153,153,"Ben Kohles",NA,72.09,793,11,"FinalRoundScoringAverage",2013
154,154,"Nicolas Colsaerts",NA,72.14,505,7,"FinalRoundScoringAverage",2013
154,154,"Johnson Wagner",NA,72.14,505,7,"FinalRoundScoringAverage",2013
156,156,"Greg Chalmers",NA,72.15,938,13,"FinalRoundScoringAverage",2013
157,157,"Brad Fritsch",NA,72.2,1083,15,"FinalRoundScoringAverage",2013
157,157,"Ryan Moore",NA,72.2,1083,15,"FinalRoundScoringAverage",2013
159,159,"Gary Woodland",NA,72.21,1372,19,"FinalRoundScoringAverage",2013
160,160,"Ryo Ishikawa",NA,72.25,867,12,"FinalRoundScoringAverage",2013
161,161,"Carl Pettersson",NA,72.28,1301,18,"FinalRoundScoringAverage",2013
162,162,"Nicholas Thompson",NA,72.3,1446,20,"FinalRoundScoringAverage",2013
163,163,"Padraig Harrington",NA,72.33,651,9,"FinalRoundScoringAverage",2013
164,164,"Lee Westwood",NA,72.41,1231,17,"FinalRoundScoringAverage",2013
165,165,"Fabian Gomez",NA,72.44,652,9,"FinalRoundScoringAverage",2013
166,166,"Vijay Singh",NA,72.45,797,11,"FinalRoundScoringAverage",2013
167,167,"Luke Guthrie",NA,72.5,1015,14,"FinalRoundScoringAverage",2013
168,168,"Michael Bradley",NA,72.6,363,5,"FinalRoundScoringAverage",2013
168,168,"Ben Curtis",NA,72.6,726,10,"FinalRoundScoringAverage",2013
170,170,"Seung Yul Noh",NA,72.67,654,9,"FinalRoundScoringAverage",2013
170,170,"Rod Pampling",NA,72.67,436,6,"FinalRoundScoringAverage",2013
172,172,"John Senden",NA,72.73,1091,15,"FinalRoundScoringAverage",2013
173,173,"Ben Crane",NA,72.75,582,8,"FinalRoundScoringAverage",2013
173,173,"Eric Meierdierks",NA,72.75,291,4,"FinalRoundScoringAverage",2013
175,175,"Charley Hoffman",NA,72.79,1383,19,"FinalRoundScoringAverage",2013
176,176,"Tom Gillis",NA,72.91,802,11,"FinalRoundScoringAverage",2013
177,177,"Trevor Immelman",NA,73.09,804,11,"FinalRoundScoringAverage",2013
178,178,"Sean OHair",NA,73.71,516,7,"FinalRoundScoringAverage",2013
179,179,"Alistair Presnell",NA,74.14,519,7,"FinalRoundScoringAverage",2013
180,180,"Casey Wittenberg",NA,74.88,599,8,"FinalRoundScoringAverage",2013
