"YTDSubParRoundsStreak_RANKTHISWEEK_2005","YTDSubParRoundsStreak_RANKLASTWEEK_2005","YTDSubParRoundsStreak_PLAYERNAME_2005","YTDSubParRoundsStreak__2005","YTDSubParRoundsStreak_VALUE_2005","stat_name","year"
1,1,"Tim Clark",NA,14,"YTDSubParRoundsStreak",2005
2,2,"Harrison Frazar",NA,13,"YTDSubParRoundsStreak",2005
2,2,"Tim Herron",NA,13,"YTDSubParRoundsStreak",2005
2,2,"David Toms",NA,13,"YTDSubParRoundsStreak",2005
5,5,"Stewart Cink",NA,12,"YTDSubParRoundsStreak",2005
5,5,"Joey Sindelar",NA,12,"YTDSubParRoundsStreak",2005
5,5,"Scott Verplank",NA,12,"YTDSubParRoundsStreak",2005
8,8,"JP Hayes",NA,11,"YTDSubParRoundsStreak",2005
8,8,"JJ Henry",NA,11,"YTDSubParRoundsStreak",2005
8,8,"Neal Lancaster",NA,11,"YTDSubParRoundsStreak",2005
8,8,"Shaun Micheel",NA,11,"YTDSubParRoundsStreak",2005
8,8,"Jose Maria Olazabal",NA,11,"YTDSubParRoundsStreak",2005
8,8,"Carl Pettersson",NA,11,"YTDSubParRoundsStreak",2005
8,8,"Wes Short Jr",NA,11,"YTDSubParRoundsStreak",2005
8,8,"Tiger Woods",NA,11,"YTDSubParRoundsStreak",2005
16,16,"Charles Howell III",NA,10,"YTDSubParRoundsStreak",2005
16,16,"Steve Lowery",NA,10,"YTDSubParRoundsStreak",2005
16,16,"Billy Mayfair",NA,10,"YTDSubParRoundsStreak",2005
16,16,"Rocco Mediate",NA,10,"YTDSubParRoundsStreak",2005
16,16,"Kevin Na",NA,10,"YTDSubParRoundsStreak",2005
16,16,"Justin Rose",NA,10,"YTDSubParRoundsStreak",2005
16,16,"Heath Slocum",NA,10,"YTDSubParRoundsStreak",2005
16,16,"Roland Thatcher",NA,10,"YTDSubParRoundsStreak",2005
24,24,"Craig Barlow",NA,9,"YTDSubParRoundsStreak",2005
24,24,"Mark Calcavecchia",NA,9,"YTDSubParRoundsStreak",2005
24,24,"Ben Crane",NA,9,"YTDSubParRoundsStreak",2005
24,24,"John Daly",NA,9,"YTDSubParRoundsStreak",2005
24,24,"Luke Donald",NA,9,"YTDSubParRoundsStreak",2005
24,24,"Fred Funk",NA,9,"YTDSubParRoundsStreak",2005
24,24,"Jim Furyk",NA,9,"YTDSubParRoundsStreak",2005
24,24,"Sergio Garcia",NA,9,"YTDSubParRoundsStreak",2005
24,24,"Bill Glasson",NA,9,"YTDSubParRoundsStreak",2005
24,24,"Jason Gore",NA,9,"YTDSubParRoundsStreak",2005
24,24,"Mathias Gronberg",NA,9,"YTDSubParRoundsStreak",2005
24,24,"Bob Heintz",NA,9,"YTDSubParRoundsStreak",2005
24,24,"Bradley Hughes",NA,9,"YTDSubParRoundsStreak",2005
24,24,"John Huston",NA,9,"YTDSubParRoundsStreak",2005
24,24,"Richard Johnson",NA,9,"YTDSubParRoundsStreak",2005
24,24,"Kent Jones",NA,9,"YTDSubParRoundsStreak",2005
24,24,"Brendan Jones",NA,9,"YTDSubParRoundsStreak",2005
24,24,"Ryan Palmer",NA,9,"YTDSubParRoundsStreak",2005
24,24,"Bo Van Pelt",NA,9,"YTDSubParRoundsStreak",2005
24,24,"Charles Warren",NA,9,"YTDSubParRoundsStreak",2005
24,24,"Brett Wetterich",NA,9,"YTDSubParRoundsStreak",2005
45,45,"Robert Allenby",NA,8,"YTDSubParRoundsStreak",2005
45,45,"Stuart Appleby",NA,8,"YTDSubParRoundsStreak",2005
45,45,"Briny Baird",NA,8,"YTDSubParRoundsStreak",2005
45,45,"Jonathan Byrd",NA,8,"YTDSubParRoundsStreak",2005
45,45,"Daniel Chopra",NA,8,"YTDSubParRoundsStreak",2005
45,45,"Matt Davidson",NA,8,"YTDSubParRoundsStreak",2005
45,45,"Joe Durant",NA,8,"YTDSubParRoundsStreak",2005
45,45,"Carlos Franco",NA,8,"YTDSubParRoundsStreak",2005
45,45,"Scott Gutschewski",NA,8,"YTDSubParRoundsStreak",2005
45,45,"Dudley Hart",NA,8,"YTDSubParRoundsStreak",2005
45,45,"Jerry Kelly",NA,8,"YTDSubParRoundsStreak",2005
45,45,"Stephen Leaney",NA,8,"YTDSubParRoundsStreak",2005
45,45,"Davis Love III",NA,8,"YTDSubParRoundsStreak",2005
45,45,"Arron Oberholser",NA,8,"YTDSubParRoundsStreak",2005
45,45,"Rod Pampling",NA,8,"YTDSubParRoundsStreak",2005
45,45,"Tom Pernice Jr",NA,8,"YTDSubParRoundsStreak",2005
45,45,"Tim Petrovic",NA,8,"YTDSubParRoundsStreak",2005
45,45,"Brett Quigley",NA,8,"YTDSubParRoundsStreak",2005
45,45,"Rory Sabbatini",NA,8,"YTDSubParRoundsStreak",2005
45,45,"Vijay Singh",NA,8,"YTDSubParRoundsStreak",2005
45,45,"Craig Stadler",NA,8,"YTDSubParRoundsStreak",2005
45,45,"Bob Tway",NA,8,"YTDSubParRoundsStreak",2005
45,45,"Omar Uresti",NA,8,"YTDSubParRoundsStreak",2005
45,45,"Charlie Wi",NA,8,"YTDSubParRoundsStreak",2005
69,69,"Arjun Atwal",NA,7,"YTDSubParRoundsStreak",2005
69,69,"Woody Austin",NA,7,"YTDSubParRoundsStreak",2005
69,69,"Justin Bolli",NA,7,"YTDSubParRoundsStreak",2005
69,69,"Danny Briggs",NA,7,"YTDSubParRoundsStreak",2005
69,69,"Bart Bryant",NA,7,"YTDSubParRoundsStreak",2005
69,69,"Jose Coceres",NA,7,"YTDSubParRoundsStreak",2005
69,69,"Fred Couples",NA,7,"YTDSubParRoundsStreak",2005
69,69,"Robert Damron",NA,7,"YTDSubParRoundsStreak",2005
69,69,"Brian Davis",NA,7,"YTDSubParRoundsStreak",2005
69,69,"Robert Gamez",NA,7,"YTDSubParRoundsStreak",2005
69,69,"Lee Janzen",NA,7,"YTDSubParRoundsStreak",2005
69,69,"Brandt Jobe",NA,7,"YTDSubParRoundsStreak",2005
69,69,"Zach Johnson",NA,7,"YTDSubParRoundsStreak",2005
69,69,"Bernhard Langer",NA,7,"YTDSubParRoundsStreak",2005
69,69,"Peter Lonard",NA,7,"YTDSubParRoundsStreak",2005
69,69,"Jeff Maggert",NA,7,"YTDSubParRoundsStreak",2005
69,69,"Hunter Mahan",NA,7,"YTDSubParRoundsStreak",2005
69,69,"Joe Ogilvie",NA,7,"YTDSubParRoundsStreak",2005
69,69,"Greg Owen",NA,7,"YTDSubParRoundsStreak",2005
69,69,"Phillip Price",NA,7,"YTDSubParRoundsStreak",2005
69,69,"Tag Ridings",NA,7,"YTDSubParRoundsStreak",2005
69,69,"Loren Roberts",NA,7,"YTDSubParRoundsStreak",2005
69,69,"John Rollins",NA,7,"YTDSubParRoundsStreak",2005
69,69,"John Senden",NA,7,"YTDSubParRoundsStreak",2005
69,69,"Chris Smith",NA,7,"YTDSubParRoundsStreak",2005
69,69,"Hidemichi Tanaka",NA,7,"YTDSubParRoundsStreak",2005
69,69,"Hideto Tanihara",NA,7,"YTDSubParRoundsStreak",2005
69,69,"Tjaart van der Walt",NA,7,"YTDSubParRoundsStreak",2005
69,69,"Nick Watney",NA,7,"YTDSubParRoundsStreak",2005
98,98,"Doug Barron",NA,6,"YTDSubParRoundsStreak",2005
