"3PuttAvoidance_RANKTHISWEEK_2013","3PuttAvoidance_RANKLASTWEEK_2013","3PuttAvoidance_PLAYERNAME_2013","3PuttAvoidance_ROUNDS_2013","3PuttAvoidance_Pct_2013","3PuttAvoidance_TOTAL3PUTTS_2013","3PuttAvoidance_TOTALHOLESOVERALL_2013","stat_name","year"
23,23,"Bobby Gates",49,2.47,20,810,"3PuttAvoidance",2013
25,25,"Jeff Overton",78,2.49,35,1404,"3PuttAvoidance",2013
25,25,"Mike Weir",60,2.49,26,1044,"3PuttAvoidance",2013
27,27,"Ernie Els",63,2.51,28,1116,"3PuttAvoidance",2013
28,28,"James Hahn",78,2.55,34,1332,"3PuttAvoidance",2013
29,29,"Jonas Blixt",76,2.56,35,1368,"3PuttAvoidance",2013
29,29,"Scott Brown",65,2.56,30,1170,"3PuttAvoidance",2013
29,29,"Brian Davis",91,2.56,42,1638,"3PuttAvoidance",2013
29,29,"Fabian Gomez",65,2.56,30,1170,"3PuttAvoidance",2013
33,33,"Jimmy Walker",84,2.58,39,1512,"3PuttAvoidance",2013
34,34,"Jerry Kelly",75,2.59,35,1350,"3PuttAvoidance",2013
34,34,"Adam Scott",61,2.59,28,1080,"3PuttAvoidance",2013
36,36,"Ryan Palmer",79,2.6,37,1422,"3PuttAvoidance",2013
37,37,"Stephen Ames",49,2.61,23,882,"3PuttAvoidance",2013
37,37,"JJ Henry",83,2.61,38,1458,"3PuttAvoidance",2013
37,37,"Charles Howell III",87,2.61,40,1530,"3PuttAvoidance",2013
40,40,"Casey Wittenberg",72,2.62,33,1260,"3PuttAvoidance",2013
41,41,"Brian Stuard",78,2.63,35,1332,"3PuttAvoidance",2013
42,42,"Carl Pettersson",82,2.64,38,1440,"3PuttAvoidance",2013
43,43,"Andrew Svoboda",46,2.65,21,792,"3PuttAvoidance",2013
44,44,"Aaron Baddeley",68,2.69,32,1188,"3PuttAvoidance",2013
45,45,"Jason Day",86,2.71,39,1440,"3PuttAvoidance",2013
45,45,"Webb Simpson",92,2.71,43,1584,"3PuttAvoidance",2013
47,47,"Gary Woodland",94,2.72,44,1620,"3PuttAvoidance",2013
48,48,"David Lynn",70,2.74,34,1242,"3PuttAvoidance",2013
48,48,"Brandt Snedeker",79,2.74,39,1422,"3PuttAvoidance",2013
50,50,"James Driscoll",76,2.78,36,1296,"3PuttAvoidance",2013
50,50,"Rickie Fowler",75,2.78,37,1332,"3PuttAvoidance",2013
50,50,"Jim Furyk",80,2.78,39,1404,"3PuttAvoidance",2013
50,50,"Freddie Jacobson",63,2.78,30,1080,"3PuttAvoidance",2013
50,50,"YE Yang",56,2.78,28,1008,"3PuttAvoidance",2013
55,55,"Matt Jones",83,2.81,42,1494,"3PuttAvoidance",2013
55,55,"Richard Lee",81,2.81,39,1386,"3PuttAvoidance",2013
55,55,"John Merrick",79,2.81,40,1422,"3PuttAvoidance",2013
58,58,"Robert Garrigus",69,2.82,33,1170,"3PuttAvoidance",2013
58,58,"Dicky Pride",71,2.82,34,1206,"3PuttAvoidance",2013
58,58,"John Rollins",77,2.82,37,1314,"3PuttAvoidance",2013
61,61,"Padraig Harrington",52,2.83,25,882,"3PuttAvoidance",2013
62,62,"Troy Matteson",68,2.86,34,1188,"3PuttAvoidance",2013
63,63,"Chris Kirk",89,2.87,46,1602,"3PuttAvoidance",2013
63,63,"Tiger Woods",61,2.87,31,1080,"3PuttAvoidance",2013
65,65,"Billy Horschel",96,2.89,50,1728,"3PuttAvoidance",2013
66,66,"Aaron Watkins",46,2.9,23,792,"3PuttAvoidance",2013
67,67,"Kevin Streelman",86,2.91,45,1548,"3PuttAvoidance",2013
68,68,"Roberto Castro",97,2.92,51,1746,"3PuttAvoidance",2013
68,68,"Phil Mickelson",78,2.92,41,1404,"3PuttAvoidance",2013
68,68,"Andres Romero",63,2.92,31,1062,"3PuttAvoidance",2013
71,71,"Ian Poulter",59,2.94,28,954,"3PuttAvoidance",2013
72,72,"Cameron Percy",68,2.95,35,1188,"3PuttAvoidance",2013
73,73,"Scott Langley",79,2.96,40,1350,"3PuttAvoidance",2013
73,73,"Lee Williams",62,2.96,32,1080,"3PuttAvoidance",2013
75,75,"Derek Ernst",58,2.97,31,1044,"3PuttAvoidance",2013
76,76,"Shawn Stefani",63,3,34,1134,"3PuttAvoidance",2013
77,77,"Tim Clark",64,3.01,33,1098,"3PuttAvoidance",2013
77,77,"Zach Johnson",84,3.01,45,1494,"3PuttAvoidance",2013
79,79,"Doug LaBelle II",72,3.02,38,1260,"3PuttAvoidance",2013
80,80,"Stuart Appleby",88,3.04,46,1512,"3PuttAvoidance",2013
81,81,"Robert Streb",75,3.05,39,1278,"3PuttAvoidance",2013
82,82,"Pat Perez",69,3.06,38,1242,"3PuttAvoidance",2013
83,83,"Steve Stricker",51,3.07,26,846,"3PuttAvoidance",2013
84,84,"Tim Herron",45,3.09,25,810,"3PuttAvoidance",2013
85,85,"Camilo Villegas",79,3.11,42,1350,"3PuttAvoidance",2013
86,86,"Morgan Hoffmann",64,3.13,36,1152,"3PuttAvoidance",2013
86,86,"Cameron Tringale",80,3.13,45,1440,"3PuttAvoidance",2013
88,88,"Graeme McDowell",53,3.17,28,882,"3PuttAvoidance",2013
89,89,"Jordan Spieth",82,3.18,47,1476,"3PuttAvoidance",2013
89,89,"Josh Teater",86,3.18,47,1476,"3PuttAvoidance",2013
91,91,"Hunter Mahan",91,3.2,49,1530,"3PuttAvoidance",2013
92,92,"Russell Henley",80,3.21,45,1404,"3PuttAvoidance",2013
92,92,"Charlie Wi",75,3.21,41,1278,"3PuttAvoidance",2013
94,94,"Harris English",95,3.22,55,1710,"3PuttAvoidance",2013
95,95,"KJ Choi",85,3.24,49,1512,"3PuttAvoidance",2013
96,96,"Steven Bowditch",67,3.25,38,1170,"3PuttAvoidance",2013
97,97,"Bud Cauley",67,3.26,37,1134,"3PuttAvoidance",2013
97,97,"Ken Duke",87,3.26,51,1566,"3PuttAvoidance",2013
97,97,"Brandt Jobe",62,3.26,34,1044,"3PuttAvoidance",2013
97,97,"Vaughn Taylor",50,3.26,27,828,"3PuttAvoidance",2013
101,101,"Ben Kohles",75,3.29,42,1278,"3PuttAvoidance",2013
102,102,"Scott Stallings",79,3.31,47,1422,"3PuttAvoidance",2013
103,103,"Brendan Steele",86,3.32,49,1476,"3PuttAvoidance",2013
104,104,"Chad Campbell",78,3.36,46,1368,"3PuttAvoidance",2013
105,105,"Tommy Gainey",84,3.37,51,1512,"3PuttAvoidance",2013
105,105,"Michael Thompson",66,3.37,40,1188,"3PuttAvoidance",2013
107,107,"Kevin Stadler",83,3.38,48,1422,"3PuttAvoidance",2013
108,108,"Scott Gardiner",61,3.39,36,1062,"3PuttAvoidance",2013
108,108,"Marc Leishman",77,3.39,47,1386,"3PuttAvoidance",2013
110,110,"Martin Flores",83,3.41,51,1494,"3PuttAvoidance",2013
110,110,"Scott Piercy",78,3.41,46,1350,"3PuttAvoidance",2013
110,110,"Patrick Reed",83,3.41,51,1494,"3PuttAvoidance",2013
110,110,"Bo Van Pelt",72,3.41,43,1260,"3PuttAvoidance",2013
114,114,"Tom Gillis",69,3.42,40,1170,"3PuttAvoidance",2013
114,114,"DH Lee",65,3.42,40,1170,"3PuttAvoidance",2013
114,114,"Bubba Watson",76,3.42,45,1314,"3PuttAvoidance",2013
117,117,"George McNeill",68,3.43,42,1224,"3PuttAvoidance",2013
118,118,"Sean OHair",56,3.47,35,1008,"3PuttAvoidance",2013
119,119,"David Mathis",71,3.48,42,1206,"3PuttAvoidance",2013
120,120,"Ricky Barnes",74,3.49,44,1260,"3PuttAvoidance",2013
121,121,"DJ Trahan",48,3.5,29,828,"3PuttAvoidance",2013
122,122,"Henrik Norlander",70,3.51,43,1224,"3PuttAvoidance",2013
122,122,"Darron Stiles",51,3.51,31,882,"3PuttAvoidance",2013
124,124,"Erik Compton",74,3.53,47,1332,"3PuttAvoidance",2013
124,124,"Mark Wilson",56,3.53,33,936,"3PuttAvoidance",2013
126,126,"Ben Crane",62,3.54,37,1044,"3PuttAvoidance",2013
126,126,"David Toms",49,3.54,28,792,"3PuttAvoidance",2013
128,128,"Matt Every",89,3.56,57,1602,"3PuttAvoidance",2013
128,128,"John Senden",79,3.56,50,1404,"3PuttAvoidance",2013
130,130,"Robert Allenby",58,3.57,36,1008,"3PuttAvoidance",2013
130,130,"Charley Hoffman",84,3.57,54,1512,"3PuttAvoidance",2013
130,130,"Dustin Johnson",71,3.57,45,1260,"3PuttAvoidance",2013
130,130,"Seung Yul Noh",71,3.57,43,1206,"3PuttAvoidance",2013
134,134,"Justin Bolli",59,3.64,36,990,"3PuttAvoidance",2013
134,134,"Rory McIlroy",56,3.64,36,990,"3PuttAvoidance",2013
136,136,"Brad Fritsch",81,3.68,51,1386,"3PuttAvoidance",2013
137,137,"Trevor Immelman",73,3.7,46,1242,"3PuttAvoidance",2013
137,137,"Justin Rose",62,3.7,40,1080,"3PuttAvoidance",2013
139,139,"David Lingmerth",68,3.76,46,1224,"3PuttAvoidance",2013
140,140,"DA Points",87,3.77,59,1566,"3PuttAvoidance",2013
141,141,"Graham DeLaet",94,3.78,64,1692,"3PuttAvoidance",2013
141,141,"Lee Westwood",70,3.78,47,1242,"3PuttAvoidance",2013
143,143,"Ben Curtis",59,3.8,39,1026,"3PuttAvoidance",2013
144,144,"Martin Laird",68,3.84,47,1224,"3PuttAvoidance",2013
145,145,"Jason Kokrak",78,3.85,54,1404,"3PuttAvoidance",2013
146,146,"Ryo Ishikawa",72,3.89,49,1260,"3PuttAvoidance",2013
147,147,"Stewart Cink",71,3.91,50,1278,"3PuttAvoidance",2013
147,147,"Ryan Moore",72,3.91,50,1278,"3PuttAvoidance",2013
147,147,"Henrik Stenson",65,3.91,45,1152,"3PuttAvoidance",2013
150,150,"Steve LeBrun",66,3.94,44,1116,"3PuttAvoidance",2013
151,151,"Nicholas Thompson",99,3.98,71,1782,"3PuttAvoidance",2013
151,151,"Johnson Wagner",64,3.98,43,1080,"3PuttAvoidance",2013
153,153,"Jin Park",52,4,36,900,"3PuttAvoidance",2013
154,154,"Kevin Chappell",80,4.03,58,1440,"3PuttAvoidance",2013
155,155,"Will Claxton",67,4.06,46,1134,"3PuttAvoidance",2013
155,155,"Jeff Maggert",63,4.06,46,1134,"3PuttAvoidance",2013
157,157,"Alistair Presnell",59,4.09,42,1026,"3PuttAvoidance",2013
158,158,"Angel Cabrera",73,4.11,54,1314,"3PuttAvoidance",2013
159,159,"Charlie Beljan",62,4.12,46,1116,"3PuttAvoidance",2013
160,160,"Justin Hicks",79,4.15,56,1350,"3PuttAvoidance",2013
161,161,"Sangmoon Bae",83,4.22,63,1494,"3PuttAvoidance",2013
162,162,"Jason Dufner",78,4.26,59,1386,"3PuttAvoidance",2013
162,162,"Nick Watney",88,4.26,66,1548,"3PuttAvoidance",2013
164,164,"Luke List",65,4.28,47,1098,"3PuttAvoidance",2013
165,165,"John Huh",88,4.29,68,1584,"3PuttAvoidance",2013
166,166,"Greg Owen",73,4.3,55,1278,"3PuttAvoidance",2013
167,167,"Boo Weekley",100,4.33,78,1800,"3PuttAvoidance",2013
168,168,"Martin Kaymer",61,4.41,46,1044,"3PuttAvoidance",2013
169,169,"Rory Sabbatini",86,4.47,66,1476,"3PuttAvoidance",2013
170,170,"Nicolas Colsaerts",50,4.49,38,846,"3PuttAvoidance",2013
171,171,"Luke Guthrie",82,4.54,67,1476,"3PuttAvoidance",2013
172,172,"Ted Potter Jr",65,4.55,50,1098,"3PuttAvoidance",2013
173,173,"Michael Bradley",56,4.7,44,936,"3PuttAvoidance",2013
174,174,"Robert Karlsson",56,4.91,46,936,"3PuttAvoidance",2013
175,175,"Jim Herman",59,4.95,49,990,"3PuttAvoidance",2013
176,176,"Eric Meierdierks",48,5.07,42,828,"3PuttAvoidance",2013
177,177,"Vijay Singh",61,5.1,56,1098,"3PuttAvoidance",2013
178,178,"Geoff Ogilvy",57,5.36,55,1026,"3PuttAvoidance",2013
179,179,"Kyle Stanley",71,5.4,69,1278,"3PuttAvoidance",2013
180,180,"Lucas Glover",65,5.73,67,1170,"3PuttAvoidance",2013
