"AveragePuttingDistanceGIR1Putts_RANKTHISWEEK_2012","AveragePuttingDistanceGIR1Putts_RANKLASTWEEK_2012","AveragePuttingDistanceGIR1Putts_PLAYERNAME_2012","AveragePuttingDistanceGIR1Putts_ROUNDS_2012","AveragePuttingDistanceGIR1Putts_AVG_2012","AveragePuttingDistanceGIR1Putts_DISTANCEFEET_2012","AveragePuttingDistanceGIR1Putts_TOTALPUTTS_2012","stat_name","year"
1,1,"Henrik Stenson",51,NA,1489,118,"AveragePuttingDistanceGIR1Putts",2012
2,2,"Troy Kelly",68,NA,1724.75,138,"AveragePuttingDistanceGIR1Putts",2012
3,3,"Michael Bradley",63,NA,1718.083,138,"AveragePuttingDistanceGIR1Putts",2012
3,3,"Ben Crane",73,NA,2711.333,218,"AveragePuttingDistanceGIR1Putts",2012
5,5,"Harrison Frazar",56,NA,1735.417,143,"AveragePuttingDistanceGIR1Putts",2012
5,5,"Jhonattan Vegas",77,NA,2453.167,201,"AveragePuttingDistanceGIR1Putts",2012
7,7,"Martin Flores",95,NA,2938.417,243,"AveragePuttingDistanceGIR1Putts",2012
8,8,"Ben Curtis",62,NA,2000.417,167,"AveragePuttingDistanceGIR1Putts",2012
8,8,"Charles Howell III",98,NA,2710,226,"AveragePuttingDistanceGIR1Putts",2012
10,10,"Danny Lee",74,NA,2201.25,185,"AveragePuttingDistanceGIR1Putts",2012
10,10,"Brandt Snedeker",81,NA,2614.667,219,"AveragePuttingDistanceGIR1Putts",2012
10,10,"Michael Thompson",80,NA,2394.5,201,"AveragePuttingDistanceGIR1Putts",2012
13,13,"Gary Christian",91,NA,2700.833,229,"AveragePuttingDistanceGIR1Putts",2012
13,13,"Sung Kang",75,NA,1864.667,158,"AveragePuttingDistanceGIR1Putts",2012
13,13,"Derek Lamely",64,NA,1906.5,161,"AveragePuttingDistanceGIR1Putts",2012
13,13,"Adam Scott",59,NA,1586.667,134,"AveragePuttingDistanceGIR1Putts",2012
13,13,"Johnson Wagner",88,NA,2742.75,232,"AveragePuttingDistanceGIR1Putts",2012
18,18,"Sergio Garcia",57,NA,1645.917,141,"AveragePuttingDistanceGIR1Putts",2012
19,19,"James Driscoll",83,NA,2491.083,215,"AveragePuttingDistanceGIR1Putts",2012
19,19,"Ken Duke",104,NA,3541.833,306,"AveragePuttingDistanceGIR1Putts",2012
21,21,"Jonas Blixt",72,NA,2431.583,212,"AveragePuttingDistanceGIR1Putts",2012
22,22,"Brendon de Jonge",115,NA,3848.75,337,"AveragePuttingDistanceGIR1Putts",2012
22,22,"Jason Dufner",83,NA,2641.833,232,"AveragePuttingDistanceGIR1Putts",2012
22,22,"Louis Oosthuizen",65,NA,1892.583,166,"AveragePuttingDistanceGIR1Putts",2012
22,22,"Steve Wheatcroft",56,NA,1351,118,"AveragePuttingDistanceGIR1Putts",2012
22,22,"Tiger Woods",69,NA,1996.833,175,"AveragePuttingDistanceGIR1Putts",2012
27,27,"Scott Brown",65,NA,1662.667,147,"AveragePuttingDistanceGIR1Putts",2012
27,27,"Tim Clark",60,NA,1698.583,150,"AveragePuttingDistanceGIR1Putts",2012
27,27,"Erik Compton",81,NA,2159.5,191,"AveragePuttingDistanceGIR1Putts",2012
27,27,"Tommy Gainey",98,NA,3252.25,286,"AveragePuttingDistanceGIR1Putts",2012
27,27,"Trevor Immelman",76,NA,1843.417,163,"AveragePuttingDistanceGIR1Putts",2012
27,27,"Brandt Jobe",57,NA,1431.5,126,"AveragePuttingDistanceGIR1Putts",2012
27,27,"William McGirt",96,NA,2636.583,233,"AveragePuttingDistanceGIR1Putts",2012
27,27,"Rod Pampling",88,NA,2126.833,187,"AveragePuttingDistanceGIR1Putts",2012
27,27,"Scott Piercy",95,NA,3305.167,292,"AveragePuttingDistanceGIR1Putts",2012
36,36,"Charlie Beljan",61,NA,1339.083,119,"AveragePuttingDistanceGIR1Putts",2012
36,36,"Robert Garrigus",89,NA,2813.75,250,"AveragePuttingDistanceGIR1Putts",2012
36,36,"Nathan Green",73,NA,2016.667,179,"AveragePuttingDistanceGIR1Putts",2012
36,36,"Brian Harman",101,NA,3058,272,"AveragePuttingDistanceGIR1Putts",2012
36,36,"Rocco Mediate",70,NA,1916.417,170,"AveragePuttingDistanceGIR1Putts",2012
36,36,"John Merrick",83,NA,2376.5,211,"AveragePuttingDistanceGIR1Putts",2012
36,36,"Alexandre Rocha",62,NA,1496.5,133,"AveragePuttingDistanceGIR1Putts",2012
43,43,"Gavin Coles",72,NA,2039.75,182,"AveragePuttingDistanceGIR1Putts",2012
43,43,"Billy Hurley III",70,NA,1602.417,144,"AveragePuttingDistanceGIR1Putts",2012
43,43,"JJ Killeen",101,NA,2574.25,231,"AveragePuttingDistanceGIR1Putts",2012
43,43,"Kevin Kisner",69,NA,1698.75,152,"AveragePuttingDistanceGIR1Putts",2012
43,43,"Russell Knox",72,NA,1836.5,165,"AveragePuttingDistanceGIR1Putts",2012
43,43,"Jeff Maggert",83,NA,2548.833,229,"AveragePuttingDistanceGIR1Putts",2012
43,43,"Seung Yul Noh",105,NA,2851.583,255,"AveragePuttingDistanceGIR1Putts",2012
50,50,"Ryo Ishikawa",54,NA,1005.917,91,"AveragePuttingDistanceGIR1Putts",2012
50,50,"Jerry Kelly",84,NA,2504.417,226,"AveragePuttingDistanceGIR1Putts",2012
50,50,"Edward Loar",59,NA,1362.75,123,"AveragePuttingDistanceGIR1Putts",2012
50,50,"Bryce Molder",83,NA,2410.417,217,"AveragePuttingDistanceGIR1Putts",2012
50,50,"Webb Simpson",77,NA,2745.583,247,"AveragePuttingDistanceGIR1Putts",2012
50,50,"Daniel Summerhays",81,NA,2191.167,198,"AveragePuttingDistanceGIR1Putts",2012
56,56,"Jonathan Byrd",69,NA,1934.167,176,"AveragePuttingDistanceGIR1Putts",2012
56,56,"Miguel Angel Carballo",73,NA,1770.417,161,"AveragePuttingDistanceGIR1Putts",2012
56,56,"Tim Herron",88,NA,2480.75,225,"AveragePuttingDistanceGIR1Putts",2012
56,56,"Colt Knost",79,NA,2049.583,187,"AveragePuttingDistanceGIR1Putts",2012
56,56,"John Mallinger",74,NA,1968.5,179,"AveragePuttingDistanceGIR1Putts",2012
56,56,"George McNeill",85,NA,2250.583,205,"AveragePuttingDistanceGIR1Putts",2012
56,56,"Ian Poulter",57,NA,1311,119,"AveragePuttingDistanceGIR1Putts",2012
56,56,"Kyle Reifers",86,NA,2241.333,204,"AveragePuttingDistanceGIR1Putts",2012
56,56,"Brendon Todd",78,NA,1838.417,167,"AveragePuttingDistanceGIR1Putts",2012
56,56,"DJ Trahan",73,NA,1837.917,167,"AveragePuttingDistanceGIR1Putts",2012
66,66,"Stephen Ames",54,NA,1114.833,102,"AveragePuttingDistanceGIR1Putts",2012
66,66,"Roberto Castro",92,NA,2556.917,235,"AveragePuttingDistanceGIR1Putts",2012
66,66,"Stewart Cink",71,NA,1667,153,"AveragePuttingDistanceGIR1Putts",2012
66,66,"Ryuji Imada",78,NA,2185.333,200,"AveragePuttingDistanceGIR1Putts",2012
66,66,"Greg Owen",90,NA,2624.917,240,"AveragePuttingDistanceGIR1Putts",2012
66,66,"DA Points",88,NA,2813.667,258,"AveragePuttingDistanceGIR1Putts",2012
66,66,"Andres Romero",68,NA,1816.5,167,"AveragePuttingDistanceGIR1Putts",2012
66,66,"Camilo Villegas",79,NA,2453.083,225,"AveragePuttingDistanceGIR1Putts",2012
66,66,"Lee Westwood",60,NA,1626.25,149,"AveragePuttingDistanceGIR1Putts",2012
66,66,"Charlie Wi",86,NA,2310,212,"AveragePuttingDistanceGIR1Putts",2012
76,76,"Robert Allenby",76,NA,2000.333,184,"AveragePuttingDistanceGIR1Putts",2012
76,76,"Cameron Beckman",81,NA,2346.667,217,"AveragePuttingDistanceGIR1Putts",2012
76,76,"Jason Bohn",81,NA,2152.5,199,"AveragePuttingDistanceGIR1Putts",2012
76,76,"Kevin Chappell",91,NA,2167,200,"AveragePuttingDistanceGIR1Putts",2012
76,76,"Bobby Gates",87,NA,2278.833,210,"AveragePuttingDistanceGIR1Putts",2012
76,76,"Bill Haas",79,NA,1855.5,171,"AveragePuttingDistanceGIR1Putts",2012
76,76,"David Hearn",95,NA,2804.25,259,"AveragePuttingDistanceGIR1Putts",2012
76,76,"JJ Henry",93,NA,2080.917,192,"AveragePuttingDistanceGIR1Putts",2012
76,76,"Billy Horschel",63,NA,1701.583,157,"AveragePuttingDistanceGIR1Putts",2012
76,76,"Zach Johnson",95,NA,2832.583,262,"AveragePuttingDistanceGIR1Putts",2012
76,76,"Dustin Johnson",70,NA,1850.417,171,"AveragePuttingDistanceGIR1Putts",2012
76,76,"Garth Mulroy",59,NA,1643.083,152,"AveragePuttingDistanceGIR1Putts",2012
76,76,"Ted Potter Jr",77,NA,1872.333,173,"AveragePuttingDistanceGIR1Putts",2012
76,76,"Patrick Sheehan",58,NA,1243.333,115,"AveragePuttingDistanceGIR1Putts",2012
76,76,"Scott Stallings",78,NA,2016.25,186,"AveragePuttingDistanceGIR1Putts",2012
76,76,"Nick Watney",97,NA,2800.25,258,"AveragePuttingDistanceGIR1Putts",2012
92,92,"Brian Davis",91,NA,2841.75,264,"AveragePuttingDistanceGIR1Putts",2012
92,92,"Luke Donald",63,NA,1682.333,156,"AveragePuttingDistanceGIR1Putts",2012
92,92,"John Huh",99,NA,2953,275,"AveragePuttingDistanceGIR1Putts",2012
92,92,"Spencer Levin",81,NA,2054.75,191,"AveragePuttingDistanceGIR1Putts",2012
92,92,"Billy Mayfair",90,NA,2146.417,200,"AveragePuttingDistanceGIR1Putts",2012
92,92,"Justin Rose",69,NA,1927.917,179,"AveragePuttingDistanceGIR1Putts",2012
98,98,"Arjun Atwal",79,NA,1955.75,184,"AveragePuttingDistanceGIR1Putts",2012
98,98,"JB Holmes",90,NA,2648.5,249,"AveragePuttingDistanceGIR1Putts",2012
98,98,"Matt Jones",53,NA,1291.5,121,"AveragePuttingDistanceGIR1Putts",2012
98,98,"Phil Mickelson",79,NA,2242.5,210,"AveragePuttingDistanceGIR1Putts",2012
98,98,"Mark Wilson",84,NA,2042.25,192,"AveragePuttingDistanceGIR1Putts",2012
98,98,"YE Yang",64,NA,1618.5,152,"AveragePuttingDistanceGIR1Putts",2012
104,104,"Blake Adams",107,NA,2921.75,275,"AveragePuttingDistanceGIR1Putts",2012
104,104,"Will Claxton",99,NA,2925.667,276,"AveragePuttingDistanceGIR1Putts",2012
104,104,"Chris Couch",61,NA,1680.167,159,"AveragePuttingDistanceGIR1Putts",2012
104,104,"Chris DiMarco",83,NA,2145.583,203,"AveragePuttingDistanceGIR1Putts",2012
108,108,"Keegan Bradley",90,NA,2609.25,248,"AveragePuttingDistanceGIR1Putts",2012
108,108,"Greg Chalmers",88,NA,2367.667,226,"AveragePuttingDistanceGIR1Putts",2012
108,108,"Jason Day",57,NA,1642.25,156,"AveragePuttingDistanceGIR1Putts",2012
108,108,"Scott Dunlap",57,NA,1409.417,134,"AveragePuttingDistanceGIR1Putts",2012
108,108,"Matt Every",80,NA,2359.25,224,"AveragePuttingDistanceGIR1Putts",2012
108,108,"Freddie Jacobson",61,NA,1357.833,129,"AveragePuttingDistanceGIR1Putts",2012
114,114,"Brian Gay",91,NA,2387.917,229,"AveragePuttingDistanceGIR1Putts",2012
114,114,"Jason Kokrak",79,NA,2062.333,198,"AveragePuttingDistanceGIR1Putts",2012
114,114,"Matt Kuchar",86,NA,2301.917,221,"AveragePuttingDistanceGIR1Putts",2012
114,114,"Graeme McDowell",55,NA,1390.167,133,"AveragePuttingDistanceGIR1Putts",2012
114,114,"Dicky Pride",62,NA,1485.083,143,"AveragePuttingDistanceGIR1Putts",2012
114,114,"John Rollins",81,NA,2217.083,212,"AveragePuttingDistanceGIR1Putts",2012
114,114,"Charl Schwartzel",56,NA,1364.583,131,"AveragePuttingDistanceGIR1Putts",2012
114,114,"Chris Stroud",86,NA,2161.25,208,"AveragePuttingDistanceGIR1Putts",2012
114,114,"Vaughn Taylor",81,NA,2076.167,199,"AveragePuttingDistanceGIR1Putts",2012
114,114,"Boo Weekley",74,NA,1657.667,159,"AveragePuttingDistanceGIR1Putts",2012
124,124,"Mark Anderson",75,NA,2009.583,194,"AveragePuttingDistanceGIR1Putts",2012
124,124,"Sangmoon Bae",81,NA,1839.667,178,"AveragePuttingDistanceGIR1Putts",2012
124,124,"Mathew Goggin",65,NA,1551.167,150,"AveragePuttingDistanceGIR1Putts",2012
124,124,"Troy Matteson",100,NA,2437.167,236,"AveragePuttingDistanceGIR1Putts",2012
124,124,"Nick OHern",78,NA,1961.75,190,"AveragePuttingDistanceGIR1Putts",2012
124,124,"Pat Perez",81,NA,2213.333,215,"AveragePuttingDistanceGIR1Putts",2012
124,124,"John Senden",81,NA,2155.333,209,"AveragePuttingDistanceGIR1Putts",2012
124,124,"Brendan Steele",77,NA,1718.167,166,"AveragePuttingDistanceGIR1Putts",2012
124,124,"Roland Thatcher",55,NA,1359.167,132,"AveragePuttingDistanceGIR1Putts",2012
133,133,"Ricky Barnes",92,NA,2560.333,250,"AveragePuttingDistanceGIR1Putts",2012
133,133,"Tommy Biershenk",74,NA,1777.417,174,"AveragePuttingDistanceGIR1Putts",2012
133,133,"Ryan Moore",89,NA,2851.583,279,"AveragePuttingDistanceGIR1Putts",2012
133,133,"David Toms",60,NA,1359.75,133,"AveragePuttingDistanceGIR1Putts",2012
137,137,"Matt Bettencourt",80,NA,1744.583,172,"AveragePuttingDistanceGIR1Putts",2012
137,137,"John Daly",50,NA,1318.75,130,"AveragePuttingDistanceGIR1Putts",2012
137,137,"Stephen Gangluff",57,NA,1108.417,109,"AveragePuttingDistanceGIR1Putts",2012
137,137,"David Mathis",83,NA,2078,205,"AveragePuttingDistanceGIR1Putts",2012
137,137,"Sean OHair",84,NA,2444.833,240,"AveragePuttingDistanceGIR1Putts",2012
137,137,"Jeff Overton",101,NA,3284.917,322,"AveragePuttingDistanceGIR1Putts",2012
137,137,"Ryan Palmer",81,NA,2455.667,242,"AveragePuttingDistanceGIR1Putts",2012
137,137,"Tom Pernice Jr",62,NA,1409.417,139,"AveragePuttingDistanceGIR1Putts",2012
137,137,"Chez Reavie",83,NA,1881.083,185,"AveragePuttingDistanceGIR1Putts",2012
137,137,"Kevin Stadler",85,NA,2052.5,202,"AveragePuttingDistanceGIR1Putts",2012
137,137,"Josh Teater",97,NA,2745.083,269,"AveragePuttingDistanceGIR1Putts",2012
148,148,"Stuart Appleby",75,NA,1854.25,184,"AveragePuttingDistanceGIR1Putts",2012
148,148,"Harris English",98,NA,2683.667,267,"AveragePuttingDistanceGIR1Putts",2012
148,148,"Jim Furyk",85,NA,2100.417,208,"AveragePuttingDistanceGIR1Putts",2012
148,148,"Padraig Harrington",67,NA,1501.083,149,"AveragePuttingDistanceGIR1Putts",2012
148,148,"Chris Kirk",93,NA,2708.75,269,"AveragePuttingDistanceGIR1Putts",2012
148,148,"Justin Leonard",79,NA,1841.333,182,"AveragePuttingDistanceGIR1Putts",2012
148,148,"Davis Love III",64,NA,1669.917,166,"AveragePuttingDistanceGIR1Putts",2012
148,148,"Hunter Mahan",88,NA,1968.333,196,"AveragePuttingDistanceGIR1Putts",2012
148,148,"Cameron Tringale",88,NA,2314.583,230,"AveragePuttingDistanceGIR1Putts",2012
157,157,"Chad Campbell",84,NA,2167.5,216,"AveragePuttingDistanceGIR1Putts",2012
157,157,"Bud Cauley",99,NA,2763,277,"AveragePuttingDistanceGIR1Putts",2012
157,157,"Marco Dawson",60,NA,1392.667,139,"AveragePuttingDistanceGIR1Putts",2012
157,157,"Rickie Fowler",84,NA,2136.833,214,"AveragePuttingDistanceGIR1Putts",2012
157,157,"Tom Gillis",75,NA,2238.083,224,"AveragePuttingDistanceGIR1Putts",2012
157,157,"Richard Lee",71,NA,1777.25,178,"AveragePuttingDistanceGIR1Putts",2012
157,157,"Rory Sabbatini",84,NA,2293.417,229,"AveragePuttingDistanceGIR1Putts",2012
157,157,"Gary Woodland",70,NA,1555.667,155,"AveragePuttingDistanceGIR1Putts",2012
165,165,"Kris Blanks",65,NA,1700.75,172,"AveragePuttingDistanceGIR1Putts",2012
165,165,"Bob Estes",78,NA,1985.417,201,"AveragePuttingDistanceGIR1Putts",2012
165,165,"Carl Pettersson",92,NA,2670.833,270,"AveragePuttingDistanceGIR1Putts",2012
165,165,"Bo Van Pelt",84,NA,2386.25,240,"AveragePuttingDistanceGIR1Putts",2012
165,165,"Jimmy Walker",101,NA,2766.75,278,"AveragePuttingDistanceGIR1Putts",2012
170,170,"Ernie Els",80,NA,1891.917,193,"AveragePuttingDistanceGIR1Putts",2012
170,170,"Hunter Haas",69,NA,1510.417,153,"AveragePuttingDistanceGIR1Putts",2012
170,170,"Geoff Ogilvy",73,NA,1587.833,162,"AveragePuttingDistanceGIR1Putts",2012
173,173,"Bubba Watson",68,NA,1675.833,172,"AveragePuttingDistanceGIR1Putts",2012
174,174,"Martin Laird",77,NA,1832.167,190,"AveragePuttingDistanceGIR1Putts",2012
174,174,"Marc Leishman",84,NA,2091.167,217,"AveragePuttingDistanceGIR1Putts",2012
176,176,"Daniel Chopra",55,NA,1292.333,135,"AveragePuttingDistanceGIR1Putts",2012
176,176,"Vijay Singh",99,NA,2391,250,"AveragePuttingDistanceGIR1Putts",2012
178,178,"Graham DeLaet",79,NA,2028.083,214,"AveragePuttingDistanceGIR1Putts",2012
178,178,"Bill Lunde",83,NA,2110,223,"AveragePuttingDistanceGIR1Putts",2012
180,180,"KJ Choi",71,NA,1580.417,168,"AveragePuttingDistanceGIR1Putts",2012
180,180,"Kevin Na",80,NA,1918.083,204,"AveragePuttingDistanceGIR1Putts",2012
180,180,"Steve Stricker",73,NA,1900.917,201,"AveragePuttingDistanceGIR1Putts",2012
183,183,"Charley Hoffman",88,NA,2175.167,233,"AveragePuttingDistanceGIR1Putts",2012
183,183,"Heath Slocum",93,NA,1989.667,214,"AveragePuttingDistanceGIR1Putts",2012
185,185,"Aaron Baddeley",73,NA,1559.083,168,"AveragePuttingDistanceGIR1Putts",2012
186,186,"Angel Cabrera",54,NA,993.833,108,"AveragePuttingDistanceGIR1Putts",2012
186,186,"Kyle Stanley",86,NA,1932.917,211,"AveragePuttingDistanceGIR1Putts",2012
186,186,"Kevin Streelman",89,NA,2107.583,229,"AveragePuttingDistanceGIR1Putts",2012
189,189,"Kyle Thompson",51,NA,917.667,101,"AveragePuttingDistanceGIR1Putts",2012
190,190,"Robert Karlsson",54,NA,1347.75,152,"AveragePuttingDistanceGIR1Putts",2012
190,190,"Rory McIlroy",60,NA,1343.5,152,"AveragePuttingDistanceGIR1Putts",2012
