"Percentageofpotentialmoneywon_RANKTHISWEEK_2010","Percentageofpotentialmoneywon_RANKLASTWEEK_2010","Percentageofpotentialmoneywon_PLAYERNAME_2010","Percentageofpotentialmoneywon_EVENTS_2010","Percentageofpotentialmoneywon_Pct_2010","Percentageofpotentialmoneywon_OFFICIALMONEYWON_2010","Percentageofpotentialmoneywon_POTENTIALMONEY_2010","stat_name","year"
1,1,"Gregory Havret",2,30.5,810000,2655593,"Percentageofpotentialmoneywon",2010
2,2,"Lee Westwood",11,25.2,3564954,14145593,"Percentageofpotentialmoneywon",2010
3,3,"Louis Oosthuizen",5,21.19,1431426,6755593,"Percentageofpotentialmoneywon",2010
4,4,"Jim Furyk",21,18.34,4809622,26223593,"Percentageofpotentialmoneywon",2010
5,5,"Ernie Els",20,18.18,4558861,25071593,"Percentageofpotentialmoneywon",2010
6,6,"Steve Stricker",19,18.02,4190235,23257593,"Percentageofpotentialmoneywon",2010
7,7,"Martin Kaymer",10,17.6,2356459,13389593,"Percentageofpotentialmoneywon",2010
8,8,"Paul Casey",17,16.53,3613193,21853593,"Percentageofpotentialmoneywon",2010
9,9,"Matt Kuchar",26,15.75,4910476,31177593,"Percentageofpotentialmoneywon",2010
10,10,"Dustin Johnson",23,15.65,4473121,28585593,"Percentageofpotentialmoneywon",2010
11,11,"Alistair Presnell",1,15.31,214300,1400000,"Percentageofpotentialmoneywon",2010
12,12,"Phil Mickelson",20,15.25,3821733,25057593,"Percentageofpotentialmoneywon",2010
13,13,"Anthony Kim",14,14.87,2574921,17322000,"Percentageofpotentialmoneywon",2010
14,14,"Luke Donald",20,14.76,3665234,24837593,"Percentageofpotentialmoneywon",2010
15,15,"Bob Heintz",3,14.61,355047,2430000,"Percentageofpotentialmoneywon",2010
16,16,"Robert Rock",1,14.26,186239,1305593,"Percentageofpotentialmoneywon",2010
17,17,"Justin Rose",22,13.92,3603331,25889593,"Percentageofpotentialmoneywon",2010
18,18,"Retief Goosen",19,13.85,3218088,23239593,"Percentageofpotentialmoneywon",2010
19,19,"Graeme McDowell",10,13.84,1848636,13353593,"Percentageofpotentialmoneywon",2010
20,20,"Bubba Watson",22,12.49,3198998,25619593,"Percentageofpotentialmoneywon",2010
21,21,"Rory McIlroy",16,12.38,2554279,20625593,"Percentageofpotentialmoneywon",2010
22,22,"Tim Clark",24,12.28,3530002,28743593,"Percentageofpotentialmoneywon",2010
23,23,"Camilo Villegas",20,12.12,3035522,25035593,"Percentageofpotentialmoneywon",2010
24,24,"Charl Schwartzel",11,11.88,1710845,14397593,"Percentageofpotentialmoneywon",2010
25,25,"Hunter Mahan",25,11.76,3574549,30399593,"Percentageofpotentialmoneywon",2010
26,26,"Arjun Atwal",13,11.61,1507142,12978000,"Percentageofpotentialmoneywon",2010
27,27,"Jeff Overton",26,11.53,3456355,29975593,"Percentageofpotentialmoneywon",2010
28,28,"Robert Allenby",22,11.31,2974997,26299593,"Percentageofpotentialmoneywon",2010
29,29,"Ian Poulter",15,10.67,2079663,19491593,"Percentageofpotentialmoneywon",2010
30,30,"Jason Day",24,10.36,2904326,28031593,"Percentageofpotentialmoneywon",2010
31,31,"Bo Van Pelt",28,10.33,3336257,32283593,"Percentageofpotentialmoneywon",2010
32,32,"Bill Haas",25,10.27,2905136,28297593,"Percentageofpotentialmoneywon",2010
33,33,"Ryan Palmer",27,9.89,2985296,30196000,"Percentageofpotentialmoneywon",2010
34,34,"Geoff Ogilvy",19,9.87,2393045,24247593,"Percentageofpotentialmoneywon",2010
35,35,"Charley Hoffman",24,9.81,2559645,26100000,"Percentageofpotentialmoneywon",2010
35,35,"Adam Scott",20,9.81,2489401,25377593,"Percentageofpotentialmoneywon",2010
37,37,"Zach Johnson",25,9.75,2916993,29917593,"Percentageofpotentialmoneywon",2010
38,38,"Ben Crane",24,9.63,2841500,29517593,"Percentageofpotentialmoneywon",2010
39,39,"Corey Pavin",8,9.38,839193,8946000,"Percentageofpotentialmoneywon",2010
40,40,"Rickie Fowler",28,9.16,2857108,31181593,"Percentageofpotentialmoneywon",2010
41,41,"Nick Watney",24,8.63,2536713,29395593,"Percentageofpotentialmoneywon",2010
42,42,"KJ Choi",22,8.48,2199961,25943593,"Percentageofpotentialmoneywon",2010
43,43,"Heath Slocum",25,8.37,2387686,28535593,"Percentageofpotentialmoneywon",2010
44,44,"Ryan Moore",24,8.19,2374823,29003593,"Percentageofpotentialmoneywon",2010
45,45,"Tiger Woods",12,8.15,1294764,15881593,"Percentageofpotentialmoneywon",2010
46,46,"JB Holmes",26,8.01,2386247,29791593,"Percentageofpotentialmoneywon",2010
47,47,"Robert Garrigus",22,7.85,1583275,20178000,"Percentageofpotentialmoneywon",2010
48,48,"Chris Kirk",1,7.57,54480,720000,"Percentageofpotentialmoneywon",2010
49,49,"Edoardo Molinari",8,7.24,770018,10635593,"Percentageofpotentialmoneywon",2010
50,50,"Robert Karlsson",11,7.22,1030919,14271593,"Percentageofpotentialmoneywon",2010
51,51,"Martin Laird",26,7.13,2137927,29997593,"Percentageofpotentialmoneywon",2010
52,52,"Jason Bohn",25,6.89,1904762,27635593,"Percentageofpotentialmoneywon",2010
53,53,"Ignacio Garrido",1,6.73,87839,1305593,"Percentageofpotentialmoneywon",2010
54,54,"Vaughn Taylor",26,6.7,1838861,27432000,"Percentageofpotentialmoneywon",2010
55,55,"Kevin Na",26,6.61,2021814,30565593,"Percentageofpotentialmoneywon",2010
56,56,"WC Liang",4,6.54,315435,4820000,"Percentageofpotentialmoneywon",2010
57,57,"Carl Pettersson",29,6.49,1934464,29790000,"Percentageofpotentialmoneywon",2010
58,58,"Brendon de Jonge",32,6.47,2167978,33516000,"Percentageofpotentialmoneywon",2010
59,59,"Freddie Jacobson",24,6.42,1666252,25956000,"Percentageofpotentialmoneywon",2010
60,60,"Sean OHair",25,6.25,1859039,29737593,"Percentageofpotentialmoneywon",2010
61,61,"Padraig Harrington",18,6.14,1381452,22515593,"Percentageofpotentialmoneywon",2010
62,62,"Scott Verplank",22,6.1,1653190,27105593,"Percentageofpotentialmoneywon",2010
63,63,"Stuart Appleby",31,5.94,1965824,33116000,"Percentageofpotentialmoneywon",2010
64,64,"Michael Sim",20,5.84,1338926,22915593,"Percentageofpotentialmoneywon",2010
65,65,"Jonathan Byrd",26,5.81,1534981,26442000,"Percentageofpotentialmoneywon",2010
66,66,"Todd Fischer",1,5.78,31200,540000,"Percentageofpotentialmoneywon",2010
