"Last15EventsPutting_RANKTHISWEEK_2013","Last15EventsPutting_RANKLASTWEEK_2013","Last15EventsPutting_PLAYERNAME_2013","Last15EventsPutting_EVENTS_2013","Last15EventsPutting_RATING_2013","stat_name","year"
1,1,"Kevin Kisner",1,9.3,"Last15EventsPutting",2013
2,2,"Kelly Kraft",2,8.9,"Last15EventsPutting",2013
3,3,"Shane Bertsch",1,8.8,"Last15EventsPutting",2013
4,4,"Ryuji Imada",2,8.7,"Last15EventsPutting",2013
5,5,"Woody Austin",1,8.6,"Last15EventsPutting",2013
5,5,"Danny Lee",1,8.6,"Last15EventsPutting",2013
5,5,"Jesper Parnevik",2,8.6,"Last15EventsPutting",2013
8,8,"Peter Hanson",6,8.5,"Last15EventsPutting",2013
8,8,"Miguel Angel Jimenez",1,8.5,"Last15EventsPutting",2013
8,8,"Skip Kendall",1,8.5,"Last15EventsPutting",2013
8,8,"Phil Mickelson",8,8.5,"Last15EventsPutting",2013
8,8,"Shawn Stefani",7,8.5,"Last15EventsPutting",2013
13,13,"Stephen Ames",4,8.4,"Last15EventsPutting",2013
13,13,"Ryan Blaum",1,8.4,"Last15EventsPutting",2013
13,13,"Chris DiMarco",5,8.4,"Last15EventsPutting",2013
13,13,"Retief Goosen",7,8.4,"Last15EventsPutting",2013
13,13,"James Hahn",5,8.4,"Last15EventsPutting",2013
13,13,"Michael Kim",1,8.4,"Last15EventsPutting",2013
13,13,"Billy Mayfair",2,8.4,"Last15EventsPutting",2013
13,13,"Andres Romero",7,8.4,"Last15EventsPutting",2013
13,13,"Scott Stallings",6,8.4,"Last15EventsPutting",2013
22,22,"Todd Baek",1,8.3,"Last15EventsPutting",2013
22,22,"Bart Bryant",1,8.3,"Last15EventsPutting",2013
22,22,"Brian Davis",10,8.3,"Last15EventsPutting",2013
22,22,"Doug LaBelle II",6,8.3,"Last15EventsPutting",2013
22,22,"Alistair Presnell",3,8.3,"Last15EventsPutting",2013
22,22,"Wes Short Jr",3,8.3,"Last15EventsPutting",2013
22,22,"Joey Snyder III",2,8.3,"Last15EventsPutting",2013
22,22,"Jordan Spieth",12,8.3,"Last15EventsPutting",2013
22,22,"Toru Taniguchi",1,8.3,"Last15EventsPutting",2013
31,31,"Thomas Bjorn",1,8.2,"Last15EventsPutting",2013
31,31,"Jason Bohn",9,8.2,"Last15EventsPutting",2013
31,31,"Patrick Cantlay",1,8.2,"Last15EventsPutting",2013
31,31,"Ben Crane",6,8.2,"Last15EventsPutting",2013
31,31,"Ken Duke",7,8.2,"Last15EventsPutting",2013
31,31,"Harris English",10,8.2,"Last15EventsPutting",2013
31,31,"Brian Gay",9,8.2,"Last15EventsPutting",2013
31,31,"David Lingmerth",6,8.2,"Last15EventsPutting",2013
31,31,"Patrick Reed",10,8.2,"Last15EventsPutting",2013
31,31,"Webb Simpson",11,8.2,"Last15EventsPutting",2013
31,31,"Brandt Snedeker",8,8.2,"Last15EventsPutting",2013
31,31,"Steve Stricker",10,8.2,"Last15EventsPutting",2013
31,31,"Steve Wheatcroft",1,8.2,"Last15EventsPutting",2013
31,31,"Chris Williams",1,8.2,"Last15EventsPutting",2013
31,31,"Thaworn Wiratchant",1,8.2,"Last15EventsPutting",2013
46,46,"Aaron Baddeley",3,8.1,"Last15EventsPutting",2013
46,46,"Matt Bettencourt",4,8.1,"Last15EventsPutting",2013
46,46,"Jonas Blixt",9,8.1,"Last15EventsPutting",2013
46,46,"Steven Bowditch",8,8.1,"Last15EventsPutting",2013
46,46,"Rafa Cabrera Bello",2,8.1,"Last15EventsPutting",2013
46,46,"Glen Day",2,8.1,"Last15EventsPutting",2013
46,46,"Luke Donald",10,8.1,"Last15EventsPutting",2013
46,46,"Zack Fischer",1,8.1,"Last15EventsPutting",2013
46,46,"Rickie Fowler",8,8.1,"Last15EventsPutting",2013
46,46,"Bobby Gates",3,8.1,"Last15EventsPutting",2013
46,46,"Bill Haas",8,8.1,"Last15EventsPutting",2013
46,46,"Brian Harman",6,8.1,"Last15EventsPutting",2013
46,46,"JB Holmes",3,8.1,"Last15EventsPutting",2013
46,46,"Freddie Jacobson",8,8.1,"Last15EventsPutting",2013
46,46,"Jeff Klauk",3,8.1,"Last15EventsPutting",2013
46,46,"Michael Letzig",4,8.1,"Last15EventsPutting",2013
46,46,"Hideki Matsuyama",3,8.1,"Last15EventsPutting",2013
46,46,"Kevin Na",6,8.1,"Last15EventsPutting",2013
46,46,"Ted Potter Jr",6,8.1,"Last15EventsPutting",2013
46,46,"Patrick Rodgers",1,8.1,"Last15EventsPutting",2013
46,46,"Sam Saunders",1,8.1,"Last15EventsPutting",2013
46,46,"Roger Sloan",1,8.1,"Last15EventsPutting",2013
46,46,"Brendon Todd",8,8.1,"Last15EventsPutting",2013
46,46,"Aaron Watkins",2,8.1,"Last15EventsPutting",2013
46,46,"Tiger Woods",10,8.1,"Last15EventsPutting",2013
71,71,"James Driscoll",7,8,"Last15EventsPutting",2013
71,71,"Bob Estes",12,8,"Last15EventsPutting",2013
71,71,"Gonzalo Fdez Castano",5,8,"Last15EventsPutting",2013
71,71,"Tommy Gainey",9,8,"Last15EventsPutting",2013
71,71,"Sergio Garcia",10,8,"Last15EventsPutting",2013
71,71,"Paul Haley II",3,8,"Last15EventsPutting",2013
71,71,"David Hearn",11,8,"Last15EventsPutting",2013
71,71,"Matt Jones",9,8,"Last15EventsPutting",2013
71,71,"Chris Kirk",11,8,"Last15EventsPutting",2013
71,71,"Justin Leonard",10,8,"Last15EventsPutting",2013
71,71,"Matteo Manassero",4,8,"Last15EventsPutting",2013
71,71,"Rory McIlroy",10,8,"Last15EventsPutting",2013
71,71,"Geoff Ogilvy",6,8,"Last15EventsPutting",2013
71,71,"Ryan Palmer",11,8,"Last15EventsPutting",2013
71,71,"Jonathan Randolph",1,8,"Last15EventsPutting",2013
71,71,"Chris Stroud",11,8,"Last15EventsPutting",2013
71,71,"Daniel Summerhays",9,8,"Last15EventsPutting",2013
71,71,"Justin Thomas",2,8,"Last15EventsPutting",2013
71,71,"David Toms",5,8,"Last15EventsPutting",2013
71,71,"Mike Weir",4,8,"Last15EventsPutting",2013
71,71,"YE Yang",4,8,"Last15EventsPutting",2013
92,92,"Robert Allenby",4,7.9,"Last15EventsPutting",2013
92,92,"Billy Andrade",1,7.9,"Last15EventsPutting",2013
92,92,"Cameron Beckman",4,7.9,"Last15EventsPutting",2013
92,92,"Scott Brown",7,7.9,"Last15EventsPutting",2013
92,92,"Greg Chalmers",7,7.9,"Last15EventsPutting",2013
92,92,"Tim Clark",5,7.9,"Last15EventsPutting",2013
92,92,"Marco Dawson",2,7.9,"Last15EventsPutting",2013
92,92,"Morgan Hoffmann",9,7.9,"Last15EventsPutting",2013
92,92,"Zach Johnson",12,7.9,"Last15EventsPutting",2013
92,92,"Colt Knost",4,7.9,"Last15EventsPutting",2013
92,92,"DH Lee",7,7.9,"Last15EventsPutting",2013
92,92,"Richard Lee",11,7.9,"Last15EventsPutting",2013
92,92,"George McNeill",8,7.9,"Last15EventsPutting",2013
92,92,"Bryce Molder",9,7.9,"Last15EventsPutting",2013
92,92,"Ryan Moore",8,7.9,"Last15EventsPutting",2013
92,92,"Tim Petrovic",5,7.9,"Last15EventsPutting",2013
92,92,"Ian Poulter",8,7.9,"Last15EventsPutting",2013
92,92,"Chris Riley",2,7.9,"Last15EventsPutting",2013
92,92,"John Rollins",5,7.9,"Last15EventsPutting",2013
92,92,"Brett Rumford",1,7.9,"Last15EventsPutting",2013
92,92,"Rory Sabbatini",9,7.9,"Last15EventsPutting",2013
