"Puttingfrom3_RANKTHISWEEK_2010","Puttingfrom3_RANKLASTWEEK_2010","Puttingfrom3_PLAYERNAME_2010","Puttingfrom3_ROUNDS_2010","Puttingfrom3_PctMADE_2010","Puttingfrom3_ATTEMPTS_2010","Puttingfrom3_PUTTSMADE_2010","stat_name","year"
1,1,"Greg Chalmers",93,100,909,909,"Puttingfrom3",2010
1,1,"Padraig Harrington",57,100,470,470,"Puttingfrom3",2010
3,3,"Chad Collins",87,99.87,794,793,"Puttingfrom3",2010
4,4,"Bubba Watson",77,99.86,733,732,"Puttingfrom3",2010
5,5,"KJ Choi",82,99.85,680,679,"Puttingfrom3",2010
5,5,"Ben Crane",85,99.85,687,686,"Puttingfrom3",2010
5,5,"Jim Furyk",76,99.85,679,678,"Puttingfrom3",2010
8,8,"Ernie Els",72,99.84,613,612,"Puttingfrom3",2010
9,9,"Angel Cabrera",64,99.83,582,581,"Puttingfrom3",2010
10,10,"Luke Donald",71,99.82,561,560,"Puttingfrom3",2010
10,10,"Retief Goosen",75,99.82,567,566,"Puttingfrom3",2010
10,10,"Steve Wheatcroft",74,99.82,571,570,"Puttingfrom3",2010
13,13,"Charles Howell III",103,99.8,1003,1001,"Puttingfrom3",2010
14,14,"Paul Casey",64,99.79,471,470,"Puttingfrom3",2010
14,14,"Dean Wilson",54,99.79,478,477,"Puttingfrom3",2010
16,16,"JJ Henry",92,99.78,910,908,"Puttingfrom3",2010
17,17,"Greg Kraft",52,99.77,438,437,"Puttingfrom3",2010
18,18,"Nathan Green",86,99.76,843,841,"Puttingfrom3",2010
19,19,"Spencer Levin",110,99.73,1101,1098,"Puttingfrom3",2010
19,19,"George McNeill",79,99.73,732,730,"Puttingfrom3",2010
19,19,"David Toms",86,99.73,750,748,"Puttingfrom3",2010
22,22,"Daniel Chopra",74,99.72,714,712,"Puttingfrom3",2010
22,22,"Derek Lamely",81,99.72,709,707,"Puttingfrom3",2010
22,22,"Jeff Overton",89,99.72,712,710,"Puttingfrom3",2010
25,25,"Brendon de Jonge",114,99.71,1040,1037,"Puttingfrom3",2010
25,25,"Ian Poulter",55,99.71,350,349,"Puttingfrom3",2010
27,27,"Ryan Moore",80,99.69,655,653,"Puttingfrom3",2010
28,28,"Scott McCarron",90,99.68,932,929,"Puttingfrom3",2010
29,29,"Kenny Perry",69,99.67,602,600,"Puttingfrom3",2010
30,30,"Martin Laird",91,99.66,874,871,"Puttingfrom3",2010
30,30,"Scott Verplank",74,99.66,596,594,"Puttingfrom3",2010
32,32,"Michael Sim",64,99.65,574,572,"Puttingfrom3",2010
33,33,"Brian Gay",101,99.64,839,836,"Puttingfrom3",2010
34,34,"Michael Connell",89,99.63,818,815,"Puttingfrom3",2010
34,34,"Skip Kendall",58,99.63,541,539,"Puttingfrom3",2010
34,34,"Marc Leishman",87,99.63,804,801,"Puttingfrom3",2010
34,34,"Chris Stroud",90,99.63,815,812,"Puttingfrom3",2010
38,38,"Justin Leonard",89,99.62,799,796,"Puttingfrom3",2010
39,39,"Jason Day",82,99.61,761,758,"Puttingfrom3",2010
39,39,"Brent Delahoussaye",57,99.61,509,507,"Puttingfrom3",2010
39,39,"Jarrod Lyle",54,99.61,509,507,"Puttingfrom3",2010
39,39,"Webb Simpson",98,99.61,1032,1028,"Puttingfrom3",2010
43,43,"Stuart Appleby",101,99.58,960,956,"Puttingfrom3",2010
43,43,"Tim Clark",88,99.58,713,710,"Puttingfrom3",2010
43,43,"Cliff Kresge",50,99.58,479,477,"Puttingfrom3",2010
43,43,"Ryan Palmer",84,99.58,721,718,"Puttingfrom3",2010
43,43,"Nick Watney",91,99.58,709,706,"Puttingfrom3",2010
48,48,"Bo Van Pelt",104,99.57,934,930,"Puttingfrom3",2010
49,49,"Aaron Baddeley",94,99.56,918,914,"Puttingfrom3",2010
