"Approachesfrom100yardsRgh_RANKTHISWEEK_2006","Approachesfrom100yardsRgh_RANKLASTWEEK_2006","Approachesfrom100yardsRgh_PLAYERNAME_2006","Approachesfrom100yardsRgh_ROUNDS_2006","Approachesfrom100yardsRgh_AVG_2006","Approachesfrom100yardsRgh_TOTALDISTANCEFEET_2006","Approachesfrom100yardsRgh_OFATTEMPTS_2006","Approachesfrom100yardsRgh_RELATIVETOPAR_2006","stat_name","year"
1,1,"Kirk Triplett",58,NA,3642.5,92,14,"Approachesfrom100yardsRgh",2006
2,2,"Briny Baird",81,NA,6889.5,167,11,"Approachesfrom100yardsRgh",2006
3,3,"Bob May",65,NA,6627.333,158,4,"Approachesfrom100yardsRgh",2006
4,4,"Rory Sabbatini",84,NA,9215.25,218,22,"Approachesfrom100yardsRgh",2006
5,5,"Padraig Harrington",54,NA,4281.917,101,7,"Approachesfrom100yardsRgh",2006
6,6,"Justin Rose",98,NA,10370.333,244,38,"Approachesfrom100yardsRgh",2006
7,7,"Matt Hansen",68,NA,7786.833,183,20,"Approachesfrom100yardsRgh",2006
7,7,"Steve Stricker",64,NA,5707.417,134,8,"Approachesfrom100yardsRgh",2006
9,9,"Mark Calcavecchia",94,NA,9568.5,223,23,"Approachesfrom100yardsRgh",2006
9,9,"Bob Estes",85,NA,9052.167,211,5,"Approachesfrom100yardsRgh",2006
11,11,"Fred Couples",52,NA,5343.083,124,0,"Approachesfrom100yardsRgh",2006
12,12,"Alex Cejka",93,NA,9628.667,223,43,"Approachesfrom100yardsRgh",2006
13,13,"Michael Allen",84,NA,10471.833,242,29,"Approachesfrom100yardsRgh",2006
14,14,"Greg Owen",79,NA,7511.417,173,12,"Approachesfrom100yardsRgh",2006
14,14,"Vijay Singh",103,NA,11250.333,259,-1,"Approachesfrom100yardsRgh",2006
16,16,"Jonathan Kaye",95,NA,9955.25,229,27,"Approachesfrom100yardsRgh",2006
17,17,"Robert Garrigus",85,NA,10894.917,250,27,"Approachesfrom100yardsRgh",2006
18,18,"Joe Ogilvie",95,NA,10632.25,243,20,"Approachesfrom100yardsRgh",2006
18,18,"Patrick Sheehan",104,NA,9937.5,227,16,"Approachesfrom100yardsRgh",2006
20,20,"Freddie Jacobson",56,NA,6703.833,153,21,"Approachesfrom100yardsRgh",2006
21,21,"Brian Bateman",69,NA,8010.75,182,25,"Approachesfrom100yardsRgh",2006
22,22,"Kenny Perry",73,NA,6495.75,147,13,"Approachesfrom100yardsRgh",2006
23,23,"Ian Poulter",53,NA,3997.5,90,4,"Approachesfrom100yardsRgh",2006
24,24,"Henrik Bjornstad",97,NA,11566.5,260,22,"Approachesfrom100yardsRgh",2006
24,24,"Daniel Chopra",110,NA,13269,298,14,"Approachesfrom100yardsRgh",2006
26,26,"John Daly",51,NA,5215.5,117,38,"Approachesfrom100yardsRgh",2006
26,26,"Camilo Villegas",95,NA,11719,263,26,"Approachesfrom100yardsRgh",2006
28,28,"Robert Damron",91,NA,10042.333,225,16,"Approachesfrom100yardsRgh",2006
28,28,"Trevor Immelman",86,NA,10268.917,230,13,"Approachesfrom100yardsRgh",2006
28,28,"Len Mattiace",59,NA,8126.75,182,23,"Approachesfrom100yardsRgh",2006
28,28,"Wes Short Jr",96,NA,12423.917,278,58,"Approachesfrom100yardsRgh",2006
32,32,"Rich Beem",85,NA,9126.417,204,39,"Approachesfrom100yardsRgh",2006
33,33,"Eric Axley",91,NA,9651.833,215,30,"Approachesfrom100yardsRgh",2006
33,33,"Shigeki Maruyama",94,NA,11492.167,256,19,"Approachesfrom100yardsRgh",2006
33,33,"Larry Mize",53,NA,3956.083,88,16,"Approachesfrom100yardsRgh",2006
33,33,"Joey Sindelar",90,NA,8885.667,198,51,"Approachesfrom100yardsRgh",2006
33,33,"Bob Tway",81,NA,8796.75,196,40,"Approachesfrom100yardsRgh",2006
33,33,"Brett Wetterich",82,NA,9024.75,201,20,"Approachesfrom100yardsRgh",2006
39,39,"Billy Andrade",78,NA,8386.25,186,22,"Approachesfrom100yardsRgh",2006
39,39,"Ryuji Imada",105,NA,12987.167,288,35,"Approachesfrom100yardsRgh",2006
39,39,"Davis Love III",85,NA,8385.5,186,10,"Approachesfrom100yardsRgh",2006
39,39,"Ted Purdy",103,NA,9475.083,210,29,"Approachesfrom100yardsRgh",2006
43,43,"Chris DiMarco",83,NA,7594.5,168,10,"Approachesfrom100yardsRgh",2006
43,43,"Tiger Woods",55,NA,5059.833,112,-9,"Approachesfrom100yardsRgh",2006
45,45,"Greg Kraft",79,NA,6761.5,149,23,"Approachesfrom100yardsRgh",2006
45,45,"Hidemichi Tanaka",74,NA,8633,190,38,"Approachesfrom100yardsRgh",2006
45,45,"Charles Warren",93,NA,10000.667,220,16,"Approachesfrom100yardsRgh",2006
48,48,"Peter Lonard",77,NA,8186.167,180,31,"Approachesfrom100yardsRgh",2006
49,49,"Omar Uresti",61,NA,5609.083,123,24,"Approachesfrom100yardsRgh",2006
50,50,"Carlos Franco",86,NA,11608.083,254,31,"Approachesfrom100yardsRgh",2006
50,50,"Chris Riley",86,NA,7398.583,162,25,"Approachesfrom100yardsRgh",2006
52,52,"Jeff Sluman",101,NA,11159.833,244,31,"Approachesfrom100yardsRgh",2006
53,53,"Jeff Brehaut",100,NA,10557.083,230,10,"Approachesfrom100yardsRgh",2006
53,53,"Kris Cox",83,NA,9971.667,217,18,"Approachesfrom100yardsRgh",2006
53,53,"Robert Gamez",94,NA,8077.25,176,41,"Approachesfrom100yardsRgh",2006
53,53,"Pat Perez",50,NA,6110.25,133,21,"Approachesfrom100yardsRgh",2006
57,57,"Charley Hoffman",100,NA,13580.417,295,30,"Approachesfrom100yardsRgh",2006
57,57,"Jon Mills",68,NA,7409.25,161,37,"Approachesfrom100yardsRgh",2006
59,59,"Kent Jones",103,NA,9716.417,211,24,"Approachesfrom100yardsRgh",2006
60,60,"Fred Funk",106,NA,6837.167,148,24,"Approachesfrom100yardsRgh",2006
61,61,"Jonathan Byrd",66,NA,6753.083,146,11,"Approachesfrom100yardsRgh",2006
61,61,"Lucas Glover",105,NA,11235.25,243,40,"Approachesfrom100yardsRgh",2006
61,61,"Bill Haas",99,NA,12907.083,279,19,"Approachesfrom100yardsRgh",2006
