"BirdieorBetterPercentage125150ya_RANKTHISWEEK_2015","BirdieorBetterPercentage125150ya_RANKLASTWEEK_2015","BirdieorBetterPercentage125150ya_PLAYERNAME_2015","BirdieorBetterPercentage125150ya_ROUNDS_2015","BirdieorBetterPercentage125150ya_Pct_2015","BirdieorBetterPercentage125150ya_TOTALBIRDIES_2015","BirdieorBetterPercentage125150ya_TOTALHOLES_2015","stat_name","year"
69,69,"Gary Woodland",81,20.13,30,149,"BirdieorBetterPercentage125150ya",2015
70,70,"Marc Leishman",74,20.11,36,179,"BirdieorBetterPercentage125150ya",2015
71,71,"Ken Duke",93,20.08,50,249,"BirdieorBetterPercentage125150ya",2015
72,72,"Jason Bohn",95,20,46,230,"BirdieorBetterPercentage125150ya",2015
72,72,"Ryan Moore",81,20,32,160,"BirdieorBetterPercentage125150ya",2015
72,72,"Justin Thomas",106,20,60,300,"BirdieorBetterPercentage125150ya",2015
72,72,"Nicholas Thompson",90,20,50,250,"BirdieorBetterPercentage125150ya",2015
76,76,"Brandt Snedeker",98,19.83,47,237,"BirdieorBetterPercentage125150ya",2015
77,77,"Jon Curran",83,19.78,36,182,"BirdieorBetterPercentage125150ya",2015
78,78,"Bo Van Pelt",81,19.73,44,223,"BirdieorBetterPercentage125150ya",2015
79,79,"Chris Stroud",84,19.72,42,213,"BirdieorBetterPercentage125150ya",2015
80,80,"Keegan Bradley",87,19.56,44,225,"BirdieorBetterPercentage125150ya",2015
81,81,"Seung Yul Noh",65,19.55,35,179,"BirdieorBetterPercentage125150ya",2015
82,82,"Sean OHair",86,19.51,48,246,"BirdieorBetterPercentage125150ya",2015
83,83,"Ricky Barnes",82,19.46,36,185,"BirdieorBetterPercentage125150ya",2015
84,84,"James Hahn",94,19.44,49,252,"BirdieorBetterPercentage125150ya",2015
85,85,"Alex Prugh",84,19.37,43,222,"BirdieorBetterPercentage125150ya",2015
86,86,"Daniel Summerhays",101,19.35,54,279,"BirdieorBetterPercentage125150ya",2015
87,87,"Jim Renner",68,19.34,35,181,"BirdieorBetterPercentage125150ya",2015
88,88,"Harris English",105,19.26,57,296,"BirdieorBetterPercentage125150ya",2015
89,89,"Jonathan Randolph",72,19.25,31,161,"BirdieorBetterPercentage125150ya",2015
90,90,"Adam Hadwin",95,19.19,52,271,"BirdieorBetterPercentage125150ya",2015
91,91,"Graham DeLaet",65,19.14,31,162,"BirdieorBetterPercentage125150ya",2015
91,91,"Carlos Ortiz",100,19.14,49,256,"BirdieorBetterPercentage125150ya",2015
93,93,"Chad Collins",79,19.1,38,199,"BirdieorBetterPercentage125150ya",2015
93,93,"Sam Saunders",83,19.1,38,199,"BirdieorBetterPercentage125150ya",2015
95,95,"Charley Hoffman",97,19.05,44,231,"BirdieorBetterPercentage125150ya",2015
95,95,"Martin Laird",77,19.05,44,231,"BirdieorBetterPercentage125150ya",2015
97,97,"KJ Choi",66,18.95,29,153,"BirdieorBetterPercentage125150ya",2015
98,98,"David Lingmerth",90,18.94,43,227,"BirdieorBetterPercentage125150ya",2015
99,99,"Jason Dufner",76,18.92,28,148,"BirdieorBetterPercentage125150ya",2015
100,100,"Brendon de Jonge",106,18.86,56,297,"BirdieorBetterPercentage125150ya",2015
101,101,"Troy Merritt",91,18.83,42,223,"BirdieorBetterPercentage125150ya",2015
102,102,"Webb Simpson",81,18.82,35,186,"BirdieorBetterPercentage125150ya",2015
103,103,"Eric Axley",57,18.79,28,149,"BirdieorBetterPercentage125150ya",2015
104,104,"Roger Sloan",56,18.7,23,123,"BirdieorBetterPercentage125150ya",2015
105,105,"George McNeill",93,18.67,45,241,"BirdieorBetterPercentage125150ya",2015
106,106,"Russell Henley",87,18.63,38,204,"BirdieorBetterPercentage125150ya",2015
107,107,"Luke Donald",71,18.57,26,140,"BirdieorBetterPercentage125150ya",2015
108,108,"Brooks Koepka",84,18.27,36,197,"BirdieorBetterPercentage125150ya",2015
109,109,"Rickie Fowler",76,18.24,31,170,"BirdieorBetterPercentage125150ya",2015
110,110,"Kevin Streelman",95,18.18,38,209,"BirdieorBetterPercentage125150ya",2015
111,111,"Cameron Tringale",96,18.1,40,221,"BirdieorBetterPercentage125150ya",2015
112,112,"Andres Gonzales",90,18.07,43,238,"BirdieorBetterPercentage125150ya",2015
113,113,"Ben Crane",62,18.06,26,144,"BirdieorBetterPercentage125150ya",2015
114,114,"Lucas Glover",79,18.05,50,277,"BirdieorBetterPercentage125150ya",2015
114,114,"Cameron Percy",72,18.05,37,205,"BirdieorBetterPercentage125150ya",2015
116,116,"Stewart Cink",77,18.04,35,194,"BirdieorBetterPercentage125150ya",2015
117,117,"Jonas Blixt",78,18.01,29,161,"BirdieorBetterPercentage125150ya",2015
118,118,"Michael Thompson",83,17.99,43,239,"BirdieorBetterPercentage125150ya",2015
119,119,"Angel Cabrera",53,17.97,23,128,"BirdieorBetterPercentage125150ya",2015
120,120,"Scott Brown",97,17.92,43,240,"BirdieorBetterPercentage125150ya",2015
120,120,"Chez Reavie",56,17.92,31,173,"BirdieorBetterPercentage125150ya",2015
122,122,"Shawn Stefani",94,17.91,48,268,"BirdieorBetterPercentage125150ya",2015
123,123,"Fabian Gomez",83,17.82,36,202,"BirdieorBetterPercentage125150ya",2015
124,124,"Chesson Hadley",101,17.79,50,281,"BirdieorBetterPercentage125150ya",2015
125,125,"Brian Davis",86,17.77,35,197,"BirdieorBetterPercentage125150ya",2015
126,126,"Matt Jones",89,17.7,37,209,"BirdieorBetterPercentage125150ya",2015
127,127,"Morgan Hoffmann",85,17.65,33,187,"BirdieorBetterPercentage125150ya",2015
128,128,"Patrick Rodgers",57,17.61,25,142,"BirdieorBetterPercentage125150ya",2015
129,129,"Bill Lunde",50,17.6,22,125,"BirdieorBetterPercentage125150ya",2015
130,130,"Daniel Berger",97,17.55,43,245,"BirdieorBetterPercentage125150ya",2015
131,131,"Boo Weekley",79,17.52,41,234,"BirdieorBetterPercentage125150ya",2015
132,132,"Greg Chalmers",58,17.43,19,109,"BirdieorBetterPercentage125150ya",2015
133,133,"William McGirt",103,17.41,55,316,"BirdieorBetterPercentage125150ya",2015
134,134,"Padraig Harrington",60,17.39,24,138,"BirdieorBetterPercentage125150ya",2015
135,135,"Robert Garrigus",70,17.01,33,194,"BirdieorBetterPercentage125150ya",2015
136,136,"Michael Putnam",87,16.99,35,206,"BirdieorBetterPercentage125150ya",2015
137,137,"Ernie Els",57,16.98,18,106,"BirdieorBetterPercentage125150ya",2015
138,138,"Zach Johnson",90,16.97,37,218,"BirdieorBetterPercentage125150ya",2015
139,139,"Nick Watney",91,16.94,42,248,"BirdieorBetterPercentage125150ya",2015
140,140,"Luke Guthrie",84,16.9,36,213,"BirdieorBetterPercentage125150ya",2015
141,141,"Rory Sabbatini",81,16.84,33,196,"BirdieorBetterPercentage125150ya",2015
142,142,"Jamie Donaldson",50,16.81,19,113,"BirdieorBetterPercentage125150ya",2015
143,143,"Jhonattan Vegas",90,16.6,42,253,"BirdieorBetterPercentage125150ya",2015
144,144,"Gonzalo Fdez Castano",81,16.59,34,205,"BirdieorBetterPercentage125150ya",2015
145,145,"Matt Every",73,16.57,28,169,"BirdieorBetterPercentage125150ya",2015
146,146,"Louis Oosthuizen",68,16.55,24,145,"BirdieorBetterPercentage125150ya",2015
147,147,"Brian Harman",90,16.52,38,230,"BirdieorBetterPercentage125150ya",2015
148,148,"JJ Henry",94,16.49,48,291,"BirdieorBetterPercentage125150ya",2015
149,149,"Jason Kokrak",88,16.48,45,273,"BirdieorBetterPercentage125150ya",2015
150,150,"Brian Stuard",97,16.45,38,231,"BirdieorBetterPercentage125150ya",2015
151,151,"Vijay Singh",78,16.43,35,213,"BirdieorBetterPercentage125150ya",2015
152,152,"Phil Mickelson",70,16.42,22,134,"BirdieorBetterPercentage125150ya",2015
152,152,"SJ Park",79,16.42,33,201,"BirdieorBetterPercentage125150ya",2015
154,154,"Hunter Mahan",88,16.38,29,177,"BirdieorBetterPercentage125150ya",2015
155,155,"Roberto Castro",54,16.36,18,110,"BirdieorBetterPercentage125150ya",2015
156,156,"Jim Herman",88,16.24,44,271,"BirdieorBetterPercentage125150ya",2015
156,156,"Charl Schwartzel",67,16.24,19,117,"BirdieorBetterPercentage125150ya",2015
158,158,"Tim Wilkinson",73,16.22,30,185,"BirdieorBetterPercentage125150ya",2015
159,159,"Derek Ernst",75,16.16,37,229,"BirdieorBetterPercentage125150ya",2015
160,160,"Nick Taylor",91,16.03,42,262,"BirdieorBetterPercentage125150ya",2015
161,161,"Derek Fathauer",81,16,36,225,"BirdieorBetterPercentage125150ya",2015
161,161,"Martin Flores",95,16,40,250,"BirdieorBetterPercentage125150ya",2015
163,163,"Chad Campbell",97,15.73,42,267,"BirdieorBetterPercentage125150ya",2015
164,164,"Retief Goosen",81,15.66,26,166,"BirdieorBetterPercentage125150ya",2015
165,165,"Tony Finau",106,15.53,50,322,"BirdieorBetterPercentage125150ya",2015
166,166,"Charlie Beljan",76,15.38,32,208,"BirdieorBetterPercentage125150ya",2015
166,166,"Mark Hubbard",79,15.38,28,182,"BirdieorBetterPercentage125150ya",2015
168,168,"Scott Langley",94,15.35,35,228,"BirdieorBetterPercentage125150ya",2015
169,169,"Adam Scott",51,15.04,17,113,"BirdieorBetterPercentage125150ya",2015
170,170,"Kyle Reifers",96,14.89,39,262,"BirdieorBetterPercentage125150ya",2015
171,171,"John Peterson",84,14.65,40,273,"BirdieorBetterPercentage125150ya",2015
172,172,"Davis Love III",51,14.55,24,165,"BirdieorBetterPercentage125150ya",2015
173,173,"Scott Pinckney",88,14.29,34,238,"BirdieorBetterPercentage125150ya",2015
174,174,"Oscar Fraustro",58,14.18,20,141,"BirdieorBetterPercentage125150ya",2015
175,175,"Dustin Johnson",75,14.13,26,184,"BirdieorBetterPercentage125150ya",2015
176,176,"Scott Stallings",60,14.12,24,170,"BirdieorBetterPercentage125150ya",2015
177,177,"Heath Slocum",57,14.05,17,121,"BirdieorBetterPercentage125150ya",2015
178,178,"Robert Allenby",63,14.02,23,164,"BirdieorBetterPercentage125150ya",2015
179,179,"Francesco Molinari",56,13.56,16,118,"BirdieorBetterPercentage125150ya",2015
180,180,"Aaron Baddeley",76,13.5,32,237,"BirdieorBetterPercentage125150ya",2015
181,181,"Byron Smith",59,13.37,23,172,"BirdieorBetterPercentage125150ya",2015
182,182,"Max Homa",78,12.44,25,201,"BirdieorBetterPercentage125150ya",2015
183,183,"Charles Howell III",105,12.22,38,311,"BirdieorBetterPercentage125150ya",2015
184,184,"Geoff Ogilvy",50,12.09,11,91,"BirdieorBetterPercentage125150ya",2015
