"ApproachPuttPerformance_RANKTHISWEEK_2013","ApproachPuttPerformance_RANKLASTWEEK_2013","ApproachPuttPerformance_PLAYERNAME_2013","ApproachPuttPerformance_ROUNDS_2013","ApproachPuttPerformance_VALUE_2013","ApproachPuttPerformance_ATTEMPTS_2013","ApproachPuttPerformance_TOTALDISTANCEFEET_2013","stat_name","year"
21,21,"Ben Curtis",59,NA,500,1085.667,"ApproachPuttPerformance",2013
21,21,"Ken Duke",87,NA,795,1728.417,"ApproachPuttPerformance",2013
21,21,"Ernie Els",63,NA,511,1097.833,"ApproachPuttPerformance",2013
21,21,"Bob Estes",66,NA,639,1366.75,"ApproachPuttPerformance",2013
21,21,"Martin Flores",83,NA,798,1740.583,"ApproachPuttPerformance",2013
21,21,"Jim Furyk",80,NA,690,1497.833,"ApproachPuttPerformance",2013
21,21,"Brian Gay",79,NA,666,1419,"ApproachPuttPerformance",2013
21,21,"Bill Haas",85,NA,758,1619.5,"ApproachPuttPerformance",2013
21,21,"Brian Harman",89,NA,793,1725.417,"ApproachPuttPerformance",2013
21,21,"Charley Hoffman",84,NA,781,1700.417,"ApproachPuttPerformance",2013
21,21,"Freddie Jacobson",63,NA,455,996.5,"ApproachPuttPerformance",2013
21,21,"Matt Jones",83,NA,729,1574.333,"ApproachPuttPerformance",2013
21,21,"Jerry Kelly",75,NA,670,1457.583,"ApproachPuttPerformance",2013
21,21,"Marc Leishman",77,NA,682,1449.75,"ApproachPuttPerformance",2013
21,21,"Justin Leonard",86,NA,762,1634.417,"ApproachPuttPerformance",2013
21,21,"Troy Matteson",68,NA,639,1370.25,"ApproachPuttPerformance",2013
21,21,"Scott Piercy",78,NA,660,1454.167,"ApproachPuttPerformance",2013
21,21,"Chez Reavie",72,NA,728,1553.833,"ApproachPuttPerformance",2013
21,21,"John Rollins",77,NA,759,1623,"ApproachPuttPerformance",2013
21,21,"Jordan Spieth",82,NA,672,1460.167,"ApproachPuttPerformance",2013
21,21,"Steve Stricker",51,NA,346,761.5,"ApproachPuttPerformance",2013
21,21,"Vaughn Taylor",50,NA,408,871.833,"ApproachPuttPerformance",2013
21,21,"DJ Trahan",48,NA,425,910.083,"ApproachPuttPerformance",2013
21,21,"Mike Weir",60,NA,461,1002.917,"ApproachPuttPerformance",2013
51,51,"Stuart Appleby",88,NA,821,1850.833,"ApproachPuttPerformance",2013
51,51,"Jonas Blixt",76,NA,677,1551,"ApproachPuttPerformance",2013
51,51,"Michael Bradley",56,NA,498,1135.167,"ApproachPuttPerformance",2013
51,51,"Scott Brown",65,NA,599,1339.833,"ApproachPuttPerformance",2013
51,51,"Bud Cauley",67,NA,618,1371.417,"ApproachPuttPerformance",2013
51,51,"Greg Chalmers",77,NA,696,1580.833,"ApproachPuttPerformance",2013
51,51,"Brian Davis",91,NA,833,1902.5,"ApproachPuttPerformance",2013
51,51,"Brendon de Jonge",110,NA,1064,2409.667,"ApproachPuttPerformance",2013
51,51,"Luke Donald",60,NA,455,1038.083,"ApproachPuttPerformance",2013
51,51,"Robert Garrigus",69,NA,556,1266.417,"ApproachPuttPerformance",2013
51,51,"Fabian Gomez",65,NA,605,1338.833,"ApproachPuttPerformance",2013
51,51,"James Hahn",78,NA,714,1626.167,"ApproachPuttPerformance",2013
51,51,"Padraig Harrington",52,NA,359,818.667,"ApproachPuttPerformance",2013
51,51,"Charles Howell III",87,NA,830,1873.5,"ApproachPuttPerformance",2013
51,51,"Zach Johnson",84,NA,724,1605.5,"ApproachPuttPerformance",2013
51,51,"Colt Knost",69,NA,617,1363.083,"ApproachPuttPerformance",2013
51,51,"Matt Kuchar",93,NA,710,1595.083,"ApproachPuttPerformance",2013
51,51,"David Mathis",71,NA,699,1544,"ApproachPuttPerformance",2013
51,51,"William McGirt",75,NA,754,1723.833,"ApproachPuttPerformance",2013
51,51,"George McNeill",68,NA,704,1606.333,"ApproachPuttPerformance",2013
51,51,"Phil Mickelson",78,NA,557,1254.833,"ApproachPuttPerformance",2013
51,51,"Bryce Molder",82,NA,724,1625.917,"ApproachPuttPerformance",2013
51,51,"Ryan Palmer",79,NA,713,1609.417,"ApproachPuttPerformance",2013
51,51,"Pat Perez",69,NA,711,1598.75,"ApproachPuttPerformance",2013
51,51,"Tag Ridings",69,NA,643,1434.833,"ApproachPuttPerformance",2013
51,51,"Justin Rose",62,NA,493,1115.167,"ApproachPuttPerformance",2013
51,51,"Charl Schwartzel",69,NA,578,1315.167,"ApproachPuttPerformance",2013
51,51,"Adam Scott",61,NA,489,1088.917,"ApproachPuttPerformance",2013
51,51,"John Senden",79,NA,694,1589.25,"ApproachPuttPerformance",2013
51,51,"Vijay Singh",61,NA,576,1290.417,"ApproachPuttPerformance",2013
51,51,"Kyle Stanley",71,NA,679,1549.25,"ApproachPuttPerformance",2013
51,51,"Brendan Steele",86,NA,852,1915.75,"ApproachPuttPerformance",2013
51,51,"Shawn Stefani",63,NA,523,1170.833,"ApproachPuttPerformance",2013
51,51,"Darron Stiles",51,NA,443,982.583,"ApproachPuttPerformance",2013
51,51,"Robert Streb",75,NA,678,1529.917,"ApproachPuttPerformance",2013
51,51,"Kevin Streelman",86,NA,739,1642.583,"ApproachPuttPerformance",2013
51,51,"Brian Stuard",78,NA,694,1565.083,"ApproachPuttPerformance",2013
51,51,"Josh Teater",86,NA,645,1450.75,"ApproachPuttPerformance",2013
51,51,"Jimmy Walker",84,NA,786,1798.417,"ApproachPuttPerformance",2013
51,51,"YE Yang",56,NA,432,958.917,"ApproachPuttPerformance",2013
91,91,"Robert Allenby",58,NA,582,1366.75,"ApproachPuttPerformance",2013
91,91,"Justin Bolli",59,NA,491,1126.167,"ApproachPuttPerformance",2013
91,91,"Steven Bowditch",67,NA,587,1391.333,"ApproachPuttPerformance",2013
91,91,"Tim Clark",64,NA,430,1005.5,"ApproachPuttPerformance",2013
91,91,"Erik Compton",74,NA,691,1606.25,"ApproachPuttPerformance",2013
91,91,"Graham DeLaet",94,NA,902,2110,"ApproachPuttPerformance",2013
91,91,"Jason Dufner",78,NA,654,1529.333,"ApproachPuttPerformance",2013
91,91,"Matt Every",89,NA,834,1943.083,"ApproachPuttPerformance",2013
91,91,"Rickie Fowler",75,NA,606,1390.75,"ApproachPuttPerformance",2013
91,91,"Sergio Garcia",65,NA,486,1115.333,"ApproachPuttPerformance",2013
91,91,"Lucas Glover",65,NA,592,1378,"ApproachPuttPerformance",2013
91,91,"Luke Guthrie",82,NA,674,1567.917,"ApproachPuttPerformance",2013
91,91,"Morgan Hoffmann",64,NA,545,1278.333,"ApproachPuttPerformance",2013
91,91,"Billy Horschel",96,NA,885,2101.75,"ApproachPuttPerformance",2013
91,91,"Trevor Immelman",73,NA,717,1699.083,"ApproachPuttPerformance",2013
91,91,"Chris Kirk",89,NA,796,1878.5,"ApproachPuttPerformance",2013
91,91,"Jason Kokrak",78,NA,760,1774.083,"ApproachPuttPerformance",2013
91,91,"Doug LaBelle II",72,NA,627,1471.917,"ApproachPuttPerformance",2013
91,91,"DH Lee",65,NA,635,1505.167,"ApproachPuttPerformance",2013
91,91,"Luke List",65,NA,556,1280.083,"ApproachPuttPerformance",2013
91,91,"Hunter Mahan",91,NA,749,1728.917,"ApproachPuttPerformance",2013
91,91,"Graeme McDowell",53,NA,384,898.083,"ApproachPuttPerformance",2013
91,91,"Henrik Norlander",70,NA,658,1561.333,"ApproachPuttPerformance",2013
91,91,"Greg Owen",73,NA,753,1729.083,"ApproachPuttPerformance",2013
91,91,"Cameron Percy",68,NA,620,1427.5,"ApproachPuttPerformance",2013
91,91,"Carl Pettersson",82,NA,689,1585.083,"ApproachPuttPerformance",2013
91,91,"DA Points",87,NA,716,1682.5,"ApproachPuttPerformance",2013
91,91,"Patrick Reed",83,NA,758,1798.167,"ApproachPuttPerformance",2013
91,91,"Scott Stallings",79,NA,687,1615.083,"ApproachPuttPerformance",2013
91,91,"Henrik Stenson",65,NA,490,1153.583,"ApproachPuttPerformance",2013
91,91,"Bo Van Pelt",72,NA,591,1358.583,"ApproachPuttPerformance",2013
91,91,"Camilo Villegas",79,NA,668,1532.333,"ApproachPuttPerformance",2013
91,91,"Johnson Wagner",64,NA,581,1378.75,"ApproachPuttPerformance",2013
91,91,"Nick Watney",88,NA,823,1891.25,"ApproachPuttPerformance",2013
91,91,"Boo Weekley",100,NA,949,2240.667,"ApproachPuttPerformance",2013
91,91,"Lee Williams",62,NA,544,1260.167,"ApproachPuttPerformance",2013
91,91,"Casey Wittenberg",72,NA,647,1523.5,"ApproachPuttPerformance",2013
128,128,"Charlie Beljan",62,NA,616,1486.667,"ApproachPuttPerformance",2013
128,128,"Angel Cabrera",73,NA,633,1508.75,"ApproachPuttPerformance",2013
128,128,"Kevin Chappell",80,NA,727,1774.167,"ApproachPuttPerformance",2013
128,128,"Nicolas Colsaerts",50,NA,422,1003.333,"ApproachPuttPerformance",2013
128,128,"James Driscoll",76,NA,649,1542,"ApproachPuttPerformance",2013
128,128,"Harris English",95,NA,859,2067.667,"ApproachPuttPerformance",2013
128,128,"Derek Ernst",58,NA,555,1357.75,"ApproachPuttPerformance",2013
128,128,"Brad Fritsch",81,NA,733,1753.5,"ApproachPuttPerformance",2013
128,128,"Scott Gardiner",61,NA,580,1423.083,"ApproachPuttPerformance",2013
128,128,"Tom Gillis",69,NA,635,1530.333,"ApproachPuttPerformance",2013
128,128,"David Hearn",88,NA,744,1781.833,"ApproachPuttPerformance",2013
128,128,"Russell Henley",80,NA,696,1673.333,"ApproachPuttPerformance",2013
128,128,"Justin Hicks",79,NA,738,1787.167,"ApproachPuttPerformance",2013
128,128,"Ryo Ishikawa",72,NA,632,1528.083,"ApproachPuttPerformance",2013
128,128,"Brandt Jobe",62,NA,591,1413.667,"ApproachPuttPerformance",2013
128,128,"Dustin Johnson",71,NA,552,1318.417,"ApproachPuttPerformance",2013
128,128,"Richard Lee",81,NA,775,1864.917,"ApproachPuttPerformance",2013
128,128,"David Lingmerth",68,NA,585,1435.25,"ApproachPuttPerformance",2013
128,128,"David Lynn",70,NA,583,1396.917,"ApproachPuttPerformance",2013
128,128,"Jeff Maggert",63,NA,618,1494,"ApproachPuttPerformance",2013
128,128,"Seung Yul Noh",71,NA,694,1682.333,"ApproachPuttPerformance",2013
128,128,"Jin Park",52,NA,463,1118.583,"ApproachPuttPerformance",2013
128,128,"Ian Poulter",59,NA,394,941.083,"ApproachPuttPerformance",2013
128,128,"Alistair Presnell",59,NA,490,1203.833,"ApproachPuttPerformance",2013
128,128,"Dicky Pride",71,NA,641,1524.583,"ApproachPuttPerformance",2013
128,128,"Nicholas Thompson",99,NA,942,2241.083,"ApproachPuttPerformance",2013
128,128,"Michael Thompson",66,NA,575,1374.167,"ApproachPuttPerformance",2013
128,128,"Cameron Tringale",80,NA,808,1969.25,"ApproachPuttPerformance",2013
128,128,"Gary Woodland",94,NA,904,2184.833,"ApproachPuttPerformance",2013
157,157,"Ben Crane",62,NA,575,1417.25,"ApproachPuttPerformance",2013
157,157,"Tommy Gainey",84,NA,796,1975.667,"ApproachPuttPerformance",2013
157,157,"Peter Hanson",45,NA,327,808.833,"ApproachPuttPerformance",2013
157,157,"Jim Herman",59,NA,506,1257.833,"ApproachPuttPerformance",2013
157,157,"Robert Karlsson",56,NA,399,985.917,"ApproachPuttPerformance",2013
157,157,"Ben Kohles",75,NA,684,1704.333,"ApproachPuttPerformance",2013
157,157,"Steve LeBrun",66,NA,592,1504,"ApproachPuttPerformance",2013
157,157,"Rory McIlroy",56,NA,417,1032.833,"ApproachPuttPerformance",2013
157,157,"Eric Meierdierks",48,NA,436,1089.667,"ApproachPuttPerformance",2013
157,157,"Sean OHair",56,NA,575,1445.917,"ApproachPuttPerformance",2013
157,157,"Geoff Ogilvy",57,NA,449,1117.25,"ApproachPuttPerformance",2013
157,157,"Jeff Overton",78,NA,778,1965.667,"ApproachPuttPerformance",2013
157,157,"Andres Romero",63,NA,538,1342.25,"ApproachPuttPerformance",2013
157,157,"Brandt Snedeker",79,NA,566,1401.25,"ApproachPuttPerformance",2013
157,157,"Chris Stroud",88,NA,787,1963.833,"ApproachPuttPerformance",2013
157,157,"David Toms",49,NA,345,850.083,"ApproachPuttPerformance",2013
157,157,"Charlie Wi",75,NA,669,1653.833,"ApproachPuttPerformance",2013
174,174,"Sangmoon Bae",83,NA,745,1925.75,"ApproachPuttPerformance",2013
174,174,"John Huh",88,NA,818,2118.75,"ApproachPuttPerformance",2013
174,174,"Ted Potter Jr",65,NA,573,1460.75,"ApproachPuttPerformance",2013
174,174,"Rory Sabbatini",86,NA,769,2013.583,"ApproachPuttPerformance",2013
174,174,"Aaron Watkins",46,NA,368,951.833,"ApproachPuttPerformance",2013
179,179,"Martin Kaymer",61,NA,475,1248.667,"ApproachPuttPerformance",2013
180,180,"Martin Laird",68,NA,596,1620.5,"ApproachPuttPerformance",2013
