"Top10FinalRoundPerformance_RANKTHISWEEK_2014","Top10FinalRoundPerformance_RANKLASTWEEK_2014","Top10FinalRoundPerformance_PLAYERNAME_2014","Top10FinalRoundPerformance_EVENTS_2014","Top10FinalRoundPerformance_PctTIMESIMPROVED_2014","Top10FinalRoundPerformance_OFTIMESIMPROVED_2014","stat_name","year"
119,119,"Kevin Chappell",28,0,NA,"Top10FinalRoundPerformance",2014
119,119,"Stewart Cink",25,0,NA,"Top10FinalRoundPerformance",2014
119,119,"Chad Collins",28,0,NA,"Top10FinalRoundPerformance",2014
119,119,"Ben Curtis",24,0,NA,"Top10FinalRoundPerformance",2014
119,119,"Brendon de Jonge",31,0,NA,"Top10FinalRoundPerformance",2014
119,119,"Graham DeLaet",24,0,NA,"Top10FinalRoundPerformance",2014
119,119,"James Driscoll",25,0,NA,"Top10FinalRoundPerformance",2014
119,119,"Brad Fritsch",18,0,NA,"Top10FinalRoundPerformance",2014
119,119,"JJ Henry",28,0,NA,"Top10FinalRoundPerformance",2014
119,119,"Jim Herman",21,0,NA,"Top10FinalRoundPerformance",2014
119,119,"Martin Laird",20,0,NA,"Top10FinalRoundPerformance",2014
119,119,"David Lingmerth",26,0,NA,"Top10FinalRoundPerformance",2014
119,119,"Jamie Lovemark",20,0,NA,"Top10FinalRoundPerformance",2014
119,119,"William McGirt",29,0,NA,"Top10FinalRoundPerformance",2014
119,119,"George McNeill",24,0,NA,"Top10FinalRoundPerformance",2014
119,119,"Bryce Molder",25,0,NA,"Top10FinalRoundPerformance",2014
119,119,"Sean OHair",25,0,NA,"Top10FinalRoundPerformance",2014
119,119,"Louis Oosthuizen",16,0,NA,"Top10FinalRoundPerformance",2014
119,119,"Ted Potter Jr",24,0,NA,"Top10FinalRoundPerformance",2014
119,119,"Andres Romero",26,0,NA,"Top10FinalRoundPerformance",2014
119,119,"Kyle Stanley",28,0,NA,"Top10FinalRoundPerformance",2014
119,119,"Hudson Swafford",26,0,NA,"Top10FinalRoundPerformance",2014
119,119,"Nicholas Thompson",30,0,NA,"Top10FinalRoundPerformance",2014
119,119,"Michael Thompson",22,0,NA,"Top10FinalRoundPerformance",2014
119,119,"Bo Van Pelt",25,0,NA,"Top10FinalRoundPerformance",2014
119,119,"Tim Wilkinson",25,0,NA,"Top10FinalRoundPerformance",2014
