"Scramblingfrom2030yards_RANKTHISWEEK_2013","Scramblingfrom2030yards_RANKLASTWEEK_2013","Scramblingfrom2030yards_PLAYERNAME_2013","Scramblingfrom2030yards_ROUNDS_2013","Scramblingfrom2030yards_Pct_2013","Scramblingfrom2030yards_SUCCESSES_2013","Scramblingfrom2030yards_ATTEMPTS_2013","stat_name","year"
1,1,"Freddie Jacobson",63,69.81,37,53,"Scramblingfrom2030yards",2013
2,2,"Ben Crane",62,67.53,52,77,"Scramblingfrom2030yards",2013
3,3,"Steve Stricker",51,66.67,24,36,"Scramblingfrom2030yards",2013
4,4,"KJ Choi",85,66.13,41,62,"Scramblingfrom2030yards",2013
5,5,"Aaron Baddeley",68,65.09,69,106,"Scramblingfrom2030yards",2013
6,6,"Stuart Appleby",88,64.37,56,87,"Scramblingfrom2030yards",2013
7,7,"Luke Donald",60,63.77,44,69,"Scramblingfrom2030yards",2013
8,8,"Matt Kuchar",93,63.51,47,74,"Scramblingfrom2030yards",2013
9,9,"Johnson Wagner",64,63.38,45,71,"Scramblingfrom2030yards",2013
10,10,"Dicky Pride",71,62.32,43,69,"Scramblingfrom2030yards",2013
11,11,"Stephen Ames",49,62.3,38,61,"Scramblingfrom2030yards",2013
11,11,"Bob Estes",66,62.3,38,61,"Scramblingfrom2030yards",2013
13,13,"Jim Herman",59,61.54,24,39,"Scramblingfrom2030yards",2013
14,14,"Erik Compton",74,61.45,51,83,"Scramblingfrom2030yards",2013
15,15,"Richard Lee",81,60.98,50,82,"Scramblingfrom2030yards",2013
16,16,"Jason Day",86,60.53,46,76,"Scramblingfrom2030yards",2013
17,17,"YE Yang",56,60.47,26,43,"Scramblingfrom2030yards",2013
18,18,"Bill Haas",85,60.29,41,68,"Scramblingfrom2030yards",2013
19,19,"Steven Bowditch",67,60.26,47,78,"Scramblingfrom2030yards",2013
20,20,"Peter Hanson",45,60,30,50,"Scramblingfrom2030yards",2013
20,20,"Trevor Immelman",73,60,42,70,"Scramblingfrom2030yards",2013
20,20,"Graeme McDowell",53,60,27,45,"Scramblingfrom2030yards",2013
23,23,"Charles Howell III",87,59.8,61,102,"Scramblingfrom2030yards",2013
24,24,"Jonas Blixt",76,59.78,55,92,"Scramblingfrom2030yards",2013
25,25,"Andres Romero",63,59.42,41,69,"Scramblingfrom2030yards",2013
26,26,"Jimmy Walker",84,59.41,60,101,"Scramblingfrom2030yards",2013
27,27,"Lee Williams",62,59.38,38,64,"Scramblingfrom2030yards",2013
28,28,"Bobby Gates",49,59.26,32,54,"Scramblingfrom2030yards",2013
29,29,"Morgan Hoffmann",64,59.02,36,61,"Scramblingfrom2030yards",2013
29,29,"Mark Wilson",56,59.02,36,61,"Scramblingfrom2030yards",2013
31,31,"Tim Clark",64,58.82,30,51,"Scramblingfrom2030yards",2013
31,31,"Eric Meierdierks",48,58.82,20,34,"Scramblingfrom2030yards",2013
31,31,"Brian Stuard",78,58.82,40,68,"Scramblingfrom2030yards",2013
34,34,"Rory McIlroy",56,58.54,24,41,"Scramblingfrom2030yards",2013
34,34,"Henrik Stenson",65,58.54,24,41,"Scramblingfrom2030yards",2013
36,36,"Jason Dufner",78,58.21,39,67,"Scramblingfrom2030yards",2013
37,37,"Tom Gillis",69,58.06,36,62,"Scramblingfrom2030yards",2013
38,38,"Brian Gay",79,57.89,66,114,"Scramblingfrom2030yards",2013
39,39,"Zach Johnson",84,57.81,37,64,"Scramblingfrom2030yards",2013
40,40,"Chris Kirk",89,57.69,45,78,"Scramblingfrom2030yards",2013
41,41,"Brendon de Jonge",110,57.58,57,99,"Scramblingfrom2030yards",2013
42,42,"Aaron Watkins",46,57.5,23,40,"Scramblingfrom2030yards",2013
43,43,"Robert Karlsson",56,57.14,20,35,"Scramblingfrom2030yards",2013
43,43,"Charl Schwartzel",69,57.14,28,49,"Scramblingfrom2030yards",2013
43,43,"Shawn Stefani",63,57.14,36,63,"Scramblingfrom2030yards",2013
46,46,"Chris Stroud",88,56.96,45,79,"Scramblingfrom2030yards",2013
47,47,"Justin Rose",62,56.82,25,44,"Scramblingfrom2030yards",2013
48,48,"David Toms",49,56.76,21,37,"Scramblingfrom2030yards",2013
49,49,"Sergio Garcia",65,56.25,27,48,"Scramblingfrom2030yards",2013
50,50,"Brandt Snedeker",79,56.14,32,57,"Scramblingfrom2030yards",2013
51,51,"Russell Henley",80,56,42,75,"Scramblingfrom2030yards",2013
51,51,"John Merrick",79,56,42,75,"Scramblingfrom2030yards",2013
53,53,"Mike Weir",60,55.74,34,61,"Scramblingfrom2030yards",2013
54,54,"Tim Herron",45,55.71,39,70,"Scramblingfrom2030yards",2013
55,55,"Alistair Presnell",59,55.38,36,65,"Scramblingfrom2030yards",2013
56,56,"Bryce Molder",82,55.24,58,105,"Scramblingfrom2030yards",2013
57,57,"Phil Mickelson",78,55.22,37,67,"Scramblingfrom2030yards",2013
58,58,"Harris English",95,55.17,48,87,"Scramblingfrom2030yards",2013
59,59,"Vaughn Taylor",50,55,22,40,"Scramblingfrom2030yards",2013
60,60,"Ben Curtis",59,54.84,34,62,"Scramblingfrom2030yards",2013
60,60,"Hunter Mahan",91,54.84,34,62,"Scramblingfrom2030yards",2013
60,60,"Michael Thompson",66,54.84,34,62,"Scramblingfrom2030yards",2013
63,63,"Casey Wittenberg",72,54.55,42,77,"Scramblingfrom2030yards",2013
64,64,"Robert Streb",75,54.43,43,79,"Scramblingfrom2030yards",2013
65,65,"Nick Watney",88,54.41,37,68,"Scramblingfrom2030yards",2013
66,66,"DH Lee",65,54.39,31,57,"Scramblingfrom2030yards",2013
67,67,"Ian Poulter",59,54.29,19,35,"Scramblingfrom2030yards",2013
68,68,"Geoff Ogilvy",57,54.24,32,59,"Scramblingfrom2030yards",2013
68,68,"Jin Park",52,54.24,32,59,"Scramblingfrom2030yards",2013
70,70,"James Driscoll",76,54.22,45,83,"Scramblingfrom2030yards",2013
71,71,"Greg Chalmers",77,54.21,58,107,"Scramblingfrom2030yards",2013
72,72,"Scott Gardiner",61,54.05,40,74,"Scramblingfrom2030yards",2013
73,73,"Ted Potter Jr",65,53.97,34,63,"Scramblingfrom2030yards",2013
74,74,"John Huh",88,53.95,41,76,"Scramblingfrom2030yards",2013
75,75,"Chez Reavie",72,53.73,36,67,"Scramblingfrom2030yards",2013
