"LeftRoughProximity_RANKTHISWEEK_2015","LeftRoughProximity_RANKLASTWEEK_2015","LeftRoughProximity_PLAYERNAME_2015","LeftRoughProximity_ROUNDS_2015","LeftRoughProximity_AVG_2015","LeftRoughProximity_ATTEMPTS_2015","LeftRoughProximity_TOTALDISTANCEFEET_2015","LeftRoughProximity_RELATIVETOPAR_2015","stat_name","year"
126,126,"William McGirt",103,NA,156,7006.083,19,"LeftRoughProximity",2015
126,126,"Byron Smith",59,NA,73,3279.083,8,"LeftRoughProximity",2015
131,131,"Henrik Stenson",63,NA,76,3420.583,2,"LeftRoughProximity",2015
132,132,"Chez Reavie",56,NA,44,1985.417,6,"LeftRoughProximity",2015
133,133,"Cameron Tringale",96,NA,97,4384.667,9,"LeftRoughProximity",2015
134,134,"Webb Simpson",81,NA,112,5065.333,22,"LeftRoughProximity",2015
135,135,"David Lingmerth",90,NA,122,5532.417,10,"LeftRoughProximity",2015
136,136,"Kevin Chappell",86,NA,121,5490.583,13,"LeftRoughProximity",2015
137,137,"Morgan Hoffmann",85,NA,128,5835.333,11,"LeftRoughProximity",2015
138,138,"Zac Blair",108,NA,110,5022.167,17,"LeftRoughProximity",2015
139,139,"Daniel Berger",97,NA,117,5352.25,2,"LeftRoughProximity",2015
139,139,"Billy Horschel",99,NA,141,6456,16,"LeftRoughProximity",2015
139,139,"Colt Knost",90,NA,83,3793.917,26,"LeftRoughProximity",2015
142,142,"Matt Every",73,NA,137,6285.417,11,"LeftRoughProximity",2015
143,143,"Matt Jones",89,NA,118,5434.667,4,"LeftRoughProximity",2015
143,143,"DA Points",72,NA,129,5942.417,20,"LeftRoughProximity",2015
145,145,"Heath Slocum",57,NA,52,2405.583,17,"LeftRoughProximity",2015
146,146,"Aaron Baddeley",76,NA,102,4727.25,14,"LeftRoughProximity",2015
146,146,"Erik Compton",86,NA,135,6258.333,13,"LeftRoughProximity",2015
146,146,"JJ Henry",94,NA,142,6581.917,25,"LeftRoughProximity",2015
146,146,"Bo Van Pelt",81,NA,118,5472.167,29,"LeftRoughProximity",2015
150,150,"Jim Herman",88,NA,102,4740.75,18,"LeftRoughProximity",2015
150,150,"Charley Hoffman",97,NA,115,5344.5,10,"LeftRoughProximity",2015
152,152,"Ryo Ishikawa",90,NA,128,5962.417,14,"LeftRoughProximity",2015
153,153,"Adam Hadwin",95,NA,116,5415.583,5,"LeftRoughProximity",2015
153,153,"Robert Streb",110,NA,162,7561.417,28,"LeftRoughProximity",2015
153,153,"Andrew Svoboda",80,NA,149,6956.5,29,"LeftRoughProximity",2015
156,156,"Brandt Snedeker",98,NA,158,7383.75,26,"LeftRoughProximity",2015
157,157,"Russell Henley",87,NA,138,6465.75,36,"LeftRoughProximity",2015
157,157,"Carlos Ortiz",100,NA,162,7582.583,7,"LeftRoughProximity",2015
159,159,"Ricky Barnes",82,NA,119,5582.5,14,"LeftRoughProximity",2015
159,159,"Chesson Hadley",101,NA,187,8769.083,31,"LeftRoughProximity",2015
159,159,"David Toms",62,NA,33,1547.75,8,"LeftRoughProximity",2015
162,162,"Sangmoon Bae",98,NA,156,7352.667,22,"LeftRoughProximity",2015
162,162,"Jonathan Byrd",69,NA,79,3724,13,"LeftRoughProximity",2015
162,162,"Whee Kim",71,NA,83,3914.167,11,"LeftRoughProximity",2015
162,162,"Bryce Molder",91,NA,81,3823.833,11,"LeftRoughProximity",2015
166,166,"Michael Thompson",83,NA,149,7051.083,33,"LeftRoughProximity",2015
167,167,"David Hearn",97,NA,114,5438.25,3,"LeftRoughProximity",2015
167,167,"Jimmy Walker",89,NA,129,6153.417,26,"LeftRoughProximity",2015
169,169,"Zach Johnson",90,NA,111,5313.25,20,"LeftRoughProximity",2015
170,170,"Troy Merritt",91,NA,94,4507.667,16,"LeftRoughProximity",2015
171,171,"Sam Saunders",83,NA,87,4189,7,"LeftRoughProximity",2015
172,172,"Andrew Putnam",68,NA,109,5265.583,30,"LeftRoughProximity",2015
173,173,"Andres Romero",69,NA,108,5229.667,11,"LeftRoughProximity",2015
174,174,"John Senden",80,NA,76,3686.833,19,"LeftRoughProximity",2015
175,175,"KJ Choi",66,NA,89,4347.917,17,"LeftRoughProximity",2015
175,175,"John Huh",102,NA,118,5759.417,28,"LeftRoughProximity",2015
177,177,"Sergio Garcia",59,NA,64,3132.167,14,"LeftRoughProximity",2015
178,178,"Francesco Molinari",56,NA,51,2502.25,6,"LeftRoughProximity",2015
179,179,"Roger Sloan",56,NA,59,2920.333,18,"LeftRoughProximity",2015
180,180,"Jonathan Randolph",72,NA,131,6523.417,20,"LeftRoughProximity",2015
181,181,"Padraig Harrington",60,NA,105,5254.583,16,"LeftRoughProximity",2015
182,182,"John Peterson",84,NA,112,5641.25,17,"LeftRoughProximity",2015
183,183,"Greg Chalmers",58,NA,54,2774.833,12,"LeftRoughProximity",2015
184,184,"Phil Mickelson",70,NA,120,6414.833,5,"LeftRoughProximity",2015
