"LeftRoughProximity_RANKTHISWEEK_2015","LeftRoughProximity_RANKLASTWEEK_2015","LeftRoughProximity_PLAYERNAME_2015","LeftRoughProximity_ROUNDS_2015","LeftRoughProximity_AVG_2015","LeftRoughProximity_ATTEMPTS_2015","LeftRoughProximity_TOTALDISTANCEFEET_2015","LeftRoughProximity_RELATIVETOPAR_2015","stat_name","year"
1,1,"Jordan Spieth",91,NA,105,3763.083,4,"LeftRoughProximity",2015
2,2,"Nicholas Thompson",90,NA,95,3459.417,23,"LeftRoughProximity",2015
3,3,"Justin Rose",69,NA,65,2428.167,12,"LeftRoughProximity",2015
4,4,"Nick Taylor",91,NA,159,5986.833,30,"LeftRoughProximity",2015
5,5,"SJ Park",79,NA,87,3281.583,7,"LeftRoughProximity",2015
6,6,"Louis Oosthuizen",68,NA,90,3423.75,1,"LeftRoughProximity",2015
7,7,"Alex Cejka",94,NA,144,5502.75,4,"LeftRoughProximity",2015
8,8,"Blayne Barber",76,NA,130,5008.083,18,"LeftRoughProximity",2015
9,9,"Charl Schwartzel",67,NA,70,2708.333,7,"LeftRoughProximity",2015
10,10,"Greg Owen",58,NA,62,2406.833,7,"LeftRoughProximity",2015
11,11,"Derek Ernst",75,NA,111,4320.083,13,"LeftRoughProximity",2015
12,12,"Martin Laird",77,NA,107,4173.833,10,"LeftRoughProximity",2015
12,12,"Carl Pettersson",106,NA,176,6863.083,12,"LeftRoughProximity",2015
14,14,"Jamie Donaldson",50,NA,55,2166.833,9,"LeftRoughProximity",2015
14,14,"Adam Scott",51,NA,65,2562.833,14,"LeftRoughProximity",2015
16,16,"Chad Collins",79,NA,98,3905.5,14,"LeftRoughProximity",2015
16,16,"Ryan Palmer",80,NA,109,4339.417,-6,"LeftRoughProximity",2015
18,18,"Brian Stuard",97,NA,107,4268.667,17,"LeftRoughProximity",2015
19,19,"Brooks Koepka",84,NA,125,4994.917,-2,"LeftRoughProximity",2015
19,19,"Johnson Wagner",68,NA,97,3883.167,17,"LeftRoughProximity",2015
21,21,"Martin Flores",95,NA,168,6729.583,-7,"LeftRoughProximity",2015
22,22,"Paul Casey",87,NA,135,5418.167,3,"LeftRoughProximity",2015
23,23,"Jason Day",75,NA,131,5277.417,-2,"LeftRoughProximity",2015
23,23,"Jim Furyk",71,NA,64,2577.333,-1,"LeftRoughProximity",2015
23,23,"Ryan Moore",81,NA,96,3866.5,5,"LeftRoughProximity",2015
26,26,"Harris English",105,NA,154,6207.083,5,"LeftRoughProximity",2015
27,27,"Brendon de Jonge",106,NA,152,6140.833,9,"LeftRoughProximity",2015
27,27,"Russell Knox",96,NA,114,4607.917,5,"LeftRoughProximity",2015
27,27,"Brendan Steele",88,NA,119,4811.917,11,"LeftRoughProximity",2015
30,30,"George McNeill",93,NA,123,4983.75,3,"LeftRoughProximity",2015
31,31,"Mark Wilson",89,NA,95,3853.75,18,"LeftRoughProximity",2015
32,32,"Ben Crane",62,NA,96,3900.833,12,"LeftRoughProximity",2015
32,32,"Bill Haas",89,NA,113,4598.583,2,"LeftRoughProximity",2015
34,34,"Tom Hoge",83,NA,100,4074.917,6,"LeftRoughProximity",2015
35,35,"Camilo Villegas",83,NA,152,6201,6,"LeftRoughProximity",2015
36,36,"Eric Axley",57,NA,91,3719.833,9,"LeftRoughProximity",2015
37,37,"Michael Putnam",87,NA,100,4118.667,18,"LeftRoughProximity",2015
38,38,"Steven Alker",62,NA,64,2639.333,21,"LeftRoughProximity",2015
39,39,"Rickie Fowler",76,NA,90,3730,3,"LeftRoughProximity",2015
39,39,"Jerry Kelly",79,NA,93,3848.833,6,"LeftRoughProximity",2015
39,39,"Geoff Ogilvy",50,NA,70,2899.667,12,"LeftRoughProximity",2015
39,39,"Shawn Stefani",94,NA,149,6176.25,16,"LeftRoughProximity",2015
43,43,"Max Homa",78,NA,113,4694.083,12,"LeftRoughProximity",2015
44,44,"Tony Finau",106,NA,161,6690.5,-1,"LeftRoughProximity",2015
44,44,"Robert Garrigus",70,NA,118,4907.583,18,"LeftRoughProximity",2015
44,44,"Patrick Reed",103,NA,151,6276.333,2,"LeftRoughProximity",2015
44,44,"Chris Stroud",84,NA,107,4449.333,23,"LeftRoughProximity",2015
44,44,"Tyrone Van Aswegen",58,NA,65,2704.917,7,"LeftRoughProximity",2015
49,49,"Andres Gonzales",90,NA,146,6077.417,18,"LeftRoughProximity",2015
50,50,"Ernie Els",57,NA,90,3754,11,"LeftRoughProximity",2015
50,50,"Jeff Overton",94,NA,140,5845.833,11,"LeftRoughProximity",2015
50,50,"Vijay Singh",78,NA,145,6050.25,7,"LeftRoughProximity",2015
53,53,"Angel Cabrera",53,NA,88,3683.917,12,"LeftRoughProximity",2015
53,53,"Davis Love III",51,NA,80,3348.75,6,"LeftRoughProximity",2015
55,55,"Seung Yul Noh",65,NA,114,4774.5,16,"LeftRoughProximity",2015
56,56,"Charles Howell III",105,NA,147,6174.25,-3,"LeftRoughProximity",2015
57,57,"Charlie Beljan",76,NA,98,4127.25,13,"LeftRoughProximity",2015
57,57,"Justin Leonard",61,NA,83,3494.167,7,"LeftRoughProximity",2015
59,59,"Chad Campbell",97,NA,166,6994.333,22,"LeftRoughProximity",2015
59,59,"Rory Sabbatini",81,NA,122,5143.833,7,"LeftRoughProximity",2015
59,59,"Scott Stallings",60,NA,77,3248.917,13,"LeftRoughProximity",2015
62,62,"Sean OHair",86,NA,143,6039.833,9,"LeftRoughProximity",2015
63,63,"Jason Bohn",95,NA,104,4398.917,17,"LeftRoughProximity",2015
63,63,"Jason Gore",76,NA,96,4065.917,14,"LeftRoughProximity",2015
63,63,"JB Holmes",89,NA,139,5889.583,16,"LeftRoughProximity",2015
63,63,"Pat Perez",96,NA,118,4997.167,13,"LeftRoughProximity",2015
63,63,"Justin Thomas",106,NA,179,7583.667,17,"LeftRoughProximity",2015
68,68,"Kevin Streelman",95,NA,100,4240.667,2,"LeftRoughProximity",2015
69,69,"Luke Donald",71,NA,119,5057.667,13,"LeftRoughProximity",2015
69,69,"Danny Lee",120,NA,166,7053.25,17,"LeftRoughProximity",2015
69,69,"Scott Piercy",90,NA,97,4124.417,4,"LeftRoughProximity",2015
72,72,"James Hahn",94,NA,109,4654.917,1,"LeftRoughProximity",2015
72,72,"Jason Kokrak",88,NA,173,7383.167,8,"LeftRoughProximity",2015
72,72,"Steve Wheatcroft",87,NA,118,5036.333,25,"LeftRoughProximity",2015
75,75,"Brice Garnett",81,NA,92,3934,6,"LeftRoughProximity",2015
75,75,"Kyle Reifers",96,NA,121,5174.333,3,"LeftRoughProximity",2015
77,77,"Roberto Castro",54,NA,56,2397.083,6,"LeftRoughProximity",2015
77,77,"Brian Harman",90,NA,121,5181.333,11,"LeftRoughProximity",2015
77,77,"Hideki Matsuyama",95,NA,110,4707.5,10,"LeftRoughProximity",2015
77,77,"Hudson Swafford",97,NA,132,5655.583,8,"LeftRoughProximity",2015
81,81,"Gary Woodland",81,NA,86,3697.833,8,"LeftRoughProximity",2015
82,82,"Jonas Blixt",78,NA,94,4053,17,"LeftRoughProximity",2015
83,83,"Steven Bowditch",103,NA,216,9320.5,10,"LeftRoughProximity",2015
83,83,"Jhonattan Vegas",90,NA,149,6430.083,8,"LeftRoughProximity",2015
85,85,"Retief Goosen",81,NA,122,5275.75,6,"LeftRoughProximity",2015
85,85,"Patrick Rodgers",57,NA,83,3589.25,12,"LeftRoughProximity",2015
87,87,"Keegan Bradley",87,NA,89,3853.333,12,"LeftRoughProximity",2015
87,87,"Hunter Mahan",88,NA,138,5977.25,11,"LeftRoughProximity",2015
87,87,"Cameron Percy",72,NA,111,4805.75,22,"LeftRoughProximity",2015
87,87,"Brendon Todd",96,NA,109,4727.083,4,"LeftRoughProximity",2015
91,91,"Graham DeLaet",65,NA,85,3690.833,13,"LeftRoughProximity",2015
91,91,"Lucas Glover",79,NA,119,5165.333,21,"LeftRoughProximity",2015
91,91,"Marc Leishman",74,NA,107,4642.583,6,"LeftRoughProximity",2015
94,94,"Stewart Cink",77,NA,133,5783.917,24,"LeftRoughProximity",2015
95,95,"Jon Curran",83,NA,123,5359.5,33,"LeftRoughProximity",2015
95,95,"Boo Weekley",79,NA,113,4922.917,19,"LeftRoughProximity",2015
97,97,"Brian Davis",86,NA,108,4714,24,"LeftRoughProximity",2015
97,97,"Billy Hurley III",83,NA,129,5629.833,25,"LeftRoughProximity",2015
97,97,"Daniel Summerhays",101,NA,166,7250.917,13,"LeftRoughProximity",2015
100,100,"Ken Duke",93,NA,94,4110.083,12,"LeftRoughProximity",2015
100,100,"Fabian Gomez",83,NA,112,4897.167,30,"LeftRoughProximity",2015
102,102,"Robert Allenby",63,NA,106,4645,26,"LeftRoughProximity",2015
103,103,"Bill Lunde",50,NA,52,2285.583,21,"LeftRoughProximity",2015
104,104,"Scott Langley",94,NA,111,4879.667,13,"LeftRoughProximity",2015
104,104,"Tim Wilkinson",73,NA,104,4578.75,19,"LeftRoughProximity",2015
106,106,"Oscar Fraustro",58,NA,67,2953.167,10,"LeftRoughProximity",2015
106,106,"Matt Kuchar",97,NA,162,7140.417,14,"LeftRoughProximity",2015
108,108,"Ben Martin",93,NA,123,5430.833,26,"LeftRoughProximity",2015
108,108,"John Merrick",78,NA,79,3491.75,4,"LeftRoughProximity",2015
110,110,"Mark Hubbard",79,NA,88,3893.667,24,"LeftRoughProximity",2015
111,111,"Chris Kirk",76,NA,92,4082.167,19,"LeftRoughProximity",2015
111,111,"Will Wilcox",58,NA,48,2127.5,5,"LeftRoughProximity",2015
113,113,"Gonzalo Fdez Castano",81,NA,78,3464.25,15,"LeftRoughProximity",2015
113,113,"Ian Poulter",68,NA,71,3153.833,14,"LeftRoughProximity",2015
115,115,"Dustin Johnson",75,NA,107,4769.833,21,"LeftRoughProximity",2015
115,115,"Spencer Levin",99,NA,118,5258.5,24,"LeftRoughProximity",2015
115,115,"Jim Renner",68,NA,106,4723.333,19,"LeftRoughProximity",2015
115,115,"Nick Watney",91,NA,126,5614.5,20,"LeftRoughProximity",2015
119,119,"Kevin Kisner",104,NA,153,6828.75,22,"LeftRoughProximity",2015
119,119,"Scott Pinckney",88,NA,94,4196.25,15,"LeftRoughProximity",2015
119,119,"Lee Westwood",56,NA,62,2768.167,14,"LeftRoughProximity",2015
122,122,"Scott Brown",97,NA,130,5813.667,22,"LeftRoughProximity",2015
122,122,"Alex Prugh",84,NA,124,5553.833,20,"LeftRoughProximity",2015
122,122,"Bubba Watson",71,NA,125,5597.917,1,"LeftRoughProximity",2015
125,125,"Kevin Na",98,NA,142,6365.25,1,"LeftRoughProximity",2015
126,126,"Jason Dufner",76,NA,81,3637.917,7,"LeftRoughProximity",2015
126,126,"Derek Fathauer",81,NA,140,6282.667,16,"LeftRoughProximity",2015
126,126,"Luke Guthrie",84,NA,130,5838.333,14,"LeftRoughProximity",2015
