"ApproachesLeftRoughRTPScore_RANKTHISWEEK_2008","ApproachesLeftRoughRTPScore_RANKLASTWEEK_2008","ApproachesLeftRoughRTPScore_PLAYERNAME_2008","ApproachesLeftRoughRTPScore_ROUNDS_2008","ApproachesLeftRoughRTPScore_AVGRTP_2008","stat_name","year"
1,1,"Parker McLachlin",88,-0.036,"ApproachesLeftRoughRTPScore",2008
2,2,"Steve Stricker",75,-0.031,"ApproachesLeftRoughRTPScore",2008
3,3,"Adam Scott",51,-0.013,"ApproachesLeftRoughRTPScore",2008
4,4,"Vijay Singh",82,-0.008,"ApproachesLeftRoughRTPScore",2008
5,5,"Gavin Coles",54,0.015,"ApproachesLeftRoughRTPScore",2008
5,5,"Padraig Harrington",52,0.015,"ApproachesLeftRoughRTPScore",2008
7,7,"Steve Elkington",84,0.018,"ApproachesLeftRoughRTPScore",2008
8,8,"Joe Ogilvie",100,0.025,"ApproachesLeftRoughRTPScore",2008
9,9,"Bubba Watson",97,0.026,"ApproachesLeftRoughRTPScore",2008
10,10,"Mark Calcavecchia",67,0.036,"ApproachesLeftRoughRTPScore",2008
11,11,"Bill Haas",99,0.037,"ApproachesLeftRoughRTPScore",2008
12,12,"Ian Poulter",51,0.038,"ApproachesLeftRoughRTPScore",2008
13,13,"Charles Howell III",101,0.039,"ApproachesLeftRoughRTPScore",2008
14,14,"Carl Pettersson",110,0.04,"ApproachesLeftRoughRTPScore",2008
15,15,"Daniel Chopra",84,0.042,"ApproachesLeftRoughRTPScore",2008
16,16,"John Rollins",94,0.046,"ApproachesLeftRoughRTPScore",2008
17,17,"Justin Leonard",101,0.05,"ApproachesLeftRoughRTPScore",2008
18,18,"Tim Clark",90,0.051,"ApproachesLeftRoughRTPScore",2008
19,19,"Harrison Frazar",73,0.053,"ApproachesLeftRoughRTPScore",2008
20,20,"Stewart Cink",87,0.059,"ApproachesLeftRoughRTPScore",2008
20,20,"Anthony Kim",81,0.059,"ApproachesLeftRoughRTPScore",2008
22,22,"Phil Mickelson",80,0.06,"ApproachesLeftRoughRTPScore",2008
23,23,"Scott Sterling",89,0.065,"ApproachesLeftRoughRTPScore",2008
23,23,"Kevin Streelman",114,0.065,"ApproachesLeftRoughRTPScore",2008
25,25,"Rich Beem",90,0.067,"ApproachesLeftRoughRTPScore",2008
26,26,"Stephen Ames",83,0.071,"ApproachesLeftRoughRTPScore",2008
26,26,"Stuart Appleby",87,0.071,"ApproachesLeftRoughRTPScore",2008
28,28,"Ben Crane",86,0.072,"ApproachesLeftRoughRTPScore",2008
28,28,"Zach Johnson",85,0.072,"ApproachesLeftRoughRTPScore",2008
30,30,"Sergio Garcia",72,0.075,"ApproachesLeftRoughRTPScore",2008
31,31,"Jesper Parnevik",88,0.078,"ApproachesLeftRoughRTPScore",2008
32,32,"JP Hayes",67,0.08,"ApproachesLeftRoughRTPScore",2008
33,33,"Robert Allenby",108,0.081,"ApproachesLeftRoughRTPScore",2008
34,34,"Tom Lehman",51,0.083,"ApproachesLeftRoughRTPScore",2008
35,35,"David Toms",70,0.091,"ApproachesLeftRoughRTPScore",2008
36,36,"Dustin Johnson",92,0.092,"ApproachesLeftRoughRTPScore",2008
36,36,"Michael Letzig",88,0.092,"ApproachesLeftRoughRTPScore",2008
38,38,"Sean OHair",81,0.093,"ApproachesLeftRoughRTPScore",2008
38,38,"Kenny Perry",97,0.093,"ApproachesLeftRoughRTPScore",2008
40,40,"Mike Weir",88,0.097,"ApproachesLeftRoughRTPScore",2008
41,41,"Bob Estes",90,0.098,"ApproachesLeftRoughRTPScore",2008
42,42,"Jeff Overton",103,0.1,"ApproachesLeftRoughRTPScore",2008
43,43,"Bob Tway",70,0.101,"ApproachesLeftRoughRTPScore",2008
44,44,"Brett Quigley",80,0.104,"ApproachesLeftRoughRTPScore",2008
45,45,"Steve Lowery",74,0.105,"ApproachesLeftRoughRTPScore",2008
46,46,"Ben Curtis",80,0.106,"ApproachesLeftRoughRTPScore",2008
47,47,"Woody Austin",109,0.107,"ApproachesLeftRoughRTPScore",2008
48,48,"Heath Slocum",104,0.109,"ApproachesLeftRoughRTPScore",2008
49,49,"Omar Uresti",74,0.111,"ApproachesLeftRoughRTPScore",2008
50,50,"Dean Wilson",109,0.112,"ApproachesLeftRoughRTPScore",2008
51,51,"Briny Baird",113,0.113,"ApproachesLeftRoughRTPScore",2008
51,51,"Richard Johnson",77,0.113,"ApproachesLeftRoughRTPScore",2008
51,51,"Matt Jones",95,0.113,"ApproachesLeftRoughRTPScore",2008
51,51,"Ted Purdy",68,0.113,"ApproachesLeftRoughRTPScore",2008
55,55,"Matt Kuchar",88,0.115,"ApproachesLeftRoughRTPScore",2008
56,56,"Todd Demsey",80,0.117,"ApproachesLeftRoughRTPScore",2008
56,56,"Jimmy Walker",73,0.117,"ApproachesLeftRoughRTPScore",2008
58,58,"Mathew Goggin",91,0.118,"ApproachesLeftRoughRTPScore",2008
59,59,"Davis Love III",78,0.12,"ApproachesLeftRoughRTPScore",2008
60,60,"Brad Adamonis",87,0.121,"ApproachesLeftRoughRTPScore",2008
61,61,"Jon Mills",95,0.122,"ApproachesLeftRoughRTPScore",2008
62,62,"Tommy Armour III",77,0.125,"ApproachesLeftRoughRTPScore",2008
62,62,"John Riegger",73,0.125,"ApproachesLeftRoughRTPScore",2008
64,64,"James Driscoll",85,0.127,"ApproachesLeftRoughRTPScore",2008
65,65,"Carlos Franco",73,0.131,"ApproachesLeftRoughRTPScore",2008
66,66,"John Mallinger",95,0.132,"ApproachesLeftRoughRTPScore",2008
66,66,"Kevin Sutherland",98,0.132,"ApproachesLeftRoughRTPScore",2008
68,68,"Chris DiMarco",87,0.134,"ApproachesLeftRoughRTPScore",2008
69,69,"Travis Perkins",53,0.135,"ApproachesLeftRoughRTPScore",2008
69,69,"Bo Van Pelt",101,0.135,"ApproachesLeftRoughRTPScore",2008
71,71,"Jerry Kelly",89,0.136,"ApproachesLeftRoughRTPScore",2008
71,71,"Brenden Pappas",66,0.136,"ApproachesLeftRoughRTPScore",2008
73,73,"Ryuji Imada",80,0.137,"ApproachesLeftRoughRTPScore",2008
74,74,"Fred Couples",60,0.138,"ApproachesLeftRoughRTPScore",2008
74,74,"Ryan Palmer",69,0.138,"ApproachesLeftRoughRTPScore",2008
74,74,"Rod Pampling",83,0.138,"ApproachesLeftRoughRTPScore",2008
77,77,"Jim Furyk",95,0.143,"ApproachesLeftRoughRTPScore",2008
77,77,"Tim Wilkinson",95,0.143,"ApproachesLeftRoughRTPScore",2008
79,79,"Cody Freeman",66,0.144,"ApproachesLeftRoughRTPScore",2008
79,79,"Freddie Jacobson",78,0.144,"ApproachesLeftRoughRTPScore",2008
81,81,"Brian Gay",102,0.145,"ApproachesLeftRoughRTPScore",2008
81,81,"Chris Riley",51,0.145,"ApproachesLeftRoughRTPScore",2008
81,81,"Brandt Snedeker",85,0.145,"ApproachesLeftRoughRTPScore",2008
81,81,"Kevin Stadler",90,0.145,"ApproachesLeftRoughRTPScore",2008
81,81,"Charlie Wi",97,0.145,"ApproachesLeftRoughRTPScore",2008
86,86,"Rocco Mediate",87,0.146,"ApproachesLeftRoughRTPScore",2008
87,87,"Angel Cabrera",55,0.148,"ApproachesLeftRoughRTPScore",2008
87,87,"Brian Davis",108,0.148,"ApproachesLeftRoughRTPScore",2008
87,87,"JJ Henry",108,0.148,"ApproachesLeftRoughRTPScore",2008
87,87,"Pat Perez",93,0.148,"ApproachesLeftRoughRTPScore",2008
91,91,"Bart Bryant",81,0.149,"ApproachesLeftRoughRTPScore",2008
92,92,"Steve Flesch",95,0.15,"ApproachesLeftRoughRTPScore",2008
93,93,"Steve Allan",58,0.151,"ApproachesLeftRoughRTPScore",2008
94,94,"Mathias Gronberg",87,0.152,"ApproachesLeftRoughRTPScore",2008
94,94,"Mark Hensby",71,0.152,"ApproachesLeftRoughRTPScore",2008
94,94,"JB Holmes",86,0.152,"ApproachesLeftRoughRTPScore",2008
94,94,"Tim Petrovic",97,0.152,"ApproachesLeftRoughRTPScore",2008
98,98,"Chad Campbell",94,0.154,"ApproachesLeftRoughRTPScore",2008
98,98,"Andres Romero",69,0.154,"ApproachesLeftRoughRTPScore",2008
98,98,"Rory Sabbatini",77,0.154,"ApproachesLeftRoughRTPScore",2008
101,101,"Tom Scherrer",56,0.155,"ApproachesLeftRoughRTPScore",2008
102,102,"Lucas Glover",91,0.156,"ApproachesLeftRoughRTPScore",2008
102,102,"Steve Marino",119,0.156,"ApproachesLeftRoughRTPScore",2008
104,104,"Jason Day",81,0.157,"ApproachesLeftRoughRTPScore",2008
105,105,"Billy Mayfair",103,0.16,"ApproachesLeftRoughRTPScore",2008
105,105,"Brett Rumford",72,0.16,"ApproachesLeftRoughRTPScore",2008
105,105,"Nicholas Thompson",113,0.16,"ApproachesLeftRoughRTPScore",2008
105,105,"YE Yang",89,0.16,"ApproachesLeftRoughRTPScore",2008
109,109,"Michael Allen",91,0.161,"ApproachesLeftRoughRTPScore",2008
109,109,"Ernie Els",51,0.161,"ApproachesLeftRoughRTPScore",2008
111,111,"Marc Turnesa",87,0.162,"ApproachesLeftRoughRTPScore",2008
112,112,"Peter Lonard",92,0.164,"ApproachesLeftRoughRTPScore",2008
113,113,"Alex Cejka",75,0.165,"ApproachesLeftRoughRTPScore",2008
113,113,"Hunter Mahan",87,0.165,"ApproachesLeftRoughRTPScore",2008
