"ApproachesLeftRoughRTPScore_RANKTHISWEEK_2008","ApproachesLeftRoughRTPScore_RANKLASTWEEK_2008","ApproachesLeftRoughRTPScore_PLAYERNAME_2008","ApproachesLeftRoughRTPScore_ROUNDS_2008","ApproachesLeftRoughRTPScore_AVGRTP_2008","stat_name","year"
113,113,"Vaughn Taylor",103,0.165,"ApproachesLeftRoughRTPScore",2008
116,116,"Brandt Jobe",52,0.167,"ApproachesLeftRoughRTPScore",2008
116,116,"Bob Sowards",61,0.167,"ApproachesLeftRoughRTPScore",2008
119,119,"Troy Matteson",94,0.168,"ApproachesLeftRoughRTPScore",2008
120,120,"Tim Herron",97,0.169,"ApproachesLeftRoughRTPScore",2008
120,120,"Tom Pernice Jr",104,0.169,"ApproachesLeftRoughRTPScore",2008
122,122,"Aaron Baddeley",76,0.17,"ApproachesLeftRoughRTPScore",2008
122,122,"Frank Lickliter II",107,0.17,"ApproachesLeftRoughRTPScore",2008
122,122,"George McNeill",97,0.17,"ApproachesLeftRoughRTPScore",2008
125,125,"Jason Allred",63,0.173,"ApproachesLeftRoughRTPScore",2008
125,125,"Robert Garrigus",90,0.173,"ApproachesLeftRoughRTPScore",2008
125,125,"Todd Hamilton",92,0.173,"ApproachesLeftRoughRTPScore",2008
128,128,"Charley Hoffman",94,0.174,"ApproachesLeftRoughRTPScore",2008
129,129,"Jonathan Byrd",88,0.175,"ApproachesLeftRoughRTPScore",2008
129,129,"Alejandro Canizares",52,0.175,"ApproachesLeftRoughRTPScore",2008
131,131,"Boo Weekley",86,0.176,"ApproachesLeftRoughRTPScore",2008
132,132,"Ryan Armour",87,0.177,"ApproachesLeftRoughRTPScore",2008
133,133,"Jin Park",85,0.179,"ApproachesLeftRoughRTPScore",2008
134,134,"Martin Laird",98,0.18,"ApproachesLeftRoughRTPScore",2008
134,134,"Tag Ridings",88,0.18,"ApproachesLeftRoughRTPScore",2008
136,136,"Kevin Na",97,0.181,"ApproachesLeftRoughRTPScore",2008
137,137,"Doug LaBelle II",65,0.183,"ApproachesLeftRoughRTPScore",2008
138,138,"John Senden",93,0.185,"ApproachesLeftRoughRTPScore",2008
139,139,"Shane Bertsch",96,0.186,"ApproachesLeftRoughRTPScore",2008
139,139,"Jason Gore",94,0.186,"ApproachesLeftRoughRTPScore",2008
139,139,"Scott Verplank",82,0.186,"ApproachesLeftRoughRTPScore",2008
139,139,"Johnson Wagner",83,0.186,"ApproachesLeftRoughRTPScore",2008
143,143,"Scott McCarron",63,0.187,"ApproachesLeftRoughRTPScore",2008
144,144,"Trevor Immelman",70,0.188,"ApproachesLeftRoughRTPScore",2008
145,145,"Kent Jones",68,0.189,"ApproachesLeftRoughRTPScore",2008
146,146,"Corey Pavin",69,0.19,"ApproachesLeftRoughRTPScore",2008
147,147,"David Duval",51,0.194,"ApproachesLeftRoughRTPScore",2008
147,147,"Brad Elder",67,0.194,"ApproachesLeftRoughRTPScore",2008
149,149,"DJ Trahan",94,0.195,"ApproachesLeftRoughRTPScore",2008
150,150,"KJ Choi",74,0.197,"ApproachesLeftRoughRTPScore",2008
151,151,"Glen Day",64,0.198,"ApproachesLeftRoughRTPScore",2008
151,151,"Paul Goydos",78,0.198,"ApproachesLeftRoughRTPScore",2008
151,151,"Craig Kanada",65,0.198,"ApproachesLeftRoughRTPScore",2008
154,154,"Ken Duke",116,0.199,"ApproachesLeftRoughRTPScore",2008
155,155,"Shigeki Maruyama",50,0.202,"ApproachesLeftRoughRTPScore",2008
155,155,"Jim McGovern",75,0.202,"ApproachesLeftRoughRTPScore",2008
155,155,"Mark Wilson",107,0.202,"ApproachesLeftRoughRTPScore",2008
158,158,"Nathan Green",95,0.206,"ApproachesLeftRoughRTPScore",2008
159,159,"Eric Axley",113,0.207,"ApproachesLeftRoughRTPScore",2008
159,159,"Justin Bolli",87,0.207,"ApproachesLeftRoughRTPScore",2008
159,159,"Chez Reavie",102,0.207,"ApproachesLeftRoughRTPScore",2008
162,162,"John Merrick",98,0.208,"ApproachesLeftRoughRTPScore",2008
163,163,"Patrick Sheehan",124,0.209,"ApproachesLeftRoughRTPScore",2008
164,164,"Will Ma Kenzie",62,0.21,"ApproachesLeftRoughRTPScore",2008
165,165,"Kenneth Ferrie",72,0.212,"ApproachesLeftRoughRTPScore",2008
166,166,"Robert Gamez",79,0.213,"ApproachesLeftRoughRTPScore",2008
167,167,"Lee Janzen",89,0.214,"ApproachesLeftRoughRTPScore",2008
167,167,"Ryan Moore",72,0.214,"ApproachesLeftRoughRTPScore",2008
169,169,"David Lutterus",59,0.215,"ApproachesLeftRoughRTPScore",2008
170,170,"Cliff Kresge",84,0.219,"ApproachesLeftRoughRTPScore",2008
171,171,"Nick Watney",96,0.22,"ApproachesLeftRoughRTPScore",2008
172,172,"Joe Durant",92,0.222,"ApproachesLeftRoughRTPScore",2008
173,173,"Nick OHern",82,0.223,"ApproachesLeftRoughRTPScore",2008
174,174,"Dudley Hart",74,0.225,"ApproachesLeftRoughRTPScore",2008
174,174,"Jeff Maggert",86,0.225,"ApproachesLeftRoughRTPScore",2008
176,176,"Nick Flanagan",89,0.226,"ApproachesLeftRoughRTPScore",2008
177,177,"Jeff Quinney",87,0.227,"ApproachesLeftRoughRTPScore",2008
178,178,"Geoff Ogilvy",65,0.23,"ApproachesLeftRoughRTPScore",2008
179,179,"Chris Stroud",81,0.233,"ApproachesLeftRoughRTPScore",2008
180,180,"Cameron Beckman",87,0.234,"ApproachesLeftRoughRTPScore",2008
181,181,"Paul Casey",55,0.241,"ApproachesLeftRoughRTPScore",2008
181,181,"Camilo Villegas",79,0.241,"ApproachesLeftRoughRTPScore",2008
183,183,"John Huston",56,0.242,"ApproachesLeftRoughRTPScore",2008
184,184,"Chad Collins",72,0.245,"ApproachesLeftRoughRTPScore",2008
185,185,"Charles Warren",79,0.254,"ApproachesLeftRoughRTPScore",2008
186,186,"Kyle Thompson",70,0.255,"ApproachesLeftRoughRTPScore",2008
187,187,"Marco Dawson",64,0.256,"ApproachesLeftRoughRTPScore",2008
188,188,"Jay Williamson",96,0.258,"ApproachesLeftRoughRTPScore",2008
189,189,"Jeff Gove",50,0.261,"ApproachesLeftRoughRTPScore",2008
190,190,"Ron Whittaker",54,0.28,"ApproachesLeftRoughRTPScore",2008
191,191,"Paul Claxton",63,0.296,"ApproachesLeftRoughRTPScore",2008
192,192,"Retief Goosen",59,0.308,"ApproachesLeftRoughRTPScore",2008
193,193,"Billy Andrade",71,0.315,"ApproachesLeftRoughRTPScore",2008
194,194,"Greg Kraft",63,0.333,"ApproachesLeftRoughRTPScore",2008
195,195,"Stephen Leaney",53,0.338,"ApproachesLeftRoughRTPScore",2008
196,196,"Olin Browne",77,0.347,"ApproachesLeftRoughRTPScore",2008
197,197,"Tommy Gainey",60,0.348,"ApproachesLeftRoughRTPScore",2008
