"AverageDistanceofPuttsmade_RANKTHISWEEK_2006","AverageDistanceofPuttsmade_RANKLASTWEEK_2006","AverageDistanceofPuttsmade_PLAYERNAME_2006","AverageDistanceofPuttsmade_ROUNDS_2006","AverageDistanceofPuttsmade_AVG_2006","AverageDistanceofPuttsmade_TOTALDISTINCHES_2006","AverageDistanceofPuttsmade_TOTALROUNDS_2006","AverageDistanceofPuttsmade_AVGDIST_2006","AverageDistanceofPuttsmade_BESTROUND_2006","stat_name","year"
45,45,"Mathew Goggin",72,NA,52596,57,NA,NA,"AverageDistanceofPuttsmade",2006
46,46,"Robert Allenby",79,NA,53504,58,NA,NA,"AverageDistanceofPuttsmade",2006
47,47,"Carl Pettersson",95,NA,68967,75,NA,NA,"AverageDistanceofPuttsmade",2006
48,48,"Geoff Ogilvy",76,NA,47780,52,NA,NA,"AverageDistanceofPuttsmade",2006
49,49,"Michael Connell",51,NA,38544,42,NA,NA,"AverageDistanceofPuttsmade",2006
49,49,"Jim Furyk",89,NA,62437,68,NA,NA,"AverageDistanceofPuttsmade",2006
49,49,"Jesper Parnevik",84,NA,67046,73,NA,NA,"AverageDistanceofPuttsmade",2006
52,52,"Aaron Baddeley",78,NA,61409,67,NA,NA,"AverageDistanceofPuttsmade",2006
53,53,"Henrik Bjornstad",97,NA,80606,88,NA,NA,"AverageDistanceofPuttsmade",2006
53,53,"Hunter Mahan",98,NA,80566,88,NA,NA,"AverageDistanceofPuttsmade",2006
53,53,"Ryan Palmer",101,NA,73240,80,NA,NA,"AverageDistanceofPuttsmade",2006
53,53,"Mike Sposa",68,NA,53117,58,NA,NA,"AverageDistanceofPuttsmade",2006
57,57,"Wes Short Jr",96,NA,76784,84,NA,NA,"AverageDistanceofPuttsmade",2006
58,58,"Greg Chalmers",71,NA,50983,56,NA,NA,"AverageDistanceofPuttsmade",2006
59,59,"Bo Van Pelt",102,NA,80770,89,NA,NA,"AverageDistanceofPuttsmade",2006
60,60,"Jason Schultz",77,NA,58931,65,NA,NA,"AverageDistanceofPuttsmade",2006
61,61,"Briny Baird",81,NA,62484,69,NA,NA,"AverageDistanceofPuttsmade",2006
61,61,"Bernhard Langer",77,NA,53473,59,NA,NA,"AverageDistanceofPuttsmade",2006
63,63,"Troy Matteson",101,NA,78727,87,NA,NA,"AverageDistanceofPuttsmade",2006
63,63,"Tim Petrovic",95,NA,75145,83,NA,NA,"AverageDistanceofPuttsmade",2006
63,63,"Vance Veazey",59,NA,47967,53,NA,NA,"AverageDistanceofPuttsmade",2006
66,66,"JJ Henry",96,NA,68718,76,NA,NA,"AverageDistanceofPuttsmade",2006
66,66,"Frank Lickliter II",99,NA,76854,85,NA,NA,"AverageDistanceofPuttsmade",2006
66,66,"Jeff Maggert",81,NA,60537,67,NA,NA,"AverageDistanceofPuttsmade",2006
66,66,"DA Points",82,NA,63300,70,NA,NA,"AverageDistanceofPuttsmade",2006
70,70,"Woody Austin",107,NA,83938,93,NA,NA,"AverageDistanceofPuttsmade",2006
71,71,"Tommy Armour III",65,NA,47780,53,NA,NA,"AverageDistanceofPuttsmade",2006
71,71,"JL Lewis",57,NA,45119,50,NA,NA,"AverageDistanceofPuttsmade",2006
73,73,"Olin Browne",108,NA,75649,84,NA,NA,"AverageDistanceofPuttsmade",2006
73,73,"Jose Maria Olazabal",62,NA,35131,39,NA,NA,"AverageDistanceofPuttsmade",2006
75,75,"Harrison Frazar",95,NA,66602,74,NA,NA,"AverageDistanceofPuttsmade",2006
76,76,"Todd Fischer",101,NA,80947,90,NA,NA,"AverageDistanceofPuttsmade",2006
76,76,"Jerry Smith",94,NA,75541,84,NA,NA,"AverageDistanceofPuttsmade",2006
78,78,"Luke Donald",66,NA,37700,42,NA,NA,"AverageDistanceofPuttsmade",2006
78,78,"Joe Ogilvie",95,NA,70034,78,NA,NA,"AverageDistanceofPuttsmade",2006
80,80,"Alex Aragon",63,NA,47518,53,NA,NA,"AverageDistanceofPuttsmade",2006
81,81,"Tag Ridings",103,NA,80661,90,NA,NA,"AverageDistanceofPuttsmade",2006
81,81,"Tjaart van der Walt",60,NA,45702,51,NA,NA,"AverageDistanceofPuttsmade",2006
83,83,"Steve Flesch",119,NA,91284,102,NA,NA,"AverageDistanceofPuttsmade",2006
83,83,"John Rollins",93,NA,67988,76,NA,NA,"AverageDistanceofPuttsmade",2006
85,85,"Fred Funk",106,NA,76005,85,NA,NA,"AverageDistanceofPuttsmade",2006
86,86,"Mathias Gronberg",92,NA,69574,78,NA,NA,"AverageDistanceofPuttsmade",2006
86,86,"Vijay Singh",103,NA,74034,83,NA,NA,"AverageDistanceofPuttsmade",2006
88,88,"Michael Allen",84,NA,63278,71,NA,NA,"AverageDistanceofPuttsmade",2006
88,88,"Stuart Appleby",83,NA,57024,64,NA,NA,"AverageDistanceofPuttsmade",2006
88,88,"Eric Axley",91,NA,69519,78,NA,NA,"AverageDistanceofPuttsmade",2006
88,88,"Rory Sabbatini",84,NA,57007,64,NA,NA,"AverageDistanceofPuttsmade",2006
88,88,"John Senden",96,NA,70397,79,NA,NA,"AverageDistanceofPuttsmade",2006
93,93,"Steve Elkington",52,NA,40052,45,NA,NA,"AverageDistanceofPuttsmade",2006
93,93,"Stephen Leaney",84,NA,67673,76,NA,NA,"AverageDistanceofPuttsmade",2006
93,93,"Steve Stricker",64,NA,44509,50,NA,NA,"AverageDistanceofPuttsmade",2006
96,96,"Corey Pavin",74,NA,50663,57,NA,NA,"AverageDistanceofPuttsmade",2006
97,97,"Marco Dawson",87,NA,68391,77,NA,NA,"AverageDistanceofPuttsmade",2006
97,97,"Jeff Overton",95,NA,74604,84,NA,NA,"AverageDistanceofPuttsmade",2006
99,99,"Rich Beem",85,NA,56699,64,NA,NA,"AverageDistanceofPuttsmade",2006
99,99,"Todd Hamilton",72,NA,49623,56,NA,NA,"AverageDistanceofPuttsmade",2006
99,99,"Justin Rose",98,NA,76219,86,NA,NA,"AverageDistanceofPuttsmade",2006
102,102,"Danny Ellis",68,NA,52212,59,NA,NA,"AverageDistanceofPuttsmade",2006
103,103,"Chad Campbell",91,NA,59236,67,NA,NA,"AverageDistanceofPuttsmade",2006
104,104,"KJ Choi",93,NA,69761,79,NA,NA,"AverageDistanceofPuttsmade",2006
104,104,"Jerry Kelly",100,NA,74199,84,NA,NA,"AverageDistanceofPuttsmade",2006
104,104,"Kevin Sutherland",100,NA,75963,86,NA,NA,"AverageDistanceofPuttsmade",2006
107,107,"Shane Bertsch",104,NA,78497,89,NA,NA,"AverageDistanceofPuttsmade",2006
107,107,"Lucas Glover",105,NA,75877,86,NA,NA,"AverageDistanceofPuttsmade",2006
109,109,"Phil Mickelson",74,NA,41351,47,NA,NA,"AverageDistanceofPuttsmade",2006
110,110,"Mark Calcavecchia",94,NA,69441,79,NA,NA,"AverageDistanceofPuttsmade",2006
110,110,"DJ Trahan",92,NA,65068,74,NA,NA,"AverageDistanceofPuttsmade",2006
112,112,"Brian Bateman",69,NA,50901,58,NA,NA,"AverageDistanceofPuttsmade",2006
112,112,"Paul Stankowski",70,NA,55306,63,NA,NA,"AverageDistanceofPuttsmade",2006
114,114,"Sean OHair",100,NA,66667,76,NA,NA,"AverageDistanceofPuttsmade",2006
114,114,"Jimmy Walker",60,NA,49121,56,NA,NA,"AverageDistanceofPuttsmade",2006
116,116,"Bob Estes",85,NA,64813,74,NA,NA,"AverageDistanceofPuttsmade",2006
116,116,"Charles Howell III",96,NA,67441,77,NA,NA,"AverageDistanceofPuttsmade",2006
116,116,"Ron Whittaker",81,NA,62178,71,NA,NA,"AverageDistanceofPuttsmade",2006
119,119,"Heath Slocum",96,NA,73537,84,NA,NA,"AverageDistanceofPuttsmade",2006
120,120,"Dudley Hart",83,NA,61160,70,NA,NA,"AverageDistanceofPuttsmade",2006
120,120,"Lee Janzen",79,NA,59444,68,NA,NA,"AverageDistanceofPuttsmade",2006
122,122,"Doug Barron",74,NA,58506,67,NA,NA,"AverageDistanceofPuttsmade",2006
122,122,"John Cook",67,NA,47117,54,NA,NA,"AverageDistanceofPuttsmade",2006
122,122,"Robert Gamez",94,NA,71587,82,NA,NA,"AverageDistanceofPuttsmade",2006
122,122,"Zach Johnson",98,NA,67210,77,NA,NA,"AverageDistanceofPuttsmade",2006
122,122,"Steve Jones",83,NA,60222,69,NA,NA,"AverageDistanceofPuttsmade",2006
122,122,"Nick Watney",97,NA,75093,86,NA,NA,"AverageDistanceofPuttsmade",2006
128,128,"Billy Mayfair",94,NA,67160,77,NA,NA,"AverageDistanceofPuttsmade",2006
128,128,"Bob Tway",81,NA,57571,66,NA,NA,"AverageDistanceofPuttsmade",2006
130,130,"Billy Andrade",78,NA,52262,60,NA,NA,"AverageDistanceofPuttsmade",2006
130,130,"John Engler Jr",69,NA,54003,62,NA,NA,"AverageDistanceofPuttsmade",2006
130,130,"Tom Lehman",70,NA,40958,47,NA,NA,"AverageDistanceofPuttsmade",2006
130,130,"Hidemichi Tanaka",74,NA,56635,65,NA,NA,"AverageDistanceofPuttsmade",2006
134,134,"Shaun Micheel",96,NA,67879,78,NA,NA,"AverageDistanceofPuttsmade",2006
134,134,"Kirk Triplett",58,NA,42642,49,NA,NA,"AverageDistanceofPuttsmade",2006
136,136,"Jeff Brehaut",100,NA,72965,84,NA,NA,"AverageDistanceofPuttsmade",2006
137,137,"Will Ma Kenzie",91,NA,62442,72,NA,NA,"AverageDistanceofPuttsmade",2006
138,138,"Jeff Sluman",101,NA,71863,83,NA,NA,"AverageDistanceofPuttsmade",2006
138,138,"Duffy Waldorf",96,NA,70977,82,NA,NA,"AverageDistanceofPuttsmade",2006
140,140,"Pat Perez",50,NA,36326,42,NA,NA,"AverageDistanceofPuttsmade",2006
141,141,"Adam Scott",70,NA,43192,50,NA,NA,"AverageDistanceofPuttsmade",2006
141,141,"Mike Weir",88,NA,54450,63,NA,NA,"AverageDistanceofPuttsmade",2006
143,143,"Camilo Villegas",95,NA,70737,82,NA,NA,"AverageDistanceofPuttsmade",2006
144,144,"Trevor Immelman",86,NA,62897,73,NA,NA,"AverageDistanceofPuttsmade",2006
145,145,"Carlos Franco",86,NA,66323,77,NA,NA,"AverageDistanceofPuttsmade",2006
146,146,"Robert Garrigus",85,NA,62708,73,NA,NA,"AverageDistanceofPuttsmade",2006
146,146,"Ryuji Imada",105,NA,73887,86,NA,NA,"AverageDistanceofPuttsmade",2006
148,148,"Kris Cox",83,NA,61752,72,NA,NA,"AverageDistanceofPuttsmade",2006
149,149,"John Daly",51,NA,34248,40,NA,NA,"AverageDistanceofPuttsmade",2006
149,149,"Paul Goydos",72,NA,54770,64,NA,NA,"AverageDistanceofPuttsmade",2006
149,149,"Steve Lowery",99,NA,71037,83,NA,NA,"AverageDistanceofPuttsmade",2006
152,152,"Fred Couples",52,NA,27345,32,NA,NA,"AverageDistanceofPuttsmade",2006
152,152,"Brian Davis",92,NA,68398,80,NA,NA,"AverageDistanceofPuttsmade",2006
152,152,"Retief Goosen",68,NA,39324,46,NA,NA,"AverageDistanceofPuttsmade",2006
155,155,"Charley Hoffman",100,NA,73428,86,NA,NA,"AverageDistanceofPuttsmade",2006
155,155,"Brett Wetterich",82,NA,60659,71,NA,NA,"AverageDistanceofPuttsmade",2006
157,157,"Padraig Harrington",54,NA,32424,38,NA,NA,"AverageDistanceofPuttsmade",2006
157,157,"Kenny Perry",73,NA,51194,60,NA,NA,"AverageDistanceofPuttsmade",2006
159,159,"Scott Gutschewski",53,NA,37448,44,NA,NA,"AverageDistanceofPuttsmade",2006
160,160,"Joe Durant",101,NA,81400,96,NA,NA,"AverageDistanceofPuttsmade",2006
161,161,"Chris DiMarco",83,NA,50761,60,NA,NA,"AverageDistanceofPuttsmade",2006
161,161,"Sergio Garcia",59,NA,32162,38,NA,NA,"AverageDistanceofPuttsmade",2006
161,161,"Tim Herron",82,NA,51612,61,NA,NA,"AverageDistanceofPuttsmade",2006
164,164,"Daisuke Maruyama",83,NA,59167,70,NA,NA,"AverageDistanceofPuttsmade",2006
165,165,"Paul Azinger",87,NA,66708,79,NA,NA,"AverageDistanceofPuttsmade",2006
165,165,"Greg Owen",79,NA,52358,62,NA,NA,"AverageDistanceofPuttsmade",2006
167,167,"Skip Kendall",72,NA,48820,58,NA,NA,"AverageDistanceofPuttsmade",2006
168,168,"David Branshaw",98,NA,72217,86,NA,NA,"AverageDistanceofPuttsmade",2006
169,169,"Scott Verplank",88,NA,56220,67,NA,NA,"AverageDistanceofPuttsmade",2006
170,170,"Greg Kraft",79,NA,56133,67,NA,NA,"AverageDistanceofPuttsmade",2006
171,171,"Patrick Sheehan",104,NA,72756,87,NA,NA,"AverageDistanceofPuttsmade",2006
172,172,"Bart Bryant",87,NA,58412,70,NA,NA,"AverageDistanceofPuttsmade",2006
172,172,"Bubba Dickerson",98,NA,71692,86,NA,NA,"AverageDistanceofPuttsmade",2006
172,172,"Ernie Els",69,NA,39178,47,NA,NA,"AverageDistanceofPuttsmade",2006
175,175,"Jason Bohn",104,NA,73709,89,NA,NA,"AverageDistanceofPuttsmade",2006
176,176,"Chris Couch",75,NA,54562,66,NA,NA,"AverageDistanceofPuttsmade",2006
177,177,"Bob May",65,NA,43740,53,NA,NA,"AverageDistanceofPuttsmade",2006
178,178,"Matt Hansen",68,NA,47776,58,NA,NA,"AverageDistanceofPuttsmade",2006
178,178,"Roger Tambellini",64,NA,43668,53,NA,NA,"AverageDistanceofPuttsmade",2006
178,178,"Charles Warren",93,NA,65947,80,NA,NA,"AverageDistanceofPuttsmade",2006
181,181,"Thomas Levet",53,NA,38642,47,NA,NA,"AverageDistanceofPuttsmade",2006
182,182,"Robert Damron",91,NA,66316,81,NA,NA,"AverageDistanceofPuttsmade",2006
182,182,"Ryan Hietala",61,NA,41786,51,NA,NA,"AverageDistanceofPuttsmade",2006
184,184,"Alex Cejka",93,NA,65454,80,NA,NA,"AverageDistanceofPuttsmade",2006
184,184,"Ian Leggatt",80,NA,57273,70,NA,NA,"AverageDistanceofPuttsmade",2006
184,184,"Joey Sindelar",90,NA,61328,75,NA,NA,"AverageDistanceofPuttsmade",2006
187,187,"Jon Mills",68,NA,43839,54,NA,NA,"AverageDistanceofPuttsmade",2006
188,188,"Nicholas Thompson",96,NA,63220,78,NA,NA,"AverageDistanceofPuttsmade",2006
189,189,"Bubba Watson",83,NA,58072,72,NA,NA,"AverageDistanceofPuttsmade",2006
190,190,"Bill Haas",99,NA,69967,87,NA,NA,"AverageDistanceofPuttsmade",2006
191,191,"Jeff Gove",91,NA,64194,80,NA,NA,"AverageDistanceofPuttsmade",2006
191,191,"Jonathan Kaye",95,NA,68972,86,NA,NA,"AverageDistanceofPuttsmade",2006
193,193,"Justin Leonard",83,NA,50832,64,NA,NA,"AverageDistanceofPuttsmade",2006
194,194,"Peter Lonard",77,NA,51966,66,NA,NA,"AverageDistanceofPuttsmade",2006
195,195,"Omar Uresti",61,NA,39749,51,NA,NA,"AverageDistanceofPuttsmade",2006
196,196,"Mark Brooks",90,NA,56624,74,NA,NA,"AverageDistanceofPuttsmade",2006
